,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
117,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-02-01 14:58:51.000000,2024-01-31 06:26:53,3654.0,72.0,776.0,57.0,1418.0,305.0,1193.0,3871.0,"Serve, optimize and scale PyTorch models in production.",184.0,35,True,2023-10-13 00:21:43,0.9.0,22.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],597.0,597.0,https://pypi.org/project/torchserve,37209.0,64120.0,https://anaconda.org/pytorch/torchserve,2023-10-12 22:01:52.717,149864.0,https://hub.docker.com/r/pytorch/torchserve,2023-10-12 22:44:52.307587,22.0,1223869.0,2.0,5517.0,,,,,,,,,,,
118,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2024-01-16 12:06:35.000000,2024-01-16 10:34:48,5269.0,7.0,269.0,80.0,777.0,15.0,123.0,2774.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,35,True,2023-12-14 15:50:47,8.2.2,76.0,thinc,conda-forge/thinc,,,,42151.0,42151.0,https://pypi.org/project/thinc,5622617.0,5682623.0,https://anaconda.org/conda-forge/thinc,2023-12-29 09:50:56.118,2700275.0,,,,,2.0,,,,,,,,,,,,
119,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2024-02-01 17:47:54.000000,2024-02-01 10:47:13,4077.0,169.0,402.0,35.0,2904.0,432.0,1031.0,2174.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,154.0,35,True,2024-01-14 08:43:04,0.43.2,68.0,pyvista,conda-forge/pyvista,,,['jupyter'],2582.0,2582.0,https://pypi.org/project/pyvista,251336.0,261292.0,https://anaconda.org/conda-forge/pyvista,2024-01-14 09:37:36.376,437630.0,,,,,2.0,791.0,,,,,,,,,,,
120,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2024-01-25 19:10:46.000000,2024-01-17 02:02:52,3822.0,32.0,511.0,147.0,1128.0,123.0,1615.0,2084.0,Rasterio reads and writes geospatial raster datasets.,155.0,35,True,2023-10-19 14:09:18,1.3.9,82.0,rasterio,conda-forge/rasterio,,,,10228.0,10228.0,https://pypi.org/project/rasterio,2180339.0,2255486.0,https://anaconda.org/conda-forge/rasterio,2023-12-13 04:52:52.421,2780147.0,,,,,2.0,853.0,,,,,,,,,,,
121,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2024-02-01 09:34:58.000000,2024-02-01 09:33:54,5039.0,168.0,472.0,21.0,1158.0,914.0,597.0,2031.0,"This is the development home of the workflow management system Snakemake. For general information, see.",315.0,35,True,2024-01-30 17:35:40,8.4.2,229.0,snakemake,bioconda/snakemake,,,,1854.0,1854.0,https://pypi.org/project/snakemake,108831.0,118446.0,https://anaconda.org/bioconda/snakemake,2024-01-30 21:28:14.396,961511.0,,,,,2.0,,,,,,,,,,,,
122,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2024-01-31 18:09:41.000000,2024-01-30 12:13:24,1633.0,85.0,346.0,26.0,1359.0,67.0,700.0,1805.0,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",222.0,35,True,2024-01-30 10:36:04,1.3.0.post0,42.0,metrics,conda-forge/torchmetrics,,,['pytorch'],20147.0,20147.0,https://pypi.org/project/metrics,2725.0,37415.0,https://anaconda.org/conda-forge/torchmetrics,2023-12-01 20:39:28.126,1209541.0,,,,,1.0,4654.0,,Lightning-AI/torchmetrics,,,,,,,,,
123,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-02-01 16:39:50.000000,2024-02-01 08:24:51,1558.0,76.0,155.0,31.0,1433.0,41.0,172.0,1119.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,77.0,35,True,2024-01-24 21:51:51,2024.1.0,24.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],9464.0,9464.0,https://pypi.org/project/scikit-learn-intelex,170416.0,177341.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-01-25 17:59:16.547,235476.0,,,,,1.0,,,,,,,,,,,,
124,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-01-29 20:15:11.000000,2024-01-23 16:39:24,1528.0,3.0,209.0,33.0,672.0,26.0,567.0,960.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 01:26:52,3.6.1,52.0,pyproj,conda-forge/pyproj,,,,26852.0,26852.0,https://pypi.org/project/pyproj,7670672.0,7836364.0,https://anaconda.org/conda-forge/pyproj,2023-12-08 10:35:21.072,7124767.0,,,,,2.0,,,,,,,,,,,,
125,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2024-02-01 04:15:49.000000,2024-02-01 04:15:42,7588.0,293.0,2586.0,295.0,184.0,27.0,1008.0,25339.0,"Visualizer for neural network, deep learning and machine learning models.",,34,True,2024-01-27 05:40:03,7.4.1,2.0,netron,,,,"['pytorch', 'tensorflow']",12.0,12.0,https://pypi.org/project/netron,21786.0,84877.0,,,,,,,,1.0,63091.0,,,,,,,,,,,
126,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-01-13 10:31:18.000000,2021-11-17 17:52:52,3466.0,,3750.0,665.0,1671.0,114.0,1985.0,23779.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],394.0,394.0,https://pypi.org/project/deepspeech,4005.0,21106.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,2513.0,,,,,2.0,1106321.0,,,,,,,,,,,
127,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2024-01-05 10:31:39.000000,2023-10-18 07:33:05,791.0,,4391.0,425.0,438.0,365.0,1723.0,17422.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,173.0,34,True,2023-10-10 12:57:04,1.1.5,16.0,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,795026.0,828297.0,https://anaconda.org/conda-forge/prophet,2023-10-20 01:36:39.935,1130326.0,,,,,1.0,2311.0,,,,,,,,,,,
128,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-01-29 15:32:48.000000,2023-08-20 17:38:53,890.0,,1107.0,321.0,267.0,49.0,341.0,12401.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,34,True,2023-06-14 16:34:48,1.17.3,21.0,annoy,conda-forge/python-annoy,,,,3508.0,3508.0,https://pypi.org/project/annoy,810559.0,819871.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,381816.0,,,,,2.0,,,,,,,,,,,,
129,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2024-01-24 18:07:58.000000,2024-01-24 18:07:58,3757.0,115.0,824.0,139.0,163.0,88.0,975.0,11189.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",91.0,34,True,2024-01-07 10:47:45,16.0.4,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,718.0,718.0,https://pypi.org/project/ocrmypdf,80472.0,82509.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,61342.0,,,,,2.0,2004.0,,,,,,ocrmypdf,ocrmypdf,,,,
130,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2024-02-01 09:21:04.000000,2023-11-10 11:25:48,6020.0,25.0,3108.0,240.0,1436.0,994.0,3835.0,10139.0,Open-source simulator for autonomous driving research.,170.0,34,True,2023-11-11 12:51:52,0.9.15,26.0,carla,,,,,624.0,624.0,https://pypi.org/project/carla,16489.0,16489.0,,,,,,,,1.0,,,,,,,,,,,,
131,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2024-02-01 04:03:23.000000,2024-02-01 04:03:19,2494.0,25.0,597.0,103.0,445.0,506.0,1173.0,8660.0,An open source multi-tool for exploring and publishing data.,76.0,34,True,2023-12-22 23:19:30,0.64.6,100.0,datasette,conda-forge/datasette,,,,1163.0,1163.0,https://pypi.org/project/datasette,39613.0,40500.0,https://anaconda.org/conda-forge/datasette,2024-01-03 22:47:34.900,30138.0,,,,,1.0,59.0,,,,,,datasette,,,,,
132,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2024-02-01 09:17:28.000000,2024-02-01 09:17:20,2876.0,36.0,2085.0,174.0,1132.0,12.0,1411.0,6459.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,34,True,2023-11-02 12:53:15,3.4.3,48.0,OpenNMT-py,,,,['pytorch'],252.0,252.0,https://pypi.org/project/OpenNMT-py,5602.0,5602.0,,,,,,,,2.0,,,,,,,,,,,,
133,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2024-02-01 15:41:04.000000,2024-01-30 22:17:26,19219.0,686.0,451.0,54.0,2666.0,413.0,980.0,6364.0,"Visualize, create, and debug image and video datasets and model predictions.",107.0,34,True,2024-01-23 14:14:59,0.23.3,81.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",482.0,482.0,https://pypi.org/project/fiftyone,57419.0,57419.0,,,,,,,,2.0,,,,,,,,,,,,
134,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-01-29 19:34:09.000000,2024-01-29 19:34:09,2961.0,207.0,689.0,141.0,93.0,82.0,324.0,5897.0,Fit interpretable models. Explain blackbox machine learning.,41.0,34,True,2023-12-14 21:27:55,0.5.0,40.0,interpret,,,,['jupyter'],611.0,611.0,https://pypi.org/project/interpret,82655.0,82655.0,,,,,,,,1.0,,,,,,,,,,,,
135,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-02-01 14:04:39.000000,2024-02-01 14:04:38,2287.0,60.0,605.0,91.0,244.0,420.0,519.0,5026.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",88.0,34,True,2024-01-10 16:14:12,1.14.1,92.0,clearml,,allegroai/trains,,,920.0,920.0,https://pypi.org/project/clearml,230126.0,230700.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30236.0,2.0,2002.0,,,,,,,,,,,
136,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-02-01 03:25:52.893000,2024-01-31 22:28:40,1268.0,57.0,224.0,31.0,420.0,76.0,197.0,3349.0,Lightning fast forecasting with statistical and econometric models.,37.0,34,True,2024-01-31 22:31:07,1.7.2,27.0,statsforecast,conda-forge/statsforecast,,,,687.0,687.0,https://pypi.org/project/statsforecast,463875.0,466386.0,https://anaconda.org/conda-forge/statsforecast,2024-02-01 03:25:52.893,57769.0,,,,,1.0,,,,,,,,,,,,
137,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-01-15 22:33:33.000000,2024-01-15 22:33:33,2291.0,21.0,529.0,69.0,480.0,238.0,702.0,2236.0,Survival analysis in Python.,116.0,34,True,2024-01-03 22:00:43,0.28.0,100.0,lifelines,conda-forge/lifelines,,,,2164.0,2164.0,https://pypi.org/project/lifelines,594662.0,601548.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,309881.0,,,,,2.0,,,,,,,,,,,,
138,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2024-02-01 18:05:34.000000,2024-02-01 02:27:53,2816.0,175.0,278.0,68.0,1536.0,32.0,586.0,2221.0,Adaptive Experimentation Platform.,161.0,34,True,2023-12-09 18:08:38,0.3.6,38.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],636.0,636.0,https://pypi.org/project/ax-platform,89824.0,89824.0,https://anaconda.org/conda-forge/ax-platform,,,,,,,1.0,,,,,,,,,,,,
139,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2024-02-01 09:03:24.000000,2024-01-30 10:08:32,950.0,72.0,312.0,52.0,1087.0,216.0,359.0,1929.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,95.0,34,True,2024-01-19 16:01:49,1.16.2,49.0,optimum,conda-forge/optimum,,,,1471.0,1471.0,https://pypi.org/project/optimum,876524.0,877030.0,https://anaconda.org/conda-forge/optimum,2024-01-19 18:30:36.317,11151.0,,,,,1.0,,,,,,,,,,,,
140,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-01-26 10:55:56.000000,2024-01-26 10:55:56,1171.0,21.0,344.0,65.0,595.0,234.0,347.0,1439.0,A Jupyter - Leaflet.js bridge.,87.0,34,True,2024-01-23 17:51:37,0.18.2,70.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],7059.0,7059.0,https://pypi.org/project/ipyleaflet,128716.0,176652.0,https://anaconda.org/conda-forge/ipyleaflet,2024-01-23 20:31:49.209,1098985.0,,,,,3.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,23515.0,,,,,,
141,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-02-01 01:43:52.000000,2024-01-31 19:53:34,866.0,6.0,313.0,45.0,1010.0,72.0,163.0,1174.0,Making text a first-class citizen in TensorFlow.,112.0,34,True,2023-11-15 19:00:05,2.15.0,53.0,tensorflow-text,,,,['tensorflow'],6360.0,6360.0,https://pypi.org/project/tensorflow-text,5031988.0,5031988.0,,,,,,,,2.0,,,,,,,,,,,,
142,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-02-01 10:43:46.000000,2024-02-01 08:13:06,2975.0,113.0,4052.0,372.0,3616.0,336.0,1167.0,36304.0,"Making large AI models cheaper, faster and more accessible.",162.0,33,True,2023-11-01 05:57:35,0.3.4,34.0,,,,,,291.0,291.0,,,,,,,,,,,2.0,,,,,,,,,,,,
143,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-01-31 15:48:05.000000,2024-01-31 15:43:49,1500.0,8.0,6819.0,380.0,647.0,381.0,3041.0,27959.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",264.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1584.0,1584.0,https://pypi.org/project/detectron2,,5147.0,https://anaconda.org/conda-forge/detectron2,2024-01-18 08:57:46.349,221357.0,,,,,2.0,,,,,,,,,,,,
144,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-01-30 06:15:26.000000,2023-12-27 16:23:43,4667.0,150.0,2896.0,249.0,707.0,73.0,882.0,26360.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",163.0,33,True,2023-12-12 15:11:16,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,143070.0,197738.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,10329.0,,,,,2.0,1900527.0,,,,,,,,,,,
145,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-02-01 17:50:30.000000,2024-02-01 13:02:03,34837.0,651.0,12244.0,944.0,24231.0,,,22774.0,Apache Flink Python API.,1823.0,33,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,44240.0,44240.0,,,,,,,,3.0,,,,,,,,,,,,
146,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2024-02-01 15:57:06.000000,2024-02-01 13:08:54,16954.0,1087.0,2572.0,377.0,4608.0,374.0,3283.0,19802.0,Build AI using SQL.,819.0,33,True,2024-01-25 13:35:29,24.1.4.0,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,13416.0,13416.0,,,,,,,,3.0,,,,,,,,,,,,
147,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-12-26 23:00:56.000000,2020-10-14 16:36:49,6226.0,,4128.0,1003.0,1869.0,324.0,658.0,16856.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,33,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,978.0,978.0,https://pypi.org/project/zipline,2902.0,3083.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7432.0,,,,,1.0,,,,,,,,,,,,
148,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,,1769.0,283.0,3502.0,356.0,1677.0,13552.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,33,True,2023-09-14 12:12:06,3.0,40.0,nni,,,,,557.0,557.0,https://pypi.org/project/nni,15224.0,15224.0,,,,,,,,1.0,,,,,,,,,,,,
149,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2024-01-17 08:31:39.000000,2023-12-09 05:39:53,576.0,12.0,2268.0,223.0,245.0,93.0,416.0,9846.0,A little word cloud generator in Python.,72.0,33,True,2023-12-09 13:50:41,1.9.3,13.0,wordcloud,conda-forge/wordcloud,,,,21.0,21.0,https://pypi.org/project/wordcloud,1333906.0,1344471.0,https://anaconda.org/conda-forge/wordcloud,2023-12-11 13:49:34.986,454331.0,,,,,2.0,,,,,,,,,,,,
150,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-01-02 11:17:53.000000,2024-01-02 11:17:47,862.0,3.0,1271.0,418.0,85.0,32.0,159.0,9670.0,TensorFlow-based neural network library.,58.0,33,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1216.0,1216.0,https://pypi.org/project/dm-sonnet,19387.0,19915.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26952.0,,,,,3.0,,,google-deepmind/sonnet,,,,,,,,,
151,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2024-02-01 17:39:19.000000,2024-02-01 16:58:00,603.0,133.0,813.0,66.0,577.0,79.0,648.0,7266.0,Train transformer language models with reinforcement learning.,142.0,33,True,2024-01-19 10:58:25,0.7.10,25.0,trl,,,,,1150.0,1150.0,https://pypi.org/project/trl,209474.0,209474.0,,,,,,,,2.0,,,,,,,,,,,,
152,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-02-01 18:09:52.000000,2024-02-01 17:04:26,38256.0,457.0,788.0,146.0,9034.0,919.0,4966.0,6992.0,cuDF - GPU DataFrame Library.,270.0,33,True,2023-12-08 21:31:24,23.12.01,45.0,cudf,,,,,51.0,51.0,https://pypi.org/project/cudf,2404.0,2404.0,,,,,,,,2.0,,,,,,,,,,,,
153,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-02-01 18:10:03.000000,2024-02-01 16:56:29,32309.0,91.0,1957.0,384.0,6749.0,2674.0,6535.0,6624.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",253.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,405411.0,405411.0,,,,,,,,2.0,,,,,,,,,,,,
154,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-12-16 19:25:54.000000,2023-12-16 19:23:13,1208.0,20.0,631.0,64.0,131.0,48.0,432.0,5639.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",40.0,33,True,2023-12-16 19:24:49,2.4.1,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1187.0,1187.0,https://pypi.org/project/pytorch-metric-learning,253394.0,253621.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11134.0,,,,,1.0,,,,,,,,,,,,
155,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-01-24 19:59:59.000000,2024-01-24 19:51:09,1053.0,25.0,458.0,227.0,733.0,172.0,331.0,4408.0,Model interpretability and understanding for PyTorch.,105.0,33,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],1763.0,1763.0,https://pypi.org/project/captum,171605.0,172384.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,20260.0,,,,,1.0,,,,,,,,,,,,
156,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-02-01 07:27:59.000000,2024-01-19 15:04:04,12141.0,141.0,1071.0,99.0,1312.0,119.0,742.0,4282.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,33,True,2023-12-27 22:17:11,1.17.0,55.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,477.0,477.0,https://pypi.org/project/adversarial-robustness-toolbox,25142.0,25978.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-12-27 22:57:10.074,35965.0,,,,,1.0,,,,,,,,,,,,
157,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-01-31 07:52:18.000000,2024-01-30 05:28:31,1126.0,28.0,550.0,116.0,840.0,262.0,1024.0,3904.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",159.0,33,True,2023-11-01 14:46:14,7.1,36.0,coremltools,conda-forge/coremltools,,,,3580.0,3580.0,https://pypi.org/project/coremltools,177669.0,179119.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53321.0,,,,,2.0,9032.0,,,,,,,,,,,
158,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-12-28 17:43:43.000000,2023-12-03 03:47:34,490.0,5.0,537.0,66.0,212.0,170.0,152.0,3818.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,5893.0,5893.0,https://pypi.org/project/hnswlib,628109.0,631414.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,125621.0,,,,,3.0,,,,,,,,,,,,
159,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2024-01-29 15:04:04.000000,2024-01-29 15:04:02,7354.0,33.0,601.0,117.0,1157.0,309.0,1104.0,3179.0,High-performance interactive 2D/3D data visualization library.,192.0,33,True,2023-10-03 22:23:12,0.14.1,35.0,vispy,conda-forge/vispy,,,['jupyter'],1399.0,1399.0,https://pypi.org/project/vispy,63648.0,74721.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,453738.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,7.0,,,,,,
160,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-02-01 16:12:05.000000,2024-01-31 06:49:19,1778.0,66.0,351.0,54.0,1514.0,56.0,395.0,2889.0,Bayesian optimization in PyTorch.,108.0,33,True,2023-12-09 01:58:40,0.9.5,41.0,botorch,conda-forge/botorch,,,['pytorch'],820.0,820.0,https://pypi.org/project/botorch,136068.0,138403.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,98092.0,,,,,1.0,,,,,,,,,,,,
