,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
157,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2025-10-13 17:34:46.000000,2025-09-26 06:54:08,3961.0,4508.0,385.0,4400.0,430.0,1299.0,41205.0,"Making large AI models cheaper, faster and more accessible.",197.0,33,True,117.0,2025-06-04 06:00:47,0.5.0,50.0,,,,,,,530.0,530.0,,,,,,,,,,,2.0,,,,,,,,,,,
158,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2025-08-27 22:45:52.000000,2025-08-27 22:42:21,1552.0,7466.0,388.0,715.0,469.0,3090.0,33544.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",280.0,33,True,2.0,2021-11-15 22:08:26,0.6,10.0,,detectron2,conda-forge/detectron2,,,['pytorch'],2585.0,2585.0,https://pypi.org/project/detectron2,,12936.0,https://anaconda.org/conda-forge/detectron2,2025-06-02 19:54:55.795,815022.0,,,,,2.0,,,,,,,,,,,
159,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2025-10-23 15:17:41.000000,2025-10-23 14:50:15,10741.0,3621.0,272.0,11781.0,137.0,872.0,30381.0,You like pytorch? You like micrograd? You love tinygrad!.,424.0,33,True,1156.0,2025-08-19 21:11:27,0.11.0,13.0,tinygrad/tinygrad,,,,,['pytorch'],20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,
160,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2025-09-27 16:27:11.000000,2025-09-27 16:27:10,2372.0,5725.0,506.0,198.0,1199.0,1394.0,26824.0,State-of-the-art 2D and 3D Face Analysis Project.,67.0,33,True,4.0,2023-04-02 07:43:27,0.7,1.0,,insightface,,,,['mxnet'],4793.0,4793.0,https://pypi.org/project/insightface,384638.0,731525.0,,,,,,,,2.0,10406631.0,,,,,,,,,,
161,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2025-10-23 16:43:36.000000,2025-10-22 23:08:47,1447.0,1361.0,182.0,1645.0,156.0,711.0,22570.0,MLX: An array framework for Apple silicon.,176.0,33,True,158.0,2025-10-17 19:11:53,0.29.3,63.0,,mlx,,,,,,,https://pypi.org/project/mlx,251713.0,251713.0,,,,,,,,3.0,,,,,,,,,,,
162,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-10-13 13:43:33.000000,2025-10-13 06:27:32,9272.0,3209.0,282.0,1344.0,162.0,726.0,21042.0,Best Practices on Recommendation Systems.,141.0,33,True,27.0,2024-12-24 07:39:57,1.2.1,14.0,recommenders-team/recommenders,recommenders,,,,,177.0,177.0,https://pypi.org/project/recommenders,13828.0,13837.0,,,,,,,,1.0,793.0,,,,,,,,,,
163,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-10-22 17:09:29.425000,2025-10-21 22:34:48,837.0,4589.0,452.0,489.0,449.0,1740.0,19713.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,189.0,33,True,7.0,2025-10-21 22:35:41,1.2.1-patched,23.0,,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,97544.0,126085.0,https://anaconda.org/conda-forge/prophet,2025-10-22 17:09:29.425,1539598.0,,,,,1.0,3166.0,,,,,,,,,,
164,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-10-23 00:39:40.000000,2025-10-21 00:33:12,32668.0,2003.0,371.0,7003.0,2830.0,6736.0,7324.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",282.0,33,True,25.0,,,,,h2o,,,,,99.0,99.0,https://pypi.org/project/h2o,181012.0,181012.0,,,,,,,,2.0,,,,,,,,,,,
165,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2025-10-14 17:32:07.000000,2024-06-27 17:56:21,2895.0,2113.0,172.0,1154.0,10.0,1437.0,6957.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,33,False,,2024-03-18 14:01:33,3.5.1,50.0,,OpenNMT-py,,,,['pytorch'],345.0,345.0,https://pypi.org/project/OpenNMT-py,28703.0,28703.0,,,,,,,,2.0,,,,,,,,,,,
166,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2025-10-15 08:00:57.000000,2025-10-12 07:30:43,3771.0,751.0,142.0,150.0,106.0,376.0,6698.0,Fit interpretable models. Explain blackbox machine learning.,53.0,33,True,19.0,2025-10-15 08:00:58,0.7.3,61.0,,interpret,,,,['jupyter'],926.0,926.0,https://pypi.org/project/interpret,223576.0,223576.0,,,,,,,,1.0,,,,,,,,,,,
167,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2025-08-17 17:08:48.000000,2025-08-17 17:08:48,1309.0,651.0,59.0,149.0,70.0,454.0,6241.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",45.0,33,True,8.0,2025-08-17 17:07:40,2.9.0,54.0,,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],2925.0,2925.0,https://pypi.org/project/pytorch-metric-learning,2263733.0,2263924.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2025-03-25 16:28:35.582,13223.0,,,,,1.0,,,,,,,,,,,
168,Captum,pytorch/captum,interpretability,,https://github.com/meta-pytorch/captum,https://github.com/meta-pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2025-10-22 18:44:31.000000,2025-10-22 18:37:37,1369.0,538.0,293.0,1078.0,222.0,352.0,5432.0,Model interpretability and understanding for PyTorch.,137.0,33,True,16.0,2025-03-27 04:51:30,0.8.0,10.0,meta-pytorch/captum,captum,conda-forge/captum,,,['pytorch'],3499.0,3499.0,https://pypi.org/project/captum,354424.0,357313.0,https://anaconda.org/conda-forge/captum,2025-04-22 14:58:08.009,132902.0,,,,,1.0,,,,,,,,,,,
169,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2025-10-20 23:56:50.000000,2025-10-08 16:07:17,1381.0,334.0,41.0,556.0,120.0,258.0,4547.0,Lightning fast forecasting with statistical and econometric models.,56.0,33,True,8.0,2025-07-05 10:57:04,2.0.2,37.0,,statsforecast,conda-forge/statsforecast,,,,2027.0,2027.0,https://pypi.org/project/statsforecast,1023306.0,1028362.0,https://anaconda.org/conda-forge/statsforecast,2025-10-13 19:00:26.309,217419.0,,,,,1.0,,,,,,,,,,,
170,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2025-08-06 19:17:08.000000,2025-03-17 18:20:57,3891.0,881.0,52.0,1761.0,386.0,1275.0,4382.0,"Serve, optimize and scale PyTorch models in production.",220.0,33,True,,2024-09-30 22:46:39,0.12.0,25.0,,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],900.0,900.0,https://pypi.org/project/torchserve,99809.0,129271.0,https://anaconda.org/pytorch/torchserve,2025-03-25 16:24:31.948,567478.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,32.0,1493559.0,3.0,8007.0,,,,,,,,,,
171,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2025-10-13 15:05:49.000000,2025-10-13 15:05:41,7447.0,619.0,110.0,1239.0,340.0,1125.0,3487.0,High-performance interactive 2D/3D data visualization library.,207.0,33,True,10.0,2025-05-19 13:53:25,0.15.2,40.0,,vispy,conda-forge/vispy,,,['jupyter'],2140.0,2140.0,https://pypi.org/project/vispy,206911.0,222831.0,https://anaconda.org/conda-forge/vispy,2025-08-30 02:31:08.305,970627.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,9.0,,,,,,
172,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2025-10-23 17:40:09.000000,2025-10-23 17:40:08,18461.0,1375.0,82.0,8407.0,526.0,4492.0,3104.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,405.0,33,True,66.0,2025-10-14 00:15:25,1.10.2,66.0,,mne,conda-forge/mne,,,,,,https://pypi.org/project/mne,282290.0,291711.0,https://anaconda.org/conda-forge/mne,2025-10-14 15:09:13.423,612385.0,,,,,2.0,,,,,,,,,,,
173,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2025-10-23 15:48:37.000000,2025-10-22 16:03:19,1690.0,353.0,57.0,250.0,98.0,231.0,3050.0,The machine learning toolkit for time series analysis in Python.,46.0,33,True,28.0,2025-07-02 12:20:58,0.6.4,26.0,,tslearn,conda-forge/tslearn,,,['sklearn'],1901.0,1901.0,https://pypi.org/project/tslearn,403469.0,430317.0,https://anaconda.org/conda-forge/tslearn,2025-07-03 08:03:58.545,1718286.0,,,,,1.0,,,,,,,,,,,
174,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2025-10-21 13:33:58.000000,2025-10-21 13:33:58,1080.0,171.0,22.0,518.0,216.0,396.0,2629.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,81.0,33,True,35.0,2025-10-09 10:15:42,0.13.2,49.0,,equinox,,,,['jax'],1440.0,1440.0,https://pypi.org/project/equinox,502382.0,502382.0,,,,,,,,1.0,,,,,,,,,,,
175,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2025-06-19 13:12:24.000000,2025-06-19 13:12:24,1212.0,348.0,62.0,635.0,268.0,366.0,1533.0,A Jupyter - Leaflet.js bridge.,94.0,33,True,,2025-06-13 08:24:28,0.20.0,74.0,,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],18066.0,18066.0,https://pypi.org/project/ipyleaflet,233269.0,262758.0,https://anaconda.org/conda-forge/ipyleaflet,2025-06-13 19:35:58.799,1745435.0,,,,,3.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2637.0,,,,,,
176,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2025-10-21 13:02:21.450000,2025-10-21 08:34:10,1292.0,268.0,48.0,605.0,26.0,190.0,1450.0,ARCH models in Python.,39.0,33,True,85.0,2025-10-21 08:35:55,8.0.0,50.0,,arch,conda-forge/arch-py,,,,3374.0,3374.0,https://pypi.org/project/arch,555480.0,565866.0,https://anaconda.org/conda-forge/arch-py,2025-10-21 13:02:21.450,664707.0,,,,,1.0,,,,,,,,,,,
177,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2025-10-23 16:04:29.000000,2025-09-22 14:50:01,5147.0,169.0,11.0,818.0,17.0,191.0,1388.0,Time series forecasting with machine learning models.,23.0,33,True,298.0,2025-09-22 18:32:56,0.18.0,34.0,skforecast/skforecast,skforecast,,,,['sklearn'],487.0,487.0,https://pypi.org/project/skforecast,92888.0,92888.0,,,,,,,,1.0,,,,,,,,,,,
178,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2025-10-23 01:17:04.000000,2025-08-18 17:37:37,922.0,358.0,38.0,1155.0,89.0,173.0,1272.0,Making text a first-class citizen in TensorFlow.,118.0,33,True,3.0,2025-04-04 21:04:24,2.19.0,62.0,,tensorflow-text,,,,['tensorflow'],10030.0,10030.0,https://pypi.org/project/tensorflow-text,6672912.0,6672912.0,,,,,,,,2.0,,,,,,,,,,,
179,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2025-09-05 00:10:55.000000,2025-09-05 00:10:53,1572.0,154.0,37.0,136.0,4.0,646.0,1194.0,A Python data analysis library that is optimized for humans instead of machines.,55.0,33,True,4.0,,,16.0,,agate,conda-forge/agate,,,,5260.0,5260.0,https://pypi.org/project/agate,23304742.0,23312473.0,https://anaconda.org/conda-forge/agate,2025-04-22 14:56:31.741,409778.0,,,,,2.0,,,,,,,,,,,
180,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2025-10-16 12:11:20.000000,2025-10-16 12:11:19,15315.0,313.0,33.0,2074.0,453.0,743.0,1146.0,Python package for earth-observing satellite data processing.,183.0,33,True,220.0,2025-08-09 02:19:32,0.58.0,74.0,,satpy,conda-forge/satpy,,,,183.0,183.0,https://pypi.org/project/satpy,25404.0,30178.0,https://anaconda.org/conda-forge/satpy,2025-08-09 09:34:23.476,305583.0,,,,,3.0,,,,,,,,,,,
181,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2025-10-23 16:23:34.000000,2025-10-23 16:23:34,11864.0,251.0,50.0,12628.0,238.0,2284.0,1032.0,Cloud-native genomic dataframes and batch computing.,100.0,33,True,124.0,2025-09-09 17:24:04,0.2.136,100.0,,hail,,,,['spark'],171.0,171.0,https://pypi.org/project/hail,124869.0,124869.0,,,,,,,,2.0,,,,,,,,,,,
182,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-10-21 21:38:00.000000,2025-10-18 14:19:09,3462.0,130.0,12.0,392.0,4.0,221.0,881.0,Python bindings for MPI.,28.0,33,True,83.0,2025-10-10 12:27:33,4.1.1,19.0,,mpi4py,conda-forge/mpi4py,,,,11824.0,11824.0,https://pypi.org/project/mpi4py,943807.0,1018828.0,https://anaconda.org/conda-forge/mpi4py,2025-10-14 10:45:42.984,4463949.0,,,,,2.0,39239.0,,,,,,,,,,
183,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2025-10-13 04:07:02.000000,2025-04-28 11:22:23,15122.0,503.0,46.0,2351.0,408.0,974.0,793.0,Workflows and interfaces for neuroimaging packages.,264.0,33,True,,2025-03-19 23:38:43,1.10.0,49.0,,nipype,conda-forge/nipype,,,,7190.0,7190.0,https://pypi.org/project/nipype,369168.0,384976.0,https://anaconda.org/conda-forge/nipype,2025-05-05 13:43:30.848,980127.0,,,,,2.0,,,,,,,,,,,
184,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2025-10-23 17:21:01.000000,2025-10-23 08:26:00,19693.0,5858.0,426.0,6865.0,55.0,4297.0,36521.0,"AI Analytics and Knowledge Engine for RAG over large-scale, heterogeneous data. - The only MCP Server youll ever need.",878.0,32,True,122.0,2025-10-23 08:36:22,25.10.0,100.0,,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,31031.0,31031.0,,,,,,,,3.0,,,,,,,,,,,
185,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2025-10-17 05:22:09.000000,2025-10-17 05:20:16,2043.0,4950.0,411.0,1025.0,257.0,748.0,32538.0,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring..",144.0,32,True,12.0,2025-08-15 09:49:17,0.9.7,23.0,,pyqlib,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pyqlib,17164.0,17178.0,,,,,,,,1.0,914.0,,,,,,,,,,
186,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2025-04-22 14:57:16.666000,2025-04-02 16:22:19,540.0,3023.0,394.0,128.0,238.0,561.0,27467.0,Deezer source separation library including pretrained models.,22.0,32,True,,2021-09-03 09:59:00,2.3.0,10.0,,spleeter,conda-forge/spleeter,,,['tensorflow'],1074.0,1074.0,https://pypi.org/project/spleeter,25782.0,88244.0,https://anaconda.org/conda-forge/spleeter,2025-04-22 14:57:16.666,117948.0,,,,,2.0,4377743.0,,,,,,,,,,
187,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2025-04-22 14:57:35.321000,2020-10-14 16:36:49,6226.0,4320.0,1016.0,1871.0,326.0,661.0,19085.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,32,False,,2020-10-05 15:43:07,1.4.1,13.0,,zipline,conda-forge/zipline,,,,1045.0,1045.0,https://pypi.org/project/zipline,1756.0,1942.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,11363.0,,,,,1.0,,,,,,,,,,,
188,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-06-25 23:21:43.000000,2025-06-25 23:21:40,1332.0,1682.0,124.0,1259.0,,1260.0,15176.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,172.0,32,True,,2025-05-27 21:22:56,2.0.8,51.0,,albumentations,conda-forge/albumentations,,,['pytorch'],,,https://pypi.org/project/albumentations,4685928.0,4691248.0,https://anaconda.org/conda-forge/albumentations,2025-05-28 13:47:29.423,335206.0,,,,,2.0,,,,,,,,,,,
189,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2025-04-22 14:56:30.659000,2021-07-29 23:17:25,531.0,1811.0,259.0,122.0,104.0,535.0,12021.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,,2020-04-03 22:05:03,0.2.0.0,18.0,,lime,conda-forge/lime,,,,9504.0,9504.0,https://pypi.org/project/lime,223075.0,227742.0,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,298711.0,,,,,2.0,,,,,,,,,,,
190,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-10-20 22:50:11.000000,2024-10-17 22:52:09,3861.0,1179.0,191.0,2876.0,42.0,1038.0,11603.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",157.0,32,True,,2024-07-30 00:11:51,0.10.4,51.0,,ludwig,,,,['tensorflow'],338.0,338.0,https://pypi.org/project/ludwig,3915.0,3915.0,,,,,,,,3.0,,,,,,,,,,,
191,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,BSD-2-Clause,2012-03-23 17:14:15.000,2025-10-20 20:22:16.000000,2025-10-20 20:10:55,821.0,1884.0,334.0,96.0,131.0,503.0,11312.0,Python wrapper for TA-Lib (http://ta-lib.org/).,37.0,32,True,113.0,2025-10-20 20:47:55,0.6.8,7.0,,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,526298.0,540198.0,https://anaconda.org/conda-forge/ta-lib,2025-08-03 21:43:53.439,792580.0,,,,,1.0,1814.0,,,,,,,,,,
192,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,2031.0,277.0,3401.0,50.0,1494.0,10621.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,218.0,32,False,,2023-06-06 20:16:41,1.7.2,23.0,,parlai,,,,['pytorch'],274.0,274.0,https://pypi.org/project/parlai,5626.0,5626.0,,,,,,,,2.0,,,,,,,,,,,
193,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2025-10-23 14:53:20.000000,2025-10-23 14:53:18,6440.0,1222.0,122.0,1864.0,108.0,783.0,9505.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",100.0,32,True,30.0,2025-09-04 16:26:37,3.8.0,76.0,,perspective-python,conda-forge/perspective,,,['jupyter'],190.0,190.0,https://pypi.org/project/perspective-python,17124.0,55046.0,https://anaconda.org/conda-forge/perspective,2025-09-26 21:31:04.366,2359422.0,,,,,2.0,12098.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,609.0,,,,,,
194,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,1385.0,295.0,897.0,151.0,760.0,9279.0,AutoML library for deep learning.,146.0,32,True,,2024-03-20 21:24:21,2.0.0,59.0,,autokeras,,,,['tensorflow'],892.0,892.0,https://pypi.org/project/autokeras,16756.0,16973.0,,,,,,,,2.0,20615.0,,,,,,,,,,
195,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-09-14 16:16:51.000000,2025-09-14 16:16:51,791.0,2330.0,269.0,217.0,290.0,343.0,8884.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",55.0,32,True,4.0,2025-05-12 23:42:38,3.14.3,36.0,,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,2141832.0,2147598.0,https://anaconda.org/conda-forge/speechrecognition,2025-05-12 19:22:07.059,357550.0,,,,,2.0,,,,,,,,,,,
196,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2025-10-03 23:46:19.000000,2025-10-03 22:54:42,1229.0,1409.0,95.0,711.0,672.0,544.0,8825.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,134.0,32,True,11.0,,,4.0,,,conda-forge/nvidia-apex,,,['pytorch'],3283.0,3283.0,,,9631.0,https://anaconda.org/conda-forge/nvidia-apex,2025-07-26 05:52:25.085,577912.0,,,,,2.0,,,,,,,,,,,
197,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-10-20 20:06:02.000000,2024-11-13 18:39:43,1380.0,889.0,155.0,1740.0,151.0,865.0,7550.0,An open source python library for automated feature engineering.,75.0,32,True,,2024-05-14 18:59:20,1.31.0,100.0,,featuretools,conda-forge/featuretools,,,,2111.0,2111.0,https://pypi.org/project/featuretools,105744.0,109975.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,270821.0,,,,,2.0,,,,,,,,,,,
198,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2025-09-01 17:12:43.186000,2025-05-04 14:31:12,2355.0,1133.0,187.0,245.0,234.0,291.0,6236.0,Distributed Evolutionary Algorithms in Python.,91.0,32,True,,,,8.0,,deap,conda-forge/deap,,,,6860.0,6860.0,https://pypi.org/project/deap,239047.0,249128.0,https://anaconda.org/conda-forge/deap,2025-09-01 17:12:43.186,604919.0,,,,,2.0,,,,,,,,,,,
199,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-10-23 16:16:05.000000,2025-10-23 16:16:01,1124.0,400.0,78.0,570.0,58.0,473.0,6123.0,A scikit-learn compatible neural network library that wraps PyTorch.,68.0,32,True,6.0,2025-08-08 11:11:48,1.2.0,18.0,,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1736.0,1736.0,https://pypi.org/project/skorch,161816.0,175115.0,https://anaconda.org/conda-forge/skorch,2025-08-08 23:21:44.730,811248.0,,,,,3.0,,,,,,,,,,,
200,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2025-10-22 20:02:18.000000,2025-06-26 14:30:56,2264.0,354.0,39.0,2269.0,399.0,675.0,5841.0,Aim An easy-to-use & supercharged open-source experiment tracker.,82.0,32,True,,2025-05-08 10:24:23,3.29.1,71.0,,aim,conda-forge/aim,,,,1137.0,1137.0,https://pypi.org/project/aim,120536.0,123309.0,https://anaconda.org/conda-forge/aim,2025-04-22 14:57:56.531,141454.0,,,,,2.0,,,,,,,,,,,
201,anomalib,openvinotoolkit/anomalib,ml-frameworks,,https://github.com/open-edge-platform/anomalib,https://github.com/open-edge-platform/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2025-10-23 14:20:47.000000,2025-10-23 14:20:47,851.0,822.0,48.0,1269.0,68.0,1089.0,5068.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",98.0,32,True,50.0,2025-10-08 12:39:04,2.2.0,40.0,open-edge-platform/anomalib,anomalib,,,,,197.0,197.0,https://pypi.org/project/anomalib,139666.0,140557.0,,,,,,,,3.0,41006.0,,,,,,,,,,
