,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
183,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-04-18 12:32:14.000,2024-04-12 10:12:52,1602.0,91.0,649.0,85.0,720.0,91.0,248.0,8587.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",46.0,32,True,2024-03-19 22:08:25,2.6.3,14.0,cleanlab,conda-forge/cleanlab,,,,299.0,299.0,https://pypi.org/project/cleanlab,13919.0,14504.0,https://anaconda.org/conda-forge/cleanlab,2024-03-25 10:23:11.703,21064.0,,,,,2.0,,,,,,,,,,,,
184,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-04-15 21:09:01.000,2024-04-14 18:28:32,1151.0,20.0,1221.0,147.0,167.0,241.0,1249.0,8265.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,142.0,32,True,2024-02-22 18:30:39,0.7.6,17.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],774.0,774.0,https://pypi.org/project/pytorch3d,6847.0,10691.0,https://anaconda.org/pytorch3d/pytorch3d,2023-10-31 20:03:11.190,203759.0,,,,,2.0,,,,,,,,,,,,
185,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-04-18 02:54:26.000,2024-03-08 03:19:52,2899.0,4.0,1627.0,87.0,1641.0,209.0,1835.0,8227.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",119.0,32,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1168.0,1168.0,https://pypi.org/project/paddleseg,2855.0,2855.0,,,,,,,,2.0,,,,,,,,,,,,
186,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2024-02-11 06:38:37.000,2024-02-11 06:36:31,669.0,1.0,327.0,68.0,107.0,30.0,137.0,7895.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",26.0,32,True,2023-10-01 01:13:00,0.7.0,13.0,einops,conda-forge/einops,,,,31705.0,31705.0,https://pypi.org/project/einops,6386628.0,6391410.0,https://anaconda.org/conda-forge/einops,2023-10-01 10:01:09.036,200845.0,,,,,3.0,,,,,,,,,,,,
187,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-04-17 20:35:08.000,2024-03-01 05:10:21,4343.0,98.0,844.0,141.0,479.0,99.0,774.0,7044.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",68.0,32,True,2024-03-01 06:47:02,1.8.1,22.0,stanza,stanfordnlp/stanza,,,,2657.0,2657.0,https://pypi.org/project/stanza,188753.0,188904.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7401.0,,,,,2.0,,,,,,,,,,,,
188,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-03-13 10:47:19.000,2024-03-13 09:36:57,2708.0,3.0,1119.0,209.0,1048.0,20.0,615.0,6538.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,32,True,2024-03-13 10:47:20,1.6.0,63.0,deeppavlov,,,,['tensorflow'],387.0,387.0,https://pypi.org/project/deeppavlov,9195.0,9195.0,,,,,,,,2.0,,,deeppavlov/DeepPavlov,,,,,,,,,
189,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-04-01 08:16:02.000,2024-04-01 08:13:40,1215.0,6.0,636.0,63.0,133.0,54.0,435.0,5754.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",41.0,32,True,2024-04-01 08:16:02,2.5.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1404.0,1404.0,https://pypi.org/project/pytorch-metric-learning,339041.0,339262.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11302.0,,,,,1.0,,,,,,,,,,,,
190,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-04-17 20:01:52.000,2024-04-17 17:08:08,2178.0,32.0,279.0,43.0,2139.0,320.0,654.0,4762.0,Aim An easy-to-use & supercharged open-source experiment tracker.,64.0,32,True,2024-04-17 17:16:40,3.19.3,60.0,aim,conda-forge/aim,,,,513.0,513.0,https://pypi.org/project/aim,67417.0,68739.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,43639.0,,,,,2.0,,,,,,,,,,,,
191,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-03-31 13:12:23.000,2024-03-31 13:12:23,1645.0,8.0,833.0,118.0,527.0,126.0,340.0,4757.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,106.0,32,True,2024-01-05 08:47:39,0.23.1,29.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],12973.0,12973.0,https://pypi.org/project/mlxtend,806742.0,813441.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,301478.0,,,,,2.0,,,,,,,,,,,,
192,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-04-18 16:07:28.000,2024-03-15 01:19:18,1424.0,23.0,454.0,56.0,773.0,41.0,475.0,3630.0,NeuralProphet: A simple forecasting package.,52.0,32,True,2024-02-23 20:22:32,0.8.0,34.0,neuralprophet,,,,['pytorch'],419.0,419.0,https://pypi.org/project/neuralprophet,120990.0,120990.0,,,,,,,,2.0,,,,,,,,,,,,
193,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-04-10 11:53:08.000,2024-04-10 11:53:08,1496.0,6.0,358.0,90.0,740.0,129.0,441.0,3201.0,Quickly and accurately render even the largest data.,55.0,32,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,3901.0,3901.0,https://pypi.org/project/datashader,91756.0,109275.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,823427.0,,,,,2.0,,,,,,,,,,,,
194,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-04-18 14:29:52.000,2024-04-15 08:37:53,837.0,45.0,353.0,42.0,917.0,33.0,287.0,2995.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",45.0,32,True,2024-03-04 14:50:47,0.8.1,15.0,python-doctr,,,,"['tensorflow', 'pytorch']",279.0,279.0,https://pypi.org/project/python-doctr,28059.0,100521.0,,,,,,,,2.0,,2753569.0,,,,,,,,,,
195,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2024-04-17 23:50:28.000,2024-04-12 17:36:51,703.0,4.0,252.0,43.0,817.0,72.0,285.0,2864.0,PyTorch extensions for high performance and large scale training.,74.0,32,True,2022-12-11 18:09:19,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],4768.0,4768.0,https://pypi.org/project/fairscale,469012.0,475216.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,179937.0,,,,,2.0,,,,,,,,,,,,
196,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2024-04-18 13:29:33.000,2024-04-18 13:29:33,2942.0,12.0,676.0,76.0,859.0,236.0,629.0,2612.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",125.0,32,True,2024-03-08 20:41:28,0.1.25,15.0,pgmpy,,,,,908.0,908.0,https://pypi.org/project/pgmpy,54944.0,54951.0,,,,,,,,2.0,,333.0,,,,,,,,,,
197,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-03-07 12:10:22.000,2024-03-07 12:10:22,2293.0,2.0,537.0,69.0,481.0,244.0,702.0,2283.0,Survival analysis in Python.,117.0,32,True,2024-01-03 22:00:43,0.28.0,100.0,lifelines,conda-forge/lifelines,,,,2380.0,2380.0,https://pypi.org/project/lifelines,477433.0,484277.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,321706.0,,,,,2.0,,,,,,,,,,,,
198,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2024-04-04 16:01:23.000,2024-03-18 20:30:45,1372.0,19.0,316.0,22.0,47.0,31.0,202.0,2224.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,32,True,2024-03-18 21:01:54,0.4.7,81.0,explainerdashboard,conda-forge/explainerdashboard,,,,466.0,466.0,https://pypi.org/project/explainerdashboard,112828.0,113914.0,https://anaconda.org/conda-forge/explainerdashboard,2024-03-18 22:16:35.129,43478.0,,,,,2.0,,,,,,,,,,,,
199,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2024-03-28 19:21:09.000,2024-03-28 19:19:25,204.0,13.0,252.0,57.0,74.0,48.0,225.0,1928.0,A Python wrapper for the tesseract-ocr API.,30.0,32,True,2024-03-28 16:57:33,2.6.3,17.0,tesserocr,conda-forge/tesserocr,,,,966.0,966.0,https://pypi.org/project/tesserocr,60461.0,62940.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,133836.0,,,,,2.0,,164.0,,,,,,,,,,
200,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2024-04-18 18:20:39.000,2024-04-18 18:15:59,1692.0,219.0,343.0,27.0,1757.0,36.0,102.0,1719.0,Pytorch domain library for recommendation systems.,224.0,32,True,2024-01-30 23:40:14,0.6.0,13.0,torchrec,,,,,102.0,102.0,https://pypi.org/project/torchrec,8906.0,8906.0,,,,,,,,1.0,,,,,,,,,,,,
201,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-04-18 15:58:43.000,2024-04-18 04:43:31,13301.0,221.0,275.0,34.0,1770.0,384.0,627.0,1007.0,Python package for earth-observing satellite data processing.,153.0,32,True,2024-02-21 11:28:27,0.47.0,62.0,satpy,conda-forge/satpy,,,,123.0,123.0,https://pypi.org/project/satpy,9619.0,13677.0,https://anaconda.org/conda-forge/satpy,2024-02-21 15:57:59.122,186678.0,,,,,3.0,,,,,,,,,,,,
202,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-04-18 17:49:46.000,2024-04-18 17:49:45,11445.0,151.0,230.0,55.0,12119.0,176.0,2182.0,934.0,Cloud-native genomic dataframes and batch computing.,92.0,32,True,2024-04-10 20:35:48,0.2.130,100.0,hail,,,,['spark'],127.0,127.0,https://pypi.org/project/hail,38019.0,38019.0,,,,,,,,2.0,,,,,,,,,,,,
203,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-03-17 08:58:36.000,2023-07-13 08:50:20,531.0,,2706.0,384.0,120.0,203.0,561.0,24863.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],683.0,683.0,https://pypi.org/project/spleeter,14243.0,72748.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,80065.0,,,,,2.0,,3077744.0,,,,,,,,,,
204,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2024-04-16 17:01:38.000,2024-04-16 17:01:38,2284.0,1.0,5070.0,500.0,154.0,1045.0,1355.0,21196.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,31,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],1987.0,1987.0,https://pypi.org/project/insightface,421004.0,654928.0,,,,,,,,2.0,,2807091.0,,,,,,,,,,
205,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000,2023-03-28 11:49:55,2665.0,,2067.0,185.0,1005.0,565.0,723.0,12499.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,False,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1587.0,1587.0,https://pypi.org/project/paddlehub,6963.0,6974.0,,,,,,,,2.0,,673.0,,,,,,,,,,
206,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2024-04-16 16:43:04.000,2024-04-16 16:43:04,2466.0,28.0,959.0,201.0,2294.0,226.0,836.0,8347.0,Deep universal probabilistic programming with Python and PyTorch.,154.0,31,True,2024-02-19 18:02:43,1.9.0,34.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],,,https://pypi.org/project/pyro-ppl,277175.0,281373.0,https://anaconda.org/conda-forge/pyro-ppl,2024-02-20 17:06:11.848,155340.0,,,,,2.0,,,,,,,,,,,,
207,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000,2023-11-12 14:28:03,528.0,,852.0,86.0,274.0,74.0,376.0,7795.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,31,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,42271.0,42271.0,https://pypi.org/project/tensorboardX,2261506.0,2287128.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1152796.0,,,,,2.0,,414.0,,,,,,,,,,
208,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-04-18 14:37:24.000,2024-03-26 15:14:29,5965.0,68.0,966.0,112.0,1633.0,93.0,645.0,7500.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2024-03-25 22:52:24,2.10.0,52.0,perspective-python,conda-forge/perspective,,,['jupyter'],119.0,119.0,https://pypi.org/project/perspective-python,3773.0,19173.0,https://anaconda.org/conda-forge/perspective,2024-03-26 20:17:11.439,547312.0,,,,,2.0,,2521.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,3222.0,,,,,,
209,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-04-01 16:57:33.000,2024-03-06 05:23:22,360.0,4.0,1440.0,133.0,135.0,14.0,324.0,7463.0,A Python implementation of global optimization with gaussian processes.,44.0,31,True,2023-04-25 21:59:23,1.4.3,13.0,bayesian-optimization,,,,,2534.0,2534.0,https://pypi.org/project/bayesian-optimization,393701.0,393702.0,,,,,,,,2.0,,145.0,bayesian-optimization/BayesianOptimization,,,,,,,,,
210,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-02-02 08:20:24.000,2023-07-28 00:16:45,2332.0,,1082.0,189.0,234.0,229.0,281.0,5545.0,Distributed Evolutionary Algorithms in Python.,87.0,31,True,,,6.0,deap,conda-forge/deap,,,,4641.0,4641.0,https://pypi.org/project/deap,199149.0,207861.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,365915.0,,,,,2.0,,,,,,,,,,,,
211,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000,2020-07-15 13:46:58,1184.0,,1567.0,302.0,294.0,150.0,268.0,5419.0,Portfolio and risk analytics in Python.,59.0,31,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,993.0,993.0,https://pypi.org/project/pyfolio,9197.0,9372.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12992.0,,,,,1.0,,,,,,,,,,,,
212,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2024-04-18 13:52:08.000,2024-04-18 05:27:21,29778.0,283.0,1549.0,182.0,2091.0,13.0,1586.0,4799.0,"mlpack: a fast, header-only C++ machine learning library.",314.0,31,True,2023-11-27 18:45:09,4.3.0,46.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,3650.0,7380.0,https://anaconda.org/conda-forge/mlpack,2023-11-29 00:35:31.566,171582.0,,,,,3.0,,,,,,,,,,,,
213,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-04-16 21:35:12.000,2024-04-15 06:57:29,3861.0,15.0,511.0,85.0,553.0,101.0,474.0,4761.0,Online machine learning in Python.,112.0,31,True,2023-12-05 09:29:54,0.21.0,14.0,river,conda-forge/river,,,,461.0,461.0,https://pypi.org/project/river,33126.0,34644.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,54653.0,,,,,2.0,,,,,,,,,,,,
214,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-02-17 21:29:54.000,2023-11-13 07:19:19,1344.0,,365.0,69.0,367.0,98.0,460.0,4156.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",105.0,31,True,2023-11-13 07:23:02,0.8.5,13.0,sacred,conda-forge/sacred,,,,2952.0,2952.0,https://pypi.org/project/sacred,25400.0,25568.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,4887.0,,,,,2.0,,,,,,,,,,,,
215,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2024-04-18 11:38:53.000,2024-04-16 11:49:19,1308.0,12.0,793.0,283.0,1465.0,273.0,516.0,3441.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",154.0,31,True,2024-03-28 15:40:21,0.17.2,30.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,635038.0,635038.0,,,,,,,,3.0,,,,,,,,,,,,
216,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2024-04-08 16:26:58.000,2024-04-08 16:26:55,1182.0,7.0,1665.0,150.0,210.0,4.0,690.0,3435.0,A library for transfer learning by reusing parts of TensorFlow models.,106.0,31,True,2024-01-30 15:53:29,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],,,https://pypi.org/project/tensorflow-hub,3581208.0,3583363.0,https://anaconda.org/conda-forge/tensorflow-hub,2024-01-30 18:21:57.617,94859.0,,,,,2.0,,,,,,,,,,,,
217,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2024-04-16 18:08:43.000,2024-03-19 23:19:11,3844.0,12.0,518.0,59.0,889.0,312.0,971.0,3401.0,A highly efficient implementation of Gaussian Processes in PyTorch.,130.0,31,True,2023-06-02 22:04:02,1.11,32.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],2022.0,2022.0,https://pypi.org/project/gpytorch,186248.0,189484.0,https://anaconda.org/conda-forge/gpytorch,2023-08-11 22:34:06.614,152124.0,,,,,2.0,,,,,,,,,,,,
218,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-04-01 11:18:46.000,2024-04-01 11:18:31,1289.0,12.0,279.0,54.0,220.0,51.0,416.0,2985.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,37.0,31,True,2023-08-21 11:19:41,1.12.0,26.0,stumpy,conda-forge/stumpy,,,,709.0,709.0,https://pypi.org/project/stumpy,231399.0,252505.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,970919.0,,,,,2.0,,,,,,,,,,,,
219,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-04-01 18:35:40.000,2024-03-04 19:25:47,1086.0,7.0,379.0,61.0,494.0,205.0,271.0,2821.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:29:02,1.4.7,32.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],3503.0,3503.0,https://pypi.org/project/keras-tuner,287428.0,288352.0,https://anaconda.org/conda-forge/keras-tuner,2024-03-05 15:33:09.039,29587.0,,,,,2.0,,,,,,,,,,,,
220,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-04-16 13:44:04.000,2024-03-20 01:04:29,1637.0,2.0,324.0,60.0,189.0,116.0,195.0,2776.0,The machine learning toolkit for time series analysis in Python.,43.0,31,True,2023-12-12 14:35:12,0.6.3,25.0,tslearn,conda-forge/tslearn,,,['sklearn'],1225.0,1225.0,https://pypi.org/project/tslearn,358181.0,386271.0,https://anaconda.org/conda-forge/tslearn,2024-02-04 18:41:01.911,1292143.0,,,,,2.0,,,,,,,,,,,,
221,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-04-17 09:28:05.000,2024-04-17 09:24:54,1169.0,30.0,234.0,26.0,1010.0,96.0,418.0,2740.0,A python library for self-supervised learning on images.,38.0,31,True,2024-04-17 09:28:05,1.5.3,100.0,lightly,,,,['pytorch'],237.0,237.0,https://pypi.org/project/lightly,26454.0,26454.0,,,,,,,,2.0,,,,,,,,,,,,
222,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2024-04-18 17:59:35.000,2024-04-17 21:14:10,1140.0,52.0,276.0,35.0,467.0,95.0,347.0,2398.0,Scalable and user friendly neural forecasting algorithms.,44.0,31,True,2024-04-11 00:16:51,1.7.1,17.0,neuralforecast,conda-forge/neuralforecast,,,,123.0,123.0,https://pypi.org/project/neuralforecast,28144.0,28693.0,https://anaconda.org/conda-forge/neuralforecast,2024-04-11 03:35:39.383,13745.0,,,,,2.0,,,,,,,,,,,,
223,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2024-04-09 11:39:30.000,2024-04-09 11:39:30,957.0,4.0,383.0,39.0,150.0,44.0,242.0,2363.0,A library of sklearn compatible categorical variable encoders.,70.0,31,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1654.0,1654.0,https://pypi.org/project/category_encoders,1611176.0,1619639.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,253894.0,,,,,2.0,,,,,,,,,,,,
224,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-04-18 17:03:21.000,2024-04-18 15:20:09,942.0,4.0,218.0,48.0,318.0,131.0,131.0,1803.0,Evaluate: A library for easily evaluating machine learning models and datasets.,126.0,31,True,2023-10-13 15:57:18,0.4.1,9.0,evaluate,,,,,8239.0,8239.0,https://pypi.org/project/evaluate,2654070.0,2654070.0,,,,,,,,2.0,,,,,,,,,,,,
225,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2024-04-18 09:58:08.000,2024-04-17 19:59:03,4025.0,263.0,44.0,164.0,523.0,130.0,414.0,1448.0,Multiplatform plotting library based on the Grammar of Graphics.,20.0,31,True,2024-04-16 17:13:36,4.3.1,73.0,lets-plot,,,,,73.0,73.0,https://pypi.org/project/lets-plot,18991.0,19003.0,,,,,,,,2.0,,650.0,,,,,,,,,,
226,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2024-04-17 15:14:55.545,2024-04-15 22:54:05,945.0,8.0,421.0,87.0,228.0,49.0,239.0,1420.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,73.0,31,True,2024-04-16 14:18:57,3.1.5,17.0,emcee,conda-forge/emcee,,,,2348.0,2348.0,https://pypi.org/project/emcee,153037.0,162653.0,https://anaconda.org/conda-forge/emcee,2024-04-17 15:14:55.545,326953.0,,,,,2.0,,,,,,,,,,,,
