,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,new_addition
85,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2024-02-15 02:04:25.000,2024-01-24 18:54:38,2320.0,2.0,5982.0,418.0,1325.0,1067.0,3036.0,28690.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,423.0,36,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2695.0,2695.0,https://pypi.org/project/fairseq,483549.0,484954.0,https://anaconda.org/conda-forge/fairseq,2023-12-03 20:00:06.516,60259.0,,,,,2.0,326.0,,,,,,,,,,,,
86,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-02-06 12:31:50.000,2023-09-04 11:42:16,615.0,,2813.0,302.0,244.0,332.0,585.0,21073.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",128.0,36,True,2023-09-04 11:53:04,1.7.1,22.0,easyocr,,,,,5153.0,5153.0,https://pypi.org/project/easyocr,439125.0,639331.0,,,,,,,,2.0,8809074.0,,,,,,,,,,,,
87,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2024-01-16 08:10:29.000,2023-08-21 03:59:26,1627.0,,2790.0,380.0,457.0,10.0,1818.0,14266.0,Python Echarts Plotting Library.,39.0,36,True,2023-08-21 08:24:32,2.0.4,3.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3855.0,3855.0,https://pypi.org/project/pyecharts,78806.0,78806.0,,,,,,,,2.0,,,,,,,,,,,,,
88,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2024-02-10 18:28:25.000,2024-02-10 18:28:20,1227.0,128.0,1682.0,127.0,130.0,2.0,887.0,9197.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",53.0,36,True,2024-02-04 13:36:56,0.0.84,4.0,deepface,,,,,2567.0,2567.0,https://pypi.org/project/deepface,196061.0,196061.0,,,,,,,,2.0,,,,,,,,,,,,,
89,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-02-14 12:50:54.000,2024-02-14 12:50:54,925.0,36.0,1050.0,124.0,273.0,34.0,665.0,8961.0,Unsupervised text tokenizer for Neural Network-based text generation.,83.0,36,True,2023-05-02 03:20:40,0.1.99,26.0,sentencepiece,conda-forge/sentencepiece,,,,54943.0,54943.0,https://pypi.org/project/sentencepiece,11960973.0,11978146.0,https://anaconda.org/conda-forge/sentencepiece,2024-01-23 02:02:02.802,716363.0,,,,,2.0,33955.0,,,,,,,,,,,,
90,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2024-01-24 19:39:53.672,2024-01-24 13:04:18,855.0,7.0,1209.0,141.0,491.0,24.0,546.0,6637.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,82.0,36,True,2024-01-24 19:22:58,0.12.0,34.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],24327.0,24327.0,https://pypi.org/project/imbalanced-learn,9176882.0,9188832.0,https://anaconda.org/conda-forge/imbalanced-learn,2024-01-24 19:39:53.672,525838.0,,,,,1.0,,,,,,,,,,,,,
91,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2024-02-10 11:41:03.000,2024-02-08 06:10:23,2923.0,232.0,702.0,72.0,3276.0,196.0,792.0,6293.0,Build Production-Grade AI Applications.,194.0,36,True,2024-02-05 07:42:14,1.2.2,100.0,bentoml,,,,,1558.0,1558.0,https://pypi.org/project/bentoml,89418.0,89453.0,,,,,,,,2.0,1975.0,,,,,,,,,,,,
92,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2024-02-14 13:22:38.000,2024-02-07 13:47:23,2953.0,45.0,915.0,93.0,3216.0,234.0,2596.0,5048.0,AI Toolkit for Healthcare Imaging.,178.0,36,True,2023-10-12 17:37:33,1.3.0,17.0,monai,conda-forge/monai,,,['pytorch'],1831.0,1831.0,https://pypi.org/project/monai,129600.0,130412.0,https://anaconda.org/conda-forge/monai,2023-10-12 17:35:33.024,21132.0,,,,,1.0,,,,,,,,,,,,,
93,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2024-02-15 03:50:36.000,2024-02-14 20:30:56,2226.0,61.0,584.0,37.0,579.0,54.0,288.0,4994.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",463.0,36,True,2024-02-13 16:55:28,1.0.0a1,11.0,gymnasium,conda-forge/gymnasium,,,,4677.0,4677.0,https://pypi.org/project/gymnasium,485027.0,487985.0,https://anaconda.org/conda-forge/gymnasium,2023-06-18 08:43:17.773,41424.0,,,,,1.0,,,,,,,,,,,,,
94,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2024-02-15 16:04:22.000,2024-02-12 17:41:01,10173.0,495.0,1507.0,148.0,2179.0,438.0,1218.0,4923.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",236.0,36,True,2022-12-01 13:22:37,2.7.1,18.0,deepchem,conda-forge/deepchem,,,['tensorflow'],316.0,316.0,https://pypi.org/project/deepchem,19586.0,21774.0,https://anaconda.org/conda-forge/deepchem,2023-06-16 19:18:02.015,105030.0,,,,,1.0,,,,,,,,,,,,,
95,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2024-02-14 17:49:26.000,2024-02-09 03:27:40,21249.0,481.0,1093.0,241.0,8073.0,715.0,1350.0,4756.0,Accelerate LLM with low-bit (FP4 / INT4 / FP8 / INT8) optimizations using bigdl-llm.,195.0,36,True,2023-11-13 02:02:20,2.4.0,19.0,bigdl,,,,,47.0,47.0,https://pypi.org/project/bigdl,9734.0,9736.0,,,,,,,,2.0,217.0,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,
96,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2024-02-14 22:27:34.000,2024-02-04 11:49:24,8439.0,63.0,681.0,99.0,13138.0,36.0,809.0,3606.0,State of the Art Natural Language Processing.,111.0,36,True,2024-01-18 22:07:14,5.2.3,100.0,spark-nlp,,,,['spark'],394.0,394.0,https://pypi.org/project/spark-nlp,3857015.0,3857015.0,,,,,,,,2.0,,,,,,,,,,,,,
97,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2024-02-15 17:09:30.000,2024-02-14 08:07:07,4113.0,196.0,404.0,35.0,2948.0,438.0,1037.0,2196.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,154.0,36,True,2024-02-06 10:12:28,0.43.3,69.0,pyvista,conda-forge/pyvista,,,['jupyter'],2626.0,2626.0,https://pypi.org/project/pyvista,391300.0,401328.0,https://anaconda.org/conda-forge/pyvista,2024-02-06 17:09:54.392,440824.0,,,,,2.0,791.0,,,,,,,,,,,,
98,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2024-02-15 16:04:41.000,2024-02-15 11:49:51,1672.0,123.0,350.0,26.0,1398.0,60.0,716.0,1821.0,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",226.0,36,True,2024-02-12 19:10:54,1.3.1,43.0,metrics,conda-forge/torchmetrics,,,['pytorch'],20622.0,20622.0,https://pypi.org/project/metrics,2879.0,37889.0,https://anaconda.org/conda-forge/torchmetrics,2023-12-01 20:39:28.126,1220677.0,,,,,1.0,4720.0,,Lightning-AI/torchmetrics,,,,,,,,,,
99,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2024-02-12 00:19:31.000,2024-02-11 16:39:29,1856.0,15.0,198.0,31.0,211.0,22.0,390.0,1345.0,The ctypes-based simple ImageMagick binding for Python.,104.0,36,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,,18204.0,18204.0,https://pypi.org/project/wand,842424.0,843762.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,37010.0,,,,,2.0,41184.0,,,,,,,,,,,,
100,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2024-02-05 07:29:07.000,2024-01-16 19:22:02,1473.0,6.0,195.0,47.0,528.0,32.0,734.0,1102.0,Fiona reads and writes geographic data files.,72.0,36,True,2023-10-12 19:29:21,1.9.5,47.0,fiona,conda-forge/fiona,,,,17880.0,17880.0,https://pypi.org/project/fiona,6197967.0,6319971.0,https://anaconda.org/conda-forge/fiona,2024-01-01 18:20:39.698,5246195.0,,,,,2.0,,,,,,,,,,,,,
101,ollama,jmorganca/ollama,nlp,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2024-02-15 17:57:11.000,2024-02-15 05:28:35,1985.0,579.0,2269.0,245.0,1000.0,523.0,955.0,37422.0,"Get up and running with Llama 2, Mistral, and other large language models.",120.0,35,True,2024-02-08 03:02:10,0.1.24,47.0,,,,,,25.0,25.0,,,285199.0,,,,,,,,2.0,1996399.0,,ollama/ollama,,,,,,,,,,
102,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-02-15 07:41:22.000,2024-01-09 17:24:35,389.0,3.0,4507.0,847.0,266.0,464.0,611.0,25407.0,Library for fast text representation and classification.,68.0,35,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,5562.0,5562.0,https://pypi.org/project/fasttext,902028.0,903846.0,https://anaconda.org/conda-forge/fasttext,2023-09-26 23:15:16.887,74544.0,,,,,2.0,,,,,,,,,,,,,
103,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-02-15 15:00:29.000,2024-02-15 15:00:29,7378.0,270.0,3394.0,252.0,2823.0,777.0,2555.0,19542.0,Graph Neural Network Library for PyTorch.,482.0,35,True,2023-10-12 08:28:59,2.4.0,36.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],,,https://pypi.org/project/torch-geometric,219453.0,220302.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-11-08 13:56:02.983,36539.0,,,,,1.0,,,,,,,,,,,,,
104,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2024-02-13 20:14:57.000,2024-01-30 09:34:31,8771.0,81.0,2909.0,270.0,1225.0,163.0,658.0,17548.0,Best Practices on Recommendation Systems.,129.0,35,True,2022-07-20 05:58:55,1.1.1,12.0,recommenders,,,,,103.0,103.0,https://pypi.org/project/recommenders,59916.0,59923.0,,,,,,,,1.0,467.0,,recommenders-team/recommenders,,,,,,,,,,
105,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2023-07-26 09:00:34.000,2020-06-01 14:58:26,2913.0,,2372.0,232.0,336.0,283.0,223.0,14022.0,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,18394.0,18394.0,https://pypi.org/project/imgaug,338544.0,341229.0,https://anaconda.org/conda-forge/imgaug,2023-06-16 16:15:24.882,150393.0,,,,,2.0,,,,,,,,,,,,,
106,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-02-14 20:13:25.000,2024-02-13 00:25:46,788.0,3.0,1544.0,131.0,666.0,371.0,438.0,13100.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,133.0,35,True,2023-06-10 07:44:08,1.3.1,18.0,albumentations,conda-forge/albumentations,,,['pytorch'],20800.0,20800.0,https://pypi.org/project/albumentations,1212034.0,1214744.0,https://anaconda.org/conda-forge/albumentations,2023-06-12 13:29:26.010,151806.0,,,,,2.0,,,,,,,,,,,,,
107,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2024-02-15 17:22:47.000,2024-02-15 16:49:25,3107.0,303.0,1527.0,120.0,3333.0,328.0,2607.0,12692.0,"LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",228.0,35,True,2024-02-08 13:40:50,1.24.1,80.0,haystack,,,,,114.0,114.0,https://pypi.org/project/haystack,2795.0,2795.0,,,,,,,,2.0,23.0,,,,,,,,,,,,
108,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2024-02-13 00:04:05.000,2024-02-09 22:03:26,3821.0,94.0,1101.0,191.0,2813.0,278.0,752.0,10520.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",152.0,35,True,2024-01-23 04:10:36,0.9.3,46.0,ludwig,,,,['tensorflow'],239.0,239.0,https://pypi.org/project/ludwig,3926.0,3926.0,,,,,,,,2.0,,,,,,,,,,,,,
109,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2024-02-15 18:00:26.000,2024-02-15 00:05:49,6116.0,169.0,1913.0,180.0,5888.0,51.0,1880.0,9272.0,NeMo: a toolkit for conversational AI.,274.0,35,True,2024-01-11 02:04:18,1.22.0,46.0,nemo-toolkit,,,,['pytorch'],21.0,21.0,https://pypi.org/project/nemo-toolkit,54727.0,56327.0,,,,,,,,2.0,84804.0,,,,,,,,,,,,
110,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2024-02-15 17:57:52.000,2024-02-15 13:48:49,26745.0,1549.0,1927.0,198.0,5034.0,9.0,3362.0,9134.0,Perform data science on data that remains in someone elses server.,504.0,35,True,2023-12-07 14:07:06,0.8.3,100.0,syft,,,,['pytorch'],1.0,1.0,https://pypi.org/project/syft,5981.0,6025.0,,,,,,,,1.0,2189.0,,,,,,,,,,,,
111,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2024-02-14 13:27:22.000,2024-02-14 02:23:54,2532.0,63.0,606.0,103.0,452.0,508.0,1189.0,8702.0,An open source multi-tool for exploring and publishing data.,76.0,35,True,2023-12-22 23:19:30,0.64.6,100.0,datasette,conda-forge/datasette,,,,1178.0,1178.0,https://pypi.org/project/datasette,40983.0,41880.0,https://anaconda.org/conda-forge/datasette,2024-01-03 22:47:34.900,30484.0,,,,,1.0,59.0,,,,,,datasette,,,,,,
112,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-01-24 09:40:52.000,2022-12-08 17:49:19,746.0,,972.0,135.0,221.0,285.0,270.0,8140.0,Manipulate audio with a simple and easy high level interface.,95.0,35,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,49701.0,49701.0,https://pypi.org/project/pydub,3843438.0,3844750.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,81351.0,,,,,1.0,,,,,,,,,,,,,
113,PyOD,yzhao062/pyod,ml-frameworks,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2024-02-09 07:53:55.073,2024-02-09 06:45:29,1724.0,10.0,1290.0,149.0,207.0,176.0,145.0,7784.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,50.0,35,True,2024-02-09 06:52:05,1.1.3,39.0,pyod,conda-forge/pyod,,,,3275.0,3275.0,https://pypi.org/project/pyod,650414.0,652424.0,https://anaconda.org/conda-forge/pyod,2024-02-09 07:53:55.073,90472.0,,,,,2.0,,,,,,,,,,,,,
114,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2024-02-11 06:38:37.000,2024-02-11 06:36:31,669.0,12.0,324.0,70.0,107.0,27.0,134.0,7656.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",26.0,35,True,2023-10-01 01:13:00,0.7.0,13.0,einops,conda-forge/einops,,,,26373.0,26373.0,https://pypi.org/project/einops,7390980.0,7395565.0,https://anaconda.org/conda-forge/einops,2023-10-01 10:01:09.036,183417.0,,,,,2.0,,,,,,,,,,,,,
115,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2024-02-14 22:32:36.000,2024-02-14 22:32:35,1660.0,15.0,599.0,60.0,1802.0,112.0,1250.0,4419.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,206.0,35,True,2023-10-19 08:22:16,0.4.13,24.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],2675.0,2675.0,https://pypi.org/project/pytorch-ignite,247103.0,249679.0,https://anaconda.org/pytorch/ignite,2023-10-19 08:25:55.130,175210.0,,,,,2.0,,,,,,,,,,,,,
116,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-02-15 02:26:29.000,2024-02-13 22:43:24,3669.0,77.0,776.0,57.0,1435.0,311.0,1194.0,3891.0,"Serve, optimize and scale PyTorch models in production.",184.0,35,True,2023-10-13 00:21:43,0.9.0,22.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],600.0,600.0,https://pypi.org/project/torchserve,42289.0,69383.0,https://anaconda.org/pytorch/torchserve,2023-10-12 22:01:52.717,153113.0,https://hub.docker.com/r/pytorch/torchserve,2023-10-12 22:44:52.307587,22.0,1229599.0,2.0,5544.0,,,,,,,,,,,,
117,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2024-02-15 16:04:19.000,2024-02-09 18:47:27,2207.0,42.0,201.0,65.0,131.0,66.0,534.0,3742.0,A Grammar of Graphics for Python.,106.0,35,True,2023-11-06 11:06:44,0.12.4,17.0,plotnine,conda-forge/plotnine,,,,6834.0,6834.0,https://pypi.org/project/plotnine,2460965.0,2468599.0,https://anaconda.org/conda-forge/plotnine,2023-11-06 12:55:06.721,335918.0,,,,,2.0,,,,,,,,,,,,,
118,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-02-15 08:08:23.000,2024-02-13 13:32:30,2863.0,170.0,290.0,24.0,2642.0,182.0,1616.0,2914.0,Argilla: the open-source feedback platform for LLMs.,79.0,35,True,2024-02-09 11:27:03,1.24.0,100.0,argilla,,,,,2252.0,2252.0,https://pypi.org/project/argilla,371329.0,371329.0,,,,,,,,2.0,,-1.0,,,,,,,,,,,
119,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2024-02-12 11:08:13.000,2024-02-07 15:14:19,5271.0,5.0,269.0,79.0,780.0,14.0,124.0,2777.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,35,True,2024-02-07 18:33:24,8.2.3,77.0,thinc,conda-forge/thinc,,,,42703.0,42703.0,https://pypi.org/project/thinc,5930881.0,5991056.0,https://anaconda.org/conda-forge/thinc,2023-12-29 09:50:56.118,2707905.0,,,,,2.0,,,,,,,,,,,,,
120,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2024-02-15 17:05:59.000,2024-02-14 18:39:51,3827.0,36.0,512.0,148.0,1132.0,122.0,1619.0,2091.0,Rasterio reads and writes geospatial raster datasets.,155.0,35,True,2023-10-19 14:09:18,1.3.9,82.0,rasterio,conda-forge/rasterio,,,,10370.0,10370.0,https://pypi.org/project/rasterio,2239119.0,2314728.0,https://anaconda.org/conda-forge/rasterio,2023-12-13 04:52:52.421,2797257.0,,,,,2.0,853.0,,,,,,,,,,,,
121,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2024-02-15 13:01:06.000,2024-02-15 10:22:20,5063.0,182.0,473.0,22.0,1178.0,917.0,605.0,2044.0,"This is the development home of the workflow management system Snakemake. For general information, see.",318.0,35,True,2024-02-09 16:32:48,8.4.8,234.0,snakemake,bioconda/snakemake,,,,1867.0,1867.0,https://pypi.org/project/snakemake,188625.0,198344.0,https://anaconda.org/bioconda/snakemake,2024-02-10 10:14:25.830,971963.0,,,,,2.0,,,,,,,,,,,,,
122,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2024-02-14 20:12:13.000,2024-02-07 16:09:48,1524.0,8.0,364.0,48.0,1471.0,157.0,671.0,1492.0,Exploratory analysis of Bayesian models with Python.,153.0,35,True,2023-12-27 16:01:53,0.17.0,34.0,arviz,conda-forge/arviz,,,,5797.0,5797.0,https://pypi.org/project/arviz,1753293.0,1799309.0,https://anaconda.org/conda-forge/arviz,2023-12-28 12:43:24.180,2070674.0,,,,,1.0,133.0,,,,,,,,,,,,
123,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-02-15 15:00:07.000,2024-02-15 00:46:50,1573.0,81.0,157.0,32.0,1455.0,43.0,174.0,1127.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,77.0,35,True,2024-01-24 21:51:51,2024.1.0,24.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],9600.0,9600.0,https://pypi.org/project/scikit-learn-intelex,180194.0,187200.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-01-25 17:59:16.547,238234.0,,,,,1.0,,,,,,,,,,,,,
124,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-02-12 20:16:12.000,2024-02-12 20:13:54,1531.0,4.0,210.0,33.0,674.0,26.0,568.0,961.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 01:26:52,3.6.1,52.0,pyproj,conda-forge/pyproj,,,,27220.0,27220.0,https://pypi.org/project/pyproj,7963411.0,8130008.0,https://anaconda.org/conda-forge/pyproj,2023-12-08 10:35:21.072,7163685.0,,,,,2.0,,,,,,,,,,,,,
125,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2024-02-14 05:56:13.000,2024-02-14 05:55:53,7637.0,307.0,2591.0,295.0,184.0,27.0,1011.0,25444.0,"Visualizer for neural network, deep learning and machine learning models.",,34,True,2024-02-11 15:50:55,7.4.5,2.0,netron,,,,"['pytorch', 'tensorflow']",12.0,12.0,https://pypi.org/project/netron,26972.0,73959.0,,,,,,,,1.0,46987.0,,,,,,,,,,,,
126,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-01-13 10:31:18.000,2021-11-17 17:52:52,3466.0,,3761.0,665.0,1671.0,115.0,1985.0,23850.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],394.0,394.0,https://pypi.org/project/deepspeech,5736.0,22893.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,2526.0,,,,,2.0,1110000.0,,,,,,,,,,,,
127,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-02-15 17:45:41.000,2024-02-15 11:22:18,34898.0,636.0,12266.0,945.0,24300.0,,,22829.0,Apache Flink Python API.,1825.0,34,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,145394.0,145394.0,,,,,,,,3.0,,,,,,,,,,,,,
128,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2024-02-10 14:00:13.000,2023-10-18 07:33:05,791.0,,4392.0,425.0,439.0,371.0,1723.0,17465.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,173.0,34,True,2023-10-10 12:57:04,1.1.5,16.0,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,799418.0,832784.0,https://anaconda.org/conda-forge/prophet,2023-10-20 01:36:39.935,1133521.0,,,,,1.0,2327.0,,,,,,,,,,,,
