,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
170,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-11-14 02:32:40.626000,2025-10-21 22:34:48,837.0,4599.0,451.0,489.0,450.0,1740.0,19814.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,189.0,33,True,7.0,2025-10-21 22:35:41,1.2.1-patched,23.0,,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,83815.0,112401.0,https://anaconda.org/conda-forge/prophet,2025-11-14 02:32:40.626,1570582.0,,,,,1.0,3168.0,,,,,,,,,,
171,Perspective,finos/perspective,data-viz,,https://github.com/perspective-dev/perspective,https://github.com/perspective-dev/perspective,Apache-2.0,2017-11-02 16:27:54.000,2025-11-25 15:52:25.000000,2025-11-18 04:23:10,6461.0,1242.0,124.0,1877.0,107.0,785.0,9927.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",100.0,33,True,38.0,2025-10-28 14:29:44,4.0.0,77.0,perspective-dev/perspective,perspective-python,conda-forge/perspective,,,['jupyter'],190.0,190.0,https://pypi.org/project/perspective-python,21831.0,59891.0,https://anaconda.org/conda-forge/perspective,2025-11-08 22:44:36.952,2433899.0,,,,,2.0,12370.0,-1.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,175.0,,,,,,
172,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-11-19 13:20:44.995000,2025-11-19 12:04:06,805.0,2344.0,269.0,219.0,290.0,345.0,8909.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",57.0,33,True,15.0,2025-11-19 12:15:29,3.14.4,37.0,,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,2948880.0,2954847.0,https://anaconda.org/conda-forge/speechrecognition,2025-11-19 13:20:44.995,375932.0,,,,,2.0,,,,,,,,,,,
173,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2025-10-14 17:32:07.000000,2024-06-27 17:56:21,2895.0,2116.0,173.0,1154.0,10.0,1437.0,6974.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,33,False,,2024-03-18 14:01:33,3.5.1,50.0,,OpenNMT-py,,,,['pytorch'],345.0,345.0,https://pypi.org/project/OpenNMT-py,49914.0,49914.0,,,,,,,,2.0,,,,,,,,,,,
174,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2025-11-22 22:26:04.000000,2025-11-22 22:26:04,3774.0,756.0,142.0,150.0,106.0,376.0,6724.0,Fit interpretable models. Explain blackbox machine learning.,53.0,33,True,10.0,2025-10-15 08:00:58,0.7.3,61.0,,interpret,,,,['jupyter'],926.0,926.0,https://pypi.org/project/interpret,293924.0,293924.0,,,,,,,,1.0,,,,,,,,,,,
175,Captum,pytorch/captum,interpretability,,https://github.com/meta-pytorch/captum,https://github.com/meta-pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2025-11-26 21:19:58.000000,2025-11-26 21:15:29,1380.0,542.0,290.0,1097.0,223.0,352.0,5473.0,Model interpretability and understanding for PyTorch.,137.0,33,True,23.0,2025-03-27 04:51:30,0.8.0,10.0,meta-pytorch/captum,captum,conda-forge/captum,,,['pytorch'],3526.0,3526.0,https://pypi.org/project/captum,426874.0,429784.0,https://anaconda.org/conda-forge/captum,2025-04-22 14:58:08.009,136810.0,,,,,1.0,,,,,,,,,,,
176,anomalib,openvinotoolkit/anomalib,ml-frameworks,,https://github.com/open-edge-platform/anomalib,https://github.com/open-edge-platform/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2025-11-27 14:00:23.000000,2025-11-24 11:22:15,864.0,834.0,46.0,1335.0,72.0,1116.0,5163.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",103.0,33,True,44.0,2025-10-08 12:39:04,2.2.0,40.0,open-edge-platform/anomalib,anomalib,,,,,197.0,197.0,https://pypi.org/project/anomalib,97042.0,97995.0,,,,,,,,3.0,44814.0,,,,,,,,,,
177,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2025-11-20 14:30:19.000000,2025-11-13 21:46:56,1384.0,337.0,41.0,562.0,119.0,260.0,4604.0,Lightning fast forecasting with statistical and econometric models.,56.0,33,True,8.0,2025-10-29 17:45:59,2.0.3,38.0,,statsforecast,conda-forge/statsforecast,,,,2040.0,2040.0,https://pypi.org/project/statsforecast,1190055.0,1195250.0,https://anaconda.org/conda-forge/statsforecast,2025-10-30 01:44:14.266,228607.0,,,,,1.0,,,,,,,,,,,
178,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2025-11-24 17:26:00.397000,2025-11-24 16:16:07,2084.0,400.0,43.0,1148.0,151.0,1391.0,3337.0,Synthetic data generation for tabular data.,50.0,33,True,63.0,2025-11-21 22:58:23,1.29.1,85.0,,sdv,conda-forge/sdv,,,,856.0,856.0,https://pypi.org/project/sdv,204588.0,206014.0,https://anaconda.org/conda-forge/sdv,2025-11-24 17:26:00.397,67030.0,,,,,1.0,,,,,,,,,,,
179,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2025-11-21 14:06:12.000000,2025-11-21 14:06:12,1088.0,174.0,21.0,525.0,221.0,404.0,2689.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,81.0,33,True,32.0,2025-10-09 10:15:42,0.13.2,49.0,,equinox,,,,['jax'],1473.0,1473.0,https://pypi.org/project/equinox,1030919.0,1030919.0,,,,,,,,1.0,,,,,,,,,,,
180,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2025-11-14 08:37:51.000000,2025-11-14 08:37:51,988.0,394.0,35.0,163.0,40.0,260.0,2469.0,A library of sklearn compatible categorical variable encoders.,73.0,33,True,8.0,2025-11-02 18:12:54,2.9.0,25.0,,category_encoders,conda-forge/category_encoders,,,['sklearn'],4122.0,4122.0,https://pypi.org/project/category_encoders,2469268.0,2477040.0,https://anaconda.org/conda-forge/category_encoders,2025-11-02 19:29:39.336,380830.0,,,,,1.0,,,,,,,,,,,
181,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2025-06-19 13:12:24.000000,2025-06-19 13:12:24,1212.0,348.0,62.0,635.0,269.0,366.0,1534.0,A Jupyter - Leaflet.js bridge.,94.0,33,True,,2025-06-13 08:24:28,0.20.0,74.0,,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],18086.0,18086.0,https://pypi.org/project/ipyleaflet,299718.0,329371.0,https://anaconda.org/conda-forge/ipyleaflet,2025-06-13 19:35:58.799,1823121.0,,,,,3.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2030.0,,,,,,
182,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2025-11-24 04:23:27.000000,2025-11-24 04:17:26,1296.0,268.0,48.0,607.0,26.0,190.0,1462.0,ARCH models in Python.,39.0,33,True,84.0,2025-10-21 08:35:55,8.0.0,50.0,,arch,conda-forge/arch-py,,,,3414.0,3414.0,https://pypi.org/project/arch,650208.0,660772.0,https://anaconda.org/conda-forge/arch-py,2025-10-21 13:02:21.450,686673.0,,,,,1.0,,,,,,,,,,,
183,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2025-11-24 20:26:11.000000,2025-11-24 17:44:00,11907.0,252.0,50.0,12667.0,233.0,2297.0,1038.0,Cloud-native genomic dataframes and batch computing.,100.0,33,True,130.0,2025-11-24 20:26:12,0.2.137,100.0,,hail,,,,['spark'],171.0,171.0,https://pypi.org/project/hail,128181.0,128181.0,,,,,,,,2.0,,,,,,,,,,,
184,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-11-25 18:13:49.970000,2025-11-25 15:45:29,3494.0,130.0,12.0,403.0,4.0,225.0,883.0,Python bindings for MPI.,28.0,33,True,103.0,2025-10-10 12:27:33,4.1.1,19.0,,mpi4py,conda-forge/mpi4py,,,,11888.0,11888.0,https://pypi.org/project/mpi4py,1005450.0,1081507.0,https://anaconda.org/conda-forge/mpi4py,2025-11-25 18:13:49.970,4600348.0,,,,,2.0,41103.0,,,,,,,,,,
185,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2025-11-03 19:31:18.000000,2025-11-03 19:31:09,6182.0,262.0,30.0,889.0,118.0,417.0,752.0,Python package to access a cacophony of neuro-imaging file formats.,109.0,33,True,45.0,2024-10-15 19:03:04,5.3.1,42.0,,nibabel,conda-forge/nibabel,,,,30397.0,30397.0,https://pypi.org/project/nibabel,1229375.0,1245867.0,https://anaconda.org/conda-forge/nibabel,2025-04-22 14:56:22.960,1072044.0,,,,,2.0,,,,,,,,,,,
186,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2025-11-24 17:38:38.000000,2025-11-13 01:54:34,3974.0,4515.0,383.0,4403.0,435.0,1299.0,41273.0,"Making large AI models cheaper, faster and more accessible.",199.0,32,True,15.0,2025-06-04 06:00:47,0.5.0,50.0,,,,,,,531.0,531.0,,,,,,,,,,,2.0,,,,,,,,,,,
187,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2025-11-18 08:06:53.000000,2025-11-18 08:06:53,2049.0,5222.0,424.0,1035.0,267.0,752.0,34092.0,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring..",147.0,32,True,12.0,2025-08-15 09:49:17,0.9.7,23.0,,pyqlib,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pyqlib,22305.0,22320.0,,,,,,,,1.0,950.0,,,,,,,,,,
188,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2025-04-22 14:57:16.666000,2025-04-02 16:22:19,540.0,3042.0,394.0,128.0,238.0,561.0,27812.0,Deezer source separation library including pretrained models.,22.0,32,True,,2021-09-03 09:59:00,2.3.0,10.0,,spleeter,conda-forge/spleeter,,,['tensorflow'],1079.0,1079.0,https://pypi.org/project/spleeter,29471.0,92302.0,https://anaconda.org/conda-forge/spleeter,2025-04-22 14:57:16.666,120028.0,,,,,2.0,4464987.0,,,,,,,,,,
189,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-10-06 12:43:11.000000,2025-08-26 16:46:38,32384.0,4777.0,351.0,6468.0,3.0,6645.0,20878.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",598.0,32,True,,2025-01-14 10:40:21,3.6.21,100.0,,rasa,,,,['tensorflow'],,,https://pypi.org/project/rasa,107398.0,107398.0,,,,,,,,2.0,,,,,,,,,,,
190,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2025-04-22 14:57:35.321000,2020-10-14 16:36:49,6226.0,4323.0,1016.0,1871.0,326.0,661.0,19199.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,32,False,,2020-10-05 15:43:07,1.4.1,13.0,,zipline,conda-forge/zipline,,,,1045.0,1045.0,https://pypi.org/project/zipline,1765.0,1951.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,11540.0,,,,,1.0,,,,,,,,,,,
191,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2025-04-22 14:56:30.659000,2021-07-29 23:17:25,531.0,1816.0,259.0,122.0,105.0,535.0,12058.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,,2020-04-03 22:05:03,0.2.0.0,18.0,,lime,conda-forge/lime,,,,9541.0,9541.0,https://pypi.org/project/lime,256515.0,261231.0,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,306597.0,,,,,2.0,,,,,,,,,,,
192,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-11-24 21:16:56.000000,2024-10-17 22:52:09,3861.0,1178.0,191.0,2876.0,42.0,1038.0,11620.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",157.0,32,False,,2024-07-30 00:11:51,0.10.4,51.0,,ludwig,,,,['tensorflow'],341.0,341.0,https://pypi.org/project/ludwig,6736.0,6736.0,,,,,,,,3.0,,,,,,,,,,,
193,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-08-04 11:29:45.000000,2025-08-04 11:29:40,873.0,1302.0,414.0,99.0,32.0,161.0,9896.0,TensorFlow-based neural network library.,61.0,32,True,,2024-01-02 11:08:14,2.0.2,13.0,google-deepmind/sonnet,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1486.0,1486.0,https://pypi.org/project/dm-sonnet,83388.0,84052.0,https://anaconda.org/conda-forge/sonnet,2025-04-22 14:57:17.453,47813.0,,,,,3.0,,,,,,,,,,,
194,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-11-27 17:55:06.000000,2025-11-27 17:52:08,1232.0,1379.0,149.0,193.0,277.0,1410.0,9638.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,169.0,32,True,6.0,2024-09-13 14:37:23,V0.7.8,19.0,,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1348.0,1348.0,https://pypi.org/project/pytorch3d,3239.0,8581.0,https://anaconda.org/pytorch3d/pytorch3d,2025-03-25 16:29:23.925,384643.0,,,,,2.0,,,,,,,,,,,
195,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2025-11-27 07:35:11.000000,2025-11-27 05:42:22,1243.0,1421.0,95.0,731.0,675.0,544.0,8859.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,136.0,32,True,19.0,,,5.0,,,conda-forge/nvidia-apex,,,['pytorch'],3293.0,3293.0,,,9827.0,https://anaconda.org/conda-forge/nvidia-apex,2025-11-27 04:33:41.841,599449.0,,,,,2.0,,,,,,,,,,,
196,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-11-03 10:05:45.000000,2024-11-13 18:39:43,1380.0,893.0,155.0,1742.0,151.0,865.0,7581.0,An open source python library for automated feature engineering.,75.0,32,True,,2024-05-14 18:59:20,1.31.0,100.0,,featuretools,conda-forge/featuretools,,,,2119.0,2119.0,https://pypi.org/project/featuretools,187137.0,191370.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,275156.0,,,,,2.0,,,,,,,,,,,
197,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2025-11-16 12:51:26.000000,2025-11-16 12:51:26,2360.0,1136.0,188.0,245.0,234.0,291.0,6275.0,Distributed Evolutionary Algorithms in Python.,92.0,32,True,4.0,,,8.0,,deap,conda-forge/deap,,,,6886.0,6886.0,https://pypi.org/project/deap,340573.0,350772.0,https://anaconda.org/conda-forge/deap,2025-09-01 17:12:43.186,622198.0,,,,,2.0,,,,,,,,,,,
198,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2025-08-17 17:08:48.000000,2025-08-17 17:08:48,1309.0,651.0,59.0,149.0,70.0,454.0,6256.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",45.0,32,True,,2025-08-17 17:07:40,2.9.0,54.0,,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],2937.0,2937.0,https://pypi.org/project/pytorch-metric-learning,2397484.0,2397674.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2025-03-25 16:28:35.582,13313.0,,,,,2.0,,,,,,,,,,,
199,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-11-19 20:59:30.455000,2025-11-19 12:04:02,1126.0,401.0,77.0,572.0,60.0,473.0,6136.0,A scikit-learn compatible neural network library that wraps PyTorch.,68.0,32,True,3.0,2025-11-19 11:13:33,1.3.0,19.0,,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1740.0,1740.0,https://pypi.org/project/skorch,186503.0,199626.0,https://anaconda.org/conda-forge/skorch,2025-11-19 20:59:30.455,813636.0,,,,,3.0,,,,,,,,,,,
200,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2025-11-18 05:49:59.000000,2025-11-18 05:46:24,3996.0,590.0,82.0,673.0,123.0,504.0,5620.0,Online machine learning in Python.,130.0,32,True,37.0,2025-11-13 19:29:35,0.23.0,18.0,,river,conda-forge/river,,,,809.0,809.0,https://pypi.org/project/river,121926.0,124321.0,https://anaconda.org/conda-forge/river,2025-04-22 14:57:50.380,131770.0,,,,,2.0,,,,,,,,,,,
201,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-09-14 23:16:03.000000,2024-06-17 19:23:44,491.0,727.0,65.0,247.0,225.0,165.0,4996.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,False,,2023-12-03 03:49:47,0.8.0,9.0,,hnswlib,conda-forge/hnswlib,,,,8419.0,8419.0,https://pypi.org/project/hnswlib,528129.0,535126.0,https://anaconda.org/conda-forge/hnswlib,2025-08-30 15:22:17.304,412855.0,,,,,3.0,,,,,,,,,,,
202,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2025-11-24 22:07:28.000000,2025-08-05 14:32:11,3629.0,458.0,30.0,3446.0,11.0,2211.0,4760.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,109.0,32,True,,2025-03-11 08:58:41,2.8.0,100.0,,argilla,,,,,3086.0,3086.0,https://pypi.org/project/argilla,353894.0,353894.0,,,,,,,,2.0,,,,,,,,,,,
203,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-11-21 02:18:22.000000,2025-11-21 02:18:14,2033.0,719.0,41.0,1051.0,551.0,367.0,4672.0,Time series forecasting with PyTorch.,79.0,32,True,18.0,2025-10-10 13:27:01,1.5.0,37.0,sktime/pytorch-forecasting,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,677.0,677.0,https://pypi.org/project/pytorch-forecasting,276854.0,278277.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-11-05 20:26:20.917,88269.0,,,,,2.0,,,,,,,,,,,
204,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2025-08-06 19:17:08.000000,2025-03-17 18:20:57,3891.0,882.0,52.0,1761.0,386.0,1275.0,4385.0,"Serve, optimize and scale PyTorch models in production.",220.0,32,True,,2024-09-30 22:46:39,0.12.0,25.0,,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],908.0,908.0,https://pypi.org/project/torchserve,104222.0,134018.0,https://anaconda.org/pytorch/torchserve,2025-03-25 16:24:31.948,606124.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,32.0,1506081.0,3.0,8010.0,,,,,,,,,,
205,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/stumpy-dev/stumpy,https://github.com/stumpy-dev/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2025-11-27 15:54:33.599000,2025-11-27 15:27:47,1412.0,336.0,55.0,256.0,64.0,471.0,4026.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,32,True,23.0,2024-07-09 04:43:23,1.13.0,27.0,stumpy-dev/stumpy,stumpy,conda-forge/stumpy,,,,1583.0,1583.0,https://pypi.org/project/stumpy,407075.0,424819.0,https://anaconda.org/conda-forge/stumpy,2025-11-27 15:54:33.599,1153416.0,,,,,2.0,,,,,,,,,,,
206,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2025-04-22 14:56:29.803000,2025-04-17 10:10:37,347.0,340.0,60.0,80.0,18.0,126.0,3759.0,A Python Perceptual Image Hashing Module.,29.0,32,True,,2021-03-25 13:49:48,4.1.0,8.0,,ImageHash,conda-forge/imagehash,,,,17917.0,17917.0,https://pypi.org/project/ImageHash,5713104.0,5721645.0,https://anaconda.org/conda-forge/imagehash,2025-04-22 14:56:29.803,512502.0,,,,,2.0,,,,,,,,,,,
207,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2025-11-11 05:22:28.000000,2025-11-11 03:04:35,1088.0,393.0,55.0,503.0,226.0,275.0,2914.0,A Hyperparameter Tuning Library for Keras.,61.0,32,True,1.0,2025-11-11 05:22:28,1.4.8,33.0,,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],6145.0,6145.0,https://pypi.org/project/keras-tuner,1500992.0,1502342.0,https://anaconda.org/conda-forge/keras-tuner,2025-04-22 14:57:22.925,68878.0,,,,,2.0,,,,,,,,,,,
208,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2025-07-26 15:19:34.264000,2021-10-12 13:32:38,1570.0,519.0,59.0,546.0,254.0,393.0,2803.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,,2021-10-12 15:33:19,0.9.0,23.0,,scikit-optimize,conda-forge/scikit-optimize,,,,8762.0,8762.0,https://pypi.org/project/scikit-optimize,959878.0,973163.0,https://anaconda.org/conda-forge/scikit-optimize,2025-07-26 15:19:34.264,836962.0,,,,,2.0,,,,,,,,,,,
209,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2025-04-22 14:56:24.379000,2024-10-29 11:59:38,2311.0,555.0,65.0,489.0,268.0,715.0,2522.0,Survival analysis in Python.,120.0,32,False,,2024-10-29 12:00:17,0.30.0,100.0,,lifelines,conda-forge/lifelines,,,,4210.0,4210.0,https://pypi.org/project/lifelines,1552975.0,1560797.0,https://anaconda.org/conda-forge/lifelines,2025-04-22 14:56:24.379,516269.0,,,,,2.0,,,,,,,,,,,
210,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2025-11-23 09:09:05.000000,2025-11-12 01:12:53,1709.0,175.0,16.0,931.0,110.0,483.0,1468.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,113.0,32,True,35.0,2025-11-06 10:32:49,0.32.1,61.0,,pyjanitor,conda-forge/pyjanitor,,,,986.0,986.0,https://pypi.org/project/pyjanitor,273828.0,278416.0,https://anaconda.org/conda-forge/pyjanitor,2025-11-06 11:53:37.604,302846.0,,,,,2.0,,,,,,,,,,,
211,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2025-11-27 17:29:57.000000,2025-11-18 15:06:06,5148.0,172.0,11.0,833.0,19.0,191.0,1408.0,Time series forecasting with machine learning models.,23.0,32,True,110.0,2025-09-22 18:32:56,0.18.0,34.0,skforecast/skforecast,skforecast,,,,['sklearn'],490.0,490.0,https://pypi.org/project/skforecast,113967.0,113967.0,,,,,,,,2.0,,,,,,,,,,,
212,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2025-11-14 00:14:35.000000,2025-11-04 17:57:32,923.0,363.0,38.0,1168.0,89.0,173.0,1278.0,Making text a first-class citizen in TensorFlow.,118.0,32,True,1.0,2025-04-04 21:04:24,2.19.0,62.0,,tensorflow-text,,,,['tensorflow'],10058.0,10058.0,https://pypi.org/project/tensorflow-text,6604470.0,6604470.0,,,,,,,,2.0,,,,,,,,,,,
