,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
170,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,24.0,385.0,39.0,149.0,43.0,238.0,2314.0,A library of sklearn compatible categorical variable encoders.,70.0,33,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1317.0,1317.0,https://pypi.org/project/category_encoders,1473717.0,1483253.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,247941.0,,,,,2.0,,,,,,,,,,,,,
171,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-12-24 17:22:31.000000,2023-12-21 21:02:58,3809.0,187.0,505.0,51.0,3891.0,203.0,857.0,2013.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,151.0,33,True,2023-11-08 20:57:23,0.33.1,52.0,pennylane,conda-forge/pennylane,,,,705.0,705.0,https://pypi.org/project/pennylane,39663.0,40878.0,https://anaconda.org/conda-forge/pennylane,2023-11-21 18:10:47.719,30354.0,,,,,2.0,70.0,,,,,,,,,,,,
172,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-12-18 13:39:47.000000,2023-12-13 18:13:12,2766.0,46.0,241.0,34.0,199.0,36.0,492.0,1192.0,Python interface for igraph.,71.0,33,True,2023-11-20 11:06:49,0.11.3,26.0,python-igraph,conda-forge/igraph,,,,3741.0,3741.0,https://pypi.org/project/python-igraph,281625.0,300492.0,https://anaconda.org/conda-forge/igraph,2023-12-01 16:13:44.377,487000.0,,,,,1.0,562173.0,,,,,,,,,,,,
173,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-12-26 10:36:56.000000,2023-12-26 10:36:30,10164.0,107.0,535.0,70.0,2260.0,240.0,1677.0,1066.0,Machine learning for NeuroImaging in Python.,232.0,33,True,2023-10-01 19:30:40,0.10.2,22.0,nilearn,conda-forge/nilearn,,,['sklearn'],2786.0,2786.0,https://pypi.org/project/nilearn,50311.0,57248.0,https://anaconda.org/conda-forge/nilearn,2023-10-02 11:59:55.930,256531.0,,,,,2.0,147.0,,,,,,,,,,,,
174,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-12-18 04:56:09.000000,2023-12-06 02:03:46,14787.0,4.0,483.0,50.0,2277.0,394.0,949.0,707.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,3861.0,3861.0,https://pypi.org/project/nipype,84156.0,98893.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,589507.0,,,,,2.0,,,,,,,,,,,,,
175,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-11-06 06:38:09.000000,2022-06-10 09:12:18,238.0,,12911.0,1567.0,224.0,719.0,584.0,50646.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,69511.0,70021.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19340.0,,,,,2.0,1223.0,,,,,,,,,,,,
176,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-10-04 00:17:49.000000,2023-07-11 13:03:36,1421.0,,3631.0,763.0,1132.0,356.0,588.0,18780.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],486.0,486.0,https://pypi.org/project/magenta,3020.0,3020.0,,,,,,,,2.0,,,,,,,,,,,,,
177,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2063.0,188.0,1005.0,570.0,712.0,12319.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1485.0,1485.0,https://pypi.org/project/paddlehub,6163.0,6174.0,,,,,,,,2.0,664.0,,,,,,,,,,,,
178,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-12-21 16:43:02.000000,2023-11-17 16:27:58,10398.0,7.0,1863.0,350.0,3412.0,128.0,1131.0,8346.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,32,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,48118.0,51720.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,136893.0,,,,,3.0,,,,,,,,,,,,,
179,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-12-23 11:21:53.000000,2023-12-06 12:55:15,486.0,32.0,2220.0,281.0,138.0,275.0,313.0,7764.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-12-06 13:10:51,3.10.1,26.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,585677.0,590064.0,https://anaconda.org/conda-forge/speechrecognition,2023-12-06 16:25:19.819,175490.0,,,,,2.0,,,,,,,,,,,,,
180,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-12-18 18:04:31.000000,2023-12-07 16:30:16,1315.0,7.0,826.0,158.0,1656.0,172.0,804.0,6912.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1503.0,1503.0,https://pypi.org/project/featuretools,53250.0,57389.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,173861.0,,,,,2.0,,,,,,,,,,,,,
181,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-12-28 17:10:15.000000,2023-12-02 06:10:46,4212.0,164.0,844.0,143.0,462.0,75.0,760.0,6899.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,32,True,2023-12-03 06:47:22,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,2343.0,2343.0,https://pypi.org/project/stanza,191221.0,191383.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7300.0,,,,,2.0,,,,,,,,,,,,,
182,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1536.0,304.0,294.0,145.0,267.0,5277.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,927.0,927.0,https://pypi.org/project/pyfolio,9279.0,9461.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12745.0,,,,,1.0,,,,,,,,,,,,,
183,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-12-27 11:15:17.000000,2023-12-14 10:58:43,3845.0,105.0,495.0,84.0,537.0,96.0,459.0,4573.0,Online machine learning in Python.,107.0,32,True,2023-12-05 09:29:54,0.21.0,14.0,river,conda-forge/river,,,,397.0,397.0,https://pypi.org/project/river,20518.0,22139.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,51873.0,,,,,2.0,,,,,,,,,,,,,
184,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-12-27 20:29:35.000000,2023-11-29 20:31:13,1079.0,22.0,376.0,63.0,487.0,199.0,268.0,2795.0,A Hyperparameter Tuning Library for Keras.,60.0,32,True,2023-11-07 19:21:59,1.4.6,31.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],3031.0,3031.0,https://pypi.org/project/keras-tuner,148135.0,149101.0,https://anaconda.org/conda-forge/keras-tuner,2023-11-10 05:23:26.167,27066.0,,,,,2.0,,,,,,,,,,,,,
185,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-11-23 19:27:38.000000,2023-11-15 13:02:20,2274.0,8.0,525.0,71.0,478.0,257.0,680.0,2223.0,Survival analysis in Python.,115.0,32,True,2023-09-13 15:30:38,0.27.8,100.0,lifelines,conda-forge/lifelines,,,,2084.0,2084.0,https://pypi.org/project/lifelines,398246.0,405374.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,306509.0,,,,,2.0,,,,,,,,,,-2.0,,,
186,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-12-18 20:05:31.000000,2023-12-18 19:57:13,1353.0,11.0,296.0,22.0,44.0,28.0,198.0,2115.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,32,True,2023-12-17 19:42:14,0.4.5,78.0,explainerdashboard,conda-forge/explainerdashboard,,,,425.0,425.0,https://pypi.org/project/explainerdashboard,59228.0,60393.0,https://anaconda.org/conda-forge/explainerdashboard,2023-12-17 21:59:52.942,41965.0,,,,,2.0,,,,,,,,,,,,,
187,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2023-12-27 20:42:03.000000,2023-12-27 10:12:23,938.0,6.0,189.0,48.0,300.0,109.0,121.0,1648.0,Evaluate: A library for easily evaluating machine learning models and datasets.,124.0,32,True,2023-10-13 15:57:18,0.4.1,9.0,evaluate,,,,,5715.0,5715.0,https://pypi.org/project/evaluate,2185149.0,2185149.0,,,,,,,,2.0,,,,,,,,,,,,,
188,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-20 21:01:48.000000,2018-10-12 15:53:05,1251.0,,277.0,51.0,157.0,84.0,218.0,1568.0,Python Geocoder.,73.0,32,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,8633.0,8633.0,https://pypi.org/project/geocoder,407373.0,409027.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,135661.0,,,,,2.0,,,,,,,,,,,,,geocoder
189,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-12-21 21:50:42.816000,2023-12-21 20:10:06,1524.0,29.0,145.0,41.0,132.0,4.0,640.0,1149.0,A Python data analysis library that is optimized for humans instead of machines.,52.0,32,True,,,10.0,agate,conda-forge/agate,,,,2575.0,2575.0,https://pypi.org/project/agate,4124584.0,4129682.0,https://anaconda.org/conda-forge/agate,2023-12-21 21:50:42.816,158063.0,,,,,2.0,,,,,,,,,,,,,
190,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-12-22 04:06:48.000000,2023-12-21 17:38:18,11246.0,148.0,226.0,58.0,11809.0,156.0,2143.0,900.0,Cloud-native genomic dataframes and batch computing.,91.0,32,True,2023-10-30 17:20:30,0.2.126,100.0,hail,,,,['spark'],119.0,119.0,https://pypi.org/project/hail,24510.0,24510.0,,,,,,,,2.0,,,,,,,,,,,,,
191,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2023-12-24 16:29:22.000000,2023-12-22 10:07:46,641.0,46.0,91.0,23.0,489.0,302.0,395.0,840.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",45.0,32,True,2023-10-17 08:55:43,0.9.0,17.0,hvplot,conda-forge/hvplot,,,,4149.0,4149.0,https://pypi.org/project/hvplot,124551.0,136707.0,https://anaconda.org/conda-forge/hvplot,2023-12-22 17:00:16.835,510575.0,,,,,2.0,,,,,,,,,,,,,
192,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2023-12-26 23:09:41.000000,2023-12-26 14:53:14,5765.0,157.0,246.0,36.0,787.0,100.0,392.0,598.0,Python package to access a cacophony of neuro-imaging file formats.,100.0,32,True,2023-12-12 14:28:42,5.2.0,39.0,nibabel,conda-forge/nibabel,,,,16340.0,16340.0,https://pypi.org/project/nibabel,354115.0,370051.0,https://anaconda.org/conda-forge/nibabel,2023-12-12 00:00:35.048,669326.0,,,,,2.0,,,,,,,,,,,,,
193,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-11-17 01:43:12.000000,2023-07-13 08:50:20,531.0,,2645.0,382.0,118.0,198.0,561.0,24165.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],630.0,630.0,https://pypi.org/project/spleeter,16136.0,74804.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78862.0,,,,,2.0,2852950.0,,,,,,,,,,,,
194,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2023-12-28 15:40:14.000000,2023-12-27 19:10:04,3208.0,670.0,2354.0,268.0,2432.0,79.0,373.0,21675.0,You like pytorch? You like micrograd? You love tinygrad!.,262.0,31,True,2023-08-27 16:40:37,0.7.0,4.0,,,,,['pytorch'],36.0,36.0,,,,,,,,,,,2.0,,tinygrad/tinygrad,,,,,,,,,,,
195,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-12-24 05:29:03.000000,2023-12-24 05:29:03,2283.0,2.0,4884.0,498.0,152.0,994.0,1347.0,19580.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,31,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],1384.0,1384.0,https://pypi.org/project/insightface,502529.0,675003.0,,,,,,,,2.0,1379797.0,,,,,,,,,,,,
196,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1126.0,339.0,1683.0,502.0,1294.0,11135.0,Turi Create simplifies the development of custom machine learning models.,86.0,31,False,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,,21.0,21.0,https://pypi.org/project/turicreate,18400.0,18532.0,,,,,,,,3.0,9561.0,,,,,,,,,-2.0,,,
197,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,6.0,2008.0,287.0,3401.0,50.0,1494.0,10377.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,31,True,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],21.0,21.0,https://pypi.org/project/parlai,2371.0,2371.0,,,,,,,,2.0,,,,,,,,,,,,,
198,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-07-21 09:09:23.000000,2023-07-21 09:09:17,859.0,,1270.0,418.0,82.0,32.0,159.0,9655.0,TensorFlow-based neural network library.,58.0,31,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1202.0,1202.0,https://pypi.org/project/dm-sonnet,15721.0,16264.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26654.0,,,,,3.0,,google-deepmind/sonnet,,,,,,,,,,,
199,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,1.0,1374.0,303.0,889.0,129.0,758.0,9008.0,AutoML library for deep learning.,143.0,31,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],617.0,617.0,https://pypi.org/project/autokeras,12693.0,12935.0,,,,,,,,2.0,17679.0,,,,,,,,,,,,
200,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,2.0,855.0,86.0,274.0,72.0,376.0,7740.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,31,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,38187.0,38187.0,https://pypi.org/project/tensorboardX,2030981.0,2058577.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1131267.0,,,,,2.0,409.0,,,,,,,,,,,,
201,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-12-25 14:05:19.000000,2023-04-18 11:08:13,2759.0,,1229.0,215.0,711.0,178.0,827.0,7263.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],530.0,530.0,https://pypi.org/project/auto-sklearn,16769.0,17410.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,20513.0,,,,,2.0,51.0,,,,,,,,,,,,
202,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-12-27 18:19:15.000000,2023-12-27 18:19:14,5855.0,115.0,891.0,110.0,1584.0,83.0,615.0,7039.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2023-11-29 21:48:30,2.7.1,48.0,perspective-python,conda-forge/perspective,,,['jupyter'],105.0,105.0,https://pypi.org/project/perspective-python,5288.0,17833.0,https://anaconda.org/conda-forge/perspective,2023-12-04 04:58:10.833,495622.0,,,,,3.0,1912.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,363.0,,,,,,,,
203,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-12-28 01:24:04.000000,2023-12-21 09:38:00,1121.0,34.0,747.0,58.0,882.0,240.0,1011.0,6808.0,A python library for user-friendly forecasting and anomaly detection on time series.,109.0,31,True,2023-12-10 17:43:40,0.27.1,39.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,477.0,477.0,https://pypi.org/project/u8darts,16687.0,18026.0,https://anaconda.org/conda-forge/u8darts-all,2023-12-10 22:13:26.243,38633.0,https://hub.docker.com/r/unit8/darts,2023-12-10 17:53:59.869630,,455.0,2.0,,,,,,,,,,,,,
204,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2023-12-25 08:21:52.000000,2023-12-22 16:16:00,978.0,64.0,869.0,137.0,659.0,123.0,304.0,6434.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,82.0,31,True,2023-12-25 07:08:29,0.11.1,15.0,dowhy,conda-forge/dowhy,,,,315.0,315.0,https://pypi.org/project/dowhy,33148.0,33642.0,https://anaconda.org/conda-forge/dowhy,2023-11-30 17:35:40.350,18300.0,,,,,2.0,33.0,,,,,,,,,,,,
205,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1804.0,200.0,206.0,11.0,1343.0,6294.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1433.0,1433.0,https://pypi.org/project/tensorpack,12084.0,12478.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10214.0,,,,,3.0,160.0,,,,,,,,,,,,
206,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-12-17 14:04:01.000000,2023-12-13 13:40:56,1081.0,6.0,362.0,81.0,522.0,51.0,450.0,5447.0,A scikit-learn compatible neural network library that wraps PyTorch.,61.0,31,True,2023-09-04 10:10:59,0.15.0,15.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1058.0,1058.0,https://pypi.org/project/skorch,54346.0,74287.0,https://anaconda.org/conda-forge/skorch,2023-09-06 08:43:59.780,777731.0,,,,,3.0,,,,,,,,,,,,,
207,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-11-17 15:55:43.000000,2023-07-28 00:16:45,2332.0,,1069.0,191.0,231.0,225.0,279.0,5397.0,Distributed Evolutionary Algorithms in Python.,87.0,31,True,,,6.0,deap,conda-forge/deap,,,,4285.0,4285.0,https://pypi.org/project/deap,210591.0,219802.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,350031.0,,,,,2.0,,,,,,,,,,,,,
208,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2023-11-26 16:14:35.000000,2023-11-26 16:14:35,1635.0,1.0,818.0,117.0,519.0,121.0,337.0,4663.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,102.0,31,True,2023-09-23 14:54:16,0.23.0,28.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],11738.0,11738.0,https://pypi.org/project/mlxtend,651648.0,658850.0,https://anaconda.org/conda-forge/mlxtend,2023-09-25 18:40:43.024,295305.0,,,,,2.0,,,,,,,,,,,,,
209,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2023-12-27 06:17:32.000000,2023-12-23 17:14:35,29240.0,403.0,1505.0,185.0,2024.0,23.0,1544.0,4629.0,"mlpack: a fast, header-only C++ machine learning library.",310.0,31,True,2023-11-27 18:45:09,4.3.0,46.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,3804.0,7735.0,https://anaconda.org/conda-forge/mlpack,2023-11-29 00:35:31.566,165123.0,,,,,3.0,,,,,,,,,,,,,
210,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-12-01 05:25:05.000000,2023-11-29 14:09:54,774.0,22.0,358.0,73.0,278.0,56.0,498.0,4384.0,Visualizer for pandas data structures.,30.0,31,True,2023-11-29 14:29:01,3.8.1,139.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",969.0,969.0,https://pypi.org/project/dtale,91919.0,97976.0,https://anaconda.org/conda-forge/dtale,2023-11-29 15:12:38.018,260493.0,,,,,3.0,,,,,,,,,,,,,
211,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2023-12-19 09:40:36.000000,2023-12-07 08:10:18,1077.0,12.0,338.0,60.0,1333.0,79.0,172.0,3780.0,A Python toolbox for performing gradient-free optimization.,51.0,31,True,2023-11-19 06:23:52,1.0.1,30.0,nevergrad,conda-forge/nevergrad,,,,591.0,591.0,https://pypi.org/project/nevergrad,59038.0,60076.0,https://anaconda.org/conda-forge/nevergrad,2023-09-21 13:51:23.949,44665.0,,,,,2.0,,,,,,,,,,,,,
212,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2023-11-24 07:56:25.000000,2023-11-24 07:54:37,246.0,8.0,243.0,47.0,50.0,22.0,93.0,3686.0,A simple command-line utility for querying and monitoring GPU status.,17.0,31,True,2023-08-22 19:40:33,1.1.1,11.0,gpustat,conda-forge/gpustat,,,,4497.0,4497.0,https://pypi.org/project/gpustat,902647.0,910064.0,https://anaconda.org/conda-forge/gpustat,2023-08-23 10:35:25.821,274436.0,,,,,2.0,,,,,,,,,,,,,
213,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-12-27 01:31:07.000000,2023-12-23 04:52:01,1393.0,32.0,439.0,53.0,743.0,39.0,456.0,3461.0,NeuralProphet: A simple forecasting package.,50.0,31,True,2023-06-14 22:41:07,0.6.2,28.0,neuralprophet,,,,['pytorch'],351.0,351.0,https://pypi.org/project/neuralprophet,76948.0,76948.0,,,,,,,,2.0,,,,,,,,,,,,,
