,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
97,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-09-18 18:23:46.000000,2025-09-18 09:51:46,5966.0,690.0,49.0,6677.0,249.0,1253.0,2814.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",207.0,37,True,425.0,2025-08-20 20:06:01,0.42.3,67.0,,pennylane,conda-forge/pennylane,,,,1857.0,1857.0,https://pypi.org/project/pennylane,175058.0,182281.0,https://anaconda.org/conda-forge/pennylane,2025-04-22 14:58:05.852,332249.0,,,,,1.0,101.0,,,,,,,,,,
98,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2025-09-14 14:27:52.000000,2025-09-14 14:27:52,1562.0,322.0,31.0,520.0,103.0,517.0,1642.0,Python library for reading and writing image data.,125.0,37,True,7.0,2025-01-20 02:42:38,2.37.0,72.0,,imageio,conda-forge/imageio,,,,180918.0,180918.0,https://pypi.org/project/imageio,32533597.0,32667653.0,https://anaconda.org/conda-forge/imageio,2025-04-22 14:56:30.839,8310112.0,,,,,2.0,1862.0,,,,,,,,,,
99,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2025-09-16 21:30:06.000000,2025-09-12 17:28:56,1644.0,223.0,33.0,747.0,41.0,611.0,1156.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,72.0,37,True,26.0,2025-08-14 11:03:43,3.7.2,59.0,,pyproj,conda-forge/pyproj,,,,46395.0,46395.0,https://pypi.org/project/pyproj,13239042.0,13421459.0,https://anaconda.org/conda-forge/pyproj,2025-09-15 17:28:23.877,11309907.0,,,,,2.0,,,,,,,,,,,
100,agno,agno-agi/agno,agents,,https://github.com/agno-agi/agno,https://github.com/agno-agi/agno,Apache-2.0,2022-05-04 15:23:02.000,2025-09-18 16:15:40.000000,2025-09-18 16:15:37,4140.0,4251.0,213.0,2440.0,113.0,1261.0,33580.0,"High-performance runtime for multi-agent systems. Build, run and manage secure multi-agent systems in your cloud.",287.0,36,True,365.0,2025-09-18 15:55:24,2.0.7,97.0,,agno,,,,,,,https://pypi.org/project/agno,668647.0,668647.0,,,,,,,,3.0,,,,,,,,,,,
101,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2025-09-09 17:55:23.000000,2025-09-09 17:55:19,2329.0,6366.0,425.0,1371.0,1193.0,3056.0,31812.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,429.0,36,True,1.0,2022-06-27 19:32:58,0.12.2,16.0,,fairseq,conda-forge/fairseq,,,['pytorch'],4353.0,4353.0,https://pypi.org/project/fairseq,94647.0,97226.0,https://anaconda.org/conda-forge/fairseq,2025-05-30 03:16:57.843,159656.0,,,,,2.0,431.0,,,,,,,,,,
102,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-07-31 01:37:38.000000,2025-01-26 07:01:34,1702.0,2841.0,377.0,486.0,10.0,1935.0,15514.0,Python Echarts Plotting Library.,45.0,36,True,,2025-01-24 03:13:18,2.0.8,7.0,,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5527.0,5527.0,https://pypi.org/project/pyecharts,341077.0,341079.0,,,,,,,,2.0,75.0,,,,,,,,,,
103,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2025-04-22 14:57:06.395000,2020-06-01 14:58:26,2913.0,2432.0,226.0,350.0,290.0,227.0,14672.0,Image augmentation for machine learning experiments.,36.0,36,False,,2020-02-06 06:18:40,0.4.0,3.0,,imgaug,conda-forge/imgaug,,,,26278.0,26278.0,https://pypi.org/project/imgaug,861800.0,864937.0,https://anaconda.org/conda-forge/imgaug,2025-04-22 14:57:06.395,235344.0,,,,,2.0,,,,,,,,,,,
104,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-07-31 23:53:10.000000,2025-07-31 23:53:10,4417.0,2968.0,176.0,5075.0,456.0,2362.0,14070.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",297.0,36,True,1.0,2024-09-03 04:16:25,2.4.0,39.0,,dgl,,,,,4131.0,4131.0,https://pypi.org/project/dgl,129971.0,129971.0,,,,,,,,1.0,,,,,,,,,,,
105,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2025-09-09 19:08:54.000000,2025-03-26 00:32:10,1575.0,1720.0,150.0,888.0,258.0,590.0,13145.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,137.0,36,True,,2025-03-26 00:41:27,4.16.1,73.0,,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",6899.0,6899.0,https://pypi.org/project/ydata-profiling,1251892.0,1254287.0,https://anaconda.org/conda-forge/ydata-profiling,2025-04-22 14:58:36.334,74166.0,,,,,2.0,457.0,,,,,,,,,,
106,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-09-18 00:34:37.000000,2025-09-17 18:27:10,1413.0,847.0,293.0,1865.0,263.0,471.0,9473.0,"Build, Manage and Deploy AI/ML Systems.",115.0,36,True,94.0,2025-09-17 18:28:03,2.18.6,169.0,,metaflow,conda-forge/metaflow,,,,942.0,942.0,https://pypi.org/project/metaflow,379922.0,385275.0,https://anaconda.org/conda-forge/metaflow,2025-09-08 22:23:59.900,331943.0,,,,,2.0,,,,,,,,,,,
107,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-09-17 19:01:06.000000,2025-09-17 19:01:06,2678.0,1037.0,97.0,3032.0,412.0,1292.0,9423.0,Fast and Accurate ML in 3 Lines of Code.,141.0,36,True,86.0,2025-07-29 05:11:55,1.4.0,37.0,,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1193.0,1193.0,https://pypi.org/project/autogluon,202574.0,202836.0,,,,https://hub.docker.com/r/autogluon/autogluon,2025-06-16 23:01:47.182920,19.0,19413.0,1.0,,,,,,,,,,,
108,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-09-17 00:26:55.000000,2025-09-17 00:26:55,1263.0,698.0,125.0,1032.0,395.0,1160.0,4952.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",198.0,36,True,15.0,2025-04-29 03:56:01,8.3,44.0,,coremltools,conda-forge/coremltools,,,,5077.0,5077.0,https://pypi.org/project/coremltools,1192131.0,1194098.0,https://anaconda.org/conda-forge/coremltools,2025-04-22 14:57:38.011,106786.0,,,,,2.0,15254.0,,,,,,,,,,
109,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-09-03 15:30:39.000000,2025-09-01 17:55:20,2645.0,235.0,62.0,161.0,77.0,671.0,4358.0,A Grammar of Graphics for Python.,114.0,36,True,56.0,2025-07-15 21:10:18,0.15.0,32.0,,plotnine,conda-forge/plotnine,,,,12631.0,12631.0,https://pypi.org/project/plotnine,2160728.0,2169151.0,https://anaconda.org/conda-forge/plotnine,2025-07-15 20:51:48.222,530706.0,,,,,2.0,,,,,,,,,,,
110,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2025-09-15 14:33:38.000000,2025-09-05 06:55:29,1260.0,582.0,57.0,1484.0,260.0,590.0,3085.0,"Accelerate inference and training of Transformers, Diffusers, TIMM and Sentence Transformers with easy to use hardware..",153.0,36,True,21.0,2025-07-30 17:15:27,1.27.0,75.0,,optimum,conda-forge/optimum,,,,6181.0,6181.0,https://pypi.org/project/optimum,1498009.0,1499154.0,https://anaconda.org/conda-forge/optimum,2025-07-31 01:11:43.233,46961.0,,,,,1.0,,,,,,,,,,,
111,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-09-18 17:38:37.000000,2025-09-18 17:35:19,4631.0,344.0,66.0,3450.0,21.0,807.0,2573.0,Adaptive Experimentation Platform.,194.0,36,True,322.0,2025-09-09 19:30:35,1.1.2,48.0,,ax-platform,conda-forge/ax-platform,,,['pytorch'],1029.0,1029.0,https://pypi.org/project/ax-platform,246611.0,247512.0,https://anaconda.org/conda-forge/ax-platform,2025-09-10 15:44:56.663,45986.0,,,,,1.0,,,,,,,,,,,
112,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-09-17 22:32:13.000000,2025-09-17 22:31:17,2282.0,450.0,33.0,2043.0,71.0,906.0,2333.0,"Machine learning metrics for distributed, scalable PyTorch applications.",282.0,36,True,97.0,2025-09-03 13:54:56,1.8.2,64.0,Lightning-AI/torchmetrics,metrics,conda-forge/torchmetrics,,,['pytorch'],44578.0,44578.0,https://pypi.org/project/metrics,4204.0,43345.0,https://anaconda.org/conda-forge/torchmetrics,2025-09-03 20:54:12.961,2106863.0,,,,,1.0,6848.0,,,,,,,,,,
113,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2025-09-18 16:50:12.000000,2025-09-18 16:50:12,5270.0,1118.0,155.0,1470.0,57.0,837.0,2055.0,Documentation and samples for ArcGIS API for Python.,98.0,36,True,63.0,2025-04-07 20:25:27,2.4.1,37.0,,arcgis,,esridocker/arcgis-api-python-notebook,,,993.0,993.0,https://pypi.org/project/arcgis,207382.0,207530.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,2.0,16044.0,,,,,,,,,,
114,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2025-09-17 06:21:27.000000,2025-09-17 06:21:24,1614.0,449.0,50.0,1569.0,172.0,720.0,1726.0,Exploratory analysis of Bayesian models with Python.,180.0,36,True,10.0,2025-07-09 09:38:55,0.22.0,40.0,,arviz,conda-forge/arviz,,,,11441.0,11441.0,https://pypi.org/project/arviz,2266140.0,2304634.0,https://anaconda.org/conda-forge/arviz,2025-07-10 08:17:22.571,2463504.0,,,,,1.0,183.0,,,,,,,,,,
115,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2025-04-22 14:57:35.730000,2022-06-10 09:12:18,238.0,13437.0,1564.0,243.0,773.0,598.0,55440.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,,2018-04-02 17:18:43,1.2.2,2.0,,face_recognition,conda-forge/face_recognition,,,['pytorch'],5543.0,5543.0,https://pypi.org/project/face_recognition,179399.0,180044.0,https://anaconda.org/conda-forge/face_recognition,2025-04-22 14:57:35.730,37876.0,,,,,2.0,1431.0,,,,,,,,,,
116,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2025-04-22 14:58:02.848000,2024-02-10 14:20:58,4668.0,5233.0,326.0,767.0,8.0,1188.0,42654.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",166.0,35,False,,2023-12-12 15:11:16,0.22.0,98.0,,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",3551.0,3551.0,https://pypi.org/project/tts,266086.0,378265.0,https://anaconda.org/conda-forge/tts,2025-04-22 14:58:02.848,28827.0,,,,,2.0,6024578.0,,,,,,,,,,
117,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-09-17 16:25:42.000000,2025-09-17 16:25:20,9311.0,2964.0,313.0,260.0,20.0,1205.0,31408.0,"Visualizer for neural network, deep learning and machine learning models.",,35,True,209.0,2025-09-12 17:59:30,8.6.4,1.0,,netron,,,,"['pytorch', 'tensorflow']",13.0,13.0,https://pypi.org/project/netron,34699.0,73676.0,,,,,,,,1.0,38977.0,,,,,,,,,,
118,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-09-18 15:59:45.000000,2025-09-18 15:59:45,37104.0,13262.0,930.0,26993.0,,,25275.0,Apache Flink Python API.,2049.0,35,True,203.0,,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,635829.0,635829.0,,,,,,,,2.0,,,,,,,,,,,
119,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2025-09-18 17:44:04.000000,2025-09-18 17:44:04,1788.0,2163.0,96.0,2029.0,489.0,1527.0,15568.0,Train transformer language models with reinforcement learning.,391.0,35,True,231.0,2025-09-10 04:39:53,0.23.0,64.0,,trl,,,,,1.0,1.0,https://pypi.org/project/trl,1692762.0,1692762.0,,,,,,,,2.0,,,,,,,,,,,
120,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2025-08-18 19:55:31.000000,2025-06-12 19:41:27,6684.0,1754.0,196.0,1299.0,14.0,2369.0,14290.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,277.0,35,True,,2025-02-05 14:46:22,0.15.1,28.0,,flair,conda-forge/python-flair,,,['pytorch'],4073.0,4073.0,https://pypi.org/project/flair,153861.0,154627.0,https://anaconda.org/conda-forge/python-flair,2025-04-22 14:57:32.879,47493.0,,,,,2.0,,,,,,,,,,,
121,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2025-09-01 16:14:20.560000,2024-07-29 00:37:39,894.0,1196.0,314.0,272.0,60.0,346.0,13959.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,False,,2023-06-14 16:34:48,1.17.3,22.0,,annoy,conda-forge/python-annoy,,,,5325.0,5325.0,https://pypi.org/project/annoy,1028281.0,1041141.0,https://anaconda.org/conda-forge/python-annoy,2025-09-01 16:14:20.560,771600.0,,,,,3.0,,,,,,,,,,,
122,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-09-18 18:17:50.000000,2025-09-18 18:03:57,41633.0,965.0,159.0,12819.0,1028.0,6131.0,9183.0,cuDF - GPU DataFrame Library.,308.0,35,True,533.0,2025-08-06 17:51:04,25.08.00,63.0,,cudf,,,,,64.0,64.0,https://pypi.org/project/cudf,3188.0,3188.0,,,,,,,,1.0,,,,,,,,,,,
123,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-08-12 08:56:49.000000,2025-08-12 08:55:51,713.0,374.0,65.0,142.0,34.0,166.0,9175.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",34.0,35,True,2.0,2025-02-09 03:16:30,0.8.1,15.0,,einops,conda-forge/einops,,,,81546.0,81546.0,https://pypi.org/project/einops,12607953.0,12615564.0,https://anaconda.org/conda-forge/einops,2025-04-22 14:57:12.206,449052.0,,,,,2.0,,,,,,,,,,,
124,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-09-18 06:46:20.000000,2025-09-17 09:27:07,3666.0,864.0,80.0,4057.0,134.0,998.0,8087.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",225.0,35,True,70.0,2025-09-17 09:30:34,1.4.24,100.0,,bentoml,,,,,2772.0,2772.0,https://pypi.org/project/bentoml,110949.0,110955.0,,,,,,,,2.0,197.0,,,,,,,,,,
125,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-09-05 07:51:39.000000,2025-06-13 01:59:41,551.0,847.0,84.0,300.0,79.0,378.0,7966.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",85.0,35,True,,2025-09-05 07:51:39,2.6.4,17.0,,tensorboardX,conda-forge/tensorboardx,,,,59473.0,59473.0,https://pypi.org/project/tensorboardX,4234997.0,4256409.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1327244.0,,,,,2.0,499.0,,,,,,,,,,
126,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-08-29 16:56:30.000000,2025-08-29 16:56:30,10634.0,1856.0,143.0,2753.0,516.0,1247.0,6212.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",258.0,35,True,28.0,2024-04-03 16:21:23,2.8.0,20.0,,deepchem,conda-forge/deepchem,,,['tensorflow'],643.0,643.0,https://pypi.org/project/deepchem,76775.0,78655.0,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,118440.0,,,,,1.0,,,,,,,,,,,
127,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2025-09-15 20:22:23.000000,2025-09-01 13:48:04,8931.0,720.0,100.0,13528.0,21.0,886.0,4042.0,State of the Art Natural Language Processing.,116.0,35,True,66.0,2025-09-01 13:57:34,6.1.3,100.0,,spark-nlp,,,,['spark'],613.0,613.0,https://pypi.org/project/spark-nlp,1148854.0,1148854.0,,,,,,,,2.0,,,,,,,,,,,
128,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2025-09-17 18:20:14.801000,2025-09-16 00:13:53,3957.0,541.0,141.0,1302.0,151.0,1738.0,2401.0,Rasterio reads and writes geospatial raster datasets.,170.0,35,True,19.0,2024-12-02 16:44:51,1.4.3,85.0,,rasterio,conda-forge/rasterio,,,,18464.0,18464.0,https://pypi.org/project/rasterio,2689021.0,2780475.0,https://anaconda.org/conda-forge/rasterio,2025-09-17 18:20:14.801,5121015.0,,,,,2.0,1022.0,,,,,,,,,,
129,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2025-09-18 13:08:40.000000,2025-09-18 13:08:38,973.0,288.0,43.0,380.0,177.0,147.0,2323.0,Evaluate: A library for easily evaluating machine learning models and datasets.,132.0,35,True,11.0,2025-09-18 13:07:20,0.4.6,14.0,,evaluate,,,,,23207.0,23207.0,https://pypi.org/project/evaluate,3476467.0,3476467.0,,,,,,,,1.0,,,,,,,,,,,
130,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2025-09-04 19:46:58.000000,2025-09-04 19:46:57,3222.0,383.0,56.0,1280.0,284.0,1014.0,1533.0,Cartopy - a cartographic python library with matplotlib support.,137.0,35,True,38.0,2025-08-01 12:38:13,0.25.0,28.0,,cartopy,conda-forge/cartopy,,,,8031.0,8031.0,https://pypi.org/project/cartopy,727819.0,812364.0,https://anaconda.org/conda-forge/cartopy,2025-09-03 07:26:00.761,5410929.0,,,,,2.0,,,,,,,,,,,
131,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/uxlfoundation/scikit-learn-intelex,https://github.com/uxlfoundation/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2025-09-16 17:27:29.000000,2025-09-16 17:26:52,2299.0,178.0,24.0,2391.0,43.0,211.0,1310.0,Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,86.0,35,True,101.0,2025-08-20 08:09:24,2025.8.0,38.0,uxlfoundation/scikit-learn-intelex,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13780.0,13780.0,https://pypi.org/project/scikit-learn-intelex,114698.0,126596.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2025-08-22 17:27:12.269,630603.0,,,,,1.0,,,,,,,,,,,
132,unsloth,unslothai/unsloth,nlp,,https://github.com/unslothai/unsloth,https://github.com/unslothai/unsloth,Apache-2.0,2023-11-29 16:50:09.000,2025-09-18 11:31:30.000000,2025-09-18 04:43:00,2819.0,3699.0,264.0,695.0,741.0,1794.0,45681.0,"Fine-tuning & Reinforcement Learning for LLMs. Train OpenAI gpt-oss, Qwen3, Llama 4, DeepSeek-R1, Gemma 3, TTS 2x..",92.0,34,True,438.0,2025-09-16 16:14:23,September-2025-v2,18.0,,unsloth,,,,,,,https://pypi.org/project/unsloth,711312.0,711318.0,,,,,,,,2.0,90.0,,,,,,,,,,
133,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2025-08-27 22:45:52.000000,2025-08-27 22:42:21,1552.0,7431.0,392.0,715.0,469.0,3090.0,33111.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",280.0,34,True,7.0,2021-11-15 22:08:26,0.6,10.0,,detectron2,conda-forge/detectron2,,,['pytorch'],2575.0,2575.0,https://pypi.org/project/detectron2,,12646.0,https://anaconda.org/conda-forge/detectron2,2025-06-02 19:54:55.795,784102.0,,,,,2.0,,,,,,,,,,,
134,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-09-24 11:24:36.000000,2024-09-24 11:18:06,618.0,3410.0,325.0,279.0,466.0,607.0,27952.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,True,,2024-09-24 11:24:36,1.7.2,23.0,,easyocr,,,,,16604.0,16604.0,https://pypi.org/project/easyocr,1862412.0,2290292.0,,,,,,,,2.0,26956467.0,,,,,,,,,,
135,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-04-22 14:56:42.880000,2024-03-13 15:16:33,391.0,4627.0,846.0,268.0,466.0,611.0,26351.0,Library for fast text representation and classification.,68.0,34,False,,2020-04-28 09:51:33,0.9.2,4.0,,fasttext,conda-forge/fasttext,,,,8078.0,8078.0,https://pypi.org/project/fasttext,1331227.0,1333707.0,https://anaconda.org/conda-forge/fasttext,2025-04-22 14:56:42.880,148840.0,,,,,2.0,,,,,,,,,,,
136,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-09-08 13:51:34.000000,2025-09-01 13:27:47,9245.0,3204.0,283.0,1340.0,160.0,726.0,20898.0,Best Practices on Recommendation Systems.,141.0,34,True,79.0,2024-12-24 07:39:57,1.2.1,14.0,recommenders-team/recommenders,recommenders,,,,,177.0,177.0,https://pypi.org/project/recommenders,15186.0,15195.0,,,,,,,,1.0,787.0,,,,,,,,,,
137,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2025-09-16 18:51:00.000000,2025-07-31 19:50:51,1344.0,2209.0,333.0,1614.0,379.0,1869.0,14592.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",176.0,34,True,3.0,2023-06-12 09:26:22,0.28.1,24.0,,horovod,,,,,1420.0,1420.0,https://pypi.org/project/horovod,74352.0,74352.0,,,,,,,,2.0,,,,,,stable/horovod,,,,,
138,opik,comet-ml/opik,nlp,,https://github.com/comet-ml/opik,https://github.com/comet-ml/opik,Apache-2.0,2023-05-10 12:57:13.000,2025-09-18 18:00:01.000000,2025-09-18 15:31:45,2847.0,987.0,92.0,2888.0,99.0,326.0,13996.0,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing,..",74.0,34,True,708.0,2025-09-18 15:30:02,1.8.50,100.0,,opik,,,,,17.0,17.0,https://pypi.org/project/opik,775164.0,775164.0,,,,,,,,2.0,,,,,,,,,,,
139,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-04-22 14:57:34.170000,2025-03-06 20:05:48,5371.0,1804.0,135.0,1068.0,386.0,1958.0,9508.0,"An open-source, low-code machine learning library in Python.",142.0,34,True,,2024-04-28 18:46:27,3.3.2,29.0,,pycaret,conda-forge/pycaret,,,,7864.0,7864.0,https://pypi.org/project/pycaret,308783.0,310041.0,https://anaconda.org/conda-forge/pycaret,2025-04-22 14:57:34.170,76077.0,,,,,1.0,734.0,,,,,,,,,,
140,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-09-09 17:00:56.000000,2025-09-09 16:58:19,414.0,1515.0,132.0,198.0,6.0,385.0,8395.0,A Python implementation of global optimization with gaussian processes.,52.0,34,True,7.0,2025-07-24 15:58:31,3.1.0,24.0,bayesian-optimization/BayesianOptimization,bayesian-optimization,,,,,3886.0,3886.0,https://pypi.org/project/bayesian-optimization,399982.0,399983.0,,,,,,,,1.0,177.0,,,,,,,,,,
