,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,snap_id
179,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-11-01 23:39:12.000000,2023-11-01 23:38:33,1383.0,41.0,433.0,52.0,732.0,37.0,450.0,3324.0,NeuralProphet: A simple forecasting package.,48.0,32,True,2023-06-14 22:41:07,0.6.2,27.0,neuralprophet,,,,['pytorch'],320.0,320.0,https://pypi.org/project/neuralprophet,66892.0,66892.0,,,,,,,,2.0,,,,,,,,,,,,,
180,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-10-17 15:12:42.000000,2023-10-17 15:12:42,1272.0,14.0,268.0,54.0,213.0,47.0,404.0,2818.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,35.0,32,True,2023-08-21 11:19:41,1.12.0,26.0,stumpy,conda-forge/stumpy,,,,553.0,553.0,https://pypi.org/project/stumpy,263326.0,286411.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,946487.0,,,,,2.0,,,,,,,,,,,,,
181,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-10-25 22:02:28.000000,2023-10-25 20:17:23,1070.0,36.0,373.0,63.0,476.0,199.0,264.0,2782.0,A Hyperparameter Tuning Library for Keras.,59.0,32,True,2023-10-12 21:49:31,1.4.5,30.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2808.0,2808.0,https://pypi.org/project/keras-tuner,196180.0,197131.0,https://anaconda.org/conda-forge/keras-tuner,2023-10-24 16:34:14.028,25681.0,,,,,2.0,,,,,,,,,,,,,
182,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2023-11-02 15:02:45.000000,2023-11-02 15:02:45,2388.0,354.0,205.0,25.0,1034.0,69.0,211.0,2422.0,Database system for AI-powered apps.,68.0,32,True,2023-10-18 21:51:25,0.3.8,35.0,evadb,,,,['pytorch'],89.0,89.0,https://pypi.org/project/evadb,6305.0,31759.0,,,,,,,,3.0,407265.0,,,,georgia-tech-db/evadb,,,,,,,,
183,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-11-02 16:45:23.000000,2023-11-01 20:04:43,3685.0,185.0,487.0,53.0,3745.0,207.0,810.0,1944.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,147.0,32,True,2023-10-30 20:13:17,0.33.0,51.0,pennylane,conda-forge/pennylane,,,,656.0,656.0,https://pypi.org/project/pennylane,40222.0,41352.0,https://anaconda.org/conda-forge/pennylane,2023-11-02 14:04:25.404,27102.0,,,,,2.0,70.0,,,,,,,,,,,,
184,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2023-11-02 17:44:56.000000,2023-11-02 14:49:25,876.0,106.0,271.0,53.0,991.0,189.0,319.0,1693.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,85.0,32,True,2023-09-21 18:33:16,1.13.2,42.0,optimum,conda-forge/optimum,,,,787.0,787.0,https://pypi.org/project/optimum,433653.0,434151.0,https://anaconda.org/conda-forge/optimum,2023-10-26 17:55:26.292,9477.0,,,,,1.0,,,,,,,,,,,,,
185,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2023-11-02 14:07:02.000000,2023-11-02 14:07:02,936.0,6.0,177.0,48.0,295.0,98.0,119.0,1579.0,Evaluate: A library for easily evaluating machine learning models and datasets.,123.0,32,True,2023-10-13 15:57:18,0.4.1,9.0,evaluate,,,,,4554.0,4554.0,https://pypi.org/project/evaluate,1224734.0,1224734.0,,,,,,,,1.0,,,,,,,,,,,,,
186,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-10-13 15:33:46.000000,2018-10-12 15:53:05,1251.0,,276.0,52.0,155.0,82.0,218.0,1557.0,Python Geocoder.,73.0,32,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,8042.0,8042.0,https://pypi.org/project/geocoder,436366.0,438017.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,133746.0,,,,,2.0,,,,,,,,,,,,,geocoder
187,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-10-18 11:17:00.880000,2023-10-18 03:51:44,1522.0,27.0,143.0,42.0,131.0,4.0,640.0,1150.0,A Python data analysis library that is optimized for humans instead of machines.,52.0,32,True,,,9.0,agate,conda-forge/agate,,,,2319.0,2319.0,https://pypi.org/project/agate,4550267.0,4555351.0,https://anaconda.org/conda-forge/agate,2023-10-18 11:17:00.880,152527.0,,,,,2.0,,,,,,,,,,,,,
188,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2023-11-01 16:30:00.000000,2023-10-16 13:28:53,623.0,43.0,87.0,24.0,465.0,285.0,386.0,817.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",43.0,32,True,2023-10-17 08:55:43,0.9.0,17.0,hvplot,conda-forge/hvplot,,,,3833.0,3833.0,https://pypi.org/project/hvplot,120285.0,132263.0,https://anaconda.org/conda-forge/hvplot,2023-10-16 18:32:23.923,491133.0,,,,,2.0,,,,,,,,,,,,,
189,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-10-23 19:11:00.000000,2023-07-13 08:50:20,531.0,,2597.0,380.0,117.0,192.0,558.0,23725.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],602.0,602.0,https://pypi.org/project/spleeter,15919.0,73364.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78598.0,,,,,2.0,2734624.0,,,,,,,,,,,,
190,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2023-11-02 18:21:35.000000,2023-11-02 15:40:56,2714.0,501.0,2108.0,256.0,1765.0,66.0,324.0,20026.0,You like pytorch? You like micrograd? You love tinygrad!.,228.0,31,True,2023-08-27 16:40:37,0.7.0,4.0,,,,,['pytorch'],29.0,29.0,,,,,,,,,,,2.0,,,,,tinygrad/tinygrad,,,,,,,,
191,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,,2021-01-19 08:37:25.000,2023-11-02 16:33:57.000000,2023-11-02 16:33:57,16973.0,1661.0,5910.0,71.0,11023.0,2973.0,13098.0,13745.0,The Unified AI Framework.,1438.0,31,True,,,3.0,ivy,,,,,,,https://pypi.org/project/ivy,979.0,979.0,,,,,,,,3.0,,,,,,,,,,,,,
192,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2023-11-02 03:18:21.000000,2023-11-02 03:18:21,2154.0,8.0,2679.0,194.0,3586.0,1260.0,3837.0,11353.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",146.0,31,True,2023-10-19 03:47:18,2.7.0,9.0,paddledet,,,,['paddle'],118.0,118.0,https://pypi.org/project/paddledet,602.0,602.0,,,,,,,,2.0,,,,,,,,,,,,,
193,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2023-11-02 17:16:59.000000,2023-10-26 15:44:40,5836.0,1.0,2965.0,238.0,1389.0,880.0,3798.0,9812.0,Open-source simulator for autonomous driving research.,153.0,31,True,2022-12-24 02:26:17,0.9.14,25.0,carla,,,,,568.0,568.0,https://pypi.org/project/carla,13710.0,13710.0,,,,,,,,2.0,,,,,,,,,,,,,
194,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-07-21 09:09:23.000000,2023-07-21 09:09:17,859.0,,1267.0,421.0,82.0,31.0,158.0,9611.0,TensorFlow-based neural network library.,58.0,31,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1163.0,1163.0,https://pypi.org/project/dm-sonnet,16542.0,17086.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26132.0,,,,,3.0,,,,,google-deepmind/sonnet,,,,,,,,
195,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2023-09-05 19:14:27.000000,2020-11-30 04:34:51,613.0,,2317.0,462.0,258.0,555.0,362.0,9603.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,31,False,2020-11-11 19:26:11,0.5.0,8.0,tflearn,,,,['tensorflow'],4678.0,4678.0,https://pypi.org/project/tflearn,8456.0,8456.0,,,,,,,,3.0,,,,,,,,,,,,,
196,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-10-02 22:40:56.000000,2023-10-02 22:40:55,1387.0,2.0,1370.0,303.0,889.0,128.0,758.0,8963.0,AutoML library for deep learning.,143.0,31,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],587.0,587.0,https://pypi.org/project/autokeras,12971.0,13197.0,,,,,,,,2.0,16329.0,,,,,,,,,,,,
197,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-10-18 14:39:11.000000,2023-04-18 11:08:13,2759.0,,1220.0,215.0,705.0,172.0,826.0,7188.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],503.0,503.0,https://pypi.org/project/auto-sklearn,24375.0,25015.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,19845.0,,,,,2.0,50.0,,,,,,,,,,,,
198,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-10-22 10:20:09.000000,2023-07-14 06:46:40,354.0,,1409.0,134.0,126.0,13.0,308.0,7076.0,A Python implementation of global optimization with gaussian processes.,41.0,31,True,2023-04-25 21:59:23,1.4.3,13.0,bayesian-optimization,,,,,2141.0,2141.0,https://pypi.org/project/bayesian-optimization,208267.0,208268.0,,,,,,,,2.0,139.0,,,,bayesian-optimization/BayesianOptimization,,,,,,,,
199,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-11-02 15:25:53.000000,2023-11-02 14:59:37,1466.0,106.0,545.0,72.0,579.0,68.0,193.0,6891.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",38.0,31,True,2023-09-11 14:44:32,2.5.0,10.0,cleanlab,conda-forge/cleanlab,,,,197.0,197.0,https://pypi.org/project/cleanlab,15643.0,16225.0,https://anaconda.org/conda-forge/cleanlab,2023-09-12 22:14:32.939,18057.0,,,,,2.0,,,,,,,,,,,,,
200,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-11-01 14:59:05.000000,2023-11-01 04:05:15,5781.0,81.0,845.0,113.0,1547.0,100.0,574.0,6885.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",92.0,31,True,2023-11-01 07:55:13,2.6.1,46.0,perspective-python,conda-forge/perspective,,,['jupyter'],100.0,100.0,https://pypi.org/project/perspective-python,10219.0,23878.0,https://anaconda.org/conda-forge/perspective,2023-11-01 13:56:35.662,471573.0,,,,,2.0,1503.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1783.0,,,,,,,,,
201,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-10-30 14:27:57.000000,2023-10-29 22:14:08,1076.0,9.0,354.0,82.0,517.0,50.0,447.0,5382.0,A scikit-learn compatible neural network library that wraps PyTorch.,60.0,31,True,2023-09-04 10:10:59,0.15.0,15.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",977.0,977.0,https://pypi.org/project/skorch,60704.0,81141.0,https://anaconda.org/conda-forge/skorch,2023-09-06 08:43:59.780,776628.0,,,,,3.0,,,,,,,,,,,,,
202,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-10-25 19:50:57.000000,2023-07-28 00:16:45,2332.0,,1064.0,191.0,230.0,221.0,278.0,5327.0,Distributed Evolutionary Algorithms in Python.,87.0,31,True,,,6.0,deap,conda-forge/deap,,,,4036.0,4036.0,https://pypi.org/project/deap,205538.0,214761.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,341272.0,,,,,2.0,,,,,,,,,,,,,
203,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-10-27 09:12:56.985000,2022-01-27 13:24:16,139.0,,1007.0,154.0,112.0,94.0,79.0,4407.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,False,,,3.0,imutils,conda-forge/imutils,,,,38052.0,38052.0,https://pypi.org/project/imutils,464827.0,468581.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,150182.0,,,,,2.0,,,,,,,,,,,,,
204,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-10-23 13:17:55.000000,2023-10-23 13:17:06,765.0,32.0,356.0,72.0,274.0,55.0,493.0,4328.0,Visualizer for pandas data structures.,30.0,31,True,2023-10-02 20:11:29,3.7.0,137.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",914.0,914.0,https://pypi.org/project/dtale,114296.0,120343.0,https://anaconda.org/conda-forge/dtale,2023-10-02 20:41:19.114,254014.0,,,,,2.0,,,,,,,,,,,,,
205,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2023-10-27 09:38:04.000000,2023-10-11 16:57:02,1071.0,16.0,334.0,60.0,1323.0,75.0,172.0,3733.0,A Python toolbox for performing gradient-free optimization.,50.0,31,True,2023-10-10 10:22:18,1.0.0,29.0,nevergrad,conda-forge/nevergrad,,,,557.0,557.0,https://pypi.org/project/nevergrad,80617.0,81639.0,https://anaconda.org/conda-forge/nevergrad,2023-09-21 13:51:23.949,42958.0,,,,,2.0,,,,,,,,,,,,,
206,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2023-11-01 02:26:40.000000,2023-11-01 02:18:41,243.0,8.0,242.0,47.0,49.0,23.0,92.0,3603.0,A simple command-line utility for querying and monitoring GPU status.,17.0,31,True,2023-08-22 19:40:33,1.1.1,11.0,gpustat,conda-forge/gpustat,,,,4200.0,4200.0,https://pypi.org/project/gpustat,1185006.0,1192462.0,https://anaconda.org/conda-forge/gpustat,2023-08-23 10:35:25.821,268445.0,,,,,2.0,,,,,,,,,,,,,
207,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-10-30 17:26:31.000000,2023-02-05 22:03:50,437.0,,507.0,63.0,209.0,163.0,148.0,3585.0,Header-only C++/python library for fast approximate nearest neighbors.,65.0,31,True,2023-02-07 20:10:08,0.7.0,8.0,hnswlib,conda-forge/hnswlib,,,,5275.0,5275.0,https://pypi.org/project/hnswlib,727112.0,730435.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,116315.0,,,,,3.0,,,,,,,,,,,,,
208,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2023-10-12 06:56:41.568000,2023-10-11 17:58:18,434.0,9.0,580.0,79.0,226.0,72.0,403.0,3297.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,31,True,2023-09-29 21:06:57,0.7.2,17.0,implicit,conda-forge/implicit,,,,1145.0,1145.0,https://pypi.org/project/implicit,211496.0,225772.0,https://anaconda.org/conda-forge/implicit,2023-10-12 06:56:41.568,541493.0,,,,,1.0,615.0,,,,,,,,,,,,
209,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2023-10-31 05:34:30.000000,2023-10-26 22:30:03,3822.0,6.0,492.0,57.0,870.0,295.0,962.0,3260.0,A highly efficient implementation of Gaussian Processes in PyTorch.,125.0,31,True,2023-06-02 22:04:02,1.11,32.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],1635.0,1635.0,https://pypi.org/project/gpytorch,201241.0,204417.0,https://anaconda.org/conda-forge/gpytorch,2023-08-11 22:34:06.614,133432.0,,,,,2.0,,,,,,,,,,,,,
210,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-11-02 16:27:27.000000,2023-10-24 23:48:45,1211.0,31.0,212.0,30.0,371.0,104.0,140.0,3108.0,Lightning fast forecasting with statistical and econometric models.,32.0,31,True,2023-02-28 19:25:43,1.5.0,23.0,statsforecast,conda-forge/statsforecast,,,,542.0,542.0,https://pypi.org/project/statsforecast,492264.0,494918.0,https://anaconda.org/conda-forge/statsforecast,2023-08-25 15:46:41.512,53081.0,,,,,2.0,,,,,,,,,,,,,
211,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-10-24 18:29:08.000000,2023-10-24 18:29:08,333.0,7.0,321.0,66.0,75.0,7.0,118.0,2870.0,A Python Perceptual Image Hashing Module.,26.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,10937.0,10937.0,https://pypi.org/project/ImageHash,1481782.0,1485880.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,344300.0,,,,,2.0,,,,,,,,,,,,,
212,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-10-29 05:42:04.000000,2023-04-20 03:41:53,699.0,,241.0,40.0,793.0,69.0,282.0,2618.0,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:19,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],3304.0,3304.0,https://pypi.org/project/fairscale,471081.0,477846.0,https://anaconda.org/conda-forge/fairscale,2023-06-16 19:27:50.549,162366.0,,,,,2.0,,,,,,,,,,,,,
213,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2023-11-02 14:09:26.000000,2023-11-02 10:03:59,10640.0,74.0,371.0,59.0,2847.0,997.0,2094.0,2508.0,"With Holoviews, your data visualizes itself.",137.0,31,True,2023-10-23 07:26:53,1.18.0,76.0,holoviews,conda-forge/holoviews,,,['jupyter'],,,https://pypi.org/project/holoviews,359239.0,395198.0,https://anaconda.org/conda-forge/holoviews,2023-10-19 08:44:00.987,1434776.0,,,,,2.0,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,965.0,,,,,,,,,
214,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-11-01 08:10:49.000000,2023-11-01 08:10:48,2921.0,35.0,666.0,79.0,846.0,219.0,618.0,2506.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",120.0,31,True,2023-10-16 21:49:45,0.1.24,14.0,pgmpy,,,,,751.0,751.0,https://pypi.org/project/pgmpy,56728.0,56735.0,,,,,,,,2.0,294.0,,,,,,,,,,,,
215,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2023-11-01 10:55:54.000000,2023-11-01 10:50:38,773.0,40.0,274.0,35.0,844.0,29.0,237.0,2247.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",39.0,31,True,2023-09-09 13:23:25,0.7.0,13.0,python-doctr,,,,"['tensorflow', 'pytorch']",203.0,203.0,https://pypi.org/project/python-doctr,13779.0,73774.0,,,,,,,,2.0,1979841.0,,,,,,,,,,,,
216,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-11-02 11:34:21.000000,2023-10-31 19:05:34,2285.0,99.0,576.0,76.0,2823.0,153.0,704.0,2246.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",220.0,31,True,2023-10-04 17:30:04,2.1.0,25.0,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,1785382.0,1785382.0,,,,,,,,2.0,,,,,,,,,,,,,
217,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-10-25 01:02:04.000000,2023-10-25 01:02:04,532.0,13.0,157.0,44.0,70.0,10.0,120.0,1911.0,a python library for doing approximate and phonetic matching of strings.,30.0,31,True,,,13.0,jellyfish,conda-forge/jellyfish,,,,7211.0,7211.0,https://pypi.org/project/jellyfish,2323429.0,2341288.0,https://anaconda.org/conda-forge/jellyfish,2023-09-25 04:19:29.218,732239.0,,,,,2.0,,,,,,,,,,,,,
218,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2023-10-09 11:45:47.000000,2023-10-09 11:43:56,191.0,4.0,250.0,57.0,69.0,46.0,219.0,1863.0,A Python wrapper for the tesseract-ocr API.,29.0,31,True,2023-10-09 13:37:06,2.6.2,16.0,tesserocr,conda-forge/tesserocr,,,,898.0,898.0,https://pypi.org/project/tesserocr,64227.0,66808.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,126510.0,,,,,2.0,58.0,,,,,,,,,,,,
219,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-11-01 19:59:34.000000,2023-10-16 17:20:19,4118.0,106.0,1038.0,154.0,1074.0,37.0,597.0,1654.0,Documentation and samples for ArcGIS API for Python.,89.0,31,True,2023-10-03 15:37:18,2.2.0,33.0,arcgis,,esridocker/arcgis-api-python-notebook,,,3.0,3.0,https://pypi.org/project/arcgis,68396.0,68507.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,3.0,9570.0,,,,,,,,,,,,
220,Feature Engine,feature-engine/feature_engine,others,,https://github.com/feature-engine/feature_engine,https://github.com/feature-engine/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000,2023-10-21 15:25:20.000000,2023-10-20 08:41:06,295.0,12.0,263.0,33.0,399.0,73.0,224.0,1570.0,Feature engineering package with sklearn like functionality.,43.0,31,True,2022-01-04 17:09:47,1.2.0,19.0,feature_engine,conda-forge/feature_engine,,,,1990.0,1990.0,https://pypi.org/project/feature_engine,135731.0,136792.0,https://anaconda.org/conda-forge/feature_engine,2023-09-19 07:41:06.631,41415.0,,,,,2.0,,,,,,,,,,,,,
221,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2023-11-02 16:51:42.000000,2023-11-02 14:36:36,1351.0,132.0,287.0,29.0,1365.0,16.0,95.0,1560.0,Pytorch domain library for recommendation systems.,179.0,31,True,2023-10-05 17:21:59,0.5.0,9.0,torchrec,,,,,72.0,72.0,https://pypi.org/project/torchrec,12577.0,12577.0,,,,,,,,1.0,,,,,,,,,,,,,
222,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2023-11-02 07:51:03.000000,2023-11-02 07:50:59,1099.0,71.0,167.0,22.0,142.0,42.0,123.0,1538.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,24.0,31,True,2023-08-30 11:24:18,0.33.0,34.0,audiomentations,,,,,354.0,354.0,https://pypi.org/project/audiomentations,17933.0,17933.0,,,,,,,,2.0,,,,,,,,,,,,,
223,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2023-11-02 17:29:44.000000,2023-11-02 17:29:43,1154.0,133.0,296.0,60.0,1071.0,97.0,514.0,1288.0,All the open source things related to the Hugging Face Hub.,118.0,31,True,2023-10-06 11:56:10,0.18.0,54.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,22443086.0,22486911.0,https://anaconda.org/conda-forge/huggingface_hub,2023-10-11 00:38:53.499,1446243.0,,,,,2.0,,,,,,,,,,,,,
