,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
117,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2024-09-09 16:18:55.000,2024-09-09 16:18:47,2658.0,51.0,668.0,101.0,493.0,550.0,1262.0,9421.0,An open source multi-tool for exploring and publishing data.,80.0,35,True,2024-06-21 23:42:18,0.64.8,100.0,datasette,conda-forge/datasette,,,68.0,57191.0,1328.0,1328.0,https://pypi.org/project/datasette,56119.0,https://anaconda.org/conda-forge/datasette,2024-06-24 15:27:37.980,43936.0,1.0,,,,,,,,,,,datasette,,,,,
118,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-07-25 08:47:51.000,2022-12-08 17:49:19,746.0,,1024.0,133.0,233.0,305.0,274.0,8804.0,Manipulate audio with a simple and easy high level interface.,95.0,35,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,5715004.0,68305.0,68305.0,https://pypi.org/project/pydub,5713322.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,116091.0,1.0,,,,,,,,,,,,,,,,
119,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-09-26 18:22:16.000,2024-09-26 02:51:18,39505.0,505.0,881.0,152.0,10487.0,937.0,5471.0,8296.0,cuDF - GPU DataFrame Library.,295.0,35,True,2024-09-17 00:25:17,24.08.03,55.0,cudf,,,,,3162.0,57.0,57.0,https://pypi.org/project/cudf,3162.0,,,,1.0,,,,,,,,,,,,,,,,
120,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2024-09-26 09:19:10.000,2024-09-26 09:19:09,3291.0,141.0,770.0,78.0,3665.0,154.0,914.0,7004.0,"The easiest way to serve AI apps and models - Build reliable Inference APIs, LLM apps, Multi-model chains, RAG..",206.0,35,True,2024-09-25 12:25:02,1.3.7,100.0,bentoml,,,,1196.0,105652.0,2053.0,2053.0,https://pypi.org/project/bentoml,105629.0,,,,2.0,,,,,,,,,,,,,,,,
121,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2024-09-25 10:37:33.000,2024-09-25 10:33:34,2360.0,42.0,763.0,38.0,727.0,49.0,398.0,6873.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",490.0,35,True,2024-05-21 09:00:47,1.0.0a2,12.0,gymnasium,conda-forge/gymnasium,,,,921073.0,8969.0,8969.0,https://pypi.org/project/gymnasium,915532.0,https://anaconda.org/conda-forge/gymnasium,2024-04-05 06:05:26.736,116371.0,2.0,,,,,,,,,,,,,,,,
122,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2024-05-28 15:38:50.650,2024-05-28 14:28:56,865.0,,1228.0,142.0,500.0,33.0,562.0,6809.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,84.0,35,True,2024-05-28 15:13:16,0.12.3,37.0,imbalanced-learn,conda-forge/imbalanced-learn,,['sklearn'],,12619899.0,32230.0,32230.0,https://pypi.org/project/imbalanced-learn,12607848.0,https://anaconda.org/conda-forge/imbalanced-learn,2024-05-28 15:38:50.650,614604.0,1.0,,,,,,,,,,,,,,,,
123,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2024-09-14 10:22:21.000,2024-09-14 10:06:56,1723.0,17.0,605.0,59.0,1871.0,113.0,1266.0,4512.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,214.0,35,True,2024-08-13 12:45:05,0.5.1,24.0,pytorch-ignite,pytorch/ignite,,['pytorch'],,161763.0,3226.0,3226.0,https://pypi.org/project/pytorch-ignite,159135.0,https://anaconda.org/pytorch/ignite,2024-08-13 12:46:51.642,197120.0,2.0,,,,,,,,,,,,,,,,
124,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2024-08-11 15:17:42.000,2024-07-24 14:28:18,965.0,2.0,818.0,91.0,218.0,115.0,685.0,4462.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",49.0,35,True,2024-06-17 17:55:00,84,74.0,opencv-python,,,,,17532507.0,443977.0,443977.0,https://pypi.org/project/opencv-python,17532507.0,,,,2.0,,,,,,,,,,,,,,,,
125,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-09-23 18:46:17.000,2024-09-23 18:46:01,1182.0,22.0,613.0,123.0,927.0,325.0,1090.0,4344.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",176.0,35,True,2024-09-16 20:50:54,8.0,40.0,coremltools,conda-forge/coremltools,,,11700.0,446444.0,4134.0,4134.0,https://pypi.org/project/coremltools,444820.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,69802.0,2.0,,,,,,,,,,,,,,,,
126,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-09-26 17:38:30.000,2024-09-24 16:41:17,3877.0,65.0,837.0,57.0,1698.0,361.0,1265.0,4194.0,"Serve, optimize and scale PyTorch models in production.",215.0,35,True,2024-07-18 18:56:54,0.11.1,24.0,torchserve,pytorch/torchserve,,['pytorch'],6551.0,80159.0,720.0,720.0,https://pypi.org/project/torchserve,52481.0,https://anaconda.org/pytorch/torchserve,2024-07-18 17:18:59.921,259547.0,2.0,pytorch/torchserve,https://hub.docker.com/r/pytorch/torchserve,2024-07-18 18:10:34.554819,28.0,1336835.0,,,,,,,,,,,
127,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2024-09-23 21:33:43.000,2024-09-23 17:14:15,2401.0,31.0,209.0,63.0,145.0,76.0,593.0,3978.0,A Grammar of Graphics for Python.,111.0,35,True,2024-05-10 08:15:43,0.13.6,24.0,plotnine,conda-forge/plotnine,,,,2954280.0,8754.0,8754.0,https://pypi.org/project/plotnine,2946402.0,https://anaconda.org/conda-forge/plotnine,2024-09-20 10:25:14.080,401827.0,2.0,,,,,,,,,,,,,,,,
128,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2024-09-12 19:54:01.000,2024-09-12 19:53:51,5342.0,17.0,271.0,78.0,797.0,15.0,128.0,2818.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,35,True,2024-09-12 21:25:50,release-v9.1.1,83.0,thinc,conda-forge/thinc,,,300.0,10840157.0,53232.0,53232.0,https://pypi.org/project/thinc,10780973.0,https://anaconda.org/conda-forge/thinc,2024-07-14 15:52:37.957,3077414.0,2.0,,,,,,,,,,,,,,,,
129,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2024-09-26 14:17:52.000,2024-09-26 07:29:19,1097.0,43.0,436.0,55.0,1279.0,319.0,417.0,2483.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,124.0,35,True,2024-09-10 21:37:01,1.22.0,63.0,optimum,conda-forge/optimum,,,,917469.0,3430.0,3430.0,https://pypi.org/project/optimum,916661.0,https://anaconda.org/conda-forge/optimum,2024-05-29 19:43:21.254,23444.0,1.0,,,,,,,,,,,,,,,,
130,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2024-09-26 07:17:42.000,2024-09-25 22:09:22,3283.0,197.0,299.0,69.0,2028.0,19.0,715.0,2350.0,Adaptive Experimentation Platform.,174.0,35,True,2024-09-23 20:03:32,0.4.3,43.0,ax-platform,conda-forge/ax-platform,,['pytorch'],,104368.0,808.0,808.0,https://pypi.org/project/ax-platform,103678.0,https://anaconda.org/conda-forge/ax-platform,2024-09-24 20:13:10.358,26910.0,1.0,,,,,,,,,,,,,,,,
131,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2024-09-26 14:07:15.000,2024-09-26 01:19:49,3889.0,37.0,523.0,146.0,1200.0,128.0,1675.0,2229.0,Rasterio reads and writes geospatial raster datasets.,158.0,35,True,2024-09-26 00:40:43,1.4.0,82.0,rasterio,conda-forge/rasterio,,,962.0,3224260.0,13103.0,13103.0,https://pypi.org/project/rasterio,3143367.0,https://anaconda.org/conda-forge/rasterio,2024-09-26 10:48:51.089,3558971.0,2.0,,,,,,,,,,,,,,,,
132,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2024-09-23 21:18:10.000,2024-09-23 21:16:54,5877.0,213.0,695.0,88.0,5997.0,43.0,858.0,2106.0,TFX is an end-to-end platform for deploying production ML pipelines.,189.0,35,True,2024-05-13 20:43:40,1.15.1,94.0,tfx,,,['tensorflow'],,30307.0,1560.0,1560.0,https://pypi.org/project/tfx,30307.0,,,,2.0,,,,,,,,,,,,,,,,
133,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-09-26 18:16:38.000,2024-09-26 16:59:33,4876.0,565.0,1082.0,150.0,1321.0,64.0,687.0,1881.0,Documentation and samples for ArcGIS API for Python.,92.0,35,True,2024-09-24 16:57:38,2.4.0,36.0,arcgis,,,,12214.0,73599.0,825.0,825.0,https://pypi.org/project/arcgis,73472.0,,,,2.0,esridocker/arcgis-api-python-notebook,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,,,,,,,,,,,
134,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-09-23 13:32:26.000,2024-09-04 13:45:43,2902.0,54.0,243.0,35.0,226.0,44.0,510.0,1285.0,Python interface for igraph.,75.0,35,True,2024-07-08 23:36:26,0.11.6,30.0,python-igraph,conda-forge/igraph,,,564820.0,554803.0,4124.0,4124.0,https://pypi.org/project/python-igraph,536427.0,https://anaconda.org/conda-forge/igraph,2024-06-28 12:12:37.634,602872.0,2.0,,,,,,,,,,,,,,,,
135,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-09-26 07:36:03.000,2024-09-26 07:36:03,1839.0,119.0,169.0,30.0,1786.0,46.0,191.0,1209.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,82.0,35,True,2024-09-18 12:49:48,2024.7.0,30.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,['sklearn'],,89095.0,12081.0,12081.0,https://pypi.org/project/scikit-learn-intelex,80759.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-08-20 09:58:15.356,341815.0,1.0,,,,,,,,,,,,,,,,
136,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2024-09-26 08:10:37.000,2024-09-26 08:10:35,10367.0,46.0,566.0,70.0,2493.0,258.0,1816.0,1168.0,Machine learning for NeuroImaging in Python.,242.0,35,True,2024-04-09 09:15:50,0.10.4,24.0,nilearn,conda-forge/nilearn,,['sklearn'],233.0,61450.0,3449.0,3449.0,https://pypi.org/project/nilearn,55075.0,https://anaconda.org/conda-forge/nilearn,2024-04-09 13:18:52.622,293044.0,2.0,,,,,,,,,,,,,,,,
137,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-09-23 15:56:04.000,2024-09-23 15:54:45,1570.0,18.0,210.0,34.0,705.0,30.0,586.0,1047.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,66.0,35,True,2023-09-21 01:26:52,3.6.1,52.0,pyproj,conda-forge/pyproj,,,,9243378.0,33824.0,33824.0,https://pypi.org/project/pyproj,9071261.0,https://anaconda.org/conda-forge/pyproj,2024-09-18 18:08:56.919,8605879.0,2.0,,,,,,,,,,,,,,,,
138,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-09-26 04:45:13.000,2024-09-26 04:29:27,3701.0,241.0,4307.0,384.0,4176.0,389.0,1263.0,38659.0,"Making large AI models cheaper, faster and more accessible.",193.0,34,True,2024-09-19 02:53:35,0.4.4,44.0,,,,,,,415.0,415.0,,,,,,2.0,,,,,,,,,,,,,,,,
139,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-09-09 22:31:14.000,2024-09-09 22:27:36,1530.0,5.0,7064.0,386.0,684.0,431.0,3068.0,30072.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",272.0,34,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,['pytorch'],,8399.0,2019.0,2019.0,https://pypi.org/project/detectron2,,https://anaconda.org/conda-forge/detectron2,2024-08-26 11:04:11.128,419996.0,2.0,,,,,,,,,,,,,,,,
140,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-05-19 03:10:51.802,2024-03-13 15:16:33,391.0,,4554.0,846.0,268.0,466.0,611.0,25865.0,Library for fast text representation and classification.,68.0,34,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,1716662.0,6609.0,6609.0,https://pypi.org/project/fasttext,1714553.0,https://anaconda.org/conda-forge/fasttext,2024-05-19 03:10:51.802,101233.0,2.0,,,,,,,,,,,,,,,,
141,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-09-03 21:17:43.000,2021-11-17 17:52:52,3466.0,,3840.0,672.0,1678.0,124.0,1987.0,25127.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,['tensorflow'],1187453.0,28450.0,452.0,452.0,https://pypi.org/project/deepspeech,11876.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,3132.0,2.0,,,,,,,,,,,,,,,,
142,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-09-26 11:53:53.000,2024-09-26 11:53:53,35913.0,379.0,12730.0,947.0,25396.0,,,23878.0,Apache Flink Python API.,1916.0,34,True,,,,apache-flink,,,,,204406.0,21.0,21.0,https://pypi.org/project/apache-flink,204406.0,,,,3.0,,,,,,,,,,,,,,,,
143,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2024-08-31 11:57:00.000,2024-08-31 11:55:45,1340.0,7.0,2172.0,335.0,1601.0,381.0,1860.0,14177.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",173.0,34,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,145598.0,1225.0,1225.0,https://pypi.org/project/horovod,145598.0,,,,2.0,,,,,,,,,,stable/horovod,,,,,,
144,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2024-09-15 23:43:40.000,2024-09-15 23:43:35,3868.0,31.0,988.0,137.0,180.0,112.0,1063.0,13718.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",100.0,34,True,2024-08-31 09:35:44,16.5.0,46.0,ocrmypdf,conda-forge/ocrmypdf,,,5160.0,128792.0,990.0,990.0,https://pypi.org/project/ocrmypdf,126593.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,77535.0,2.0,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,
145,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2024-09-26 13:00:42.000,2024-09-25 07:50:36,6256.0,8.0,3467.0,244.0,1702.0,1067.0,4430.0,11152.0,Open-source simulator for autonomous driving research.,189.0,34,True,2023-11-11 12:51:52,0.9.15,26.0,carla,,,,,16666.0,806.0,806.0,https://pypi.org/project/carla,16666.0,,,,2.0,,,,,,,,,,,,,,-2.0,,
146,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-09-26 17:32:29.000,2024-09-26 17:17:56,1052.0,96.0,730.0,286.0,1398.0,242.0,416.0,8076.0,"Open Source Platform for developing, scaling and deploying serious ML, AI, and data science systems.",93.0,34,True,2024-09-19 23:55:29,2.12.22,128.0,metaflow,conda-forge/metaflow,,,,947182.0,724.0,724.0,https://pypi.org/project/metaflow,942917.0,https://anaconda.org/conda-forge/metaflow,2024-09-17 05:12:56.084,213260.0,2.0,,,,,,,,,,,,,,,,
147,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-09-20 07:52:27.000,2024-09-20 07:52:27,381.0,17.0,1478.0,129.0,162.0,8.0,354.0,7818.0,A Python implementation of global optimization with gaussian processes.,47.0,34,True,2024-07-10 12:01:51,1.5.1,15.0,bayesian-optimization,,,,160.0,472092.0,2944.0,2944.0,https://pypi.org/project/bayesian-optimization,472091.0,,,,1.0,,,,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,
148,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-09-11 20:27:12.000,2024-09-11 20:27:12,1230.0,15.0,642.0,63.0,137.0,59.0,445.0,5955.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",42.0,34,True,2024-07-24 12:39:36,2.6.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,['pytorch'],,841405.0,1855.0,1855.0,https://pypi.org/project/pytorch-metric-learning,841194.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11851.0,1.0,,,,,,,,,,,,,,,,
149,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-09-26 07:42:55.000,2024-09-26 07:42:31,2427.0,50.0,642.0,95.0,273.0,483.0,563.0,5592.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",101.0,34,True,2024-08-27 19:48:22,1.16.4,100.0,clearml,,,,2886.0,344052.0,1301.0,1301.0,https://pypi.org/project/clearml,343527.0,,,,2.0,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30295.0,,,,,,,,,,,
150,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-09-25 07:33:51.000,2024-09-24 09:04:12,12397.0,67.0,1131.0,100.0,1380.0,126.0,757.0,4776.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",138.0,34,True,2024-07-03 17:29:44,1.18.1,58.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,32500.0,585.0,585.0,https://pypi.org/project/adversarial-robustness-toolbox,31530.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2024-09-12 19:33:28.595,48516.0,1.0,,,,,,,,,,,,,,,,
151,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-09-25 18:14:02.000,2024-09-25 18:11:30,1326.0,29.0,269.0,39.0,476.0,94.0,239.0,3874.0,Lightning fast forecasting with statistical and econometric models.,45.0,34,True,2024-09-19 21:41:21,1.7.8,34.0,statsforecast,conda-forge/statsforecast,,,,750263.0,1126.0,1126.0,https://pypi.org/project/statsforecast,747114.0,https://anaconda.org/conda-forge/statsforecast,2024-09-23 21:39:04.210,94498.0,1.0,,,,,,,,,,,,,,,,
152,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-09-10 14:00:56.000,2024-09-08 06:20:16,4165.0,71.0,1071.0,153.0,1717.0,384.0,895.0,3859.0,Fast data visualization and GUI tools for scientific / engineering applications.,287.0,34,True,2024-04-29 02:15:04,pyqtgraph-0.13.7,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,333418.0,10282.0,10282.0,https://pypi.org/project/pyqtgraph,321772.0,https://anaconda.org/conda-forge/pyqtgraph,2024-05-02 20:24:38.556,593947.0,2.0,,,,,,,,,,,,,,,,
153,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-09-24 11:45:23.000,2024-09-24 01:25:50,2002.0,94.0,384.0,51.0,1748.0,55.0,465.0,3069.0,Bayesian optimization in PyTorch.,129.0,34,True,2024-09-17 16:27:30,0.12.0,46.0,botorch,conda-forge/botorch,,['pytorch'],,193972.0,1159.0,1159.0,https://pypi.org/project/botorch,191442.0,https://anaconda.org/conda-forge/botorch,2024-09-20 23:53:13.019,124010.0,1.0,,,,,,,,,,,,,,,,
154,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2024-09-25 13:49:09.996,2024-09-25 11:39:14,5295.0,98.0,521.0,19.0,1387.0,1033.0,685.0,2244.0,"This is the development home of the workflow management system Snakemake. For general information, see.",342.0,34,True,2024-09-25 11:40:08,8.20.5,272.0,snakemake,bioconda/snakemake,,,,122889.0,2083.0,2083.0,https://pypi.org/project/snakemake,111937.0,https://anaconda.org/bioconda/snakemake,2024-09-25 13:49:09.996,1171897.0,2.0,,,,,,,,,,,,,,,,
155,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-09-25 19:28:03.000,2024-09-25 19:28:03,3080.0,31.0,356.0,54.0,1194.0,280.0,970.0,1414.0,Cartopy - a cartographic python library with matplotlib support.,127.0,34,True,2024-04-10 17:45:12,0.23.0,25.0,cartopy,conda-forge/cartopy,,,,376251.0,5668.0,5668.0,https://pypi.org/project/cartopy,298331.0,https://anaconda.org/conda-forge/cartopy,2024-09-12 21:24:51.674,4051857.0,2.0,,,,,,,,,,,,,,,,
156,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2024-09-26 13:40:56.000,2024-09-26 13:40:50,1872.0,7.0,197.0,33.0,214.0,22.0,401.0,1397.0,The ctypes-based simple ImageMagick binding for Python.,106.0,34,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,49958.0,884019.0,19634.0,19634.0,https://pypi.org/project/wand,882092.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,74083.0,2.0,,,,,,,,,,,,,,,,
157,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-09-26 00:26:38.000,2024-09-05 06:54:23,889.0,6.0,334.0,42.0,1054.0,88.0,169.0,1221.0,Making text a first-class citizen in TensorFlow.,116.0,34,True,2024-07-15 22:42:38,2.17.0,57.0,tensorflow-text,,,['tensorflow'],,6879145.0,7368.0,7368.0,https://pypi.org/project/tensorflow-text,6879145.0,,,,2.0,,,,,,,,,,,,,,,,
158,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-09-26 15:02:11.000,2024-09-26 15:00:49,6136.0,1250.0,2850.0,274.0,5963.0,100.0,625.0,26351.0,You like pytorch? You like micrograd? You love tinygrad!.,339.0,33,True,2024-08-13 23:19:48,0.9.2,8.0,,,,['pytorch'],,,100.0,100.0,,,,,,2.0,,,,,,tinygrad/tinygrad,,,,,,,,,,
159,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2024-09-18 07:38:07.000,2024-09-18 07:38:07,2334.0,36.0,5289.0,511.0,175.0,1096.0,1371.0,22941.0,State-of-the-art 2D and 3D Face Analysis Project.,61.0,33,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,['mxnet'],4733286.0,580557.0,2723.0,2723.0,https://pypi.org/project/insightface,302129.0,,,,2.0,,,,,,,,,,,,,,,,
160,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2024-07-25 20:32:21.000,2021-07-29 23:17:25,531.0,,1761.0,262.0,117.0,99.0,535.0,11531.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,390260.0,6344.0,6344.0,https://pypi.org/project/lime,387800.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,228852.0,1.0,,,,,,,,,,,,,,,,
