,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
128,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-02-19 16:47:01.000000,2025-02-18 18:23:23,2681.0,18.0,705.0,104.0,503.0,564.0,1276.0,9828.0,An open source multi-tool for exploring and publishing data.,81.0,35,True,2024-11-29 01:13:13,0.65.1,100.0,datasette,conda-forge/datasette,,,,1431.0,1431.0,https://pypi.org/project/datasette,213835.0,215036.0,https://anaconda.org/conda-forge/datasette,2024-11-30 17:36:40.595,55231.0,,,,,1.0,70.0,,,,,,,datasette,,,,
129,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2025-02-23 12:40:40.000000,2025-02-23 12:39:43,35225.0,636.0,1963.0,198.0,5880.0,8.0,3393.0,9622.0,Perform data science on data that remains in someone elses server.,516.0,35,True,2025-02-13 11:13:19,0.9.5,100.0,syft,,,,['pytorch'],1.0,1.0,https://pypi.org/project/syft,10422.0,10569.0,,,,,,,,1.0,2058.0,,,,,,,,,,,
130,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-02-27 18:14:27.000000,2025-02-27 18:14:24,40350.0,451.0,926.0,157.0,11390.0,951.0,5745.0,8715.0,cuDF - GPU DataFrame Library.,300.0,35,True,2025-02-27 16:38:04,25.02.01,59.0,cudf,,,,,59.0,59.0,https://pypi.org/project/cudf,3623.0,3623.0,,,,,,,,2.0,,,,,,,,,,,,
131,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-02-27 16:44:45.000000,2025-02-27 16:44:43,1214.0,107.0,775.0,294.0,1615.0,242.0,443.0,8563.0,"Build, Deploy and Manage AI/ML Systems.",102.0,35,True,2025-02-25 20:30:00,2.15.0,148.0,metaflow,conda-forge/metaflow,,,,807.0,807.0,https://pypi.org/project/metaflow,274127.0,279040.0,https://anaconda.org/conda-forge/metaflow,2025-02-21 20:12:40.144,270221.0,,,,,2.0,,,,,,,,,,,,
132,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-02-27 10:17:47.000000,2025-02-27 10:17:47,3483.0,110.0,801.0,75.0,3870.0,158.0,944.0,7411.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",216.0,35,True,2025-02-25 04:59:00,1.4.1,100.0,bentoml,,,,,2435.0,2435.0,https://pypi.org/project/bentoml,96478.0,96493.0,,,,,,,,2.0,539.0,,,,,,,,,,,
133,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-02-20 01:04:20.000000,2025-02-20 00:33:28,2457.0,19.0,227.0,63.0,147.0,77.0,622.0,4136.0,A Grammar of Graphics for Python.,112.0,35,True,2025-01-02 11:19:20,0.14.5,30.0,plotnine,conda-forge/plotnine,,,,10624.0,10624.0,https://pypi.org/project/plotnine,2765451.0,2773379.0,https://anaconda.org/conda-forge/plotnine,2025-01-02 11:25:13.146,444021.0,,,,,2.0,,,,,,,,,,,,
134,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2025-02-26 22:42:06.000000,2025-02-20 15:08:38,8652.0,34.0,710.0,101.0,13421.0,27.0,869.0,3930.0,State of the Art Natural Language Processing.,114.0,35,True,2025-01-30 16:15:18,5.5.3,100.0,spark-nlp,,,,['spark'],562.0,562.0,https://pypi.org/project/spark-nlp,4253409.0,4253409.0,,,,,,,,2.0,,,,,,,,,,,,
135,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2025-02-27 03:25:02.000000,2025-02-25 20:33:05,5062.0,50.0,1100.0,147.0,1408.0,61.0,754.0,1946.0,Documentation and samples for ArcGIS API for Python.,96.0,35,True,2024-09-24 16:57:38,2.4.0,36.0,arcgis,,esridocker/arcgis-api-python-notebook,,,905.0,905.0,https://pypi.org/project/arcgis,83546.0,83684.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,2.0,14036.0,,,,,,,,,,,
136,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/uxlfoundation/scikit-learn-intelex,https://github.com/uxlfoundation/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2025-02-27 18:22:17.000000,2025-02-27 18:22:17,2035.0,95.0,175.0,26.0,2032.0,53.0,197.0,1251.0,Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,84.0,35,True,2025-02-24 16:58:28,2025.2.0,33.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13078.0,13078.0,https://pypi.org/project/scikit-learn-intelex,73693.0,83796.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2025-02-13 10:52:29.258,464758.0,,,,,1.0,,uxlfoundation/scikit-learn-intelex,,,,,,,,,,
137,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2025-02-25 23:26:08.000000,2025-02-20 21:00:43,910.0,16.0,344.0,41.0,1100.0,87.0,173.0,1242.0,Making text a first-class citizen in TensorFlow.,117.0,35,True,2024-12-17 19:04:40,2.18.1,60.0,tensorflow-text,,,,['tensorflow'],8186.0,8186.0,https://pypi.org/project/tensorflow-text,6808336.0,6808336.0,,,,,,,,2.0,,,,,,,,,,,,
138,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2025-01-14 01:45:38.000000,2025-01-14 01:41:14,1540.0,3.0,7219.0,392.0,697.0,455.0,3083.0,31325.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",277.0,34,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],2301.0,2301.0,https://pypi.org/project/detectron2,,11155.0,https://anaconda.org/conda-forge/detectron2,2024-11-06 15:19:24.704,613557.0,,,,,2.0,,,,,,,,,,,,
139,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-05-19 03:10:51.802000,2024-03-13 15:16:33,391.0,,4577.0,846.0,268.0,466.0,611.0,26091.0,Library for fast text representation and classification.,68.0,34,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,7317.0,7317.0,https://pypi.org/project/fasttext,1365795.0,1368132.0,https://anaconda.org/conda-forge/fasttext,2024-05-19 03:10:51.802,123870.0,,,,,2.0,,,,,,,,,,,,
140,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/serve,https://github.com/jina-ai/serve,Apache-2.0,2020-02-13 17:04:44.000,2025-02-27 09:40:52.000000,2025-02-25 12:09:09,8641.0,17.0,2198.0,216.0,4225.0,5.0,1942.0,21354.0,Build multimodal AI applications with cloud-native stack.,178.0,34,True,2024-11-12 08:26:45,3.28.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,,,https://pypi.org/project/jina,81286.0,113046.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,87795.0,https://hub.docker.com/r/jinaai/jina,2025-02-25 12:29:01.208565,8.0,1777157.0,3.0,,jina-ai/serve,,,,,,,,,,
141,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-02-12 19:06:16.000000,2025-01-19 03:16:46,9035.0,11.0,3117.0,276.0,1311.0,160.0,718.0,19826.0,Best Practices on Recommendation Systems.,137.0,34,True,2024-12-24 07:39:57,1.2.1,14.0,recommenders,,,,,153.0,153.0,https://pypi.org/project/recommenders,18425.0,18434.0,,,,,,,,1.0,684.0,recommenders-team/recommenders,,,,,,,,,,
142,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-09-05 05:37:11.713000,2024-07-29 00:37:39,894.0,,1171.0,318.0,270.0,57.0,345.0,13529.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,34,True,2023-06-14 16:34:48,1.17.3,22.0,annoy,conda-forge/python-annoy,,,,4793.0,4793.0,https://pypi.org/project/annoy,807061.0,819316.0,https://anaconda.org/conda-forge/python-annoy,2024-09-05 05:37:11.713,649540.0,,,,,3.0,,,,,,,,,,,,
143,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-02-07 15:40:41.000000,2025-02-07 15:37:42,1203.0,10.0,1310.0,151.0,184.0,264.0,1373.0,9068.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,155.0,34,True,2024-09-13 14:37:23,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1152.0,1152.0,https://pypi.org/project/pytorch3d,4857.0,9549.0,https://anaconda.org/pytorch3d/pytorch3d,2024-09-13 14:58:15.228,295641.0,,,,,2.0,,,,,,,,,,,,
144,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-01-30 14:38:25.000000,2025-01-30 14:38:25,746.0,160.0,2312.0,275.0,204.0,282.0,339.0,8631.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",53.0,34,True,2025-01-25 12:31:35,3.14.1,34.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,1394264.0,1398455.0,https://anaconda.org/conda-forge/speechrecognition,2025-01-25 15:19:51.975,226325.0,,,,,2.0,,,,,,,,,,,,
145,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-12-11 19:23:54.000000,2024-12-11 19:01:35,1284.0,19.0,642.0,61.0,145.0,69.0,451.0,6093.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",46.0,34,True,2024-12-11 19:23:54,2.8.1,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],2383.0,2383.0,https://pypi.org/project/pytorch-metric-learning,580851.0,581055.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,12504.0,,,,,1.0,,,,,,,,,,,,
146,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-02-26 19:02:34.000000,2025-02-26 19:02:34,10587.0,28.0,1706.0,144.0,2577.0,481.0,1244.0,5776.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",255.0,34,True,2024-04-03 16:21:23,2.8.0,20.0,deepchem,conda-forge/deepchem,,,['tensorflow'],525.0,525.0,https://pypi.org/project/deepchem,32267.0,34295.0,https://anaconda.org/conda-forge/deepchem,2024-04-05 16:46:45.105,113606.0,,,,,2.0,,,,,,,,,,,,
147,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2025-02-27 04:52:17.000000,2025-02-27 04:37:45,1263.0,52.0,503.0,286.0,954.0,212.0,345.0,5093.0,Model interpretability and understanding for PyTorch.,125.0,34,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],2895.0,2895.0,https://pypi.org/project/captum,228267.0,231267.0,https://anaconda.org/conda-forge/captum,2025-01-14 21:40:27.551,114020.0,,,,,1.0,,,,,,,,,,,,
148,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2025-02-27 07:41:56.000000,2025-02-04 17:03:04,12556.0,85.0,1169.0,100.0,1442.0,12.0,883.0,5086.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",141.0,34,True,2025-01-22 10:09:43,1.19.1,61.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,669.0,669.0,https://pypi.org/project/adversarial-robustness-toolbox,27284.0,28472.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-01-22 16:39:28.238,65387.0,,,,,1.0,,,,,,,,,,,,
149,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2025-02-27 14:47:00.000000,2025-02-27 14:31:14,1755.0,17.0,630.0,59.0,1906.0,116.0,1278.0,4587.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,218.0,34,True,2024-08-13 12:45:05,0.5.1,24.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],3576.0,3576.0,https://pypi.org/project/pytorch-ignite,99307.0,102039.0,https://anaconda.org/pytorch/ignite,2024-08-13 12:46:51.642,218637.0,,,,,3.0,,,,,,,,,,,,
150,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2025-02-25 21:07:59.000000,2025-02-25 21:05:39,1364.0,18.0,300.0,40.0,516.0,98.0,255.0,4160.0,Lightning fast forecasting with statistical and econometric models.,51.0,34,True,2025-02-18 19:14:42,2.0.1,36.0,statsforecast,conda-forge/statsforecast,,,,1472.0,1472.0,https://pypi.org/project/statsforecast,935422.0,939940.0,https://anaconda.org/conda-forge/statsforecast,2025-02-18 23:16:11.745,158132.0,,,,,1.0,,,,,,,,,,,,
151,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2025-02-17 16:03:00.000000,2025-02-17 16:02:58,1554.0,20.0,366.0,93.0,801.0,136.0,458.0,3380.0,Quickly and accurately render even the largest data.,61.0,34,True,2025-01-30 19:45:38,0.17.0,37.0,datashader,conda-forge/datashader,,,,5566.0,5566.0,https://pypi.org/project/datashader,167514.0,191117.0,https://anaconda.org/conda-forge/datashader,2025-01-30 07:44:42.049,1345397.0,,,,,2.0,,,,,,,,,,,,
152,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2025-02-25 17:20:34.000000,2025-02-25 17:16:57,2129.0,70.0,408.0,51.0,1886.0,60.0,502.0,3181.0,Bayesian optimization in PyTorch.,138.0,34,True,2025-02-03 16:37:37,0.13.0,47.0,botorch,conda-forge/botorch,,,['pytorch'],1353.0,1353.0,https://pypi.org/project/botorch,214641.0,217284.0,https://anaconda.org/conda-forge/botorch,2025-02-04 22:12:32.353,142747.0,,,,,2.0,,,,,,,,,,,,
153,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2025-02-27 13:23:52.000000,2025-02-27 13:23:49,5404.0,47.0,545.0,20.0,1509.0,1086.0,721.0,2385.0,"This is the development home of the workflow management system Snakemake. For general information, see.",350.0,34,True,2025-02-27 11:23:18,8.29.0,291.0,snakemake,bioconda/snakemake,,,,2266.0,2266.0,https://pypi.org/project/snakemake,68605.0,80437.0,https://anaconda.org/bioconda/snakemake,2025-02-12 14:57:41.841,1325212.0,,,,,2.0,,,,,,,,,,,,
154,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2025-02-27 16:51:26.000000,2025-02-27 16:51:25,3924.0,7.0,532.0,145.0,1252.0,137.0,1719.0,2316.0,Rasterio reads and writes geospatial raster datasets.,164.0,34,True,2024-12-02 16:44:51,1.4.3,85.0,rasterio,conda-forge/rasterio,,,,15348.0,15348.0,https://pypi.org/project/rasterio,2279970.0,2368254.0,https://anaconda.org/conda-forge/rasterio,2024-12-02 18:32:30.402,4325540.0,,,,,3.0,1022.0,,,,,,,,,,,
155,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2025-01-24 20:08:29.000000,2025-01-24 20:08:27,3132.0,9.0,367.0,56.0,1227.0,280.0,996.0,1472.0,Cartopy - a cartographic python library with matplotlib support.,130.0,34,True,2024-10-08 23:19:04,0.24.1,27.0,cartopy,conda-forge/cartopy,,,,6693.0,6693.0,https://pypi.org/project/cartopy,431894.0,511507.0,https://anaconda.org/conda-forge/cartopy,2024-10-07 23:20:51.384,4537969.0,,,,,2.0,,,,,,,,,,,,
156,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2025-02-02 17:31:04.000000,2025-02-02 17:30:59,1879.0,5.0,199.0,33.0,215.0,22.0,404.0,1431.0,The ctypes-based simple ImageMagick binding for Python.,109.0,34,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,,20410.0,20410.0,https://pypi.org/project/wand,1000624.0,1002910.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,105484.0,,,,,2.0,51628.0,,,,,,,,,,,
157,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2025-02-22 14:50:41.966000,2025-02-21 20:00:26,15100.0,31.0,500.0,51.0,2336.0,405.0,971.0,762.0,Workflows and interfaces for neuroimaging packages.,263.0,34,True,2022-09-01 22:11:24,1.8.4,48.0,nipype,conda-forge/nipype,,,,5889.0,5889.0,https://pypi.org/project/nipype,288653.0,302823.0,https://anaconda.org/conda-forge/nipype,2025-02-22 14:50:41.966,765233.0,,,,,2.0,,,,,,,,,,,,
158,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2025-02-16 15:38:12.000000,2025-02-16 15:38:04,6115.0,68.0,252.0,36.0,867.0,112.0,415.0,681.0,Python package to access a cacophony of neuro-imaging file formats.,106.0,34,True,2024-10-15 19:03:04,5.3.1,42.0,nibabel,conda-forge/nibabel,,,,25494.0,25494.0,https://pypi.org/project/nibabel,651383.0,666714.0,https://anaconda.org/conda-forge/nibabel,2024-12-12 17:03:50.685,858573.0,,,,,2.0,,,,,,,,,,,,
159,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2025-02-27 18:23:48.000000,2025-02-27 18:22:17,8022.0,1030.0,3151.0,274.0,8323.0,125.0,743.0,28145.0,You like pytorch? You like micrograd? You love tinygrad!.,379.0,33,True,2025-02-21 03:09:38,0.10.2,11.0,,,,,['pytorch'],169.0,169.0,,,,,,,,,,,2.0,,tinygrad/tinygrad,,,,,,,,,,
160,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2025-01-24 14:14:40.000000,2025-01-24 14:14:40,538.0,5.0,2883.0,390.0,126.0,224.0,561.0,26439.0,Deezer source separation library including pretrained models.,22.0,33,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],905.0,905.0,https://pypi.org/project/spleeter,24497.0,85521.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,104202.0,,,,,2.0,3799738.0,,,,,,,,,,,
161,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-09-03 21:17:43.000000,2021-11-17 17:52:52,3466.0,,3914.0,676.0,1679.0,126.0,1986.0,25972.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,33,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],504.0,504.0,https://pypi.org/project/deepspeech,8426.0,24680.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,3596.0,,,,,2.0,1245225.0,,,,,,,,,,,
162,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2025-02-01 10:46:59.000000,2025-02-01 10:46:42,1341.0,1.0,2198.0,334.0,1604.0,380.0,1867.0,14401.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",174.0,33,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,1329.0,1329.0,https://pypi.org/project/horovod,91195.0,91195.0,,,,,,,,2.0,,,,,,,stable/horovod,,,,,
163,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2024-12-21 10:45:53.176000,2021-07-29 23:17:25,531.0,,1788.0,262.0,118.0,100.0,535.0,11774.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,7539.0,7539.0,https://pypi.org/project/lime,189615.0,194068.0,https://anaconda.org/conda-forge/lime,2024-12-21 10:45:53.176,249398.0,,,,,1.0,,,,,,,,,,,,
164,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2025-02-17 04:09:00.000000,2024-12-25 06:44:36,2948.0,3.0,1677.0,91.0,1708.0,13.0,2144.0,8886.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,33,True,2024-11-05 11:28:52,2.10.0,20.0,paddleseg,,,,['paddle'],1374.0,1374.0,https://pypi.org/project/paddleseg,1975.0,1975.0,,,,,,,,2.0,,,,,,,,,,,,
165,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2025-02-27 16:52:17.000000,2025-02-27 06:40:45,6259.0,67.0,1189.0,123.0,1793.0,95.0,755.0,8829.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",98.0,33,True,2025-02-10 05:23:05,3.3.4,64.0,perspective-python,conda-forge/perspective,,,['jupyter'],165.0,165.0,https://pypi.org/project/perspective-python,15425.0,49944.0,https://anaconda.org/conda-forge/perspective,2025-02-10 14:14:44.273,1876788.0,,,,,2.0,9255.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,518.0,,,,,,,
166,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-01-15 18:30:46.000000,2025-01-01 16:22:53,542.0,13.0,852.0,84.0,292.0,79.0,376.0,7917.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,33,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,54073.0,54073.0,https://pypi.org/project/tensorboardX,2536082.0,2559019.0,https://anaconda.org/conda-forge/tensorboardx,2024-12-20 17:16:01.349,1261283.0,,,,,2.0,456.0,,,,,,,,,,,
167,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-02-27 14:16:47.000000,2025-02-27 13:58:40,32607.0,54.0,1988.0,385.0,6954.0,2810.0,6709.0,7051.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",273.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,190742.0,190742.0,,,,,,,,2.0,,,,,,,,,,,,
168,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2025-01-08 20:49:58.000000,2024-06-27 17:56:21,2895.0,,2105.0,177.0,1153.0,19.0,1429.0,6835.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,33,True,2024-03-18 14:01:33,3.5.1,50.0,OpenNMT-py,,,,['pytorch'],317.0,317.0,https://pypi.org/project/OpenNMT-py,15807.0,15807.0,,,,,,,,2.0,,,,,,,,,,,,
169,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2025-02-17 15:55:26.000000,2025-02-17 15:55:26,3624.0,116.0,727.0,146.0,133.0,104.0,355.0,6404.0,Fit interpretable models. Explain blackbox machine learning.,48.0,33,True,2025-01-06 17:00:17,0.6.9,50.0,interpret,,,,['jupyter'],832.0,832.0,https://pypi.org/project/interpret,180558.0,180558.0,,,,,,,,1.0,,,,,,,,,,,,
170,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-02-04 13:00:19.000000,2025-02-04 13:00:15,1110.0,15.0,391.0,81.0,554.0,57.0,466.0,5970.0,A scikit-learn compatible neural network library that wraps PyTorch.,66.0,33,True,2025-01-10 13:04:37,1.1.0,17.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1550.0,1550.0,https://pypi.org/project/skorch,99786.0,114770.0,https://anaconda.org/conda-forge/skorch,2025-01-11 10:57:22.047,794178.0,,,,,3.0,,,,,,,,,,,,
