,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,maven_id,maven_url
128,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-01-15 08:01:15.000000,2024-01-15 08:01:09,2948.0,202.0,686.0,141.0,91.0,79.0,324.0,5875.0,Fit interpretable models. Explain blackbox machine learning.,40.0,34,True,2023-12-14 21:27:55,0.5.0,40.0,interpret,,,['jupyter'],,68407.0,607.0,607.0,https://pypi.org/project/interpret,68407.0,,,,1.0,,,,,,,,,,,,,,,,
129,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-01-18 15:26:19.000000,2024-01-18 15:12:36,2279.0,67.0,607.0,91.0,242.0,415.0,518.0,4986.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",88.0,34,True,2024-01-10 16:14:12,1.14.1,92.0,clearml,,,,1914.0,199245.0,901.0,901.0,https://pypi.org/project/clearml,198662.0,,,,2.0,,,,,,,,,,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30236.0,,
130,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-01-18 13:19:46.000000,2024-01-18 07:37:48,3643.0,81.0,774.0,57.0,1400.0,302.0,1188.0,3857.0,"Serve, optimize and scale PyTorch models in production.",182.0,34,True,2023-10-13 00:21:43,0.9.0,22.0,torchserve,pytorch/torchserve,,['pytorch'],5485.0,54779.0,586.0,586.0,https://pypi.org/project/torchserve,27462.0,https://anaconda.org/pytorch/torchserve,2023-10-12 22:01:52.717,146604.0,2.0,,,,,,,,,,pytorch/torchserve,https://hub.docker.com/r/pytorch/torchserve,2023-10-12 22:44:52.307587,22.0,1220897.0,,
131,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-12-28 22:30:36.000000,2023-12-28 22:30:36,7350.0,45.0,600.0,117.0,1155.0,308.0,1104.0,3171.0,High-performance interactive 2D/3D data visualization library.,192.0,34,True,2023-10-03 22:23:12,0.14.1,35.0,vispy,conda-forge/vispy,,['jupyter'],,65255.0,1380.0,1380.0,https://pypi.org/project/vispy,53983.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,450314.0,2.0,,,vispy,https://www.npmjs.com/package/vispy,15.0,,,,,,,,,,,
132,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2024-01-18 17:37:21.000000,2024-01-18 17:24:48,2791.0,180.0,274.0,68.0,1507.0,32.0,581.0,2216.0,Adaptive Experimentation Platform.,159.0,34,True,2023-12-09 18:08:38,0.3.6,38.0,ax-platform,conda-forge/ax-platform,,['pytorch'],,76724.0,626.0,626.0,https://pypi.org/project/ax-platform,76179.0,https://anaconda.org/conda-forge/ax-platform,2023-12-11 15:43:05.639,16912.0,1.0,,,,,,,,,,,,,,,,
133,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-01-18 16:42:30.000000,2024-01-18 14:47:19,3855.0,196.0,506.0,49.0,3979.0,209.0,871.0,2014.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,155.0,34,True,2024-01-08 20:06:02,0.34.0,53.0,pennylane,conda-forge/pennylane,,,70.0,34495.0,720.0,720.0,https://pypi.org/project/pennylane,33271.0,https://anaconda.org/conda-forge/pennylane,2024-01-16 20:01:29.795,31815.0,1.0,,,,,,,,,,,,,,,,
134,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2024-01-18 15:19:20.000000,2024-01-18 15:19:20,938.0,79.0,305.0,52.0,1079.0,206.0,354.0,1893.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,89.0,34,True,2023-12-15 10:54:26,1.16.1,48.0,optimum,conda-forge/optimum,,,,743500.0,1364.0,1364.0,https://pypi.org/project/optimum,742984.0,https://anaconda.org/conda-forge/optimum,2023-12-15 13:15:30.310,10849.0,1.0,,,,,,,,,,,,,,,,
135,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-01-17 09:49:04.000000,2024-01-16 16:03:19,1170.0,20.0,343.0,66.0,593.0,230.0,347.0,1437.0,A Jupyter - Leaflet.js bridge.,87.0,34,True,2023-12-15 14:14:28,0.18.1,69.0,ipyleaflet,conda-forge/ipyleaflet,,['jupyter'],,144101.0,6893.0,6893.0,https://pypi.org/project/ipyleaflet,92402.0,https://anaconda.org/conda-forge/ipyleaflet,2023-12-15 15:24:03.988,1095995.0,3.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,26791.0,,,,,,,,,,,
136,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-01-10 01:14:54.000000,2024-01-09 17:35:30,863.0,3.0,311.0,45.0,1008.0,71.0,163.0,1172.0,Making text a first-class citizen in TensorFlow.,111.0,34,True,2023-11-15 19:00:05,2.15.0,53.0,tensorflow-text,,,['tensorflow'],,4054569.0,6302.0,6302.0,https://pypi.org/project/tensorflow-text,4054569.0,,,,2.0,,,,,,,,,,,,,,,,
137,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-01-18 10:14:55.000000,2024-01-18 06:08:29,2950.0,103.0,4036.0,373.0,3553.0,334.0,1161.0,36150.0,"Making large AI models cheaper, faster and more accessible.",161.0,33,True,2023-11-01 05:57:35,0.3.4,34.0,,,,,,,288.0,288.0,,,,,,2.0,,,,,,,,,,,,,,,,
138,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-01-18 08:57:46.349000,2024-01-09 02:12:36,1497.0,6.0,6791.0,381.0,647.0,381.0,3039.0,27830.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",263.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,['pytorch'],,5221.0,1562.0,1562.0,https://pypi.org/project/detectron2,,https://anaconda.org/conda-forge/detectron2,2024-01-18 08:57:46.349,219290.0,2.0,,,,,,,,,,,,,,,,
139,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-01-18 17:31:23.000000,2024-01-18 17:21:46,34699.0,580.0,12228.0,945.0,24122.0,,,22716.0,Apache Flink Python API.,1816.0,33,True,,,,apache-flink,,,,,32015.0,21.0,21.0,https://pypi.org/project/apache-flink,32015.0,,,,3.0,,,,,,,,,,,,,,,,
140,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2024-01-18 17:10:45.000000,2024-01-18 17:10:44,16806.0,1609.0,2563.0,378.0,4559.0,463.0,3175.0,19641.0,Build AI using SQL.,818.0,33,True,2024-01-05 10:56:46,23.12.4.2,100.0,mindsdb,,,['pytorch'],,16351.0,,,https://pypi.org/project/mindsdb,16351.0,,,,3.0,,,,,,,,,,,,,,,,
141,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-12-26 23:00:56.000000,2020-10-14 16:36:49,6226.0,,4125.0,1001.0,1869.0,324.0,658.0,16813.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,33,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,2827.0,975.0,975.0,https://pypi.org/project/zipline,2642.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7419.0,1.0,,,,,,,,,,,,,,,,
142,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-09-25 04:57:08.085000,2023-08-20 17:38:53,890.0,,1106.0,322.0,266.0,49.0,341.0,12354.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,33,True,2023-06-14 16:34:48,1.17.3,21.0,annoy,conda-forge/python-annoy,,,,812989.0,3474.0,3474.0,https://pypi.org/project/annoy,803492.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,379882.0,2.0,,,,,,,,,,,,,,,,
143,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2024-01-17 08:31:39.000000,2023-12-09 05:39:53,576.0,12.0,2267.0,223.0,245.0,93.0,416.0,9833.0,A little word cloud generator in Python.,72.0,33,True,2023-12-09 13:50:41,1.9.3,13.0,wordcloud,conda-forge/wordcloud,,,,1205012.0,21.0,21.0,https://pypi.org/project/wordcloud,1194246.0,https://anaconda.org/conda-forge/wordcloud,2023-12-11 13:49:34.986,452174.0,2.0,,,,,,,,,,,,,,,,
144,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-01-02 11:17:53.000000,2024-01-02 11:17:47,862.0,3.0,1270.0,418.0,85.0,32.0,159.0,9655.0,TensorFlow-based neural network library.,58.0,33,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,['tensorflow'],,17534.0,1208.0,1208.0,https://pypi.org/project/dm-sonnet,16998.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26818.0,3.0,google-deepmind/sonnet,,,,,,,,,,,,,,,
145,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-12-12 17:39:59.000000,2023-12-08 19:12:48,2431.0,7.0,1513.0,290.0,429.0,273.0,636.0,9385.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,118.0,33,True,2023-08-15 18:21:39,0.12.1,29.0,tpot,conda-forge/tpot,,['sklearn'],,38140.0,2563.0,2563.0,https://pypi.org/project/tpot,32489.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,243017.0,1.0,,,,,,,,,,,,,,,,
146,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2024-01-16 22:40:52.000000,2024-01-16 22:40:41,1161.0,68.0,1647.0,125.0,111.0,2.0,843.0,8905.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",52.0,33,True,,,,deepface,,,,,153269.0,2429.0,2429.0,https://pypi.org/project/deepface,153269.0,,,,2.0,,,,,,,,,,,,,,,,
147,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-12-28 21:58:28.000000,2022-12-08 17:49:19,746.0,,967.0,136.0,220.0,283.0,270.0,8066.0,Manipulate audio with a simple and easy high level interface.,95.0,33,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,3184302.0,47574.0,47574.0,https://pypi.org/project/pydub,3183003.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,79280.0,2.0,,,,,,,,,,,,,,,,
148,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-01-18 09:15:51.000000,2024-01-18 05:21:43,829.0,43.0,651.0,275.0,1095.0,239.0,351.0,7281.0,Build and manage real-life data science projects with ease!.,78.0,33,True,2024-01-18 05:23:20,2.11.0,100.0,metaflow,conda-forge/metaflow,,,,102919.0,578.0,578.0,https://pypi.org/project/metaflow,99141.0,https://anaconda.org/conda-forge/metaflow,2024-01-15 15:33:47.821,158699.0,2.0,,,,,,,,,,,,,,,,
149,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2024-01-18 17:09:03.000000,2024-01-18 16:20:52,582.0,133.0,795.0,67.0,553.0,75.0,617.0,7105.0,Train transformer language models with reinforcement learning.,136.0,33,True,2024-01-09 12:06:13,0.7.9,24.0,trl,,,,,171514.0,1042.0,1042.0,https://pypi.org/project/trl,171514.0,,,,2.0,,,,,,,,,,,,,,,,
150,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-01-18 18:18:59.000000,2024-01-18 17:22:08,37913.0,426.0,784.0,146.0,8897.0,903.0,4949.0,6915.0,cuDF - GPU DataFrame Library.,269.0,33,True,2023-12-08 21:31:24,23.12.01,44.0,cudf,,,,,2165.0,50.0,50.0,https://pypi.org/project/cudf,2165.0,,,,1.0,,,,,,,,,,,,,,,,
151,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-01-18 17:37:26.000000,2024-01-12 05:32:58,32291.0,91.0,1956.0,385.0,6733.0,2675.0,6518.0,6608.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",250.0,33,True,,,,h2o,,,,,369246.0,21.0,21.0,https://pypi.org/project/h2o,369246.0,,,,2.0,,,,,,,,,,,,,,,,
152,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-12-16 19:25:54.000000,2023-12-16 19:23:13,1208.0,20.0,630.0,65.0,131.0,48.0,432.0,5626.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",40.0,33,True,2023-12-16 19:24:49,2.4.1,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,['pytorch'],,227459.0,1155.0,1155.0,https://pypi.org/project/pytorch-metric-learning,227229.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11068.0,1.0,,,,,,,,,,,,,,,,
153,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-01-08 06:54:55.000000,2024-01-08 06:47:10,1052.0,32.0,455.0,226.0,733.0,168.0,330.0,4384.0,Model interpretability and understanding for PyTorch.,104.0,33,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,['pytorch'],,177163.0,1724.0,1724.0,https://pypi.org/project/captum,176377.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,19668.0,1.0,,,,,,,,,,,,,,,,
154,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-01-17 16:21:32.000000,2024-01-15 19:06:20,12134.0,146.0,1068.0,99.0,1308.0,117.0,742.0,4259.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,33,True,2023-12-27 22:17:11,1.17.0,55.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,18937.0,475.0,475.0,https://pypi.org/project/adversarial-robustness-toolbox,18090.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-12-27 22:57:10.074,35595.0,1.0,,,,,,,,,,,,,,,,
155,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-01-18 08:41:33.000000,2024-01-17 20:39:56,12039.0,48.0,1022.0,165.0,461.0,577.0,741.0,4026.0,Probabilistic reasoning and statistical analysis in TensorFlow.,486.0,33,True,2023-11-20 23:32:05,0.23.0,50.0,tensorflow-probability,conda-forge/tensorflow-probability,,['tensorflow'],,1980237.0,,,https://pypi.org/project/tensorflow-probability,1976827.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-01-09 01:12:57.968,119382.0,2.0,,,,,,,,,,,,,,,,
156,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-01-10 22:57:40.000000,2024-01-10 22:27:16,1122.0,33.0,546.0,116.0,834.0,263.0,1016.0,3868.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",159.0,33,True,2023-11-01 14:46:14,7.1,36.0,coremltools,conda-forge/coremltools,,,9019.0,151514.0,3555.0,3555.0,https://pypi.org/project/coremltools,150032.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53196.0,2.0,,,,,,,,,,,,,,,,
157,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-12-28 17:43:43.000000,2023-12-03 03:47:34,490.0,5.0,531.0,64.0,212.0,170.0,151.0,3781.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,568690.0,5840.0,5840.0,https://pypi.org/project/hnswlib,565347.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,123716.0,2.0,,,,,,,,,,,,,,,,
158,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-01-18 14:00:05.000000,2024-01-17 20:31:21,3876.0,65.0,1023.0,153.0,1566.0,346.0,862.0,3561.0,Fast data visualization and GUI tools for scientific / engineering applications.,267.0,33,True,2023-04-14 21:24:10,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,119551.0,8636.0,8636.0,https://pypi.org/project/pyqtgraph,113619.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,498371.0,2.0,,,,,,,,,,,,,,,,
159,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-01-17 22:38:13.000000,2024-01-16 20:50:00,1259.0,52.0,223.0,31.0,416.0,82.0,189.0,3326.0,Lightning fast forecasting with statistical and econometric models.,36.0,33,True,2024-01-05 22:27:58,1.7.1,26.0,statsforecast,conda-forge/statsforecast,,,,417798.0,664.0,664.0,https://pypi.org/project/statsforecast,415211.0,https://anaconda.org/conda-forge/statsforecast,2024-01-05 23:52:06.950,56923.0,1.0,,,,,,,,,,,,,,,,
160,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-01-08 13:11:43.000000,2024-01-08 13:11:42,1490.0,10.0,355.0,91.0,734.0,126.0,441.0,3136.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,93220.0,3455.0,3455.0,https://pypi.org/project/datashader,76392.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,740437.0,2.0,,,,,,,,,,,,,,,,
161,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-01-18 16:10:29.000000,2024-01-18 16:05:27,1771.0,77.0,351.0,53.0,1507.0,53.0,393.0,2875.0,Bayesian optimization in PyTorch.,108.0,33,True,2023-12-09 01:58:40,0.9.5,41.0,botorch,conda-forge/botorch,,['pytorch'],,119620.0,807.0,807.0,https://pypi.org/project/botorch,117253.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,97083.0,1.0,,,,,,,,,,,,,,,,
162,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-01-15 00:09:43.000000,2021-10-12 13:32:38,1570.0,,506.0,64.0,543.0,252.0,393.0,2700.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,512638.0,5308.0,5308.0,https://pypi.org/project/scikit-optimize,503707.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,696619.0,1.0,,,,,,,,,,,,,,,,
163,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,12.0,387.0,39.0,149.0,44.0,238.0,2328.0,A library of sklearn compatible categorical variable encoders.,70.0,33,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,['sklearn'],,1367113.0,1387.0,1387.0,https://pypi.org/project/category_encoders,1357893.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,248954.0,2.0,,,,,,,,,,,,,,,,
164,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-01-15 22:33:33.000000,2024-01-15 22:33:33,2291.0,23.0,528.0,69.0,480.0,236.0,701.0,2229.0,Survival analysis in Python.,116.0,33,True,2024-01-03 22:00:43,0.28.0,100.0,lifelines,conda-forge/lifelines,,,,380009.0,2133.0,2133.0,https://pypi.org/project/lifelines,373000.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,308426.0,2.0,,,,,,,,,,,,,,,,
165,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2024-01-15 21:43:34.000000,2024-01-10 10:12:45,2946.0,29.0,349.0,55.0,1114.0,278.0,923.0,1324.0,Cartopy - a cartographic python library with matplotlib support.,124.0,33,True,2023-08-05 00:46:57,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,207859.0,4269.0,4269.0,https://pypi.org/project/cartopy,131527.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3358622.0,2.0,,,,,,,,,,,,,,,,
166,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2024-01-18 17:29:55.000000,2024-01-18 11:53:18,10194.0,103.0,540.0,70.0,2296.0,238.0,1697.0,1074.0,Machine learning for NeuroImaging in Python.,233.0,33,True,2023-10-01 19:30:40,0.10.2,22.0,nilearn,conda-forge/nilearn,,['sklearn'],151.0,44100.0,2814.0,2814.0,https://pypi.org/project/nilearn,37318.0,https://anaconda.org/conda-forge/nilearn,2023-10-02 11:59:55.930,257576.0,2.0,,,,,,,,,,,,,,,,
167,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-12-18 04:56:09.000000,2023-12-06 02:03:46,14787.0,4.0,483.0,50.0,2277.0,395.0,949.0,708.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,85342.0,3911.0,3911.0,https://pypi.org/project/nipype,70937.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,590615.0,2.0,,,,,,,,,,,,,,,,
168,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-01-13 20:33:11.000000,2022-06-10 09:12:18,238.0,,12941.0,1566.0,225.0,723.0,584.0,50828.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,['pytorch'],1223.0,61034.0,21.0,21.0,https://pypi.org/project/face_recognition,60532.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19505.0,2.0,,,,,,,,,,,,,,,,
169,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-01-03 17:54:23.000000,2023-07-11 13:03:36,1421.0,,3629.0,761.0,1133.0,357.0,588.0,18803.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,['tensorflow'],,2298.0,488.0,488.0,https://pypi.org/project/magenta,2298.0,,,,2.0,,,,,,,,,,,,,,,,
170,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2024-01-15 08:14:29.000000,2024-01-05 20:03:59,1332.0,1.0,2152.0,331.0,1580.0,361.0,1855.0,13761.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",172.0,32,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,47426.0,1072.0,1072.0,https://pypi.org/project/horovod,47426.0,,,,2.0,,,,,,,,,stable/horovod,,,,,,,
171,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,1.0,1766.0,283.0,3502.0,353.0,1676.0,13512.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,32,True,2023-09-14 12:12:06,3.0,40.0,nni,,,,,14145.0,548.0,548.0,https://pypi.org/project/nni,14145.0,,,,2.0,,,,,,,,,,,,,,,,
