,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
121,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2024-08-22 17:58:51.000000,2024-08-22 17:58:49,21017.0,610.0,523.0,55.0,3212.0,452.0,1042.0,8010.0,"Visualize, create, and debug image and video datasets and model predictions.",131.0,35,True,2024-08-20 15:56:11,0.25.0,88.0,fiftyone,,,"['tensorflow', 'pytorch', 'jupyter']",,120674.0,666.0,666.0,https://pypi.org/project/fiftyone,120674.0,,,,2.0,,,,,,,,,,,,,,,,
122,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2024-08-20 08:40:51.000000,2024-08-20 08:12:37,3209.0,111.0,763.0,77.0,3604.0,154.0,906.0,6904.0,"The easiest way to serve AI apps and models - Build reliable Inference APIs, LLM apps, Multi-model chains, RAG..",204.0,35,True,2024-08-14 09:41:40,1.3.2,100.0,bentoml,,,,1325.0,105194.0,1983.0,1983.0,https://pypi.org/project/bentoml,105169.0,,,,2.0,,,,,,,,,,,,,,,,
123,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2024-08-15 13:53:10.000000,2024-08-15 13:49:05,2346.0,40.0,744.0,38.0,709.0,51.0,384.0,6579.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",487.0,35,True,2024-05-21 09:00:47,1.0.0a2,12.0,gymnasium,conda-forge/gymnasium,,,,560032.0,8395.0,8395.0,https://pypi.org/project/gymnasium,555583.0,https://anaconda.org/conda-forge/gymnasium,2024-04-05 06:05:26.736,88987.0,2.0,,,,,,,,,,,-1.0,,,,,
124,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2024-08-13 13:01:33.000000,2024-08-06 00:07:02,1716.0,16.0,605.0,60.0,1862.0,113.0,1265.0,4505.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,213.0,35,True,2024-08-13 12:45:05,0.5.1,24.0,pytorch-ignite,pytorch/ignite,,['pytorch'],,181903.0,3133.0,3133.0,https://pypi.org/project/pytorch-ignite,179302.0,https://anaconda.org/pytorch/ignite,2024-08-13 12:46:51.642,192505.0,2.0,,,,,,,,,,,,,,,,
125,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-08-22 17:03:26.000000,2024-08-20 23:47:44,1170.0,18.0,609.0,122.0,909.0,318.0,1085.0,4284.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",174.0,35,True,2024-04-22 23:27:42,7.2,39.0,coremltools,conda-forge/coremltools,,,10914.0,916768.0,4048.0,4048.0,https://pypi.org/project/coremltools,915184.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,66862.0,2.0,,,,,,,,,,,,,,,,
126,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-08-21 22:53:49.000000,2024-08-21 22:17:30,3852.0,74.0,824.0,59.0,1670.0,357.0,1262.0,4148.0,"Serve, optimize and scale PyTorch models in production.",208.0,35,True,2024-07-18 18:56:54,0.11.1,24.0,torchserve,pytorch/torchserve,,['pytorch'],6164.0,82680.0,704.0,704.0,https://pypi.org/project/torchserve,55147.0,https://anaconda.org/pytorch/torchserve,2024-07-18 17:18:59.921,244200.0,2.0,pytorch/torchserve,https://hub.docker.com/r/pytorch/torchserve,2024-07-18 18:10:34.554819,28.0,1317715.0,,,,,,,,,,,
127,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2024-08-12 18:30:02.000000,2024-08-01 18:14:49,2387.0,42.0,209.0,63.0,144.0,78.0,583.0,3945.0,A Grammar of Graphics for Python.,111.0,35,True,2024-05-10 08:15:43,0.13.6,24.0,plotnine,conda-forge/plotnine,,,,2758705.0,8456.0,8456.0,https://pypi.org/project/plotnine,2750938.0,https://anaconda.org/conda-forge/plotnine,2024-05-10 08:18:51.149,388387.0,2.0,,,,,,,,,,,,,,,,
128,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2024-08-22 18:01:30.000000,2024-07-30 17:09:06,8566.0,40.0,694.0,98.0,13290.0,36.0,847.0,3792.0,State of the Art Natural Language Processing.,113.0,35,True,2024-07-14 19:18:29,5.4.1,100.0,spark-nlp,,,['spark'],,4131733.0,489.0,489.0,https://pypi.org/project/spark-nlp,4131733.0,,,,2.0,,,,,,,,,,,,,,,,
129,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-08-21 18:16:13.000000,2024-08-21 18:16:13,887.0,12.0,332.0,43.0,1049.0,86.0,169.0,1218.0,Making text a first-class citizen in TensorFlow.,115.0,35,True,2024-07-15 22:42:38,2.17.0,57.0,tensorflow-text,,,['tensorflow'],,6198003.0,7228.0,7228.0,https://pypi.org/project/tensorflow-text,6198003.0,,,,2.0,,,,,,,,,,,,,,,,
130,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-08-22 16:44:03.000000,2024-08-22 09:52:59,1789.0,115.0,166.0,30.0,1727.0,46.0,189.0,1204.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,80.0,35,True,2024-08-13 15:40:01,2024.6.0,29.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,['sklearn'],,140998.0,11831.0,11831.0,https://pypi.org/project/scikit-learn-intelex,133186.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-08-20 09:58:15.356,312502.0,1.0,,,,,,,,,,,,,,,,
131,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2024-08-22 15:05:13.000000,2024-08-22 15:05:13,10339.0,53.0,561.0,71.0,2460.0,249.0,1798.0,1154.0,Machine learning for NeuroImaging in Python.,241.0,35,True,2024-04-09 09:15:50,0.10.4,24.0,nilearn,conda-forge/nilearn,,['sklearn'],207.0,65541.0,3379.0,3379.0,https://pypi.org/project/nilearn,59163.0,https://anaconda.org/conda-forge/nilearn,2024-04-09 13:18:52.622,286815.0,2.0,,,,,,,,,,,,,,,,
132,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-08-08 18:10:32.000000,2024-08-08 18:09:07,1560.0,14.0,210.0,34.0,697.0,30.0,581.0,1033.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 01:26:52,3.6.1,52.0,pyproj,conda-forge/pyproj,,,,9045442.0,32717.0,32717.0,https://pypi.org/project/pyproj,8877066.0,https://anaconda.org/conda-forge/pyproj,2024-07-30 20:57:40.075,8250449.0,2.0,,,,,,,,,,,,,,,,
133,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-08-22 07:14:38.000000,2024-08-21 02:47:39,3587.0,243.0,4294.0,383.0,4141.0,392.0,1251.0,38507.0,"Making large AI models cheaper, faster and more accessible.",192.0,34,True,2024-07-31 02:06:47,0.4.2,42.0,,,,,,,405.0,405.0,,,,,,2.0,,,,,,,,,,,,,,,,
134,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-08-22 17:05:32.000000,2024-08-22 17:00:16,1529.0,11.0,7032.0,388.0,679.0,428.0,3062.0,29790.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",272.0,34,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,['pytorch'],,7430.0,1959.0,1959.0,https://pypi.org/project/detectron2,3.0,https://anaconda.org/conda-forge/detectron2,2024-05-19 11:29:45.019,363944.0,2.0,,,,,,,,,,,,,,,,
135,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-05-19 03:10:51.802000,2024-03-13 15:16:33,391.0,,4550.0,847.0,268.0,467.0,611.0,25802.0,Library for fast text representation and classification.,68.0,34,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,1653587.0,6465.0,6465.0,https://pypi.org/project/fasttext,1651550.0,https://anaconda.org/conda-forge/fasttext,2024-05-19 03:10:51.802,95757.0,2.0,,,,,,,,,,,,,,,,
136,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-08-20 21:42:28.000000,2021-11-17 17:52:52,3466.0,,3831.0,669.0,1676.0,122.0,1987.0,24960.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,['tensorflow'],1172523.0,23270.0,437.0,437.0,https://pypi.org/project/deepspeech,6675.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,3028.0,2.0,,,,,,,,,,,,,,,,
137,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-08-22 13:46:17.000000,2024-08-22 13:34:03,35718.0,368.0,12647.0,948.0,25224.0,,,23724.0,Apache Flink Python API.,1896.0,34,True,,,,apache-flink,,,,,265837.0,21.0,21.0,https://pypi.org/project/apache-flink,265837.0,,,,3.0,,,,,,,,,,,,,,,,
138,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-08-14 05:22:49.000000,2024-07-25 01:00:20,617.0,2.0,3021.0,312.0,258.0,382.0,594.0,23448.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,True,2023-09-04 11:53:04,1.7.1,22.0,easyocr,,,,13688873.0,706654.0,7778.0,7778.0,https://pypi.org/project/easyocr,432877.0,,,,2.0,,,,,,,,,,,,,,,,
139,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2024-08-01 09:23:32.000000,2024-07-12 13:02:43,1339.0,6.0,2169.0,335.0,1600.0,382.0,1859.0,14118.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",173.0,34,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,162259.0,1207.0,1207.0,https://pypi.org/project/horovod,162259.0,,,,2.0,,,,,,,,,,stable/horovod,,,,,,
140,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-08-15 23:22:23.000000,2024-08-15 23:18:22,1171.0,17.0,1256.0,150.0,174.0,241.0,1311.0,8603.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,148.0,34,True,2024-06-27 11:32:25,0.7.7,18.0,pytorch3d,pytorch3d/pytorch3d,,['pytorch'],,10027.0,922.0,922.0,https://pypi.org/project/pytorch3d,5868.0,https://anaconda.org/pytorch3d/pytorch3d,2024-06-27 11:25:52.604,237072.0,2.0,,,,,,,,,,,,,,,,
141,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-08-22 18:16:05.000000,2024-08-22 17:56:09,39338.0,514.0,874.0,148.0,10269.0,924.0,5414.0,8161.0,cuDF - GPU DataFrame Library.,291.0,34,True,2024-08-14 22:39:42,24.08.02,53.0,cudf,,,,,2694.0,56.0,56.0,https://pypi.org/project/cudf,2694.0,,,,1.0,,,,,,,,,,,,,,,,
142,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-08-22 14:29:10.000000,2024-08-22 14:28:22,1010.0,81.0,722.0,287.0,1333.0,238.0,408.0,7957.0,"Build and manage real-life ML, AI, and data science projects with ease!.",92.0,34,True,2024-08-22 14:29:10,2.12.14,125.0,metaflow,conda-forge/metaflow,,,,668133.0,713.0,713.0,https://pypi.org/project/metaflow,664091.0,https://anaconda.org/conda-forge/metaflow,2024-08-21 14:29:51.613,198105.0,2.0,,,,,,,,,,,,,,,,
143,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-08-20 18:16:26.000000,2024-07-23 07:44:51,373.0,13.0,1471.0,129.0,156.0,14.0,345.0,7735.0,A Python implementation of global optimization with gaussian processes.,47.0,34,True,2024-07-10 12:01:51,1.5.1,15.0,bayesian-optimization,,,,155.0,447482.0,2866.0,2866.0,https://pypi.org/project/bayesian-optimization,447481.0,,,,1.0,,,,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,
144,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-08-19 18:04:27.000000,2024-06-21 13:43:40,1379.0,10.0,854.0,155.0,1729.0,146.0,865.0,7164.0,An open source python library for automated feature engineering.,72.0,34,True,2024-05-14 18:59:20,1.31.0,100.0,featuretools,conda-forge/featuretools,,,,65184.0,1730.0,1730.0,https://pypi.org/project/featuretools,61180.0,https://anaconda.org/conda-forge/featuretools,2024-05-15 15:26:44.535,200237.0,1.0,,,,,,,,,,,,,,,,
145,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2024-05-28 15:38:50.650000,2024-05-28 14:28:56,865.0,2.0,1227.0,141.0,500.0,29.0,561.0,6785.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,84.0,34,True,2024-05-28 15:13:16,0.12.3,37.0,imbalanced-learn,conda-forge/imbalanced-learn,,['sklearn'],,11752103.0,30962.0,30962.0,https://pypi.org/project/imbalanced-learn,11740048.0,https://anaconda.org/conda-forge/imbalanced-learn,2024-05-28 15:38:50.650,602799.0,1.0,,,,,,,,,,,,,,,,
146,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2024-06-27 17:56:28.000000,2024-06-27 17:56:21,2895.0,4.0,2103.0,176.0,1152.0,14.0,1429.0,6695.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,34,True,2024-03-18 14:01:33,3.5.1,50.0,OpenNMT-py,,,['pytorch'],,9762.0,288.0,288.0,https://pypi.org/project/OpenNMT-py,9762.0,,,,2.0,,,,,,,,,,,,,,,,
147,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-07-25 01:26:34.000000,2024-07-24 12:37:14,1228.0,13.0,643.0,63.0,136.0,60.0,442.0,5924.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",42.0,34,True,2024-07-24 12:39:36,2.6.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,['pytorch'],,655564.0,1748.0,1748.0,https://pypi.org/project/pytorch-metric-learning,655351.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11743.0,1.0,,,,,,,,,,,,,,,,
148,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-08-21 22:26:06.000000,2024-08-21 22:26:01,2412.0,48.0,635.0,97.0,268.0,472.0,561.0,5527.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",100.0,34,True,2024-08-06 13:32:56,1.16.3,100.0,clearml,,,,2744.0,318386.0,1241.0,1241.0,https://pypi.org/project/clearml,317855.0,,,,2.0,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30243.0,,,,,,,,,,,
149,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-08-16 21:51:21.000000,2024-07-03 17:17:49,12345.0,43.0,1120.0,102.0,1363.0,125.0,757.0,4704.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",138.0,34,True,2024-07-03 17:29:44,1.18.1,58.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,26124.0,571.0,571.0,https://pypi.org/project/adversarial-robustness-toolbox,25204.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2024-07-03 22:45:10.329,45125.0,1.0,,,,,,,,,,,,,,,,
150,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-08-22 17:31:22.000000,2024-08-22 17:31:17,4163.0,126.0,1067.0,153.0,1710.0,372.0,893.0,3823.0,Fast data visualization and GUI tools for scientific / engineering applications.,287.0,34,True,2024-04-29 02:15:04,pyqtgraph-0.13.7,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,283865.0,10057.0,10057.0,https://pypi.org/project/pyqtgraph,272304.0,https://anaconda.org/conda-forge/pyqtgraph,2024-05-02 20:24:38.556,578086.0,2.0,,,,,,,,,,,,,,,,
151,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-08-05 17:30:12.000000,2024-08-05 17:27:43,1303.0,15.0,263.0,37.0,455.0,91.0,231.0,3820.0,Lightning fast forecasting with statistical and econometric models.,43.0,34,True,2024-07-17 21:36:25,1.7.6,31.0,statsforecast,conda-forge/statsforecast,,,,782668.0,1067.0,1067.0,https://pypi.org/project/statsforecast,779684.0,https://anaconda.org/conda-forge/statsforecast,2024-07-18 06:07:43.894,86536.0,1.0,,,,,,,,,,,,,,,,
152,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-08-18 13:16:01.000000,2024-08-08 09:18:37,1519.0,13.0,360.0,90.0,763.0,132.0,448.0,3290.0,Quickly and accurately render even the largest data.,56.0,34,True,2024-07-04 16:40:09,0.16.3,36.0,datashader,conda-forge/datashader,,,,136086.0,4610.0,4610.0,https://pypi.org/project/datashader,115552.0,https://anaconda.org/conda-forge/datashader,2024-07-08 10:48:31.985,1047259.0,2.0,,,,,,,,,,,,,,,,
153,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-08-22 15:05:15.000000,2024-08-22 15:00:03,1952.0,72.0,379.0,52.0,1699.0,49.0,453.0,3034.0,Bayesian optimization in PyTorch.,123.0,34,True,2024-07-22 20:53:39,0.11.3,45.0,botorch,conda-forge/botorch,,['pytorch'],,175909.0,1117.0,1117.0,https://pypi.org/project/botorch,173425.0,https://anaconda.org/conda-forge/botorch,2024-07-23 15:58:22.505,119269.0,1.0,,,,,,,,,,,,,,,,
154,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2024-08-22 11:24:25.000000,2024-08-16 13:07:30,1079.0,49.0,414.0,57.0,1255.0,312.0,411.0,2411.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,116.0,34,True,2024-08-16 13:25:20,1.21.4,62.0,optimum,conda-forge/optimum,,,,912519.0,3203.0,3203.0,https://pypi.org/project/optimum,911791.0,https://anaconda.org/conda-forge/optimum,2024-05-29 19:43:21.254,20394.0,1.0,,,,,,,,,,,,,,,,
155,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2024-08-22 17:25:57.000000,2024-08-22 17:22:18,3199.0,145.0,294.0,70.0,1944.0,15.0,709.0,2333.0,Adaptive Experimentation Platform.,171.0,34,True,2024-07-23 19:07:14,0.4.1,41.0,ax-platform,conda-forge/ax-platform,,['pytorch'],,99283.0,777.0,777.0,https://pypi.org/project/ax-platform,98640.0,https://anaconda.org/conda-forge/ax-platform,2024-07-24 14:52:58.388,24470.0,1.0,,,,,,,,,,,,,,,,
156,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2024-08-21 12:22:56.372000,2024-08-21 09:22:56,5248.0,66.0,513.0,19.0,1342.0,1027.0,669.0,2214.0,"This is the development home of the workflow management system Snakemake. For general information, see.",337.0,34,True,2024-08-21 09:23:43,8.18.2,268.0,snakemake,bioconda/snakemake,,,,105382.0,2049.0,2049.0,https://pypi.org/project/snakemake,94639.0,https://anaconda.org/bioconda/snakemake,2024-08-21 12:22:56.372,1138787.0,2.0,,,,,,,,,,,,,,,,
157,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-08-22 13:53:49.000000,2024-08-16 15:45:34,4367.0,66.0,1072.0,152.0,1219.0,62.0,681.0,1854.0,Documentation and samples for ArcGIS API for Python.,91.0,34,True,2024-07-09 18:02:58,2.3.1,35.0,arcgis,,,,11991.0,76954.0,811.0,811.0,https://pypi.org/project/arcgis,76828.0,,,,3.0,esridocker/arcgis-api-python-notebook,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,,,,,,,,,,,
158,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-08-20 20:30:02.000000,2024-08-20 20:30:01,3064.0,34.0,353.0,54.0,1180.0,278.0,967.0,1399.0,Cartopy - a cartographic python library with matplotlib support.,127.0,34,True,2024-04-10 17:45:12,0.23.0,25.0,cartopy,conda-forge/cartopy,,,,377166.0,5449.0,5449.0,https://pypi.org/project/cartopy,300834.0,https://anaconda.org/conda-forge/cartopy,2024-05-16 22:28:29.744,3892970.0,2.0,,,,,,,,,,,,,,,,
159,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2024-07-08 02:24:05.000000,2024-02-11 16:39:29,1856.0,,199.0,32.0,212.0,20.0,401.0,1387.0,The ctypes-based simple ImageMagick binding for Python.,104.0,34,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,48969.0,810606.0,19459.0,19459.0,https://pypi.org/project/wand,808777.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,67237.0,2.0,,,,,,,,,,,,,,,,
160,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-08-21 08:36:17.000000,2024-08-21 08:36:14,2884.0,49.0,243.0,35.0,224.0,42.0,508.0,1280.0,Python interface for igraph.,75.0,34,True,2024-07-08 23:36:26,0.11.6,30.0,python-igraph,conda-forge/igraph,,,563826.0,197226.0,4078.0,4078.0,https://pypi.org/project/python-igraph,179012.0,https://anaconda.org/conda-forge/igraph,2024-06-28 12:12:37.634,580143.0,2.0,,,,,,,,,,,,,,,,
161,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-08-22 18:10:09.000000,2024-08-22 15:27:16,5706.0,1174.0,2791.0,272.0,5456.0,100.0,600.0,25877.0,You like pytorch? You like micrograd? You love tinygrad!.,332.0,33,True,2024-08-13 23:19:48,0.9.2,8.0,,,,['pytorch'],,,91.0,91.0,,,,,,2.0,,,,,,tinygrad/tinygrad,,,,,,,,,,
162,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2024-08-19 13:17:00.000000,2024-08-19 13:17:00,2326.0,34.0,5244.0,509.0,170.0,1085.0,1369.0,22543.0,State-of-the-art 2D and 3D Face Analysis Project.,60.0,33,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,['mxnet'],4291463.0,601209.0,2568.0,2568.0,https://pypi.org/project/insightface,332993.0,,,,2.0,,,,,,,,,,,,,,,,
163,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2024-07-25 20:32:21.000000,2021-07-29 23:17:25,531.0,,1759.0,263.0,117.0,99.0,535.0,11465.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,343776.0,6100.0,6100.0,https://pypi.org/project/lime,341338.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,224387.0,1.0,,,,,,,,,,,,,,,,
