,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
184,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-11-21 00:22:08.000000,2023-11-07 00:26:23,1390.0,39.0,436.0,52.0,736.0,39.0,452.0,3417.0,NeuralProphet: A simple forecasting package.,50.0,32,True,2023-06-14 22:41:07,0.6.2,27.0,neuralprophet,,,,['pytorch'],333.0,333.0,https://pypi.org/project/neuralprophet,68051.0,68051.0,,,,,,,,2.0,,,,,,,,,,,,,
185,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-11-15 22:14:42.000000,2023-11-15 17:05:35,1219.0,27.0,221.0,30.0,379.0,108.0,145.0,3199.0,Lightning fast forecasting with statistical and econometric models.,34.0,32,True,2023-11-13 18:17:17,1.6.0,24.0,statsforecast,conda-forge/statsforecast,,,,579.0,579.0,https://pypi.org/project/statsforecast,551849.0,554579.0,https://anaconda.org/conda-forge/statsforecast,2023-08-25 15:46:41.512,54600.0,,,,,2.0,,,,,,,,,,,,,
186,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2023-11-23 06:37:25.000000,2023-11-22 07:47:22,2412.0,349.0,225.0,26.0,1072.0,74.0,223.0,2438.0,Database system for AI-powered apps.,71.0,32,True,2023-11-19 16:35:30,0.3.9,36.0,evadb,,,,['pytorch'],115.0,115.0,https://pypi.org/project/evadb,17874.0,43359.0,,,,,,,,3.0,407763.0,,,,,georgia-tech-db/evadb,,,,,,,
187,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2023-11-23 14:55:14.000000,2023-11-23 14:48:40,781.0,44.0,285.0,35.0,852.0,28.0,242.0,2339.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",41.0,32,True,2023-09-09 13:23:25,0.7.0,13.0,python-doctr,,,,"['tensorflow', 'pytorch']",216.0,216.0,https://pypi.org/project/python-doctr,15244.0,77249.0,,,,,,,,2.0,2046177.0,,,,,,,,,,,,
188,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-11-23 18:19:19.000000,2023-11-23 13:05:05,3732.0,184.0,490.0,53.0,3818.0,210.0,830.0,1967.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,147.0,32,True,2023-11-08 20:57:23,0.33.1,52.0,pennylane,conda-forge/pennylane,,,,677.0,677.0,https://pypi.org/project/pennylane,39672.0,40880.0,https://anaconda.org/conda-forge/pennylane,2023-11-21 18:10:47.719,28987.0,,,,,2.0,70.0,,,,,,,,,,,,
189,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2023-11-02 14:07:02.000000,2023-11-02 14:07:02,936.0,6.0,183.0,49.0,295.0,103.0,121.0,1604.0,Evaluate: A library for easily evaluating machine learning models and datasets.,123.0,32,True,2023-10-13 15:57:18,0.4.1,9.0,evaluate,,,,,4972.0,4972.0,https://pypi.org/project/evaluate,1478118.0,1478118.0,,,,,,,,2.0,,,,,,,,,,,,,
190,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-20 21:01:48.000000,2018-10-12 15:53:05,1251.0,,275.0,51.0,157.0,84.0,218.0,1562.0,Python Geocoder.,73.0,32,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,8246.0,8246.0,https://pypi.org/project/geocoder,402775.0,404438.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,134712.0,,,,,2.0,,,,,,,,,,,,,geocoder
191,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-11-20 20:12:58.000000,2023-10-18 03:51:44,1522.0,27.0,144.0,42.0,132.0,4.0,640.0,1149.0,A Python data analysis library that is optimized for humans instead of machines.,52.0,32,True,,,9.0,agate,conda-forge/agate,,,,2421.0,2421.0,https://pypi.org/project/agate,4677728.0,4682904.0,https://anaconda.org/conda-forge/agate,2023-10-18 11:17:00.880,155303.0,,,,,2.0,,,,,,,,,,,,,
192,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2023-11-22 12:44:09.000000,2023-11-14 18:42:42,626.0,44.0,87.0,23.0,474.0,291.0,387.0,822.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",44.0,32,True,2023-10-17 08:55:43,0.9.0,17.0,hvplot,conda-forge/hvplot,,,,3967.0,3967.0,https://pypi.org/project/hvplot,120149.0,132381.0,https://anaconda.org/conda-forge/hvplot,2023-10-16 18:32:23.923,501544.0,,,,,2.0,,,,,,,,,,,,,
193,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-11-17 01:43:12.000000,2023-07-13 08:50:20,531.0,,2619.0,380.0,118.0,194.0,558.0,23888.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],616.0,616.0,https://pypi.org/project/spleeter,16203.0,74561.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78687.0,,,,,2.0,2779254.0,,,,,,,,,,,,
194,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2023-11-23 18:04:00.000000,2023-11-23 18:04:00,2853.0,494.0,2183.0,260.0,1951.0,69.0,330.0,20660.0,You like pytorch? You like micrograd? You love tinygrad!.,240.0,31,True,2023-08-27 16:40:37,0.7.0,4.0,,,,,['pytorch'],31.0,31.0,,,,,,,,,,,2.0,,,,,,tinygrad/tinygrad,,,,,,,
195,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,,2021-01-19 08:37:25.000,2023-11-23 17:58:41.000000,2023-11-23 17:58:38,17109.0,1390.0,5877.0,67.0,11127.0,2977.0,13165.0,13793.0,The Unified AI Framework.,1442.0,31,True,,,3.0,ivy,,,,,,,https://pypi.org/project/ivy,438.0,438.0,,,,,,,,3.0,,,,,,,,,,,,,
196,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-07-21 09:09:23.000000,2023-07-21 09:09:17,859.0,,1268.0,419.0,82.0,32.0,158.0,9635.0,TensorFlow-based neural network library.,58.0,31,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1175.0,1175.0,https://pypi.org/project/dm-sonnet,21590.0,22139.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26373.0,,,,,3.0,,,,,,google-deepmind/sonnet,,,,,,,
197,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-10-02 22:40:56.000000,2023-10-02 22:40:55,1387.0,2.0,1373.0,303.0,889.0,128.0,758.0,8990.0,AutoML library for deep learning.,143.0,31,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],595.0,595.0,https://pypi.org/project/autokeras,13034.0,13278.0,,,,,,,,2.0,17603.0,,,,,,,,,,,,
198,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-11-20 07:00:41.000000,2023-04-18 11:08:13,2759.0,,1221.0,215.0,705.0,175.0,827.0,7210.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],516.0,516.0,https://pypi.org/project/auto-sklearn,18943.0,19595.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,20231.0,,,,,2.0,50.0,,,,,,,,,,,,
199,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-11-22 21:35:29.000000,2023-11-21 18:39:18,1474.0,102.0,567.0,73.0,589.0,76.0,196.0,7136.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",40.0,31,True,2023-09-11 14:44:32,2.5.0,10.0,cleanlab,conda-forge/cleanlab,,,,204.0,204.0,https://pypi.org/project/cleanlab,16671.0,17272.0,https://anaconda.org/conda-forge/cleanlab,2023-09-12 22:14:32.939,18656.0,,,,,2.0,,,,,,,,,,,,,
200,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-11-23 16:46:59.000000,2023-07-14 06:46:40,354.0,,1418.0,135.0,126.0,12.0,312.0,7124.0,A Python implementation of global optimization with gaussian processes.,41.0,31,True,2023-04-25 21:59:23,1.4.3,13.0,bayesian-optimization,,,,,2193.0,2193.0,https://pypi.org/project/bayesian-optimization,225759.0,225760.0,,,,,,,,2.0,139.0,,,,,bayesian-optimization/BayesianOptimization,,,,,,,
201,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-11-22 20:28:50.000000,2023-11-20 06:27:07,5818.0,95.0,861.0,112.0,1567.0,105.0,582.0,6942.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2023-11-20 08:27:37,2.7.0,47.0,perspective-python,conda-forge/perspective,,,['jupyter'],102.0,102.0,https://pypi.org/project/perspective-python,6916.0,20002.0,https://anaconda.org/conda-forge/perspective,2023-11-20 17:25:59.221,483129.0,,,,,2.0,1662.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,888.0,,,,,,,,,
202,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1809.0,200.0,206.0,11.0,1343.0,6288.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1400.0,1400.0,https://pypi.org/project/tensorpack,14065.0,14472.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10140.0,,,,,3.0,160.0,,,,,,,,,,,,
203,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-11-20 09:07:47.000000,2023-11-20 03:24:49,1077.0,8.0,355.0,83.0,518.0,50.0,448.0,5406.0,A scikit-learn compatible neural network library that wraps PyTorch.,60.0,31,True,2023-09-04 10:10:59,0.15.0,15.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1014.0,1014.0,https://pypi.org/project/skorch,55073.0,75523.0,https://anaconda.org/conda-forge/skorch,2023-09-06 08:43:59.780,777107.0,,,,,3.0,,,,,,,,,,,,,
204,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-11-17 15:55:43.000000,2023-07-28 00:16:45,2332.0,,1066.0,191.0,231.0,223.0,278.0,5360.0,Distributed Evolutionary Algorithms in Python.,87.0,31,True,,,6.0,deap,conda-forge/deap,,,,4144.0,4144.0,https://pypi.org/project/deap,207294.0,216637.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,345721.0,,,,,2.0,,,,,,,,,,,,,
205,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2023-11-22 19:03:20.000000,2023-11-22 13:48:24,28985.0,202.0,1497.0,182.0,2007.0,18.0,1536.0,4608.0,"mlpack: a fast, header-only C++ machine learning library.",309.0,31,True,2023-10-16 11:06:45,4.2.1,45.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,997.0,4985.0,https://anaconda.org/conda-forge/mlpack,2023-06-17 04:40:48.549,163512.0,,,,,3.0,,,,,2.0,,,,,,,,
206,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-11-22 14:44:01.000000,2023-10-23 13:17:06,765.0,31.0,355.0,71.0,275.0,58.0,493.0,4345.0,Visualizer for pandas data structures.,30.0,31,True,2023-10-02 20:11:29,3.7.0,137.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",940.0,940.0,https://pypi.org/project/dtale,141447.0,147578.0,https://anaconda.org/conda-forge/dtale,2023-10-02 20:41:19.114,257528.0,,,,,2.0,,,,,,,,,,,,,
207,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2023-11-21 17:14:00.000000,2023-11-21 16:57:29,1075.0,20.0,335.0,60.0,1328.0,76.0,172.0,3743.0,A Python toolbox for performing gradient-free optimization.,51.0,31,True,2023-11-19 06:23:52,1.0.1,30.0,nevergrad,conda-forge/nevergrad,,,,568.0,568.0,https://pypi.org/project/nevergrad,81595.0,82640.0,https://anaconda.org/conda-forge/nevergrad,2023-09-21 13:51:23.949,43892.0,,,,,2.0,,,,,,,,,,,,,
208,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-11-20 15:54:33.000000,2023-02-05 22:03:50,437.0,,516.0,63.0,211.0,165.0,148.0,3642.0,Header-only C++/python library for fast approximate nearest neighbors.,65.0,31,True,2023-02-07 20:10:08,0.7.0,8.0,hnswlib,conda-forge/hnswlib,,,,5459.0,5459.0,https://pypi.org/project/hnswlib,716823.0,720212.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,118637.0,,,,,3.0,,,,,,,,,,,,,
209,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2023-11-22 09:02:44.000000,2023-11-01 02:18:41,243.0,5.0,241.0,46.0,50.0,23.0,92.0,3634.0,A simple command-line utility for querying and monitoring GPU status.,17.0,31,True,2023-08-22 19:40:33,1.1.1,11.0,gpustat,conda-forge/gpustat,,,,4300.0,4300.0,https://pypi.org/project/gpustat,1088962.0,1096523.0,https://anaconda.org/conda-forge/gpustat,2023-08-23 10:35:25.821,272198.0,,,,,2.0,,,,,,,,,,,,,
210,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2023-11-21 21:16:03.000000,2023-11-21 21:15:59,435.0,7.0,582.0,79.0,227.0,73.0,403.0,3323.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,31,True,2023-09-29 21:06:57,0.7.2,17.0,implicit,conda-forge/implicit,,,,1159.0,1159.0,https://pypi.org/project/implicit,252053.0,266526.0,https://anaconda.org/conda-forge/implicit,2023-11-21 19:59:55.425,548862.0,,,,,1.0,662.0,,,,,,,,,,,,
211,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2023-11-22 19:45:31.000000,2023-11-13 18:59:50,3823.0,4.0,495.0,57.0,872.0,299.0,963.0,3286.0,A highly efficient implementation of Gaussian Processes in PyTorch.,125.0,31,True,2023-06-02 22:04:02,1.11,32.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],1676.0,1676.0,https://pypi.org/project/gpytorch,191655.0,194936.0,https://anaconda.org/conda-forge/gpytorch,2023-08-11 22:34:06.614,137827.0,,,,,2.0,,,,,,,,,,,,,
212,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-10-24 18:29:08.000000,2023-10-24 18:29:08,333.0,5.0,322.0,66.0,75.0,7.0,119.0,2890.0,A Python Perceptual Image Hashing Module.,26.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,11211.0,11211.0,https://pypi.org/project/ImageHash,1432420.0,1436556.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,347478.0,,,,,2.0,,,,,,,,,,,,,
213,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-11-20 19:23:17.000000,2023-11-20 19:22:47,1273.0,4.0,268.0,54.0,213.0,47.0,404.0,2830.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,35.0,31,True,2023-08-21 11:19:41,1.12.0,26.0,stumpy,conda-forge/stumpy,,,,568.0,568.0,https://pypi.org/project/stumpy,224018.0,247228.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,951620.0,,,,,2.0,,,,,,,,,,,,,
214,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-11-21 22:28:27.000000,2023-04-20 03:41:53,699.0,,242.0,43.0,795.0,69.0,282.0,2639.0,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:19,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],3494.0,3494.0,https://pypi.org/project/fairscale,440723.0,447601.0,https://anaconda.org/conda-forge/fairscale,2023-06-16 19:27:50.549,165077.0,,,,,2.0,,,,,,,,,,,,,
215,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2023-11-21 07:56:03.000000,2023-11-11 12:54:41,2661.0,43.0,333.0,37.0,504.0,45.0,212.0,2562.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",61.0,31,True,2023-09-11 23:06:00,0.3.9,15.0,textattack,conda-forge/textattack,,,,211.0,211.0,https://pypi.org/project/textattack,4091.0,4272.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,6885.0,,,,,2.0,,,,,,,,,,,,,
216,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-11-03 18:31:10.000000,2023-11-03 18:30:51,2922.0,32.0,667.0,79.0,846.0,222.0,619.0,2519.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",120.0,31,True,2023-10-16 21:49:45,0.1.24,14.0,pgmpy,,,,,772.0,772.0,https://pypi.org/project/pgmpy,57935.0,57942.0,,,,,,,,2.0,300.0,,,,,,,,,,,,
217,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2023-11-23 11:19:11.000000,2023-11-23 11:19:09,10659.0,80.0,371.0,58.0,2863.0,1003.0,2100.0,2515.0,"With Holoviews, your data visualizes itself.",137.0,31,True,2023-11-09 09:16:35,1.18.1,77.0,holoviews,conda-forge/holoviews,,,['jupyter'],,,https://pypi.org/project/holoviews,369111.0,405232.0,https://anaconda.org/conda-forge/holoviews,2023-11-08 21:19:49.170,1452029.0,,,,,2.0,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,706.0,,,,,,,,,
218,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-11-23 11:34:28.000000,2023-11-10 05:05:45,2292.0,71.0,577.0,76.0,2833.0,153.0,712.0,2267.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",221.0,31,True,2023-11-15 22:19:00,2.1.1,26.0,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,1701636.0,1701636.0,,,,,,,,2.0,,,,,,,,,,,,,
219,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-11-17 23:08:09.681000,2023-11-17 20:35:45,543.0,21.0,156.0,44.0,73.0,4.0,127.0,1925.0,a python library for doing approximate and phonetic matching of strings.,31.0,31,True,,,14.0,jellyfish,conda-forge/jellyfish,,,,7395.0,7395.0,https://pypi.org/project/jellyfish,2383230.0,2401490.0,https://anaconda.org/conda-forge/jellyfish,2023-11-17 23:08:09.681,748671.0,,,,,2.0,,,,,,,,,,,,,
220,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2023-11-22 14:24:34.000000,2023-11-22 14:05:48,513.0,15.0,372.0,85.0,98.0,77.0,253.0,1831.0,bt - flexible backtesting for Python.,30.0,31,True,2023-11-20 02:57:57,1.0.0,3.0,bt,conda-forge/bt,,,,1572.0,1572.0,https://pypi.org/project/bt,8925.0,9547.0,https://anaconda.org/conda-forge/bt,2023-11-20 16:37:06.276,19291.0,,,,,2.0,,,,,2.0,,,,,,,,
221,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2023-11-21 22:57:28.000000,2023-11-20 15:11:05,1449.0,79.0,246.0,42.0,637.0,134.0,868.0,1702.0,Synthetic data generation for tabular data.,45.0,31,True,2023-11-16 18:54:04,1.7.0,51.0,sdv,conda-forge/sdv,,,,296.0,296.0,https://pypi.org/project/sdv,61204.0,61853.0,https://anaconda.org/conda-forge/sdv,2023-11-17 17:35:07.427,14931.0,,,,,1.0,,,,,,,,,,,,,
222,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-11-23 09:40:03.000000,2023-11-23 09:27:39,4131.0,105.0,1041.0,154.0,1079.0,40.0,601.0,1672.0,Documentation and samples for ArcGIS API for Python.,89.0,31,True,2023-10-03 15:37:18,2.2.0,33.0,arcgis,,esridocker/arcgis-api-python-notebook,,,3.0,3.0,https://pypi.org/project/arcgis,79796.0,79909.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,3.0,9763.0,,,,,,,,,,,,
223,Feature Engine,feature-engine/feature_engine,others,,https://github.com/feature-engine/feature_engine,https://github.com/feature-engine/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000,2023-11-10 08:23:37.000000,2023-11-10 08:23:37,299.0,16.0,264.0,33.0,403.0,73.0,224.0,1589.0,Feature engineering package with sklearn like functionality.,43.0,31,True,2022-01-04 17:09:47,1.2.0,19.0,feature_engine,conda-forge/feature_engine,,,,2032.0,2032.0,https://pypi.org/project/feature_engine,128104.0,129190.0,https://anaconda.org/conda-forge/feature_engine,2023-09-19 07:41:06.631,42381.0,,,,,2.0,,,,,,,,,,,,,
224,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2023-11-23 11:34:40.000000,2023-11-22 08:12:59,1392.0,133.0,293.0,29.0,1418.0,20.0,96.0,1577.0,Pytorch domain library for recommendation systems.,183.0,31,True,2023-10-05 17:21:59,0.5.0,9.0,torchrec,,,,,76.0,76.0,https://pypi.org/project/torchrec,10707.0,10707.0,,,,,,,,1.0,,,,,,,,,,,,,
225,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2023-11-17 01:39:58.000000,2023-11-17 01:39:50,817.0,6.0,309.0,121.0,767.0,171.0,164.0,1441.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",83.0,31,True,2023-05-26 02:36:01,0.7.5,20.0,tensorflow-model-optimization,,,,['tensorflow'],3310.0,3310.0,https://pypi.org/project/tensorflow-model-optimization,485071.0,485071.0,,,,,,,,2.0,,,,,,,,,,,,,
226,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2023-11-21 17:35:28.000000,2023-11-21 17:35:27,929.0,12.0,416.0,87.0,209.0,46.0,235.0,1381.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,73.0,31,True,2023-01-27 12:18:54,3.1.4,15.0,emcee,conda-forge/emcee,,,,2131.0,2131.0,https://pypi.org/project/emcee,96581.0,100092.0,https://anaconda.org/conda-forge/emcee,2023-06-16 13:16:26.628,316063.0,,,,,2.0,,,,,,,,,,,,,
227,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2023-11-23 18:12:07.000000,2023-11-23 16:52:48,1187.0,152.0,309.0,60.0,1105.0,108.0,531.0,1330.0,All the open source things related to the Hugging Face Hub.,119.0,31,True,2023-11-16 16:22:16,0.19.4,59.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,23230602.0,23275466.0,https://anaconda.org/conda-forge/huggingface_hub,2023-11-20 21:28:32.103,1480534.0,,,,,3.0,,,,,,,,,,,,,
