,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
186,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2025-07-08 19:36:34.000000,2025-07-08 19:36:29,1425.0,2.0,3702.0,744.0,1146.0,377.0,589.0,19553.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],592.0,592.0,https://pypi.org/project/magenta,9695.0,9695.0,,,,,,,,2.0,,,,,,,,,,,,
187,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2025-04-22 14:57:35.321000,2020-10-14 16:36:49,6226.0,,4282.0,1018.0,1871.0,327.0,659.0,18661.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,1043.0,1043.0,https://pypi.org/project/zipline,1893.0,2081.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,10911.0,,,,,1.0,,,,,,,,,,,,
188,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2025-04-22 14:56:30.659000,2021-07-29 23:17:25,531.0,,1807.0,262.0,120.0,102.0,535.0,11934.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,9356.0,9356.0,https://pypi.org/project/lime,187682.0,192129.0,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,271275.0,,,,,2.0,,,,,,,,,,,,
189,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-06-23 20:14:15.000000,2024-10-17 22:52:09,3861.0,,1175.0,193.0,2870.0,42.0,1038.0,11523.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",156.0,32,True,2024-07-30 00:11:51,0.10.4,51.0,ludwig,,,,['tensorflow'],318.0,318.0,https://pypi.org/project/ludwig,2595.0,2595.0,,,,,,,,3.0,,,,,,,,,,,,
190,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2036.0,281.0,3400.0,50.0,1494.0,10597.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,32,False,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],273.0,273.0,https://pypi.org/project/parlai,1160.0,1160.0,,,,,,,,2.0,,,,,,,,,,,,
191,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2025-07-07 02:18:11.467000,2025-07-03 21:17:21,544.0,17.0,1551.0,284.0,440.0,294.0,642.0,9936.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,10.0,32,True,2025-07-03 21:13:56,1.1.0,32.0,tpot,conda-forge/tpot,,,['sklearn'],3535.0,3535.0,https://pypi.org/project/tpot,31379.0,36340.0,https://anaconda.org/conda-forge/tpot,2025-07-07 02:18:11.467,302627.0,,,,,2.0,,,,,,,,,,,,
192,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,,1387.0,299.0,897.0,150.0,760.0,9245.0,AutoML library for deep learning.,146.0,32,True,2024-03-20 21:24:21,2.0.0,59.0,autokeras,,,,['tensorflow'],873.0,873.0,https://pypi.org/project/autokeras,14288.0,14502.0,,,,,,,,2.0,19745.0,,,,,,,,,,,
193,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2025-06-10 02:26:07.000000,2024-12-25 06:44:36,2948.0,,1690.0,91.0,1713.0,14.0,2167.0,9090.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,32,True,2024-11-05 11:28:52,2.10.0,20.0,paddleseg,,,,['paddle'],1454.0,1454.0,https://pypi.org/project/paddleseg,2024.0,2024.0,,,,,,,,2.0,,,,,,,,,,,,
194,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-06-17 04:13:51.000000,2025-06-13 01:59:41,551.0,8.0,849.0,83.0,300.0,79.0,377.0,7954.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",85.0,32,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,59166.0,59166.0,https://pypi.org/project/tensorboardX,3243261.0,3264998.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1303931.0,,,,,2.0,490.0,,,,,,,,,,,
195,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-07-07 20:05:19.000000,2024-11-13 18:39:43,1380.0,,887.0,157.0,1739.0,149.0,865.0,7487.0,An open source python library for automated feature engineering.,75.0,32,True,2024-05-14 18:59:20,1.31.0,100.0,featuretools,conda-forge/featuretools,,,,2100.0,2100.0,https://pypi.org/project/featuretools,75402.0,79616.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,257078.0,,,,,2.0,,,,,,,,,,,,
196,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2025-03-06 03:47:21.000000,2024-06-27 17:56:21,2895.0,,2114.0,178.0,1154.0,19.0,1429.0,6903.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,32,False,2024-03-18 14:01:33,3.5.1,50.0,OpenNMT-py,,,,['pytorch'],342.0,342.0,https://pypi.org/project/OpenNMT-py,13192.0,13192.0,,,,,,,,2.0,,,,,,,,,,,,
197,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2025-05-04 15:19:30.415000,2025-05-04 14:31:12,2355.0,6.0,1129.0,188.0,244.0,234.0,289.0,6138.0,Distributed Evolutionary Algorithms in Python.,91.0,32,True,,,8.0,deap,conda-forge/deap,,,,6775.0,6775.0,https://pypi.org/project/deap,244811.0,254518.0,https://anaconda.org/conda-forge/deap,2025-05-04 15:19:30.415,553334.0,,,,,2.0,,,,,,,,,,,,
198,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2025-07-09 20:02:13.000000,2025-06-26 14:30:56,2264.0,4.0,342.0,41.0,2259.0,392.0,674.0,5694.0,Aim An easy-to-use & supercharged open-source experiment tracker.,82.0,32,True,2025-05-08 10:24:23,3.29.1,71.0,aim,conda-forge/aim,,,,920.0,920.0,https://pypi.org/project/aim,108127.0,110814.0,https://anaconda.org/conda-forge/aim,2025-04-22 14:57:56.531,128993.0,,,,,2.0,,,,,,,,,,,,
199,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-06-23 22:12:36.000000,2024-06-17 19:23:44,491.0,,688.0,65.0,241.0,223.0,165.0,4789.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,False,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,8279.0,8279.0,https://pypi.org/project/hnswlib,541215.0,547960.0,https://anaconda.org/conda-forge/hnswlib,2025-04-22 14:57:43.850,371017.0,,,,,3.0,,,,,,,,,,,,
200,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2025-07-08 10:16:12.000000,2025-07-08 10:13:04,3627.0,2.0,439.0,32.0,3443.0,13.0,2197.0,4570.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,113.0,32,True,2025-03-11 08:58:41,2.8.0,100.0,argilla,,,,,3042.0,3042.0,https://pypi.org/project/argilla,291452.0,291452.0,,,,,,,,2.0,,,,,,,,,,,,
201,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-07-10 17:39:43.000000,2025-07-10 17:39:43,1995.0,40.0,677.0,42.0,1012.0,539.0,346.0,4379.0,Time series forecasting with PyTorch.,74.0,32,True,2025-06-13 20:43:02,1.4.0,36.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,662.0,662.0,https://pypi.org/project/pytorch-forecasting,250054.0,251456.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-07-05 15:50:09.806,81368.0,,,,,2.0,,,,,,sktime/pytorch-forecasting,,,,,,
202,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-05-23 00:35:33.000000,2025-05-23 00:35:32,12230.0,12.0,1070.0,154.0,472.0,643.0,764.0,4347.0,Probabilistic reasoning and statistical analysis in TensorFlow.,503.0,32,True,2024-11-08 16:30:13,0.25.0,52.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],4.0,4.0,https://pypi.org/project/tensorflow-probability,766488.0,770017.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-04-22 14:57:01.266,187075.0,,,,,2.0,,,,,,,,,,,,
203,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2025-05-30 21:38:02.000000,2025-04-23 15:27:35,1145.0,3.0,362.0,56.0,1428.0,85.0,186.0,4094.0,A Python toolbox for performing gradient-free optimization.,58.0,32,True,2025-04-23 15:28:19,1.0.12,40.0,nevergrad,conda-forge/nevergrad,,,,937.0,937.0,https://pypi.org/project/nevergrad,216297.0,217331.0,https://anaconda.org/conda-forge/nevergrad,2025-04-22 14:57:24.222,64162.0,,,,,2.0,,,,,,,,,,,,
204,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2025-07-10 17:53:33.000000,2025-07-10 14:04:22,1249.0,13.0,427.0,38.0,600.0,104.0,526.0,3625.0,Scalable and user friendly neural forecasting algorithms.,52.0,32,True,2025-06-17 17:49:01,3.0.2,26.0,neuralforecast,conda-forge/neuralforecast,,,,407.0,407.0,https://pypi.org/project/neuralforecast,84472.0,85499.0,https://anaconda.org/conda-forge/neuralforecast,2025-04-22 14:58:13.961,41087.0,,,,,2.0,,,,,,,,,,,,
205,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2025-07-10 15:29:33.000000,2025-07-10 11:56:13,1394.0,35.0,295.0,29.0,1264.0,72.0,522.0,3464.0,A python library for self-supervised learning on images.,67.0,32,True,2025-06-11 15:31:17,1.15.21,100.0,lightly,,,,['pytorch'],465.0,465.0,https://pypi.org/project/lightly,60004.0,60004.0,,,,,,,,2.0,,,,,,,,,,,,
206,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2025-07-10 17:26:56.000000,2025-07-10 13:35:34,1976.0,107.0,361.0,44.0,1059.0,157.0,1327.0,3057.0,Synthetic data generation for tabular data.,50.0,32,True,2025-07-01 02:14:04,1.24.0,78.0,sdv,conda-forge/sdv,,,,819.0,819.0,https://pypi.org/project/sdv,70017.0,71287.0,https://anaconda.org/conda-forge/sdv,2025-07-01 18:29:23.285,54635.0,,,,,1.0,,,,,,,,,,,,
207,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2025-07-10 16:02:52.000000,2025-07-10 16:02:52,18371.0,56.0,1341.0,82.0,8300.0,512.0,4467.0,2993.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,398.0,32,True,2024-12-18 21:22:26,1.9.0,63.0,mne,conda-forge/mne,,,,,,https://pypi.org/project/mne,239866.0,248753.0,https://anaconda.org/conda-forge/mne,2025-07-03 19:30:53.918,550995.0,,,,,2.0,,,,,,,,,,,,
208,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2025-04-22 14:56:38.802000,2021-10-12 13:32:38,1570.0,,520.0,62.0,546.0,254.0,393.0,2782.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,8539.0,8539.0,https://pypi.org/project/scikit-optimize,1205550.0,1218912.0,https://anaconda.org/conda-forge/scikit-optimize,2025-04-22 14:56:38.802,788398.0,,,,,2.0,,,,,,,,,,,,
209,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2025-04-22 14:56:24.379000,2024-10-29 11:59:38,2311.0,,549.0,66.0,489.0,264.0,714.0,2463.0,Survival analysis in Python.,120.0,32,True,2024-10-29 12:00:17,0.30.0,100.0,lifelines,conda-forge/lifelines,,,,4120.0,4120.0,https://pypi.org/project/lifelines,1956348.0,1963462.0,https://anaconda.org/conda-forge/lifelines,2025-04-22 14:56:24.379,441125.0,,,,,2.0,,,,,,,,,,,,
210,Feature Engine,feature-engine/feature_engine,others,,https://github.com/feature-engine/feature_engine,https://github.com/feature-engine/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000,2025-07-06 21:17:13.000000,2025-07-06 21:16:44,383.0,11.0,309.0,34.0,513.0,63.0,283.0,2090.0,Feature engineering package with sklearn like functionality.,53.0,32,True,2022-01-04 17:09:47,1.2.0,24.0,feature_engine,conda-forge/feature_engine,,,,3837.0,3837.0,https://pypi.org/project/feature_engine,307592.0,308877.0,https://anaconda.org/conda-forge/feature_engine,2025-04-22 14:57:33.475,75867.0,,,,,2.0,,,,,,,,,,,,
211,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2025-07-09 13:00:28.839000,2025-06-30 23:52:31,784.0,16.0,360.0,45.0,446.0,55.0,272.0,1822.0,Training PyTorch models with differential privacy.,85.0,32,True,2025-05-27 16:23:36,1.5.4,26.0,opacus,conda-forge/opacus,,,['pytorch'],1181.0,1181.0,https://pypi.org/project/opacus,121194.0,121800.0,https://anaconda.org/conda-forge/opacus,2025-07-09 13:00:28.839,25402.0,,,,,1.0,141.0,,,,,,,,,,,
212,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2025-07-10 13:45:57.000000,2025-07-10 13:43:50,1669.0,17.0,172.0,16.0,900.0,109.0,469.0,1431.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,110.0,32,True,2025-03-07 00:16:27,0.31.0,60.0,pyjanitor,conda-forge/pyjanitor,,,,969.0,969.0,https://pypi.org/project/pyjanitor,103989.0,108444.0,https://anaconda.org/conda-forge/pyjanitor,2025-04-22 14:56:48.797,276214.0,,,,,2.0,,,,,,,,,,,,
213,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2025-07-09 18:14:46.000000,2025-06-25 14:53:08,792.0,27.0,112.0,24.0,654.0,353.0,530.0,1210.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",51.0,32,True,2025-05-01 14:12:05,0.11.3,24.0,hvplot,conda-forge/hvplot,,,,7249.0,7249.0,https://pypi.org/project/hvplot,409260.0,422304.0,https://anaconda.org/conda-forge/hvplot,2025-05-01 17:16:52.640,795712.0,,,,,3.0,,,,,,,,,,,,
214,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2025-07-10 16:30:22.000000,2025-07-10 16:30:22,11729.0,61.0,246.0,52.0,12480.0,210.0,2250.0,1016.0,Cloud-native genomic dataframes and batch computing.,98.0,32,True,2025-06-26 21:38:36,0.2.135,100.0,hail,,,,['spark'],168.0,168.0,https://pypi.org/project/hail,29286.0,29286.0,,,,,,,,2.0,,,,,,,,,,,,
215,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2025-05-20 15:27:13.000000,2025-05-20 15:27:05,6130.0,10.0,256.0,33.0,876.0,112.0,417.0,713.0,Python package to access a cacophony of neuro-imaging file formats.,107.0,32,True,2024-10-15 19:03:04,5.3.1,42.0,nibabel,conda-forge/nibabel,,,,30014.0,30014.0,https://pypi.org/project/nibabel,860683.0,875935.0,https://anaconda.org/conda-forge/nibabel,2025-04-22 14:56:22.960,930385.0,,,,,2.0,,,,,,,,,,,,
216,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2025-07-10 14:22:52.000000,2025-07-01 13:32:11,2031.0,18.0,3997.0,369.0,989.0,245.0,723.0,26482.0,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring..",140.0,31,True,2024-12-23 07:36:40,0.9.6,22.0,pyqlib,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pyqlib,9758.0,9772.0,,,,,,,,1.0,837.0,,,,,,,,,,,
217,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/serve,https://github.com/jina-ai/serve,Apache-2.0,2020-02-13 17:04:44.000,2025-04-22 14:57:59.713000,2025-03-24 13:59:53,8644.0,,2214.0,216.0,4226.0,1.0,1946.0,21650.0,Build multimodal AI applications with cloud-native stack.,185.0,31,True,2024-11-12 08:26:45,3.28.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,,,https://pypi.org/project/jina,51513.0,81272.0,https://anaconda.org/conda-forge/jina-core,2025-04-22 14:57:59.713,100017.0,https://hub.docker.com/r/jinaai/jina,2025-03-24 14:11:41.059929,8.0,1793070.0,3.0,,,,,,jina-ai/serve,,,,,,
218,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-06-09 10:03:39.000000,2025-06-09 10:03:34,870.0,1.0,1296.0,419.0,95.0,32.0,161.0,9863.0,TensorFlow-based neural network library.,61.0,31,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1460.0,1460.0,https://pypi.org/project/dm-sonnet,20414.0,21064.0,https://anaconda.org/conda-forge/sonnet,2025-04-22 14:57:17.453,44261.0,,,,,3.0,,,,,,google-deepmind/sonnet,,,,,,
219,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2025-06-26 03:52:40.000000,2025-06-26 01:12:24,1216.0,6.0,1378.0,97.0,696.0,677.0,532.0,8716.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,131.0,31,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],3261.0,3261.0,,,9218.0,https://anaconda.org/conda-forge/nvidia-apex,2025-05-30 06:14:27.719,525460.0,,,,,2.0,,,,,,,,,,,,
220,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2025-07-09 09:30:28.000000,2025-07-09 09:30:27,4102.0,63.0,1320.0,258.0,10266.0,1190.0,1770.0,8106.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",117.0,31,True,2025-04-09 06:51:51,0.1.0-mas,22.0,bigdl,,,,,,,https://pypi.org/project/bigdl,5457.0,5464.0,,,,,,,,2.0,701.0,,,,,intel/ipex-llm,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4
221,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2025-06-26 07:01:12.000000,2023-04-18 11:08:13,2759.0,,1285.0,213.0,728.0,198.0,831.0,7881.0,Automated Machine Learning with scikit-learn.,88.0,31,False,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],698.0,698.0,https://pypi.org/project/auto-sklearn,14023.0,14676.0,https://anaconda.org/conda-forge/auto-sklearn,2025-04-22 14:57:49.654,33303.0,,,,,2.0,68.0,,,,,,,,,,,
222,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2025-05-26 20:08:15.000000,2024-12-27 12:36:14,1223.0,,943.0,118.0,280.0,16.0,644.0,7437.0,Distributed Asynchronous Hyperparameter Optimization in Python.,105.0,31,True,,,7.0,hyperopt,conda-forge/hyperopt,,,,22071.0,22071.0,https://pypi.org/project/hyperopt,2600407.0,2615182.0,https://anaconda.org/conda-forge/hyperopt,2025-04-22 14:56:55.071,842192.0,,,,,2.0,,,,,,,,,,,,
223,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2025-07-04 21:01:57.000000,2024-11-26 06:34:41,2711.0,,1153.0,207.0,1053.0,28.0,615.0,6905.0,An open source library for deep learning end-to-end dialog systems and chatbots.,78.0,31,True,2024-08-12 17:09:11,1.7.0,64.0,deeppavlov,,,,['tensorflow'],439.0,439.0,https://pypi.org/project/deeppavlov,9339.0,9339.0,,,,,,,,2.0,,,,,,deeppavlov/DeepPavlov,,,,,,
224,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2025-07-10 17:39:00.000000,2025-07-10 17:38:56,324.0,68.0,1180.0,205.0,284.0,139.0,377.0,6717.0,Official Kaggle API.,49.0,31,True,2025-05-08 21:11:47,1.7.4.5,23.0,kaggle,conda-forge/kaggle,,,,21.0,21.0,https://pypi.org/project/kaggle,356655.0,360755.0,https://anaconda.org/conda-forge/kaggle,2025-04-22 14:57:05.316,237839.0,,,,,2.0,,,,,,,,,,,,
225,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2025-04-20 04:17:24.000000,2024-12-11 19:01:35,1284.0,,649.0,62.0,149.0,69.0,454.0,6180.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",46.0,31,True,2024-12-11 19:23:54,2.8.1,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],2874.0,2874.0,https://pypi.org/project/pytorch-metric-learning,808373.0,808567.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2025-03-25 16:28:35.582,12863.0,,,,,2.0,,,,,,,,,,,,
226,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-06-26 13:25:10.000000,2025-06-26 13:25:10,1117.0,3.0,393.0,80.0,563.0,56.0,472.0,6074.0,A scikit-learn compatible neural network library that wraps PyTorch.,67.0,31,True,2025-01-10 13:04:37,1.1.0,17.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1713.0,1713.0,https://pypi.org/project/skorch,118871.0,132716.0,https://anaconda.org/conda-forge/skorch,2025-04-22 14:56:55.090,803055.0,,,,,3.0,,,,,,,,,,,,
227,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2025-06-19 23:52:23.000000,2025-06-19 23:52:23,1661.0,1.0,866.0,116.0,542.0,133.0,348.0,5039.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,112.0,31,True,2025-01-26 16:02:11,0.23.4,32.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],20702.0,20702.0,https://pypi.org/project/mlxtend,838788.0,844905.0,https://anaconda.org/conda-forge/mlxtend,2025-04-22 14:56:38.886,367064.0,,,,,2.0,,,,,,,,,,,,
228,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2025-07-09 23:57:26.173000,2025-07-08 15:58:37,583.0,47.0,646.0,47.0,615.0,,,4655.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,61.0,31,True,2025-07-08 16:33:26,0.11.30,100.0,sahi,conda-forge/sahi,,,,1898.0,1898.0,https://pypi.org/project/sahi,135115.0,138213.0,https://anaconda.org/conda-forge/sahi,2025-07-09 23:57:26.173,106520.0,,,,,2.0,38777.0,,,,,,,,,,,
229,anomalib,openvinotoolkit/anomalib,ml-frameworks,,https://github.com/open-edge-platform/anomalib,https://github.com/open-edge-platform/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2025-07-09 15:50:44.000000,2025-07-09 15:50:41,800.0,46.0,755.0,44.0,1162.0,115.0,953.0,4464.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",92.0,31,True,2025-03-19 16:23:08,2.0.0,38.0,anomalib,,,,,194.0,194.0,https://pypi.org/project/anomalib,18220.0,18954.0,,,,,,,,3.0,31569.0,,,,,open-edge-platform/anomalib,,,,,,
