,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,trending,new_addition
122,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-10-27 05:48:37.000000,2023-10-25 07:33:27,1701.0,12.0,1272.0,147.0,202.0,169.0,144.0,7526.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,49.0,34,True,2023-10-25 07:38:28,1.1.1,37.0,pyod,conda-forge/pyod,,,,2902.0,2902.0,https://pypi.org/project/pyod,631164.0,633219.0,https://anaconda.org/conda-forge/pyod,2023-10-25 09:59:42.105,84286.0,,,,,2.0,,,,,,,,,,,,,,
123,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-10-27 14:28:34.721000,2023-10-26 18:06:30,1312.0,18.0,818.0,156.0,1647.0,169.0,803.0,6836.0,An open source python library for automated feature engineering.,71.0,34,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1442.0,1442.0,https://pypi.org/project/featuretools,63496.0,67731.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,169438.0,,,,,1.0,,,,,,,,,,,,,,
124,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-10-26 15:14:00.000000,2023-10-26 15:14:00,2836.0,24.0,2068.0,173.0,1087.0,14.0,1392.0,6310.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,190.0,34,True,2023-10-20 13:37:47,3.4.2,47.0,OpenNMT-py,,,,['pytorch'],227.0,227.0,https://pypi.org/project/OpenNMT-py,6091.0,6091.0,,,,,,,,2.0,,,,,,,,,,,,,,
125,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-10-28 21:18:39.000000,2023-10-27 13:57:53,18448.0,757.0,424.0,52.0,2380.0,404.0,948.0,5329.0,"Visualize, create, and debug image and video datasets and model predictions.",96.0,34,True,2023-10-20 13:51:36,0.22.2,73.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",416.0,416.0,https://pypi.org/project/fiftyone,39875.0,39875.0,,,,,,,,2.0,,,,,,,,,,,,,,
126,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2023-10-27 21:01:15.000000,2023-10-27 21:01:15,20649.0,443.0,1061.0,238.0,7363.0,639.0,1286.0,4474.0,Accelerate LLM with low-bit (FP4 / INT4 / FP8 / INT8) optimizations using bigdl-llm.,188.0,34,True,2023-04-24 02:17:43,2.3.0,18.0,bigdl,,,,,45.0,45.0,https://pypi.org/project/bigdl,6533.0,6533.0,,,,,,,,2.0,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,,,
127,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-10-29 00:21:17.000000,2023-09-22 14:09:39,11952.0,274.0,1039.0,101.0,1260.0,107.0,735.0,4050.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,34,True,2023-09-22 14:42:30,1.16.0,54.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,439.0,439.0,https://pypi.org/project/adversarial-robustness-toolbox,25892.0,26743.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-09-22 17:09:10.511,33208.0,,,,,1.0,,,,,,,,,,,,,,
128,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2023-10-29 01:13:27.000000,2023-10-26 09:59:01,2157.0,29.0,465.0,31.0,482.0,50.0,223.0,4049.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",454.0,34,True,2023-08-21 13:05:21,0.29.1,10.0,gymnasium,conda-forge/gymnasium,,,,2959.0,2959.0,https://pypi.org/project/gymnasium,368655.0,371758.0,https://anaconda.org/conda-forge/gymnasium,2023-06-18 08:43:17.773,31037.0,,,,,1.0,,,,,,,,,,,,,,
129,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-10-27 17:01:58.000000,2023-10-23 20:57:30,7307.0,44.0,593.0,117.0,1142.0,302.0,1099.0,3135.0,High-performance interactive 2D/3D data visualization library.,189.0,34,True,2023-10-03 22:23:12,0.14.1,35.0,vispy,conda-forge/vispy,,,['jupyter'],1291.0,1291.0,https://pypi.org/project/vispy,72744.0,84591.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,437267.0,,,,,2.0,,vispy,https://www.npmjs.com/package/vispy,29.0,,,,,,,,,,
130,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2023-10-29 02:21:20.000000,2023-10-29 02:21:19,2702.0,2663.0,198.0,25.0,104.0,110.0,494.0,2430.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",46.0,34,True,2023-10-23 15:54:14,0.11.1,6.0,litellm,,,,,299.0,299.0,https://pypi.org/project/litellm,142824.0,142824.0,,,,,,,,2.0,,,,,,,,,,,,,,
131,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-10-28 07:46:24.000000,2023-10-27 20:35:37,2622.0,143.0,262.0,68.0,1342.0,23.0,559.0,2158.0,Adaptive Experimentation Platform.,154.0,34,True,2023-08-11 14:37:31,0.3.4,36.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],565.0,565.0,https://pypi.org/project/ax-platform,116115.0,116612.0,https://anaconda.org/conda-forge/ax-platform,2023-08-12 13:48:33.316,13939.0,,,,,1.0,,,,,,,,,,,,,,
132,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-09-21 10:44:11.000000,2023-09-21 00:13:10,1827.0,3.0,195.0,29.0,207.0,18.0,387.0,1327.0,The ctypes-based simple ImageMagick binding for Python.,103.0,34,True,2023-01-05 13:25:52,0.6.11,23.0,wand,conda-forge/wand,,,,17447.0,17447.0,https://pypi.org/project/wand,803383.0,804521.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,33008.0,,,,,2.0,28214.0,,,,,,,,,,,,,
133,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-10-28 20:19:46.000000,2023-10-28 20:14:17,2918.0,69.0,346.0,57.0,1100.0,276.0,905.0,1287.0,Cartopy - a cartographic python library with matplotlib support.,124.0,34,True,2023-08-05 00:46:57,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,3913.0,3913.0,https://pypi.org/project/cartopy,133038.0,212723.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3267124.0,,,,,2.0,,,,,,,,,,,,,,
134,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2023-10-26 09:17:11.000000,2023-10-17 15:41:51,860.0,19.0,298.0,44.0,996.0,68.0,161.0,1150.0,Making text a first-class citizen in TensorFlow.,111.0,34,True,2023-10-06 19:23:09,2.14.0,52.0,tensorflow-text,,,,['tensorflow'],5961.0,5961.0,https://pypi.org/project/tensorflow-text,3188419.0,3188419.0,,,,,,,,2.0,,,,,,,,,,,,,,
135,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2023-10-28 00:27:48.000000,2023-10-27 09:35:34,1474.0,109.0,152.0,31.0,1313.0,38.0,166.0,1061.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,77.0,34,True,2023-07-24 18:30:10,2023.2.1,21.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],8252.0,8252.0,https://pypi.org/project/scikit-learn-intelex,172568.0,179853.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2023-07-25 12:42:29.795,218555.0,,,,,1.0,,,,,,,,,,,,,,
136,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2023-10-24 23:11:42.000000,2023-10-16 16:45:42,1491.0,9.0,6674.0,380.0,640.0,364.0,3017.0,26985.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",259.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1416.0,1416.0,https://pypi.org/project/detectron2,,5354.0,https://anaconda.org/conda-forge/detectron2,2023-06-23 08:23:13.856,208829.0,,,,,2.0,,,,,,,,,,,,,,
137,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2023-10-29 03:46:21.000000,2023-10-29 01:29:25,7279.0,257.0,2525.0,296.0,175.0,23.0,975.0,24300.0,"Visualizer for neural network, deep learning and machine learning models.",,33,True,2023-10-28 04:03:29,7.2.7,2.0,netron,,,,"['pytorch', 'tensorflow']",10.0,10.0,https://pypi.org/project/netron,15958.0,54775.0,,,,,,,,1.0,38817.0,,,,,,,,,,,,,
138,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-10-28 09:18:36.000000,2023-10-28 08:39:25,4514.0,139.0,2254.0,223.0,609.0,25.0,724.0,21137.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",153.0,33,True,2023-10-28 08:41:12,0.19.1,86.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,81578.0,130164.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9833.0,,,,,2.0,1493491.0,,,,,,,,,,,,,
139,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-10-01 11:57:13.000000,2023-09-10 02:01:49,2281.0,23.0,4748.0,489.0,149.0,968.0,1337.0,18660.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,33,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],1114.0,1114.0,https://pypi.org/project/insightface,440808.0,579618.0,,,,,,,,2.0,832863.0,,,,,,,,,,,,,
140,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2023-10-29 03:22:07.000000,2023-10-28 10:31:07,15309.0,1786.0,2466.0,373.0,4220.0,553.0,2961.0,18633.0,MindsDB connects AI models to real time data.,794.0,33,True,2023-10-19 17:25:42,23.10.3.1,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,4842.0,4842.0,,,,,,,,3.0,,,,,,,,,,,,,,
141,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1712.0,265.0,114.0,81.0,535.0,10933.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,4520.0,4520.0,https://pypi.org/project/lime,316972.0,319279.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,189226.0,,,,,1.0,,,,,,,,,,,,,,
142,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-10-28 23:05:16.000000,2023-10-28 08:42:06,3568.0,123.0,763.0,133.0,154.0,97.0,923.0,10247.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",87.0,33,True,2023-10-28 23:21:15,15.3.1,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,645.0,645.0,https://pypi.org/project/ocrmypdf,50383.0,52571.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,57897.0,,,,,2.0,758.0,,,,,,ocrmypdf,ocrmypdf,,,,,,
143,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-10-28 02:20:42.000000,2023-10-28 02:20:41,3715.0,160.0,1059.0,188.0,2691.0,258.0,729.0,10001.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",146.0,33,True,2023-10-13 15:47:19,0.8.6,42.0,ludwig,,,,['tensorflow'],207.0,207.0,https://pypi.org/project/ludwig,5882.0,5882.0,,,,,,,,3.0,,,,,,,,,,,,,,
144,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-09-06 21:46:11.000000,2023-09-06 21:46:11,2424.0,6.0,1505.0,290.0,424.0,269.0,633.0,9275.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,116.0,33,True,2023-08-15 18:21:39,0.12.1,29.0,tpot,conda-forge/tpot,,,['sklearn'],2385.0,2385.0,https://pypi.org/project/tpot,36933.0,42882.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,237970.0,,,,,2.0,,,,,,,,,,,,,,
145,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-10-26 15:35:19.000000,2023-10-17 20:31:26,10395.0,9.0,1858.0,349.0,3397.0,125.0,1130.0,8304.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,33,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,120703.0,124429.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,134165.0,,,,,3.0,,,,,,,,,,,,,,
146,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000000,2022-12-08 17:49:19,746.0,,957.0,133.0,217.0,274.0,267.0,7779.0,Manipulate audio with a simple and easy high level interface.,95.0,33,True,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,40803.0,40803.0,https://pypi.org/project/pydub,2959410.0,2960647.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,71796.0,,,,,2.0,,,,,,,,,,,,,,
147,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-10-29 03:27:20.000000,2023-10-18 08:55:23,2853.0,16.0,1555.0,87.0,1606.0,330.0,1598.0,7689.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,33,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1039.0,1039.0,https://pypi.org/project/paddleseg,1985.0,1985.0,,,,,,,,2.0,,,,,,,,,,,,,,
148,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-10-27 08:55:42.383000,2023-10-26 19:31:17,797.0,55.0,632.0,275.0,1045.0,237.0,328.0,7093.0,Build and manage real-life data science projects with ease!.,75.0,33,True,2023-10-26 18:27:08,2.10.4,99.0,metaflow,conda-forge/metaflow,,,,543.0,543.0,https://pypi.org/project/metaflow,145526.0,149432.0,https://anaconda.org/conda-forge/metaflow,2023-10-27 08:55:42.383,152365.0,,,,,2.0,,,,,,,,,,,,,,
149,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-10-28 16:24:26.000000,2023-10-06 05:01:16,4079.0,199.0,837.0,146.0,454.0,75.0,748.0,6829.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",64.0,33,True,2023-10-06 05:16:12,1.6.1,19.0,stanza,stanfordnlp/stanza,,,,2182.0,2182.0,https://pypi.org/project/stanza,133281.0,133448.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7209.0,,,,,2.0,,,,,,,,,,,,,,
150,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-10-28 08:21:08.000000,2023-10-27 04:33:22,32205.0,171.0,1945.0,389.0,6676.0,2649.0,6470.0,6516.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",247.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,367853.0,367853.0,,,,,,,,2.0,,,,,,,,,,,,,,
151,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-10-26 12:49:43.000000,2023-10-17 11:40:34,2699.0,10.0,1114.0,211.0,1035.0,18.0,613.0,6384.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,33,True,2023-10-17 11:41:15,1.4.0,61.0,deeppavlov,,,,['tensorflow'],361.0,361.0,https://pypi.org/project/deeppavlov,8215.0,8215.0,,,,,,,,2.0,,,,,deeppavlov/DeepPavlov,,,,,,,,,
152,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-10-28 20:52:18.000000,2023-10-28 02:11:01,37147.0,318.0,724.0,143.0,8601.0,839.0,4870.0,6023.0,cuDF - GPU DataFrame Library.,262.0,33,True,2023-10-11 15:25:48,23.10.00,41.0,cudf,,,,,47.0,47.0,https://pypi.org/project/cudf,1663.0,1663.0,,,,,,,,1.0,,,,,,,,,,,,,,
153,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-10-25 23:42:36.000000,2023-10-25 23:42:28,2754.0,49.0,673.0,141.0,88.0,68.0,321.0,5745.0,Fit interpretable models. Explain blackbox machine learning.,39.0,33,True,2023-08-28 03:48:17,0.4.4,39.0,interpret,,,,['jupyter'],547.0,547.0,https://pypi.org/project/interpret,79511.0,79511.0,,,,,,,,1.0,,,,,,,,,,,,,,
154,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-10-28 19:56:26.000000,2023-10-28 19:55:56,2224.0,58.0,602.0,90.0,237.0,389.0,507.0,4815.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",87.0,33,True,2023-09-25 21:43:22,1.13.1,89.0,clearml,,allegroai/trains,,,767.0,767.0,https://pypi.org/project/clearml,228395.0,229007.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30186.0,2.0,1677.0,,,,,,,,,,,,,
155,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-10-27 17:01:13.000000,2023-10-27 17:01:07,11985.0,55.0,1023.0,170.0,454.0,572.0,733.0,3991.0,Probabilistic reasoning and statistical analysis in TensorFlow.,483.0,33,True,2023-10-23 16:37:21,0.22.1,49.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1304618.0,1308229.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-10-23 21:42:11.123,115571.0,,,,,2.0,,,,,,,,,,,,,,
156,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-10-27 18:17:17.000000,2023-10-27 18:17:16,1488.0,36.0,353.0,93.0,729.0,122.0,440.0,3092.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,3062.0,3062.0,https://pypi.org/project/datashader,294196.0,311338.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,702836.0,,,,,2.0,,,,,,,,,,,,,,
157,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-10-28 12:34:21.000000,2023-10-26 18:05:05,1707.0,88.0,331.0,54.0,1439.0,52.0,378.0,2808.0,Bayesian optimization in PyTorch.,105.0,33,True,2023-08-10 22:11:42,0.9.2,38.0,botorch,conda-forge/botorch,,,['pytorch'],714.0,714.0,https://pypi.org/project/botorch,163963.0,166308.0,https://anaconda.org/conda-forge/botorch,2023-08-11 23:47:35.517,89144.0,,,,,2.0,,,,,,,,,,,,,,
158,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-10-25 09:08:42.000000,2021-10-12 13:32:38,1570.0,,492.0,64.0,535.0,249.0,391.0,2674.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,4929.0,4929.0,https://pypi.org/project/scikit-optimize,508570.0,517712.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,685700.0,,,,,2.0,,,,,,,,,,,,,,
159,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-10-28 07:08:19.000000,2023-10-28 06:33:50,1627.0,13.0,314.0,60.0,178.0,111.0,191.0,2619.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-08-21 13:24:24,0.6.2,24.0,tslearn,conda-forge/tslearn,,,['sklearn'],994.0,994.0,https://pypi.org/project/tslearn,301552.0,332919.0,https://anaconda.org/conda-forge/tslearn,2023-08-21 16:01:42.662,1254698.0,,,,,1.0,,,,,,,,,,,,,,
160,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-10-25 10:00:15.000000,2023-10-10 18:59:07,934.0,21.0,381.0,38.0,147.0,44.0,237.0,2290.0,A library of sklearn compatible categorical variable encoders.,64.0,33,True,2023-08-15 16:12:45,2.6.2,19.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1157.0,1157.0,https://pypi.org/project/category_encoders,1227656.0,1237805.0,https://anaconda.org/conda-forge/category_encoders,2023-08-15 19:21:54.750,243583.0,,,,,2.0,,,,,,,,,,,,,,
161,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-10-27 15:37:46.000000,2023-10-27 15:37:46,2270.0,15.0,521.0,71.0,476.0,249.0,679.0,2189.0,Survival analysis in Python.,113.0,33,True,2023-09-13 15:30:38,0.27.8,100.0,lifelines,conda-forge/lifelines,,,,1907.0,1907.0,https://pypi.org/project/lifelines,399906.0,407182.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,298352.0,,,,,2.0,,,,,,,,,,,,,,
162,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-10-27 22:48:05.000000,2023-10-09 06:31:38,1150.0,4.0,335.0,63.0,572.0,227.0,341.0,1411.0,A Jupyter - Leaflet.js bridge.,85.0,33,True,2023-06-02 07:09:46,0.17.3,67.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],5720.0,5720.0,https://pypi.org/project/ipyleaflet,166613.0,244937.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1079692.0,,,,,2.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,51991.0,,,,,,,,,,
163,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-10-28 11:57:47.000000,2023-10-26 10:22:48,10101.0,145.0,522.0,71.0,2202.0,249.0,1638.0,1049.0,Machine learning for NeuroImaging in Python.,228.0,33,True,2023-10-01 19:30:40,0.10.2,22.0,nilearn,conda-forge/nilearn,,,['sklearn'],2646.0,2646.0,https://pypi.org/project/nilearn,49776.0,56950.0,https://anaconda.org/conda-forge/nilearn,2023-10-02 11:59:55.930,250928.0,,,,,2.0,140.0,,,,,,,,,,,,,
164,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-10-27 21:37:54.000000,2023-10-27 21:37:53,11174.0,335.0,224.0,58.0,11680.0,136.0,2118.0,895.0,Cloud-native genomic dataframes and batch computing.,90.0,33,True,2023-10-26 23:59:11,0.2.125,100.0,hail,,,,['spark'],111.0,111.0,https://pypi.org/project/hail,21515.0,21515.0,,,,,,,,2.0,,,,,,,,,,,,,,
