,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
140,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-09-24 11:24:36.000000,2024-09-24 11:18:06,618.0,1.0,3131.0,319.0,262.0,413.0,597.0,24793.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,True,2024-09-24 11:24:36,1.7.2,23.0,easyocr,,,,,9859.0,9859.0,https://pypi.org/project/easyocr,704104.0,1010132.0,,,,,,,,2.0,16525529.0,,,,,,,,,,,,
141,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2024-10-28 18:51:40.000000,2024-10-20 08:37:57,818.0,16.0,4499.0,452.0,469.0,421.0,1733.0,18601.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,183.0,34,True,2024-10-02 23:56:39,1.1.6-patched-pypi,18.0,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,217035.0,246675.0,https://anaconda.org/conda-forge/prophet,2024-10-04 13:02:12.277,1302814.0,,,,,1.0,2885.0,,,,,,,,,,,,
142,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-09-05 05:37:11.713000,2024-07-29 00:37:39,894.0,,1161.0,318.0,268.0,57.0,343.0,13309.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,34,True,2023-06-14 16:34:48,1.17.3,22.0,annoy,conda-forge/python-annoy,,,,4517.0,4517.0,https://pypi.org/project/annoy,834483.0,845906.0,https://anaconda.org/conda-forge/python-annoy,2024-09-05 05:37:11.713,582580.0,,,,,3.0,,,,,,,,,,,,,
143,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2024-11-30 17:36:40.595000,2024-11-29 01:15:54,2663.0,5.0,687.0,104.0,499.0,561.0,1265.0,9620.0,An open source multi-tool for exploring and publishing data.,80.0,34,True,2024-11-29 01:13:13,0.65.1,100.0,datasette,conda-forge/datasette,,,,1368.0,1368.0,https://pypi.org/project/datasette,208498.0,209616.0,https://anaconda.org/conda-forge/datasette,2024-11-30 17:36:40.595,49191.0,,,,,2.0,68.0,,,,,,,datasette,,,,,
144,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-07-25 08:47:51.000000,2022-12-08 17:49:19,746.0,,1038.0,133.0,237.0,309.0,274.0,9007.0,Manipulate audio with a simple and easy high level interface.,95.0,34,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,75670.0,75670.0,https://pypi.org/project/pydub,6508075.0,6509889.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,130631.0,,,,,1.0,,,,,,,,,,,,,
145,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-11-26 10:41:20.000000,2024-11-26 10:38:20,1193.0,22.0,1286.0,149.0,181.0,253.0,1359.0,8876.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,153.0,34,True,2024-09-13 14:37:23,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1050.0,1050.0,https://pypi.org/project/pytorch3d,4326.0,8789.0,https://anaconda.org/pytorch3d/pytorch3d,2024-09-13 14:58:15.228,272260.0,,,,,2.0,,,,,,,,,,,,,
146,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-12-09 08:12:18.000000,2024-12-03 04:01:36,2947.0,21.0,1670.0,93.0,1700.0,9.0,2125.0,8749.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,34,True,2024-11-05 11:28:52,2.10.0,20.0,paddleseg,,,,['paddle'],1329.0,1329.0,https://pypi.org/project/paddleseg,1580.0,1580.0,,,,,,,,2.0,,,,,,,,,,,,,
147,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2024-12-09 20:21:08.080000,2024-12-09 00:16:51,628.0,84.0,2308.0,277.0,187.0,284.0,330.0,8472.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",52.0,34,True,2024-12-08 12:57:13,3.12.0,31.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,1232452.0,1236548.0,https://anaconda.org/conda-forge/speechrecognition,2024-12-09 20:21:08.080,213016.0,,,,,1.0,,,,,,,,,,,,,
148,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-11-02 22:14:09.000000,2024-11-02 22:06:30,1251.0,19.0,642.0,62.0,143.0,65.0,450.0,6039.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",43.0,34,True,2024-11-02 22:08:19,2.7.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],2112.0,2112.0,https://pypi.org/project/pytorch-metric-learning,1077234.0,1077442.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,12278.0,,,,,1.0,,,,,,,,,,,,,
149,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-11-21 19:16:18.000000,2024-11-21 19:08:51,1211.0,90.0,496.0,275.0,899.0,213.0,339.0,4966.0,Model interpretability and understanding for PyTorch.,124.0,34,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],2618.0,2618.0,https://pypi.org/project/captum,272002.0,274757.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,99206.0,,,,,1.0,,,,,,,,,,,,,
150,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-11-27 07:42:42.000000,2024-11-18 12:14:35,12410.0,23.0,1145.0,99.0,1402.0,130.0,759.0,4935.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",138.0,34,True,2024-10-02 21:30:21,1.18.2,59.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,621.0,621.0,https://pypi.org/project/adversarial-robustness-toolbox,70569.0,71618.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2024-10-03 01:54:09.200,55632.0,,,,,1.0,,,,,,,,,,,,,
151,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-12-05 20:59:36.000000,2024-12-05 20:24:11,3883.0,24.0,856.0,57.0,1720.0,375.0,1270.0,4263.0,"Serve, optimize and scale PyTorch models in production.",217.0,34,True,2024-09-30 22:46:39,0.12.0,25.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],769.0,769.0,https://pypi.org/project/torchserve,60072.0,89117.0,https://anaconda.org/pytorch/torchserve,2024-09-30 18:57:10.837,381767.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,30.0,1370212.0,2.0,7195.0,,,,,,,,,,,,
152,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-12-09 19:07:00.000000,2024-12-03 20:22:12,1348.0,38.0,286.0,41.0,496.0,95.0,247.0,4031.0,Lightning fast forecasting with statistical and econometric models.,48.0,34,True,2024-11-26 23:42:56,2.0.0,35.0,statsforecast,conda-forge/statsforecast,,,,1292.0,1292.0,https://pypi.org/project/statsforecast,1221667.0,1225080.0,https://anaconda.org/conda-forge/statsforecast,2024-12-05 02:05:49.029,112635.0,,,,,1.0,,,,,,,,,,,,,
153,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-12-09 13:53:27.000000,2024-12-05 08:34:46,1535.0,16.0,362.0,92.0,782.0,131.0,452.0,3332.0,Quickly and accurately render even the largest data.,58.0,34,True,2024-07-04 16:40:09,0.16.3,36.0,datashader,conda-forge/datashader,,,,5173.0,5173.0,https://pypi.org/project/datashader,149430.0,172121.0,https://anaconda.org/conda-forge/datashader,2024-07-08 10:48:31.985,1248050.0,,,,,2.0,,,,,,,,,,,,,
154,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-12-09 20:09:57.000000,2024-12-09 20:00:15,2067.0,84.0,399.0,52.0,1817.0,58.0,482.0,3119.0,Bayesian optimization in PyTorch.,134.0,34,True,2024-09-17 16:27:30,0.12.0,46.0,botorch,conda-forge/botorch,,,['pytorch'],1258.0,1258.0,https://pypi.org/project/botorch,168109.0,170657.0,https://anaconda.org/conda-forge/botorch,2024-09-20 23:53:13.019,132511.0,,,,,2.0,,,,,,,,,,,,,
155,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2024-12-03 05:26:04.520000,2024-09-30 12:55:05,5344.0,7.0,272.0,79.0,798.0,19.0,128.0,2825.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",64.0,34,True,2024-10-01 10:34:44,release-v8.3.2,85.0,thinc,conda-forge/thinc,,,,57249.0,57249.0,https://pypi.org/project/thinc,13020640.0,13078918.0,https://anaconda.org/conda-forge/thinc,2024-12-03 05:26:04.520,3205072.0,,,,,3.0,405.0,,,,,,,,,,,,
156,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2024-12-03 06:48:52.000000,2024-12-03 06:48:19,3043.0,57.0,702.0,76.0,937.0,261.0,650.0,2772.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",133.0,34,True,2024-08-09 17:03:45,0.1.26,16.0,pgmpy,,,,,1284.0,1284.0,https://pypi.org/project/pgmpy,115677.0,115687.0,,,,,,,,1.0,569.0,,,,,,,,,,,,
157,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2024-10-01 11:37:22.000000,2024-10-01 11:37:17,1873.0,7.0,198.0,33.0,214.0,21.0,403.0,1418.0,The ctypes-based simple ImageMagick binding for Python.,106.0,34,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,,20009.0,20009.0,https://pypi.org/project/wand,1013110.0,1015216.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,89651.0,,,,,2.0,51570.0,,,,,,,,,,,,
158,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-11-29 08:37:03.000000,2024-11-29 08:37:01,2931.0,29.0,244.0,35.0,233.0,44.0,514.0,1327.0,Python interface for igraph.,76.0,34,True,2024-10-28 12:48:20,0.11.8,31.0,python-igraph,conda-forge/igraph,,,,4244.0,4244.0,https://pypi.org/project/python-igraph,1167047.0,1185464.0,https://anaconda.org/conda-forge/igraph,2024-11-19 17:05:42.667,651386.0,,,,,2.0,565572.0,,,,,,,,,,,,
159,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-12-09 20:29:11.000000,2024-12-09 20:29:02,896.0,7.0,342.0,42.0,1075.0,86.0,172.0,1234.0,Making text a first-class citizen in TensorFlow.,115.0,34,True,2024-10-28 21:49:45,2.18.0,59.0,tensorflow-text,,,,['tensorflow'],7684.0,7684.0,https://pypi.org/project/tensorflow-text,9325877.0,9325877.0,,,,,,,,2.0,,,,,,,,,,,,,
160,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2024-12-07 02:29:14.000000,2024-12-07 02:29:14,6055.0,119.0,251.0,37.0,860.0,108.0,414.0,659.0,Python package to access a cacophony of neuro-imaging file formats.,106.0,34,True,2024-10-15 19:03:04,5.3.1,42.0,nibabel,conda-forge/nibabel,,,,23472.0,23472.0,https://pypi.org/project/nibabel,2228279.0,2243216.0,https://anaconda.org/conda-forge/nibabel,2024-10-23 17:14:10.689,806650.0,,,,,2.0,,,,,,,,,,,,,
161,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-12-02 03:29:19.000000,2024-12-02 03:29:19,3769.0,92.0,4324.0,385.0,4243.0,399.0,1267.0,38886.0,"Making large AI models cheaper, faster and more accessible.",192.0,33,True,2024-11-04 09:28:04,0.4.6,46.0,,,,,,445.0,445.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
162,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-12-09 21:16:39.000000,2024-12-09 21:15:09,7152.0,1277.0,2969.0,271.0,7224.0,138.0,673.0,27129.0,You like pytorch? You like micrograd? You love tinygrad!.,356.0,33,True,2024-11-19 00:48:26,0.10.0,9.0,,,,,['pytorch'],146.0,146.0,,,,,,,,,,,2.0,,tinygrad/tinygrad,,,,,,,,,,,
163,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-09-03 21:17:43.000000,2021-11-17 17:52:52,3466.0,,3875.0,672.0,1678.0,125.0,1988.0,25462.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,33,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],476.0,476.0,https://pypi.org/project/deepspeech,21870.0,38109.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,3361.0,,,,,2.0,1211882.0,,,,,,,,,,,,
164,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2024-12-05 07:41:28.000000,2024-12-05 07:41:28,2348.0,16.0,5375.0,514.0,182.0,1128.0,1385.0,23679.0,State-of-the-art 2D and 3D Face Analysis Project.,63.0,33,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],3055.0,3055.0,https://pypi.org/project/insightface,252862.0,538023.0,,,,,,,,2.0,5703220.0,,,,,,,,,,,,
165,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2024-12-02 15:12:13.000000,2024-11-15 09:23:37,9021.0,12.0,3065.0,276.0,1300.0,162.0,710.0,19392.0,Best Practices on Recommendation Systems.,137.0,33,True,2024-05-01 13:41:20,1.2.0,13.0,recommenders,,,,,137.0,137.0,https://pypi.org/project/recommenders,25358.0,25366.0,,,,,,,,1.0,626.0,recommenders-team/recommenders,,,,,,,,,,,
166,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2024-12-09 20:59:19.000000,2024-12-09 20:59:19,846.0,156.0,1021.0,150.0,965.0,101.0,478.0,17772.0,MLX: An array framework for Apple silicon.,130.0,33,True,2024-12-06 21:17:12,0.21.1,42.0,mlx,,,,,711.0,711.0,https://pypi.org/project/mlx,52343.0,52343.0,,,,,,,,3.0,,,,,,,,,,,,,
167,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2024-08-31 11:57:00.000000,2024-08-31 11:55:45,1340.0,,2190.0,334.0,1603.0,383.0,1865.0,14293.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",173.0,33,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,1281.0,1281.0,https://pypi.org/project/horovod,100985.0,100985.0,,,,,,,,2.0,,,,,,,stable/horovod,,,,,,
168,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,,2021-01-19 08:37:25.000,2024-12-06 11:15:56.000000,2024-12-06 11:14:53,18781.0,205.0,5709.0,71.0,11746.0,939.0,15952.0,14018.0,Convert Machine Learning Code Between Frameworks.,1479.0,33,True,2024-11-03 19:38:51,1.0.0.1,34.0,ivy,,,,,,,https://pypi.org/project/ivy,19295.0,19295.0,,,,,,,,3.0,,ivy-llc/ivy,,,,,,,,,,,
169,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2024-07-25 20:32:21.000000,2021-07-29 23:17:25,531.0,,1779.0,261.0,117.0,100.0,535.0,11654.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,6865.0,6865.0,https://pypi.org/project/lime,491864.0,494352.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,238862.0,,,,,1.0,,,,,,,,,,,,,
170,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2024-12-02 23:28:04.000000,2024-10-17 22:52:09,3861.0,4.0,1154.0,194.0,2870.0,38.0,1037.0,11228.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",157.0,33,True,2024-07-30 00:11:51,0.10.4,51.0,ludwig,,,,['tensorflow'],283.0,283.0,https://pypi.org/project/ludwig,2118.0,2118.0,,,,,,,,3.0,,,,,,,,,,,,,
171,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-12-09 19:19:41.000000,2024-12-09 16:22:39,6204.0,129.0,1176.0,123.0,1766.0,104.0,724.0,8632.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",98.0,33,True,2024-12-03 02:48:41,3.1.8,57.0,perspective-python,conda-forge/perspective,,,['jupyter'],155.0,155.0,https://pypi.org/project/perspective-python,18608.0,47157.0,https://anaconda.org/conda-forge/perspective,2024-12-09 14:50:00.271,1370132.0,,,,,2.0,6972.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2767.0,,,,,,,,
172,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-11-27 22:22:10.016000,2024-08-01 18:55:53,10421.0,,1862.0,352.0,3431.0,131.0,1140.0,8493.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,338.0,33,True,2024-08-01 19:02:07,9.10.0,30.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,193108.0,198184.0,https://anaconda.org/conda-forge/vowpalwabbit,2024-11-27 22:22:10.016,253825.0,,,,,3.0,,,,,,,,,,,,,
173,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-12-09 00:37:03.000000,2024-11-13 15:11:46,32553.0,43.0,1981.0,386.0,6897.0,2776.0,6681.0,6949.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",269.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,220536.0,220536.0,,,,,,,,2.0,,,,,,,,,,,,,
174,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-12-07 10:09:14.000000,2024-12-07 08:53:18,3521.0,150.0,720.0,146.0,130.0,104.0,348.0,6320.0,Fit interpretable models. Explain blackbox machine learning.,48.0,33,True,2024-11-28 00:03:00,0.6.7,49.0,interpret,,,,['jupyter'],801.0,801.0,https://pypi.org/project/interpret,120491.0,120491.0,,,,,,,,1.0,,,,,,,,,,,,,
175,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-11-20 23:50:19.000000,2024-11-20 23:50:18,2341.0,7.0,1115.0,192.0,240.0,233.0,285.0,5882.0,Distributed Evolutionary Algorithms in Python.,89.0,33,True,,,6.0,deap,conda-forge/deap,,,,5538.0,5538.0,https://pypi.org/project/deap,485293.0,494606.0,https://anaconda.org/conda-forge/deap,2024-09-03 13:46:04.210,465677.0,,,,,2.0,,,,,,,,,,,,,
176,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-12-09 15:09:40.000000,2024-12-09 15:09:36,2453.0,32.0,649.0,97.0,276.0,496.0,572.0,5734.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",101.0,33,True,2024-10-27 20:17:04,1.16.5,100.0,clearml,,allegroai/trains,,,1424.0,1424.0,https://pypi.org/project/clearml,301334.0,301838.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30320.0,2.0,2998.0,,,,,,,,,,,,
177,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-11-16 09:07:24.553000,2024-11-15 00:41:39,1657.0,11.0,861.0,115.0,538.0,131.0,345.0,4924.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,111.0,33,True,2024-11-15 00:42:29,0.23.3,31.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],16478.0,16478.0,https://pypi.org/project/mlxtend,897654.0,903935.0,https://anaconda.org/conda-forge/mlxtend,2024-11-16 09:07:24.553,332931.0,,,,,1.0,,,,,,,,,,,,,
178,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-12-02 14:00:34.000000,2024-11-06 01:12:46,4201.0,32.0,1081.0,153.0,1743.0,391.0,900.0,3917.0,Fast data visualization and GUI tools for scientific / engineering applications.,295.0,33,True,2024-04-29 02:15:04,pyqtgraph-0.13.7,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,10837.0,10837.0,https://pypi.org/project/pyqtgraph,527766.0,539270.0,https://anaconda.org/conda-forge/pyqtgraph,2024-05-02 20:24:38.556,621247.0,,,,,2.0,,,,,,,,,,,,,
179,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-10-29 23:52:22.089000,2024-10-29 11:59:38,2311.0,9.0,548.0,70.0,487.0,258.0,713.0,2386.0,Survival analysis in Python.,120.0,33,True,2024-10-29 12:00:17,0.30.0,100.0,lifelines,conda-forge/lifelines,,,,3149.0,3149.0,https://pypi.org/project/lifelines,2484054.0,2491067.0,https://anaconda.org/conda-forge/lifelines,2024-10-29 23:52:22.089,385722.0,,,,,2.0,,,,,,,,,,,,,
180,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2024-12-09 17:02:20.000000,2024-12-09 14:58:31,1631.0,82.0,560.0,59.0,1583.0,142.0,854.0,2157.0,The official Python client for the Huggingface Hub.,210.0,33,True,2024-12-06 18:28:15,0.26.5,92.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,49483009.0,49535621.0,https://anaconda.org/conda-forge/huggingface_hub,2024-12-08 05:50:41.312,2420154.0,,,,,3.0,,,,,,,,,,,,,
181,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2024-12-09 05:26:00.000000,2024-12-09 05:24:36,5964.0,128.0,700.0,88.0,6048.0,41.0,867.0,2120.0,TFX is an end-to-end platform for deploying production ML pipelines.,192.0,33,True,2024-05-13 20:43:40,1.15.1,95.0,tfx,,,,['tensorflow'],1618.0,1618.0,https://pypi.org/project/tfx,32613.0,32613.0,,,,,,,,2.0,,,,,,,,,,,,,
182,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-12-05 15:39:58.000000,2024-12-05 15:39:58,1196.0,3.0,348.0,67.0,616.0,262.0,361.0,1493.0,A Jupyter - Leaflet.js bridge.,91.0,33,True,2024-07-22 08:00:52,0.19.2,73.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],12938.0,12938.0,https://pypi.org/project/ipyleaflet,243488.0,273491.0,https://anaconda.org/conda-forge/ipyleaflet,2024-07-22 12:26:50.743,1318903.0,,,,,3.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,6023.0,,,,,,,,
183,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-12-06 23:13:22.000000,2024-11-09 01:21:35,11605.0,49.0,242.0,55.0,12333.0,205.0,2220.0,984.0,Cloud-native genomic dataframes and batch computing.,97.0,33,True,2024-10-04 20:32:46,0.2.133,100.0,hail,,,,['spark'],152.0,152.0,https://pypi.org/project/hail,230013.0,230013.0,,,,,,,,2.0,,,,,,,,,,,,,
