,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
86,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-08-08 14:04:57.000,2024-08-07 14:01:31,1475.0,31.0,1639.0,152.0,805.0,227.0,571.0,12300.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,130.0,37,True,2024-07-15 18:20:05,4.9.0,62.0,ydata-profiling,conda-forge/ydata-profiling,,"['jupyter', 'pandas']",145.0,1356959.0,3767.0,3767.0,https://pypi.org/project/ydata-profiling,1355225.0,https://anaconda.org/conda-forge/ydata-profiling,2024-07-15 22:48:41.704,31198.0,2.0,,,,,,-1.0,,,,,,,,,,
87,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-08-01 15:41:34.000,2024-07-10 05:13:38,973.0,20.0,1124.0,124.0,305.0,31.0,703.0,9933.0,Unsupervised text tokenizer for Neural Network-based text generation.,88.0,37,True,2024-02-19 16:08:39,0.2.0,27.0,sentencepiece,conda-forge/sentencepiece,,,40652.0,18496560.0,73228.0,73228.0,https://pypi.org/project/sentencepiece,18477286.0,https://anaconda.org/conda-forge/sentencepiece,2024-05-27 12:59:09.752,916814.0,2.0,,,,,,,,,,,,,,,,
88,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,https://github.com/DLR-RM/stable-baselines3,https://github.com/DLR-RM/stable-baselines3,MIT,2020-05-05 05:52:26.000,2024-08-06 08:51:20.000,2024-08-02 09:55:27,855.0,13.0,1585.0,60.0,528.0,69.0,1375.0,8538.0,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms.",150.0,37,True,2024-04-27 13:11:37,2.3.2,24.0,stable-baselines3,,,,,149248.0,5896.0,5896.0,https://pypi.org/project/stable-baselines3,149248.0,,,,1.0,,,,,,,,,,,,,,,,
89,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-08-05 15:01:26.000,2024-07-19 19:47:52,9856.0,42.0,1315.0,131.0,1237.0,91.0,967.0,8366.0,A PyTorch-based Speech Toolkit.,237.0,37,True,2024-02-26 20:54:49,1.0.0,11.0,speechbrain,,,['pytorch'],,3149802.0,2123.0,2123.0,https://pypi.org/project/speechbrain,3149802.0,,,,1.0,,,,,,,,,,,,,,,,
90,PyOD,yzhao062/pyod,ml-frameworks,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2024-07-23 01:26:10.000,2024-06-22 03:57:49,1820.0,84.0,1334.0,144.0,247.0,188.0,146.0,8357.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",59.0,37,True,2024-06-22 04:46:20,2.0.1,40.0,pyod,conda-forge/pyod,,,,641545.0,4027.0,4027.0,https://pypi.org/project/pyod,639338.0,https://anaconda.org/conda-forge/pyod,2024-06-22 08:10:13.582,112567.0,2.0,,,,,,,,,,,,,,,,
91,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-08-07 14:48:22.000,2024-08-07 11:54:00,21760.0,369.0,2029.0,179.0,3335.0,266.0,2073.0,8190.0,End-to-End Speech Processing Toolkit.,434.0,37,True,2024-02-06 03:28:17,.202402,52.0,espnet,,,,79.0,17490.0,360.0,360.0,https://pypi.org/project/espnet,17489.0,,,,1.0,,,,,,,,,,,,,,,,
92,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-08-08 16:41:09.000,2024-08-08 11:43:57,28722.0,169.0,772.0,128.0,6237.0,534.0,1691.0,8047.0,NumPy & SciPy for GPU.,379.0,37,True,2024-06-13 05:29:16,13.2.0,100.0,cupy,conda-forge/cupy,,,181014.0,121259.0,2179.0,2179.0,https://pypi.org/project/cupy,35445.0,https://anaconda.org/conda-forge/cupy,2024-07-26 00:44:00.318,4200873.0,1.0,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2024-06-13 05:31:21.289929,13.0,65294.0,,,,,,,,,,,
93,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2024-07-24 14:28:19.000,2024-07-24 14:28:18,965.0,12.0,799.0,90.0,216.0,107.0,678.0,4371.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",49.0,37,True,2024-06-17 17:55:00,84,74.0,opencv-python,,,,,15079832.0,425340.0,425340.0,https://pypi.org/project/opencv-python,15079832.0,,,,2.0,,,,,,,,,,,,,,,,
94,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-08-08 16:05:57.000,2024-08-08 13:51:30,3294.0,302.0,347.0,29.0,3130.0,156.0,1936.0,3717.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,95.0,37,True,2024-07-31 06:49:24,2.0.0,100.0,argilla,,,,,442765.0,2643.0,2643.0,https://pypi.org/project/argilla,442765.0,,,,2.0,,,,,,,,,,,,,,,,
95,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2024-08-08 17:57:22.000,2024-08-08 05:37:29,4593.0,227.0,464.0,36.0,3520.0,522.0,1107.0,2523.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,161.0,37,True,2024-07-22 04:26:19,0.44.1,78.0,pyvista,conda-forge/pyvista,,['jupyter'],808.0,296703.0,3298.0,3298.0,https://pypi.org/project/pyvista,286289.0,https://anaconda.org/conda-forge/pyvista,2024-07-20 12:44:44.232,520270.0,2.0,,,,,,,,,,,,,,,,
96,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2024-07-24 17:35:05.000,2024-07-24 17:35:05,1537.0,8.0,289.0,31.0,491.0,93.0,504.0,1448.0,Python library for reading and writing image data.,114.0,37,True,2024-06-24 08:09:37,2.34.2,67.0,imageio,conda-forge/imageio,,,1158.0,19271317.0,135992.0,135992.0,https://pypi.org/project/imageio,19134580.0,https://anaconda.org/conda-forge/imageio,2024-06-24 13:23:03.509,6699358.0,2.0,,,,,,,,,,,,,,,,
97,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2024-08-05 07:13:52.000,2024-07-30 21:06:55,1545.0,23.0,194.0,47.0,591.0,27.0,762.0,1143.0,Fiona reads and writes geographic data files.,74.0,37,True,2024-03-08 16:14:09,1.9.6,49.0,fiona,conda-forge/fiona,,,,5431322.0,21691.0,21691.0,https://pypi.org/project/fiona,5312614.0,https://anaconda.org/conda-forge/fiona,2024-08-01 18:12:49.992,5816710.0,2.0,,,,,,,,,,,,,,,,
98,qdrant,qdrant/qdrant,nn-search,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-08-08 17:38:58.000,2024-07-11 13:30:07,3017.0,319.0,1306.0,120.0,3419.0,219.0,954.0,19389.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",111.0,36,True,2024-07-11 15:36:31,1.10.1,77.0,qdrant-client,,,,100605.0,2032259.0,114.0,114.0,https://pypi.org/project/qdrant-client,2029744.0,,,,2.0,,,,,,,,,,,,,,,,
99,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2024-08-08 16:25:25.000,2024-08-08 12:02:40,3577.0,202.0,1725.0,130.0,3896.0,114.0,3308.0,15059.0,"LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",256.0,36,True,2024-07-29 12:27:50,2.3.1,100.0,haystack,,,,,6815.0,399.0,399.0,https://pypi.org/project/haystack,6815.0,,,,2.0,,,,,,,,,,,,,,,,
100,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2024-08-08 10:10:42.000,2024-08-08 10:10:42,1573.0,128.0,1938.0,141.0,216.0,4.0,1079.0,11283.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",65.0,36,True,2024-06-08 21:31:36,0.0.92,12.0,deepface,,,,,83214.0,3710.0,3710.0,https://pypi.org/project/deepface,83214.0,,,,2.0,,,,,,,,,,,,,,,,
101,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2024-08-08 17:19:55.000,2024-08-08 00:40:00,6878.0,417.0,2248.0,201.0,7208.0,64.0,2121.0,11182.0,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal,..",336.0,36,True,2024-06-06 05:46:45,2.0.0rc0,48.0,nemo-toolkit,,,['pytorch'],214341.0,63288.0,21.0,21.0,https://pypi.org/project/nemo-toolkit,59656.0,,,,2.0,,,,,,,,,,,,,,,,
102,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2024-08-08 14:18:37.000,2024-08-08 08:30:04,31501.0,2068.0,1956.0,200.0,5664.0,1.0,3389.0,9389.0,Perform data science on data that remains in someone elses server.,514.0,36,True,2024-08-01 13:46:50,0.9.0,100.0,syft,,,['pytorch'],2250.0,17669.0,1.0,1.0,https://pypi.org/project/syft,17419.0,,,,1.0,,,,,,,,,,,,,,,,
103,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2024-08-08 16:49:32.000,2024-08-07 09:33:11,841.0,112.0,1086.0,74.0,869.0,54.0,977.0,8952.0,Train transformer language models with reinforcement learning.,205.0,36,True,2024-07-08 13:51:10,0.9.6,36.0,trl,,,,,584559.0,3478.0,3478.0,https://pypi.org/project/trl,584559.0,,,,1.0,,,,,,,,,,,,,,,,
104,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2024-08-08 17:37:03.000,2024-08-08 17:31:56,2342.0,48.0,737.0,39.0,705.0,50.0,380.0,6495.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",487.0,36,True,2024-05-21 09:00:47,1.0.0a2,12.0,gymnasium,conda-forge/gymnasium,,,,541087.0,8154.0,8154.0,https://pypi.org/project/gymnasium,536812.0,https://anaconda.org/conda-forge/gymnasium,2024-04-05 06:05:26.736,85511.0,1.0,,,,,,,,,,,,,,,,
105,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2024-08-08 16:34:57.000,2024-08-08 07:58:12,3092.0,64.0,1009.0,90.0,3435.0,289.0,2720.0,5583.0,AI Toolkit for Healthcare Imaging.,194.0,36,True,2024-06-26 07:23:34,1.3.2,19.0,monai,conda-forge/monai,,['pytorch'],,161821.0,2622.0,2622.0,https://pypi.org/project/monai,160974.0,https://anaconda.org/conda-forge/monai,2024-06-26 07:27:45.102,27126.0,1.0,,,,,,,,,,,,,,,,
106,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2024-08-08 14:42:03.000,2024-08-07 16:47:05,10514.0,51.0,1593.0,145.0,2400.0,458.0,1236.0,5330.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",247.0,36,True,2024-04-03 16:21:23,2.8.0,20.0,deepchem,conda-forge/deepchem,,['tensorflow'],,43652.0,408.0,408.0,https://pypi.org/project/deepchem,41484.0,https://anaconda.org/conda-forge/deepchem,2024-04-05 16:46:45.105,108418.0,1.0,,,,,,,,,,,,,,,,
107,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2024-08-01 18:24:36.000,2024-08-01 18:14:49,2387.0,44.0,208.0,63.0,143.0,78.0,583.0,3931.0,A Grammar of Graphics for Python.,111.0,36,True,2024-05-10 08:15:43,0.13.6,24.0,plotnine,conda-forge/plotnine,,,,2760283.0,8330.0,8330.0,https://pypi.org/project/plotnine,2752607.0,https://anaconda.org/conda-forge/plotnine,2024-05-10 08:18:51.149,383803.0,2.0,,,,,,,,,,,,,,,,
108,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2024-08-08 18:03:03.000,2024-07-30 17:09:06,8566.0,54.0,694.0,99.0,13283.0,35.0,844.0,3786.0,State of the Art Natural Language Processing.,113.0,36,True,2024-07-14 19:18:29,5.4.1,100.0,spark-nlp,,,['spark'],,4201068.0,485.0,485.0,https://pypi.org/project/spark-nlp,4201068.0,,,,2.0,,,,,,,,,,,,,,,,
109,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-08-08 17:58:28.000,2024-08-08 17:30:20,4396.0,240.0,574.0,47.0,4791.0,236.0,1038.0,2230.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",181.0,36,True,2024-07-08 22:37:35,0.37.0,58.0,pennylane,conda-forge/pennylane,,,85.0,84099.0,998.0,998.0,https://pypi.org/project/pennylane,81626.0,https://anaconda.org/conda-forge/pennylane,2024-07-09 13:59:12.283,81584.0,1.0,,,,,,,,,,,,,,,,
110,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2024-08-07 18:07:13.000,2024-08-06 00:13:07,3867.0,17.0,516.0,146.0,1171.0,131.0,1651.0,2195.0,Rasterio reads and writes geospatial raster datasets.,157.0,36,True,2024-04-12 18:29:54,1.3.10,77.0,rasterio,conda-forge/rasterio,,,917.0,3561515.0,12479.0,12479.0,https://pypi.org/project/rasterio,3485405.0,https://anaconda.org/conda-forge/rasterio,2024-07-31 07:37:16.281,3272426.0,2.0,,,,,,,,,,,,,,,,
111,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2024-08-08 10:04:48.000,2024-08-08 10:04:46,1881.0,103.0,385.0,30.0,1606.0,80.0,769.0,2041.0,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",245.0,36,True,2024-08-03 11:32:06,1.4.1,47.0,metrics,conda-forge/torchmetrics,,['pytorch'],5390.0,41571.0,28441.0,28441.0,https://pypi.org/project/metrics,5190.0,https://anaconda.org/conda-forge/torchmetrics,2024-05-16 05:28:17.806,1486259.0,1.0,,,,,,,Lightning-AI/torchmetrics,,,,,,,,,
112,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2024-08-08 14:52:00.000,2024-07-26 15:25:26,1555.0,13.0,386.0,47.0,1503.0,169.0,680.0,1571.0,Exploratory analysis of Bayesian models with Python.,160.0,36,True,2024-07-19 19:04:55,0.19.0,37.0,arviz,conda-forge/arviz,,,139.0,1675982.0,7191.0,7191.0,https://pypi.org/project/arviz,1633295.0,https://anaconda.org/conda-forge/arviz,2024-07-20 08:30:56.752,2177007.0,1.0,,,,,,,,,,,,,,,,
113,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-06-18 08:08:50.000,2022-06-10 09:12:18,238.0,,13142.0,1564.0,229.0,748.0,587.0,52571.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,['pytorch'],1235.0,128879.0,2977.0,2977.0,https://pypi.org/project/face_recognition,128360.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,23738.0,2.0,,,,,,,,,,,,,,,,
114,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-08-06 08:21:49.000,2024-02-10 14:20:58,4668.0,,3803.0,273.0,740.0,58.0,1019.0,32555.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",165.0,35,True,2023-12-12 15:11:16,0.22.0,98.0,tts,conda-forge/tts,,"['pytorch', 'tensorflow']",2642726.0,166257.0,1537.0,1537.0,https://pypi.org/project/tts,101355.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,15186.0,1.0,,,,,,,,,,,,,,,,
115,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2024-07-26 12:51:31.000,2024-07-22 08:17:18,2324.0,2.0,6145.0,425.0,1341.0,1127.0,3049.0,29974.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,427.0,35,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,['pytorch'],347.0,193566.0,3403.0,3403.0,https://pypi.org/project/fairseq,191912.0,https://anaconda.org/conda-forge/fairseq,2024-05-17 03:12:57.351,80858.0,2.0,,,,,,,,,,,,,,,,
116,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2024-08-02 15:16:54.000,2024-07-31 11:45:45,8971.0,84.0,3006.0,273.0,1268.0,157.0,695.0,18582.0,Best Practices on Recommendation Systems.,134.0,35,True,2024-05-01 13:41:20,1.2.0,13.0,recommenders,,,,539.0,36070.0,118.0,118.0,https://pypi.org/project/recommenders,36063.0,,,,1.0,,,,,,,recommenders-team/recommenders,,,,,,,,,
117,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2024-08-02 08:50:22.000,2024-07-31 09:14:12,3854.0,53.0,960.0,137.0,177.0,108.0,1049.0,13291.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",100.0,35,True,2024-08-02 09:01:33,16.4.3,46.0,ocrmypdf,conda-forge/ocrmypdf,,,4572.0,122163.0,929.0,929.0,https://pypi.org/project/ocrmypdf,120043.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,73067.0,2.0,,,,,,,,,,,,ocrmypdf,ocrmypdf,,,
118,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-07-29 00:37:40.000,2024-07-29 00:37:39,894.0,4.0,1138.0,319.0,268.0,52.0,343.0,12997.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,89.0,35,True,2023-06-14 16:34:48,1.17.3,22.0,annoy,conda-forge/python-annoy,,,,1106751.0,4116.0,4116.0,https://pypi.org/project/annoy,1096728.0,https://anaconda.org/conda-forge/python-annoy,2024-05-02 09:05:39.790,471119.0,3.0,,,,,,,,,,,,,,,,
119,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2024-08-08 13:04:53.000,2024-07-31 13:23:11,6250.0,41.0,3399.0,244.0,1654.0,1033.0,4360.0,10958.0,Open-source simulator for autonomous driving research.,189.0,35,True,2023-11-11 12:51:52,0.9.15,26.0,carla,,,,,11485.0,772.0,772.0,https://pypi.org/project/carla,11485.0,,,,1.0,,,,,,,,,,,,,,,,
120,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-07-25 08:47:51.000,2022-12-08 17:49:19,746.0,,1011.0,134.0,232.0,299.0,274.0,8675.0,Manipulate audio with a simple and easy high level interface.,95.0,35,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,5235381.0,64096.0,64096.0,https://pypi.org/project/pydub,5233774.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,109322.0,1.0,,,,,,,,,,,,,,,,
121,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2024-08-08 01:22:06.000,2024-08-08 01:21:29,682.0,7.0,334.0,68.0,112.0,30.0,142.0,8252.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",27.0,35,True,2024-04-28 04:07:18,0.8.0,14.0,einops,conda-forge/einops,,,,5923119.0,41769.0,41769.0,https://pypi.org/project/einops,5917600.0,https://anaconda.org/conda-forge/einops,2024-04-28 06:22:09.150,253884.0,2.0,,,,,,2.0,,,,,,,,,,
122,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2024-08-08 17:11:17.000,2024-08-08 02:19:19,20768.0,457.0,518.0,56.0,3145.0,464.0,1024.0,7978.0,"Visualize, create, and debug image and video datasets and model predictions.",128.0,35,True,2024-06-11 20:09:54,0.24.1,87.0,fiftyone,,,"['tensorflow', 'pytorch', 'jupyter']",,104857.0,654.0,654.0,https://pypi.org/project/fiftyone,104857.0,,,,2.0,,,,,,,,,,,,,,,,
123,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2024-08-08 16:02:47.000,2024-08-08 16:02:45,3197.0,116.0,761.0,76.0,3588.0,151.0,904.0,6884.0,"The easiest way to serve AI apps and models - Build reliable Inference APIs, LLM apps, Multi-model chains, RAG..",203.0,35,True,2024-08-02 06:17:06,1.3.1,100.0,bentoml,,,,1343.0,100746.0,1957.0,1957.0,https://pypi.org/project/bentoml,100721.0,,,,2.0,,,,,,,,,,,,,,,,
124,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-08-08 17:58:33.000,2024-08-08 17:58:33,1166.0,16.0,606.0,123.0,900.0,313.0,1081.0,4276.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",172.0,35,True,2024-04-22 23:27:42,7.2,38.0,coremltools,conda-forge/coremltools,,,10855.0,554008.0,4021.0,4021.0,https://pypi.org/project/coremltools,552454.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,65511.0,2.0,,,,,,,,,,,,,,,,
125,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-08-07 20:07:36.000,2024-08-07 17:21:10,3845.0,77.0,820.0,58.0,1661.0,355.0,1260.0,4120.0,"Serve, optimize and scale PyTorch models in production.",206.0,35,True,2024-07-18 18:56:54,0.11.1,24.0,torchserve,pytorch/torchserve,,['pytorch'],6151.0,86427.0,697.0,697.0,https://pypi.org/project/torchserve,59252.0,https://anaconda.org/pytorch/torchserve,2024-07-18 17:18:59.921,233486.0,2.0,pytorch/torchserve,https://hub.docker.com/r/pytorch/torchserve,2024-07-18 18:10:34.554819,28.0,1308903.0,,,,,,,,,,,
126,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-07-30 02:20:52.000,2024-07-29 22:21:40,885.0,11.0,331.0,45.0,1045.0,84.0,169.0,1216.0,Making text a first-class citizen in TensorFlow.,115.0,35,True,2024-07-15 22:42:38,2.17.0,57.0,tensorflow-text,,,['tensorflow'],,5739665.0,7174.0,7174.0,https://pypi.org/project/tensorflow-text,5739665.0,,,,2.0,,,,,,,,,,,,,,,,
127,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-08-08 16:03:05.000,2024-08-07 18:10:45,1777.0,109.0,167.0,29.0,1712.0,45.0,189.0,1199.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,80.0,35,True,2024-07-02 10:42:09,2024.5.0,28.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,['sklearn'],,125482.0,11710.0,11710.0,https://pypi.org/project/scikit-learn-intelex,117859.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-04-19 14:33:00.666,304925.0,1.0,,,,,,,,,,,,,,,,
128,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2024-08-08 16:38:01.000,2024-08-08 12:17:38,10335.0,53.0,559.0,71.0,2457.0,249.0,1796.0,1151.0,Machine learning for NeuroImaging in Python.,241.0,35,True,2024-04-09 09:15:50,0.10.4,24.0,nilearn,conda-forge/nilearn,,['sklearn'],203.0,83542.0,3342.0,3342.0,https://pypi.org/project/nilearn,77230.0,https://anaconda.org/conda-forge/nilearn,2024-04-09 13:18:52.622,283849.0,2.0,,,,,,,,,,,,,,,,
129,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-08-08 18:09:10.000,2024-08-08 18:09:07,1560.0,14.0,210.0,34.0,697.0,29.0,580.0,1027.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 01:26:52,3.6.1,52.0,pyproj,conda-forge/pyproj,,,,9094847.0,32310.0,32310.0,https://pypi.org/project/pyproj,8928635.0,https://anaconda.org/conda-forge/pyproj,2024-07-30 20:57:40.075,8144435.0,2.0,,,,,,,,,,,,,,,,
