,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
81,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-12-21 14:02:54.000000,2023-10-10 17:36:53,2318.0,2.0,5939.0,415.0,1320.0,1046.0,3030.0,28307.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,420.0,36,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2438.0,2438.0,https://pypi.org/project/fairseq,453335.0,454747.0,https://anaconda.org/conda-forge/fairseq,2023-12-03 20:00:06.516,57733.0,,,,,2.0,325.0,,,,,,,,,,,,
82,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-11-27 07:34:13.000000,2023-08-21 03:59:26,1627.0,,2782.0,379.0,456.0,2.0,1806.0,14112.0,Python Echarts Plotting Library.,39.0,36,True,2023-08-21 08:24:32,2.0.4,3.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3688.0,3688.0,https://pypi.org/project/pyecharts,147523.0,147523.0,,,,,,,,2.0,,,,,,,,,,,,,
83,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2023-12-21 07:07:14.000000,2023-12-21 07:07:13,5997.0,191.0,1848.0,176.0,5614.0,40.0,1828.0,8751.0,NeMo: a toolkit for conversational AI.,264.0,36,True,2023-10-25 23:27:38,1.21.0,45.0,nemo-toolkit,,,,['pytorch'],21.0,21.0,https://pypi.org/project/nemo-toolkit,35702.0,37864.0,,,,,,,,2.0,110281.0,,,,,,,,,,,,
84,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2023-12-21 09:57:59.000000,2023-12-18 04:00:43,2926.0,83.0,899.0,92.0,3175.0,281.0,2509.0,4932.0,AI Toolkit for Healthcare Imaging.,176.0,36,True,2023-10-12 17:37:33,1.3.0,17.0,monai,conda-forge/monai,,,['pytorch'],1623.0,1623.0,https://pypi.org/project/monai,151974.0,152817.0,https://anaconda.org/conda-forge/monai,2023-10-12 17:35:33.024,20253.0,,,,,1.0,,,,,,,,,,,,,
85,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2023-12-21 14:20:15.000000,2023-12-20 16:47:58,9842.0,485.0,1485.0,146.0,2097.0,432.0,1212.0,4792.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",231.0,36,True,2022-12-01 13:22:37,2.7.1,18.0,deepchem,conda-forge/deepchem,,,['tensorflow'],299.0,299.0,https://pypi.org/project/deepchem,21732.0,24003.0,https://anaconda.org/conda-forge/deepchem,2023-06-16 19:18:02.015,104487.0,,,,,1.0,,,,,,,,,,,,,
86,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-12-21 03:53:50.000000,2023-12-19 17:50:57,2134.0,135.0,199.0,65.0,130.0,80.0,512.0,3651.0,A Grammar of Graphics for Python.,103.0,36,True,2023-11-06 11:06:44,0.12.4,17.0,plotnine,conda-forge/plotnine,,,,6465.0,6465.0,https://pypi.org/project/plotnine,2031412.0,2039258.0,https://anaconda.org/conda-forge/plotnine,2023-11-06 12:55:06.721,329537.0,,,,,2.0,,,,,,,,,,3.0,,,
87,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2023-12-21 07:49:33.000000,2023-12-08 22:39:05,8397.0,63.0,671.0,98.0,13087.0,32.0,802.0,3537.0,State of the Art Natural Language Processing.,110.0,36,True,2023-12-08 22:05:28,5.2.0,100.0,spark-nlp,,,,['spark'],371.0,371.0,https://pypi.org/project/spark-nlp,3860638.0,3860638.0,,,,,,,,2.0,,,,,,,,,,,,,
88,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2023-12-21 14:46:10.000000,2023-12-18 22:07:19,3982.0,203.0,394.0,33.0,2801.0,411.0,1006.0,2108.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,152.0,36,True,2023-12-15 17:20:47,0.43.1,67.0,pyvista,conda-forge/pyvista,,,['jupyter'],2487.0,2487.0,https://pypi.org/project/pyvista,162315.0,172559.0,https://anaconda.org/conda-forge/pyvista,2023-12-14 09:30:38.542,429841.0,,,,,2.0,790.0,,,,,,,,,,,,
89,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2023-12-21 17:00:44.000000,2023-12-21 16:59:14,1595.0,109.0,338.0,26.0,1326.0,52.0,690.0,1749.0,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",219.0,36,True,2023-12-01 17:06:32,1.2.1,40.0,metrics,conda-forge/torchmetrics,,,['pytorch'],18639.0,18639.0,https://pypi.org/project/metrics,4159.0,40326.0,https://anaconda.org/conda-forge/torchmetrics,2023-12-01 20:39:28.126,1189145.0,,,,,1.0,4405.0,Lightning-AI/torchmetrics,,,,,,,,,,,
90,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2023-12-21 12:16:17.000000,2023-12-14 17:04:37,1519.0,11.0,361.0,48.0,1462.0,156.0,668.0,1473.0,Exploratory analysis of Bayesian models with Python.,152.0,36,True,2023-07-18 19:49:18,0.16.1,33.0,arviz,conda-forge/arviz,,,,5457.0,5457.0,https://pypi.org/project/arviz,1398976.0,1446807.0,https://anaconda.org/conda-forge/arviz,2023-09-19 13:51:11.324,2056681.0,,,,,1.0,133.0,,,,,,,,,,,,
91,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-12-13 15:11:38.000000,2023-12-13 15:11:34,1848.0,21.0,197.0,30.0,209.0,21.0,389.0,1340.0,The ctypes-based simple ImageMagick binding for Python.,104.0,36,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,,17836.0,17836.0,https://pypi.org/project/wand,1025260.0,1026516.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,35919.0,,,,,2.0,34544.0,,,,,,,,,,,,
92,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-12-21 18:13:40.000000,2023-12-21 08:10:29,5987.0,183.0,2567.0,300.0,3981.0,681.0,3104.0,29142.0,Streamlit A faster way to build and share data apps.,213.0,35,True,2023-11-30 20:05:51,1.29.0,70.0,streamlit,,,,,,,https://pypi.org/project/streamlit,3163488.0,3163488.0,,,,,,,,2.0,,,,,,,,,,-1.0,,,
93,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2023-12-05 14:58:09.000000,2023-11-27 23:41:10,388.0,3.0,4488.0,849.0,265.0,459.0,611.0,25296.0,Library for fast text representation and classification.,67.0,35,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,5354.0,5354.0,https://pypi.org/project/fasttext,945394.0,947201.0,https://anaconda.org/conda-forge/fasttext,2023-09-26 23:15:16.887,70474.0,,,,,2.0,,,,,,,,,,,,,
94,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2023-12-16 22:04:09.000000,2023-09-04 11:42:16,615.0,,2754.0,299.0,243.0,316.0,582.0,20492.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",128.0,35,True,2023-09-04 11:53:04,1.7.1,22.0,easyocr,,,,,4618.0,4618.0,https://pypi.org/project/easyocr,244049.0,429476.0,,,,,,,,2.0,7787964.0,,,,,,,,,,,,
95,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-12-21 17:32:28.000000,2023-12-21 10:21:18,7260.0,286.0,3351.0,252.0,2697.0,763.0,2519.0,19210.0,Graph Neural Network Library for PyTorch.,473.0,35,True,2023-10-12 08:28:59,2.4.0,36.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],,,https://pypi.org/project/torch-geometric,254802.0,255647.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-11-08 13:56:02.983,34677.0,,,,,1.0,,,,,,,,,,,,,
96,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2023-12-11 10:54:14.000000,2023-10-18 07:33:05,791.0,12.0,4374.0,424.0,437.0,359.0,1722.0,17285.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,173.0,35,True,2023-10-10 12:57:04,1.1.5,16.0,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,839777.0,874932.0,https://anaconda.org/conda-forge/prophet,2023-10-20 01:36:39.935,1124133.0,,,,,1.0,2171.0,,,,,,,,,,,,
97,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2023-12-20 22:41:47.000000,2023-10-13 16:32:21,8666.0,50.0,2832.0,264.0,1211.0,166.0,653.0,16871.0,Best Practices on Recommendation Systems.,128.0,35,True,2022-07-20 05:58:55,1.1.1,12.0,recommenders,,,,,99.0,99.0,https://pypi.org/project/recommenders,65074.0,65081.0,,,,,,,,1.0,460.0,recommenders-team/recommenders,,,,,,,,,,,
98,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2023-07-26 09:00:34.000000,2020-06-01 14:58:26,2913.0,,2368.0,231.0,336.0,282.0,223.0,13933.0,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,17734.0,17734.0,https://pypi.org/project/imgaug,354698.0,357446.0,https://anaconda.org/conda-forge/imgaug,2023-06-16 16:15:24.882,148420.0,,,,,2.0,,,,,,,,,,,,,
99,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2023-11-26 17:29:04.000000,2021-06-01 10:43:00,1848.0,,4263.0,550.0,712.0,351.0,1267.0,13723.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,35,False,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,,5493.0,5493.0,https://pypi.org/project/chatterbot,40457.0,40457.0,,,,,,,,2.0,,,,,,,,,,,,,
100,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2023-12-15 08:10:26.000000,2023-12-07 06:42:43,786.0,7.0,1535.0,129.0,663.0,366.0,436.0,12925.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,133.0,35,True,2023-06-10 07:44:08,1.3.1,18.0,albumentations,conda-forge/albumentations,,,['pytorch'],19611.0,19611.0,https://pypi.org/project/albumentations,1070395.0,1073132.0,https://anaconda.org/conda-forge/albumentations,2023-06-12 13:29:26.010,147823.0,,,,,2.0,,,,,,,,,,,,,
101,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2023-12-21 17:15:45.000000,2023-12-21 15:48:24,2957.0,356.0,1477.0,117.0,3143.0,336.0,2446.0,12021.0,"LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",224.0,35,True,2023-12-14 13:35:39,1.23.0,73.0,haystack,,,,,50.0,50.0,https://pypi.org/project/haystack,2400.0,2400.0,,,,,,,,2.0,23.0,,,,,,,,,,,,
102,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2023-12-21 17:46:41.000000,2023-12-20 13:19:04,25796.0,1495.0,1909.0,200.0,4909.0,125.0,3309.0,9041.0,Perform data science on data that remains in someone elses server.,502.0,35,True,2023-12-07 14:07:06,0.8.3,80.0,syft,,,,['pytorch'],,,https://pypi.org/project/syft,5264.0,5293.0,,,,,,,,1.0,1372.0,,,,,,,,,,,,
103,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-12-19 15:56:46.000000,2023-11-17 03:49:04,887.0,3.0,1023.0,123.0,265.0,38.0,649.0,8688.0,Unsupervised text tokenizer for Neural Network-based text generation.,79.0,35,True,2023-05-02 03:20:40,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,49926.0,49926.0,https://pypi.org/project/sentencepiece,11386864.0,11404158.0,https://anaconda.org/conda-forge/sentencepiece,2023-11-02 09:17:09.257,688352.0,,,,,2.0,32353.0,,,,,,,,,,,,
104,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2023-12-21 03:07:43.000000,2023-12-21 03:07:43,2433.0,21.0,952.0,204.0,2258.0,223.0,825.0,8225.0,Deep universal probabilistic programming with Python and PyTorch.,148.0,35,True,2023-07-29 21:20:27,1.8.6,33.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],1805.0,1805.0,https://pypi.org/project/pyro-ppl,290504.0,294569.0,https://anaconda.org/conda-forge/pyro-ppl,2023-07-29 23:12:47.995,134172.0,,,,,1.0,,,,,,,,,,,,,
105,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2023-12-21 09:01:46.000000,2023-12-21 08:36:26,661.0,19.0,317.0,68.0,104.0,28.0,129.0,7498.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",25.0,35,True,2023-10-01 01:13:00,0.7.0,13.0,einops,conda-forge/einops,,,,22833.0,22833.0,https://pypi.org/project/einops,5548082.0,5552680.0,https://anaconda.org/conda-forge/einops,2023-10-01 10:01:09.036,174751.0,,,,,2.0,,,,,,,,,,,,,
106,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,https://github.com/DLR-RM/stable-baselines3,https://github.com/DLR-RM/stable-baselines3,MIT,2020-05-05 05:52:26.000,2023-12-19 23:25:19.000000,2023-12-05 10:31:11,824.0,26.0,1395.0,60.0,492.0,71.0,1214.0,7091.0,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms.",136.0,35,True,2023-11-17 23:35:53,2.2.1,22.0,stable-baselines3,,,,,4331.0,4331.0,https://pypi.org/project/stable-baselines3,130966.0,130966.0,,,,,,,,1.0,,,,,,,,,,,,,
107,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2023-11-28 15:45:20.000000,2023-10-23 10:43:57,848.0,2.0,1207.0,141.0,489.0,27.0,539.0,6583.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,80.0,35,True,2023-07-08 22:17:53,0.11.0,33.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],22687.0,22687.0,https://pypi.org/project/imbalanced-learn,7479250.0,7491463.0,https://anaconda.org/conda-forge/imbalanced-learn,2023-07-08 22:18:55.284,512978.0,,,,,1.0,,,,,,,,,,,,,
108,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-12-21 16:34:25.000000,2023-12-20 21:18:14,18800.0,609.0,443.0,53.0,2577.0,411.0,963.0,6173.0,"Visualize, create, and debug image and video datasets and model predictions.",104.0,35,True,2023-12-11 21:34:22,0.23.1,79.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",459.0,459.0,https://pypi.org/project/fiftyone,78625.0,78625.0,,,,,,,,2.0,,,,,,,,,,,,,
109,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2023-12-21 10:22:54.000000,2023-12-16 11:57:25,2708.0,64.0,664.0,74.0,3157.0,172.0,787.0,6004.0,Build Production-Grade AI Applications.,190.0,35,True,2023-11-20 04:07:45,1.1.10,95.0,bentoml,,,,,1431.0,1431.0,https://pypi.org/project/bentoml,87785.0,87822.0,,,,,,,,2.0,2125.0,,,,,,,,,,,,
110,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2023-12-21 14:57:01.000000,2023-12-21 14:55:33,20951.0,490.0,1079.0,241.0,7729.0,689.0,1325.0,4628.0,Accelerate LLM with low-bit (FP4 / INT4 / FP8 / INT8) optimizations using bigdl-llm.,191.0,35,True,2023-11-13 02:02:20,2.4.0,19.0,bigdl,,,,,46.0,46.0,https://pypi.org/project/bigdl,7104.0,7105.0,,,,,,,,2.0,147.0,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,
111,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-12-10 22:33:39.000000,2023-12-10 22:20:49,1652.0,34.0,593.0,60.0,1793.0,120.0,1227.0,4402.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,204.0,35,True,2023-10-19 08:22:16,0.4.13,24.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],2583.0,2583.0,https://pypi.org/project/pytorch-ignite,326417.0,328995.0,https://anaconda.org/pytorch/ignite,2023-10-19 08:25:55.130,170166.0,,,,,2.0,,,,,,,,,,,,,
112,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2023-12-21 10:17:39.000000,2023-12-21 10:03:10,934.0,7.0,744.0,86.0,191.0,80.0,645.0,3897.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",48.0,35,True,2023-09-27 14:17:30,78,71.0,opencv-python,,,,,337895.0,337895.0,https://pypi.org/project/opencv-python,11411915.0,11411915.0,,,,,,,,2.0,,,,,,,,,,8.0,,,
113,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2023-12-21 18:06:55.000000,2023-12-21 16:47:42,3624.0,120.0,767.0,56.0,1381.0,304.0,1173.0,3810.0,"Serve, optimize and scale PyTorch models in production.",181.0,35,True,2023-10-13 00:21:43,0.9.0,22.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],571.0,571.0,https://pypi.org/project/torchserve,40263.0,67925.0,https://anaconda.org/pytorch/torchserve,2023-10-12 22:01:52.717,141283.0,https://hub.docker.com/r/pytorch/torchserve,2023-10-12 22:44:52.307587,22.0,1216491.0,2.0,5440.0,,,,,,,,,,,,
114,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2023-12-21 13:28:27.000000,2023-12-14 12:33:32,5268.0,6.0,268.0,81.0,774.0,14.0,123.0,2771.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,35,True,2023-12-14 15:50:47,8.2.2,76.0,thinc,conda-forge/thinc,,,,40631.0,40631.0,https://pypi.org/project/thinc,6555744.0,6618077.0,https://anaconda.org/conda-forge/thinc,2023-09-25 06:51:17.362,2680327.0,,,,,2.0,,,,,,,,,,,,,
115,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-12-21 16:40:08.000000,2023-12-21 15:35:03,2763.0,192.0,273.0,68.0,1483.0,31.0,579.0,2199.0,Adaptive Experimentation Platform.,158.0,35,True,2023-12-09 18:08:38,0.3.6,38.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],605.0,605.0,https://pypi.org/project/ax-platform,88286.0,88829.0,https://anaconda.org/conda-forge/ax-platform,2023-12-11 15:43:05.639,16311.0,,,,,1.0,,,,,,,,,,,,,
116,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2023-12-21 09:29:19.000000,2023-12-20 19:25:29,3808.0,34.0,510.0,147.0,1118.0,124.0,1602.0,2060.0,Rasterio reads and writes geospatial raster datasets.,153.0,35,True,2023-10-19 14:09:18,1.3.9,82.0,rasterio,conda-forge/rasterio,,,,9824.0,9824.0,https://pypi.org/project/rasterio,2129133.0,2207416.0,https://anaconda.org/conda-forge/rasterio,2023-12-13 04:52:52.421,2739627.0,,,,,2.0,853.0,,,,,,,,,,,,
117,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2023-12-21 14:06:47.000000,2023-12-21 10:25:42,4972.0,150.0,462.0,22.0,1112.0,866.0,578.0,2014.0,"This is the development home of the workflow management system Snakemake. For general information, see.",312.0,35,True,2023-12-21 10:26:25,8.0.1,218.0,snakemake,bioconda/snakemake,,,,1824.0,1824.0,https://pypi.org/project/snakemake,278696.0,288237.0,https://anaconda.org/bioconda/snakemake,2023-12-21 12:38:35.119,935051.0,,,,,2.0,,,,,,,,,,,,,
118,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2023-12-19 22:00:11.000000,2023-12-04 09:05:52,1211.0,12.0,204.0,33.0,47.0,8.0,157.0,1509.0,Simple Python interface for Graphviz.,22.0,35,True,,,13.0,graphviz,anaconda/python-graphviz,,,,57940.0,57940.0,https://pypi.org/project/graphviz,7882601.0,7883130.0,https://anaconda.org/anaconda/python-graphviz,2023-12-06 23:46:08.496,42356.0,,,,,2.0,,,,,,,,,,,,,
119,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2023-12-21 17:07:04.000000,2023-12-21 16:44:11,1516.0,81.0,154.0,30.0,1369.0,41.0,168.0,1097.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,77.0,35,True,2023-11-30 17:53:01,2024.0.1,23.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],9001.0,9001.0,https://pypi.org/project/scikit-learn-intelex,272430.0,279588.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2023-12-08 20:11:03.328,229061.0,,,,,1.0,,,,,,,,,,,,,
120,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2023-12-17 00:47:51.000000,2023-12-17 00:47:47,1472.0,19.0,196.0,47.0,525.0,29.0,732.0,1095.0,Fiona reads and writes geographic data files.,72.0,35,True,2023-10-12 19:29:21,1.9.5,47.0,fiona,conda-forge/fiona,,,,16848.0,16848.0,https://pypi.org/project/fiona,6454058.0,6579964.0,https://anaconda.org/conda-forge/fiona,2023-12-08 04:07:46.262,5162160.0,,,,,2.0,,,,,,,,,,,,,
121,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2023-12-11 19:18:48.000000,2023-11-08 03:20:43,1527.0,3.0,209.0,33.0,669.0,25.0,564.0,946.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 01:26:52,3.6.1,52.0,pyproj,conda-forge/pyproj,,,,25931.0,25931.0,https://pypi.org/project/pyproj,8074790.0,8246468.0,https://anaconda.org/conda-forge/pyproj,2023-12-08 10:35:21.072,7038831.0,,,,,2.0,,,,,,,,,,,,,
122,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2023-12-21 06:41:21.000000,2023-12-21 05:48:44,7450.0,276.0,2554.0,297.0,182.0,21.0,998.0,24859.0,"Visualizer for neural network, deep learning and machine learning models.",,34,True,2023-12-15 20:18:50,7.3.4,2.0,netron,,,,"['pytorch', 'tensorflow']",11.0,11.0,https://pypi.org/project/netron,22149.0,88783.0,,,,,,,,1.0,66634.0,,,,,,,,,,,,
123,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-12-20 15:29:51.000000,2023-12-14 17:00:30,4666.0,245.0,2605.0,232.0,693.0,68.0,830.0,24335.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",163.0,34,True,2023-12-12 15:11:16,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,100322.0,153934.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,10085.0,,,,,1.0,1756436.0,,,,,,,,,,,,
124,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-12-21 17:31:19.000000,2023-12-21 13:54:46,34509.0,441.0,12166.0,944.0,23966.0,,,22471.0,Apache Flink Python API.,1808.0,34,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,69170.0,69170.0,,,,,,,,3.0,,,,,,,,,,,,,
