,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,trending
126,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2025-07-24 07:45:01.000000,2025-07-22 10:30:17,12927.0,349.0,1212.0,96.0,1543.0,2.0,902.0,5417.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",146.0,35,True,2025-07-07 19:58:07,1.20.1,64.0,,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,21747.0,762.0,762.0,https://pypi.org/project/adversarial-robustness-toolbox,20442.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-07-07 22:05:57.819,78313.0,1.0,,,,,,,,,,,,,,,
127,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2025-07-22 19:31:30.000000,2025-07-22 19:24:42,1353.0,70.0,530.0,296.0,1057.0,221.0,348.0,5320.0,Model interpretability and understanding for PyTorch.,132.0,35,True,2025-03-27 04:51:30,0.8.0,10.0,,captum,conda-forge/captum,,['pytorch'],,397215.0,3428.0,3428.0,https://pypi.org/project/captum,394273.0,https://anaconda.org/conda-forge/captum,2025-04-22 14:58:08.009,126536.0,1.0,,,,,,,,,,,,,,,
128,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2025-07-24 03:21:35.000000,2025-07-23 15:49:43,8903.0,117.0,717.0,100.0,13505.0,21.0,886.0,4018.0,State of the Art Natural Language Processing.,116.0,35,True,2025-07-23 16:10:29,6.1.0,100.0,,spark-nlp,,,['spark'],,1482155.0,611.0,611.0,https://pypi.org/project/spark-nlp,1482155.0,,,,2.0,,,,,,,,,,,,,,,
129,ag2,ag2ai/ag2,agents,,https://github.com/ag2ai/ag2,https://github.com/ag2ai/ag2,Apache-2.0,2024-11-11 20:43:34.000,2025-07-24 17:59:28.000000,2025-07-21 19:42:18,4667.0,108.0,377.0,68.0,1151.0,252.0,550.0,3084.0,AG2 (formerly AutoGen): The Open-Source AgentOS. Join us at: https://discord.gg/pAbnFJrkgZ.,431.0,35,True,2025-07-08 14:52:59,0.9.6,48.0,,ag2,,,,,452850.0,512.0,512.0,https://pypi.org/project/ag2,452850.0,,,,3.0,,,,,,,,,,,,,,,
130,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2025-07-11 00:02:45.000000,2025-07-11 00:02:45,3201.0,71.0,846.0,74.0,1198.0,240.0,777.0,3007.0,Python Library for Causal and Probabilistic Modeling using Bayesian Networks.,166.0,35,True,2025-03-31 18:26:31,1.0.0,17.0,,pgmpy,,,,652.0,161679.0,1701.0,1701.0,https://pypi.org/project/pgmpy,161669.0,,,,1.0,,,,,,,,,,,,,,,
131,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2025-07-05 18:31:18.000000,2025-07-05 18:31:18,3939.0,11.0,538.0,141.0,1280.0,148.0,1730.0,2382.0,Rasterio reads and writes geospatial raster datasets.,168.0,35,True,2024-12-02 16:44:51,1.4.3,85.0,,rasterio,conda-forge/rasterio,,,1022.0,2465646.0,18222.0,18222.0,https://pypi.org/project/rasterio,2374511.0,https://anaconda.org/conda-forge/rasterio,2025-04-22 14:56:21.283,4920889.0,2.0,,,,,,,,,,,,,,,
132,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2025-06-19 13:12:24.000000,2025-06-19 13:12:24,1212.0,16.0,347.0,65.0,634.0,265.0,366.0,1526.0,A Jupyter - Leaflet.js bridge.,94.0,35,True,2025-06-13 08:24:28,0.20.0,74.0,,ipyleaflet,conda-forge/ipyleaflet,,['jupyter'],,195230.0,17993.0,17993.0,https://pypi.org/project/ipyleaflet,169405.0,https://anaconda.org/conda-forge/ipyleaflet,2025-06-13 19:35:58.799,1529373.0,2.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,1158.0,,,,,,,
133,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/uxlfoundation/scikit-learn-intelex,https://github.com/uxlfoundation/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2025-07-24 14:38:34.000000,2025-07-24 14:38:34,2241.0,111.0,178.0,24.0,2322.0,44.0,210.0,1298.0,Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,85.0,35,True,2025-07-10 09:35:04,2025.7.0,37.0,uxlfoundation/scikit-learn-intelex,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,['sklearn'],,89846.0,13759.0,13759.0,https://pypi.org/project/scikit-learn-intelex,78086.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2025-06-26 14:54:09.760,599797.0,1.0,,,,,,,,,,,,,,,
134,unsloth,unslothai/unsloth,nlp,,https://github.com/unslothai/unsloth,https://github.com/unslothai/unsloth,Apache-2.0,2023-11-29 16:50:09.000,2025-07-23 13:08:47.000000,2025-07-23 13:08:31,1462.0,263.0,3378.0,247.0,618.0,662.0,1670.0,42563.0,"Fine-tuning & Reinforcement Learning for LLMs. Train Qwen3, Llama 4, DeepSeek-R1, Gemma 3, TTS 2x faster with 70% less..",63.0,34,True,2025-07-10 14:35:03,July-2025,15.0,,unsloth,,,,86.0,617240.0,,,https://pypi.org/project/unsloth,617233.0,,,,2.0,,,,,,,,,,,,,,,
135,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2025-07-07 18:56:32.000000,2025-07-07 18:51:59,1550.0,7.0,7372.0,391.0,710.0,464.0,3090.0,32442.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",279.0,34,True,2021-11-15 22:08:26,0.6,10.0,,detectron2,conda-forge/detectron2,,['pytorch'],,12414.0,2559.0,2559.0,https://pypi.org/project/detectron2,,https://anaconda.org/conda-forge/detectron2,2025-06-02 19:54:55.795,744856.0,2.0,,,,,,,,,,,,,,,
136,agno,agno-agi/agno,agents,,https://github.com/agno-agi/agno,https://github.com/agno-agi/agno,MPL-2.0,2022-05-04 15:23:02.000,2025-07-24 17:34:20.000000,2025-07-24 11:26:50,3881.0,480.0,3886.0,193.0,1962.0,98.0,1068.0,30581.0,"Full-stack framework for building Multi-Agent Systems with memory, knowledge and reasoning.",236.0,34,True,2025-07-24 14:35:51,1.7.6,80.0,,agno,,,,,422261.0,,,https://pypi.org/project/agno,422261.0,,,,3.0,,,,,,,,,,,,,,,
137,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-09-24 11:24:36.000000,2024-09-24 11:18:06,618.0,,3358.0,323.0,276.0,461.0,605.0,27356.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,True,2024-09-24 11:24:36,1.7.2,23.0,,easyocr,,,,24070567.0,1531252.0,16416.0,16416.0,https://pypi.org/project/easyocr,1136653.0,,,,2.0,,,,,,,,,,,,,,,
138,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-04-22 14:56:42.880000,2024-03-13 15:16:33,391.0,,4615.0,846.0,268.0,466.0,611.0,26288.0,Library for fast text representation and classification.,68.0,34,False,2020-04-28 09:51:33,0.9.2,4.0,,fasttext,conda-forge/fasttext,,,,1145109.0,8045.0,8045.0,https://pypi.org/project/fasttext,1142657.0,https://anaconda.org/conda-forge/fasttext,2025-04-22 14:56:42.880,142273.0,2.0,,,,,,,,,,,,,,,
139,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-07-22 07:16:57.000000,2025-05-08 19:01:52,9137.0,54.0,3185.0,283.0,1337.0,161.0,725.0,20511.0,Best Practices on Recommendation Systems.,138.0,34,True,2024-12-24 07:39:57,1.2.1,14.0,recommenders-team/recommenders,recommenders,,,,755.0,20261.0,177.0,177.0,https://pypi.org/project/recommenders,20252.0,,,,1.0,,,,,,,,,,,,,,,
140,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-07-22 13:19:46.000000,2025-05-30 11:33:16,830.0,12.0,4561.0,452.0,477.0,443.0,1739.0,19435.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,187.0,34,True,2025-05-30 11:37:13,1.1.7-patched,20.0,,fbprophet,conda-forge/prophet,,,3114.0,206886.0,21.0,21.0,https://pypi.org/project/fbprophet,177887.0,https://anaconda.org/conda-forge/prophet,2025-04-22 14:57:50.177,1477368.0,1.0,,,,,,,,,,,,,,,
141,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-06-25 23:21:43.000000,2025-06-25 23:21:40,1332.0,41.0,1675.0,125.0,1259.0,,1260.0,15069.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,172.0,34,True,2025-05-27 21:22:56,2.0.8,51.0,,albumentations,conda-forge/albumentations,,['pytorch'],,4891021.0,,,https://pypi.org/project/albumentations,4885857.0,https://anaconda.org/conda-forge/albumentations,2025-05-28 13:47:29.423,309858.0,2.0,,,,,,,,,,,,,,,
142,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2025-07-24 16:16:37.000000,2025-07-24 16:16:35,1610.0,172.0,2022.0,93.0,1802.0,423.0,1488.0,14718.0,Train transformer language models with reinforcement learning.,361.0,34,True,2025-07-08 01:07:35,0.19.1,58.0,,trl,,,,,1524820.0,1.0,1.0,https://pypi.org/project/trl,1524820.0,,,,2.0,,,,,,,,,,,,,,,
143,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2025-04-22 14:56:27.546000,2024-07-29 00:37:39,894.0,,1185.0,314.0,271.0,60.0,346.0,13874.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,34,True,2023-06-14 16:34:48,1.17.3,22.0,,annoy,conda-forge/python-annoy,,,,788901.0,5282.0,5282.0,https://pypi.org/project/annoy,776465.0,https://anaconda.org/conda-forge/python-annoy,2025-04-22 14:56:27.546,721302.0,3.0,,,,,,,,,,,,,,,
144,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2025-07-24 07:22:14.000000,2025-07-24 07:22:14,3750.0,45.0,747.0,147.0,143.0,104.0,370.0,6624.0,Fit interpretable models. Explain blackbox machine learning.,52.0,34,True,2025-07-14 03:52:29,0.7.0,58.0,,interpret,,,['jupyter'],,235803.0,913.0,913.0,https://pypi.org/project/interpret,235803.0,,,,1.0,,,,,,,,,,,,,,,
145,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-07-21 17:09:42.000000,2025-07-21 17:09:42,10617.0,17.0,1836.0,143.0,2716.0,508.0,1247.0,6118.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",258.0,34,True,2024-04-03 16:21:23,2.8.0,20.0,,deepchem,conda-forge/deepchem,,['tensorflow'],,42164.0,637.0,637.0,https://pypi.org/project/deepchem,40239.0,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,117430.0,1.0,,,,,,,,,,,,,,,
146,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2025-07-01 14:21:01.000000,2025-06-27 13:03:56,4359.0,13.0,1102.0,157.0,1829.0,423.0,921.0,4128.0,Fast data visualization and GUI tools for scientific / engineering applications.,305.0,34,True,2024-04-29 02:15:04,pyqtgraph-0.13.7,17.0,,pyqtgraph,conda-forge/pyqtgraph,,,,469565.0,12816.0,12816.0,https://pypi.org/project/pyqtgraph,456848.0,https://anaconda.org/conda-forge/pyqtgraph,2025-04-22 14:56:31.078,775797.0,2.0,,,,,,,,,,,,,,,
147,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2025-07-21 23:24:05.000000,2025-07-21 23:20:43,2241.0,57.0,423.0,49.0,2010.0,63.0,519.0,3310.0,Bayesian optimization in PyTorch.,145.0,34,True,2025-05-06 15:42:16,0.14.0,48.0,,botorch,conda-forge/botorch,,['pytorch'],,281273.0,1564.0,1564.0,https://pypi.org/project/botorch,278479.0,https://anaconda.org/conda-forge/botorch,2025-05-07 00:07:41.829,164886.0,2.0,,,,,,,,,,,,,,,
148,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2025-07-11 11:43:10.000000,2025-03-07 10:28:57,5346.0,,277.0,76.0,802.0,16.0,133.0,2864.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",67.0,34,True,2025-04-04 11:49:05,release-v8.3.6,88.0,,thinc,conda-forge/thinc,,,1884.0,11065212.0,69775.0,69775.0,https://pypi.org/project/thinc,11006366.0,https://anaconda.org/conda-forge/thinc,2025-07-06 10:53:05.899,3647362.0,3.0,,,,,,,,,,,,,,,
149,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2025-07-24 07:53:35.000000,2025-07-21 10:30:33,5621.0,63.0,577.0,20.0,1734.0,1129.0,814.0,2529.0,"This is the development home of the workflow management system Snakemake. For general information, see.",379.0,34,True,2025-07-21 10:31:04,9.8.1,324.0,,snakemake,bioconda/snakemake,,,,106868.0,2439.0,2439.0,https://pypi.org/project/snakemake,94359.0,https://anaconda.org/bioconda/snakemake,2025-07-21 18:48:49.891,1463647.0,2.0,,,,,,,,,,,,,,,
150,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2025-07-24 11:36:29.000000,2025-07-24 09:54:42,2721.0,239.0,536.0,36.0,2998.0,74.0,158.0,2279.0,Pytorch domain library for recommendation systems.,373.0,34,True,2025-06-06 17:00:58,1.2.0,27.0,,torchrec,,,,,57908.0,230.0,230.0,https://pypi.org/project/torchrec,57908.0,,,,1.0,,,,,,,,,,,,,,,
151,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2025-07-10 13:31:59.000000,2025-07-10 13:31:56,965.0,11.0,282.0,43.0,370.0,177.0,146.0,2271.0,Evaluate: A library for easily evaluating machine learning models and datasets.,131.0,34,True,2025-07-10 13:26:45,0.4.5,13.0,,evaluate,,,,,2889434.0,22846.0,22846.0,https://pypi.org/project/evaluate,2889434.0,,,,1.0,,,,,,,,,,,,,,,
152,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2025-07-08 09:43:33.000000,2025-07-08 09:43:30,3186.0,34.0,381.0,56.0,1257.0,281.0,1010.0,1515.0,Cartopy - a cartographic python library with matplotlib support.,136.0,34,True,2024-10-08 23:19:04,0.24.1,27.0,,cartopy,conda-forge/cartopy,,,,695920.0,7910.0,7910.0,https://pypi.org/project/cartopy,613600.0,https://anaconda.org/conda-forge/cartopy,2025-04-22 14:56:20.995,5103862.0,2.0,,,,,,,,,,,,,,,
153,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2025-04-22 14:56:20.833000,2025-02-20 23:53:44,1571.0,,203.0,46.0,634.0,34.0,779.0,1197.0,Fiona reads and writes geographic data files.,78.0,34,True,2024-09-16 20:20:31,1.10.1,51.0,,fiona,conda-forge/fiona,,,,4934328.0,26533.0,26533.0,https://pypi.org/project/fiona,4815333.0,https://anaconda.org/conda-forge/fiona,2025-04-22 14:56:20.833,7139737.0,3.0,,,,,,,,,,,,,,,
154,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2025-07-14 13:20:52.000000,2025-07-14 13:20:52,2368.0,8.0,5616.0,511.0,196.0,1187.0,1391.0,25959.0,State-of-the-art 2D and 3D Face Analysis Project.,66.0,33,True,2023-04-02 07:43:27,0.7,1.0,,insightface,,,['mxnet'],9071310.0,635941.0,4689.0,4689.0,https://pypi.org/project/insightface,299967.0,,,,2.0,,,,,,,,,,,,,,,
155,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2025-07-24 14:14:15.000000,2025-07-24 13:06:15,1282.0,168.0,1279.0,173.0,1445.0,135.0,657.0,21651.0,MLX: An array framework for Apple silicon.,157.0,33,True,2025-07-18 22:20:54,0.26.5,57.0,,mlx,,,,,135416.0,,,https://pypi.org/project/mlx,135416.0,,,,3.0,,,,,,,,,,,,,,,
156,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2025-07-01 21:02:10.000000,2025-02-01 10:46:42,1341.0,,2206.0,334.0,1608.0,380.0,1867.0,14552.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",174.0,33,True,2023-06-12 09:26:22,0.28.1,24.0,,horovod,,,,,56415.0,1416.0,1416.0,https://pypi.org/project/horovod,56415.0,,,,2.0,,,,,,,,,stable/horovod,,,,,,
157,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,,2021-01-19 08:37:25.000,2025-07-24 16:06:36.000000,2025-07-24 16:06:33,19090.0,229.0,5603.0,68.0,11821.0,943.0,15966.0,14226.0,Convert Machine Learning Code Between Frameworks.,1483.0,33,True,2025-06-16 00:11:47,1.0.0.5,38.0,ivy-llc/ivy,ivy,,,,,12111.0,,,https://pypi.org/project/ivy,12111.0,,,,3.0,,,,,,,,,,,,,,,
158,opik,comet-ml/opik,nlp,,https://github.com/comet-ml/opik,https://github.com/comet-ml/opik,Apache-2.0,2023-05-10 12:57:13.000,2025-07-24 18:10:47.000000,2025-07-24 18:07:11,2398.0,784.0,811.0,80.0,2430.0,102.0,280.0,11689.0,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing,..",64.0,33,True,2025-07-24 17:37:38,1.8.9,100.0,,opik,,,,12.0,340437.0,10.0,10.0,https://pypi.org/project/opik,340437.0,,,,2.0,,,,,,,,,,,,,,,
159,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-07-22 13:11:02.000000,2025-07-15 17:22:56,2696.0,3.0,758.0,104.0,511.0,577.0,1282.0,10207.0,An open source multi-tool for exploring and publishing data.,82.0,33,True,2024-11-29 01:13:13,0.65.1,100.0,,datasette,conda-forge/datasette,,,74.0,190764.0,1581.0,1581.0,https://pypi.org/project/datasette,189444.0,https://anaconda.org/conda-forge/datasette,2025-04-22 14:57:50.610,67294.0,2.0,,,,,,,,,,datasette,,,,,
160,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-07-23 17:29:40.000000,2025-07-23 17:23:40,1224.0,15.0,1343.0,151.0,190.0,268.0,1398.0,9400.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,165.0,33,True,2024-09-13 14:37:23,V0.7.8,19.0,,pytorch3d,pytorch3d/pytorch3d,,['pytorch'],,8475.0,1339.0,1339.0,https://pypi.org/project/pytorch3d,3410.0,https://anaconda.org/pytorch3d/pytorch3d,2025-03-25 16:29:23.925,344476.0,2.0,,,,,,,,,,,,,,,
161,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2025-07-23 19:26:57.000000,2025-07-23 19:26:55,6410.0,94.0,1212.0,124.0,1845.0,103.0,781.0,9325.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",100.0,33,True,2025-07-21 04:48:39,3.7.4,75.0,,perspective-python,conda-forge/perspective,,['jupyter'],14069.0,53091.0,187.0,187.0,https://pypi.org/project/perspective-python,15603.0,https://anaconda.org/conda-forge/perspective,2025-07-21 12:58:28.002,2192048.0,2.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,967.0,,,,,,,
162,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-05-18 15:01:35.000000,2025-05-18 15:01:35,786.0,26.0,2323.0,274.0,216.0,287.0,342.0,8810.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",54.0,33,True,2025-05-12 23:42:38,3.14.3,36.0,,SpeechRecognition,conda-forge/speechrecognition,,,,1569029.0,21.0,21.0,https://pypi.org/project/SpeechRecognition,1564198.0,https://anaconda.org/conda-forge/speechrecognition,2025-05-12 19:22:07.059,285057.0,2.0,,,,,,,,,,,,,,,
163,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-07-24 14:15:22.000000,2025-07-24 09:39:58,32641.0,19.0,2003.0,380.0,6985.0,2829.0,6726.0,7234.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",281.0,33,True,,,,,h2o,,,,,208220.0,98.0,98.0,https://pypi.org/project/h2o,208220.0,,,,2.0,,,,,,,,,,,,,,,
164,ClearML,allegroai/clearml,ml-experiments,,https://github.com/clearml/clearml,https://github.com/clearml/clearml,Apache-2.0,2019-06-10 08:18:32.000,2025-07-23 07:08:21.000000,2025-07-23 07:08:17,2546.0,32.0,689.0,93.0,295.0,501.0,637.0,6169.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",104.0,33,True,2025-07-10 12:01:40,2.0.2,100.0,clearml/clearml,clearml,,,,3333.0,362299.0,1873.0,1873.0,https://pypi.org/project/clearml,361828.0,,,,2.0,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,31018.0,,,,,,,,,,
165,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2025-07-21 21:05:08.000000,2025-07-21 16:49:22,3628.0,3.0,441.0,32.0,3444.0,13.0,2200.0,4593.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,114.0,33,True,2025-03-11 08:58:41,2.8.0,100.0,,argilla,,,,,202946.0,3049.0,3049.0,https://pypi.org/project/argilla,202946.0,,,,2.0,,,,,,,,,,,,,,,
166,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2025-07-24 18:20:08.000000,2025-07-15 18:35:15,1373.0,6.0,319.0,37.0,535.0,114.0,257.0,4452.0,Lightning fast forecasting with statistical and econometric models.,53.0,33,True,2025-07-05 10:57:04,2.0.2,37.0,,statsforecast,conda-forge/statsforecast,,,,1137384.0,1808.0,1808.0,https://pypi.org/project/statsforecast,1132480.0,https://anaconda.org/conda-forge/statsforecast,2025-04-22 14:58:12.826,196176.0,1.0,,,,,,,,,,,,,,,
167,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-07-21 14:26:28.000000,2025-07-21 14:26:28,1999.0,43.0,684.0,44.0,1016.0,544.0,347.0,4400.0,Time series forecasting with PyTorch.,74.0,33,True,2025-06-13 20:43:02,1.4.0,36.0,sktime/pytorch-forecasting,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,266220.0,663.0,663.0,https://pypi.org/project/pytorch-forecasting,264801.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-07-05 15:50:09.806,82305.0,1.0,,,,,,,,,,,,,,,
168,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2025-07-08 17:25:39.000000,2025-03-17 18:20:57,3891.0,,877.0,54.0,1758.0,386.0,1275.0,4372.0,"Serve, optimize and scale PyTorch models in production.",220.0,33,True,2024-09-30 22:46:39,0.12.0,25.0,,torchserve,pytorch/torchserve,,['pytorch'],7840.0,113721.0,884.0,884.0,https://pypi.org/project/torchserve,84216.0,https://anaconda.org/pytorch/torchserve,2025-03-25 16:24:31.948,517761.0,2.0,pytorch/torchserve,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,32.0,1460303.0,,,,,,,,,,
169,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2025-07-15 09:32:16.000000,2025-07-15 09:32:08,7437.0,13.0,618.0,115.0,1222.0,338.0,1122.0,3462.0,High-performance interactive 2D/3D data visualization library.,206.0,33,True,2025-05-19 13:53:25,0.15.2,40.0,,vispy,conda-forge/vispy,,['jupyter'],,208515.0,2056.0,2056.0,https://pypi.org/project/vispy,193613.0,https://anaconda.org/conda-forge/vispy,2025-05-19 20:25:53.490,863376.0,2.0,,,,,,vispy,https://www.npmjs.com/package/vispy,17.0,,,,,,,
