,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
128,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2025-04-22 14:56:27.546000,2024-07-29 00:37:39,894.0,,1187.0,315.0,271.0,60.0,346.0,13819.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,True,2023-06-14 16:34:48,1.17.3,22.0,annoy,conda-forge/python-annoy,,,,5263.0,5263.0,https://pypi.org/project/annoy,683746.0,696106.0,https://anaconda.org/conda-forge/python-annoy,2025-04-22 14:56:27.546,704528.0,,,,,3.0,,,,,,,,,,,,
129,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-04-22 14:57:34.170000,2025-03-06 20:05:48,5371.0,,1788.0,134.0,1068.0,387.0,1958.0,9382.0,"An open-source, low-code machine learning library in Python.",142.0,35,True,2024-04-28 18:46:27,3.3.2,29.0,pycaret,conda-forge/pycaret,,,,7828.0,7828.0,https://pypi.org/project/pycaret,392804.0,394056.0,https://anaconda.org/conda-forge/pycaret,2025-04-22 14:57:34.170,71933.0,,,,,1.0,731.0,,,,,,,,,,,
130,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-06-26 18:02:08.000000,2025-06-26 15:40:33,41121.0,588.0,947.0,157.0,12243.0,996.0,5951.0,9006.0,cuDF - GPU DataFrame Library.,307.0,35,True,2025-06-05 17:31:28,25.06.00,62.0,cudf,,,,,62.0,62.0,https://pypi.org/project/cudf,2938.0,2938.0,,,,,,,,1.0,,,,,,,,,,,,
131,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-06-26 09:31:10.000000,2025-06-26 09:31:10,3602.0,74.0,839.0,78.0,3992.0,130.0,989.0,7814.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",221.0,35,True,2025-06-16 08:50:45,1.4.16,100.0,bentoml,,,,,2732.0,2732.0,https://pypi.org/project/bentoml,85852.0,85863.0,,,,,,,,2.0,372.0,,,,,,,,,,,
132,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2025-06-26 18:06:32.000000,2025-06-26 18:00:18,1346.0,73.0,524.0,296.0,1049.0,220.0,348.0,5280.0,Model interpretability and understanding for PyTorch.,131.0,35,True,2025-03-27 04:51:30,0.8.0,10.0,captum,conda-forge/captum,,,['pytorch'],3412.0,3412.0,https://pypi.org/project/captum,353473.0,356439.0,https://anaconda.org/conda-forge/captum,2025-04-22 14:58:08.009,124574.0,,,,,1.0,,,,,,,,,,,,
133,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2025-06-26 16:50:40.000000,2025-06-26 16:50:39,3197.0,82.0,841.0,75.0,1189.0,241.0,775.0,2987.0,Python Library for Causal and Probabilistic Modeling using Bayesian Networks.,165.0,35,True,2025-03-31 18:26:31,1.0.0,17.0,pgmpy,,,,,1693.0,1693.0,https://pypi.org/project/pgmpy,172467.0,172477.0,,,,,,,,1.0,640.0,,,,,,,,,,,
134,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2025-06-05 11:48:52.000000,2025-06-05 11:48:51,3938.0,12.0,536.0,141.0,1276.0,145.0,1728.0,2371.0,Rasterio reads and writes geospatial raster datasets.,167.0,35,True,2024-12-02 16:44:51,1.4.3,85.0,rasterio,conda-forge/rasterio,,,,18103.0,18103.0,https://pypi.org/project/rasterio,2259859.0,2350694.0,https://anaconda.org/conda-forge/rasterio,2025-04-22 14:56:21.283,4813847.0,,,,,2.0,1022.0,,,,,,,,,,,
135,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2025-06-19 13:12:24.000000,2025-06-19 13:12:24,1212.0,16.0,349.0,65.0,632.0,264.0,366.0,1525.0,A Jupyter - Leaflet.js bridge.,94.0,35,True,2025-06-13 08:24:28,0.20.0,74.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],17962.0,17962.0,https://pypi.org/project/ipyleaflet,201994.0,227411.0,https://anaconda.org/conda-forge/ipyleaflet,2025-06-13 19:35:58.799,1482581.0,,,,,2.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,1113.0,,,,,,,,
136,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/uxlfoundation/scikit-learn-intelex,https://github.com/uxlfoundation/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2025-06-26 14:54:09.760000,2025-06-26 12:30:15,2205.0,116.0,177.0,24.0,2269.0,46.0,208.0,1293.0,Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,85.0,35,True,2025-06-26 14:51:10,2025.6.1,36.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13753.0,13753.0,https://pypi.org/project/scikit-learn-intelex,77352.0,88905.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2025-06-26 14:54:09.760,577659.0,,,,,1.0,,,,,uxlfoundation/scikit-learn-intelex,,,,,,,
137,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2025-04-22 14:56:20.833000,2025-02-20 23:53:44,1571.0,,202.0,46.0,633.0,34.0,779.0,1192.0,Fiona reads and writes geographic data files.,78.0,35,True,2024-09-16 20:20:31,1.10.1,51.0,fiona,conda-forge/fiona,,,,26437.0,26437.0,https://pypi.org/project/fiona,4641760.0,4760209.0,https://anaconda.org/conda-forge/fiona,2025-04-22 14:56:20.833,6988530.0,,,,,2.0,,,,,,,,,,,,
138,unsloth,unslothai/unsloth,nlp,,https://github.com/unslothai/unsloth,https://github.com/unslothai/unsloth,Apache-2.0,2023-11-29 16:50:09.000,2025-06-26 17:30:59.000000,2025-06-26 16:15:14,1370.0,210.0,3250.0,237.0,560.0,805.0,1379.0,41127.0,"Fine-tuning & Reinforcement Learning for LLMs. Train Qwen3, Llama 4, DeepSeek-R1, Gemma 3, TTS 2x faster with 70% less..",58.0,34,True,2025-06-26 16:25:47,June-2025,14.0,unsloth,,,,,,,https://pypi.org/project/unsloth,562695.0,562702.0,,,,,,,,2.0,85.0,,,,,,,,,,,
139,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2025-06-23 08:54:21.000000,2025-06-23 08:51:51,1546.0,6.0,7345.0,392.0,707.0,462.0,3090.0,32234.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",279.0,34,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],2547.0,2547.0,https://pypi.org/project/detectron2,1.0,12245.0,https://anaconda.org/conda-forge/detectron2,2025-06-02 19:54:55.795,722438.0,,,,,2.0,,,,,,,,,,,,
140,agno,agno-agi/agno,agents,,https://github.com/agno-agi/agno,https://github.com/agno-agi/agno,MPL-2.0,2022-05-04 15:23:02.000,2025-06-26 17:48:24.000000,2025-06-26 15:52:52,3795.0,637.0,3664.0,185.0,1780.0,71.0,990.0,28903.0,"Full-stack framework for building Multi-Agent Systems with memory, knowledge and reasoning.",220.0,34,True,2025-06-23 21:16:56,1.6.4,73.0,agno,,,,,,,https://pypi.org/project/agno,200673.0,200673.0,,,,,,,,3.0,,,,,,,,,,,,
141,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-09-24 11:24:36.000000,2024-09-24 11:18:06,618.0,,3322.0,323.0,272.0,457.0,605.0,27059.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,True,2024-09-24 11:24:36,1.7.2,23.0,easyocr,,,,,16298.0,16298.0,https://pypi.org/project/easyocr,959217.0,1340144.0,,,,,,,,2.0,22855638.0,,,,,,,,,,,
142,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-06-23 13:51:46.000000,2025-05-08 19:01:52,9137.0,88.0,3171.0,282.0,1333.0,163.0,723.0,20406.0,Best Practices on Recommendation Systems.,137.0,34,True,2024-12-24 07:39:57,1.2.1,14.0,recommenders,,,,,177.0,177.0,https://pypi.org/project/recommenders,21028.0,21037.0,,,,,,,,1.0,746.0,,,,recommenders-team/recommenders,,,,,,,
143,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-05-30 11:37:13.000000,2025-05-30 11:33:16,830.0,12.0,4549.0,451.0,477.0,439.0,1739.0,19341.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,187.0,34,True,2025-05-30 11:37:13,1.1.7-patched,20.0,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,133548.0,162784.0,https://anaconda.org/conda-forge/prophet,2025-04-22 14:57:50.177,1460284.0,,,,,1.0,3107.0,,,,,,,,,,,
144,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2025-04-22 08:33:56.000000,2025-02-01 10:46:42,1341.0,,2205.0,333.0,1606.0,380.0,1867.0,14515.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",174.0,34,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,1412.0,1412.0,https://pypi.org/project/horovod,77296.0,77296.0,,,,,,,,2.0,,,,,,,stable/horovod,,,,,
145,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2025-06-24 23:49:42.000000,2025-06-24 23:49:35,3729.0,47.0,739.0,146.0,141.0,103.0,366.0,6559.0,Fit interpretable models. Explain blackbox machine learning.,51.0,34,True,2025-06-17 21:10:34,0.6.12,53.0,interpret,,,,['jupyter'],913.0,913.0,https://pypi.org/project/interpret,177186.0,177186.0,,,,,,,,1.0,,,,,,,,,,,,
146,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-06-09 16:52:27.000000,2025-06-09 16:52:27,10606.0,13.0,1816.0,142.0,2690.0,505.0,1247.0,6068.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",258.0,34,True,2024-04-03 16:21:23,2.8.0,20.0,deepchem,conda-forge/deepchem,,,['tensorflow'],636.0,636.0,https://pypi.org/project/deepchem,37334.0,39279.0,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,116738.0,,,,,1.0,,,,,,,,,,,,
147,ClearML,allegroai/clearml,ml-experiments,,https://github.com/clearml/clearml,https://github.com/clearml/clearml,Apache-2.0,2019-06-10 08:18:32.000,2025-06-26 14:31:53.000000,2025-06-26 11:37:17,2536.0,43.0,676.0,94.0,295.0,495.0,631.0,6062.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",104.0,34,True,2025-06-26 14:31:54,2.0.1,100.0,clearml,,allegroai/trains,,,1855.0,1855.0,https://pypi.org/project/clearml,351473.0,351948.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30869.0,2.0,3303.0,,,,clearml/clearml,,,,,,,
148,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2025-06-24 17:57:27.000000,2025-06-24 17:57:23,12755.0,186.0,1203.0,98.0,1522.0,13.0,889.0,5353.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",143.0,34,True,2025-06-18 11:37:26,1.19.2,62.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,758.0,758.0,https://pypi.org/project/adversarial-robustness-toolbox,22275.0,23557.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-06-18 12:53:38.287,75639.0,,,,,1.0,,,,,,,,,,,,
149,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2025-06-26 17:30:40.000000,2025-06-23 16:06:08,1567.0,10.0,370.0,92.0,815.0,136.0,462.0,3422.0,Quickly and accurately render even the largest data.,62.0,34,True,2025-04-10 16:54:56,0.18.0,38.0,datashader,conda-forge/datashader,,,,6203.0,6203.0,https://pypi.org/project/datashader,215395.0,239848.0,https://anaconda.org/conda-forge/datashader,2025-05-08 09:24:48.325,1491693.0,,,,,2.0,,,,,,,,,,,,
150,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2025-06-25 16:46:28.000000,2025-06-25 16:43:48,2217.0,65.0,420.0,50.0,1983.0,62.0,514.0,3286.0,Bayesian optimization in PyTorch.,143.0,34,True,2025-05-06 15:42:16,0.14.0,48.0,botorch,conda-forge/botorch,,,['pytorch'],1547.0,1547.0,https://pypi.org/project/botorch,270798.0,273566.0,https://anaconda.org/conda-forge/botorch,2025-05-07 00:07:41.829,160589.0,,,,,2.0,,,,,,,,,,,,
151,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2025-04-22 14:56:32.490000,2025-03-07 10:28:57,5346.0,,277.0,76.0,802.0,16.0,133.0,2858.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",67.0,34,True,2025-04-04 11:49:05,release-v8.3.6,88.0,thinc,conda-forge/thinc,,,,69594.0,69594.0,https://pypi.org/project/thinc,10401905.0,10460816.0,https://anaconda.org/conda-forge/thinc,2025-04-22 14:56:32.490,3592724.0,,,,,3.0,1449.0,,,,,,,,,,,
152,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2025-06-24 09:38:55.848000,2025-06-24 08:51:46,5603.0,95.0,572.0,18.0,1714.0,1121.0,810.0,2510.0,"This is the development home of the workflow management system Snakemake. For general information, see.",379.0,34,True,2025-06-24 08:52:16,9.6.2,321.0,snakemake,bioconda/snakemake,,,,2427.0,2427.0,https://pypi.org/project/snakemake,71687.0,84087.0,https://anaconda.org/bioconda/snakemake,2025-06-24 09:38:55.848,1438476.0,,,,,2.0,,,,,,,,,,,,
153,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2025-06-26 17:41:28.000000,2025-06-26 17:38:54,2649.0,222.0,521.0,36.0,2907.0,75.0,155.0,2245.0,Pytorch domain library for recommendation systems.,362.0,34,True,2025-06-06 17:00:58,1.2.0,27.0,torchrec,,,,,228.0,228.0,https://pypi.org/project/torchrec,54271.0,54271.0,,,,,,,,1.0,,,,,,,,,,,,
154,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2025-06-12 16:20:21.000000,2025-06-12 16:20:20,3182.0,38.0,379.0,57.0,1254.0,283.0,1008.0,1505.0,Cartopy - a cartographic python library with matplotlib support.,136.0,34,True,2024-10-08 23:19:04,0.24.1,27.0,cartopy,conda-forge/cartopy,,,,7856.0,7856.0,https://pypi.org/project/cartopy,585816.0,667368.0,https://anaconda.org/conda-forge/cartopy,2025-04-22 14:56:20.995,4974718.0,,,,,2.0,,,,,,,,,,,,
155,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2025-06-16 05:23:39.000000,2025-06-16 05:23:39,2367.0,8.0,5570.0,512.0,196.0,1182.0,1391.0,25589.0,State-of-the-art 2D and 3D Face Analysis Project.,66.0,33,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],4657.0,4657.0,https://pypi.org/project/insightface,244563.0,577950.0,,,,,,,,2.0,8668086.0,,,,,,,,,,,
156,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2025-06-25 20:03:11.000000,2025-06-25 20:03:09,1218.0,161.0,1238.0,174.0,1373.0,128.0,642.0,21206.0,MLX: An array framework for Apple silicon.,155.0,33,True,2025-06-02 23:24:39,0.26.0,54.0,mlx,,,,,,,https://pypi.org/project/mlx,146158.0,146158.0,,,,,,,,3.0,,,,,,-5.0,,,,,,
157,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2025-05-06 02:21:29.000000,2025-01-17 12:10:18,1423.0,,3699.0,744.0,1144.0,377.0,589.0,19536.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,33,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],592.0,592.0,https://pypi.org/project/magenta,8521.0,8521.0,,,,,,,,2.0,,,,,,,,,,,,
158,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2025-04-22 14:57:35.321000,2020-10-14 16:36:49,6226.0,,4273.0,1018.0,1871.0,327.0,659.0,18609.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,33,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,1041.0,1041.0,https://pypi.org/project/zipline,1901.0,2091.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,10849.0,,,,,1.0,,,,,,,,,,,,
159,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2025-04-22 14:56:30.659000,2021-07-29 23:17:25,531.0,,1803.0,262.0,120.0,101.0,535.0,11916.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,9336.0,9336.0,https://pypi.org/project/lime,185906.0,190385.0,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,268786.0,,,,,2.0,,,,,,,,,,,,
160,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-05-29 02:17:25.000000,2025-05-29 02:17:22,2695.0,9.0,752.0,104.0,509.0,575.0,1281.0,10142.0,An open source multi-tool for exploring and publishing data.,82.0,33,True,2024-11-29 01:13:13,0.65.1,100.0,datasette,conda-forge/datasette,,,,1570.0,1570.0,https://pypi.org/project/datasette,186562.0,187862.0,https://anaconda.org/conda-forge/datasette,2025-04-22 14:57:50.610,64962.0,,,,,2.0,74.0,,,,,,,datasette,,,,
161,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2025-06-26 14:51:32.000000,2025-06-24 04:41:55,6372.0,81.0,1209.0,124.0,1832.0,103.0,776.0,9223.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",100.0,33,True,2025-05-06 19:27:49,3.6.1,71.0,perspective-python,conda-forge/perspective,,,['jupyter'],185.0,185.0,https://pypi.org/project/perspective-python,12892.0,49207.0,https://anaconda.org/conda-forge/perspective,2025-05-07 14:21:25.398,2137810.0,,,,,2.0,12251.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,153.0,,,,,,,,
162,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-05-18 15:01:35.000000,2025-05-18 15:01:35,786.0,28.0,2318.0,274.0,215.0,286.0,342.0,8777.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",54.0,33,True,2025-05-12 23:42:38,3.14.3,36.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,1542868.0,1547571.0,https://anaconda.org/conda-forge/speechrecognition,2025-05-12 19:22:07.059,272797.0,,,,,2.0,,,,,,,,,,,,
163,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-06-14 07:23:00.000000,2025-06-10 08:54:32,407.0,9.0,1513.0,131.0,191.0,7.0,378.0,8293.0,A Python implementation of global optimization with gaussian processes.,50.0,33,True,2025-06-14 07:20:22,3.0.0,22.0,bayesian-optimization,,,,,3823.0,3823.0,https://pypi.org/project/bayesian-optimization,430952.0,430953.0,,,,,,,,2.0,177.0,,,,bayesian-optimization/BayesianOptimization,,,,,,,
164,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-06-26 14:27:24.000000,2025-06-19 00:06:35,32634.0,16.0,2002.0,380.0,6979.0,2822.0,6723.0,7207.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",277.0,33,True,,,,h2o,,,,,98.0,98.0,https://pypi.org/project/h2o,203655.0,203655.0,,,,,,,,2.0,,,,,,,,,,,,
165,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2025-06-17 23:02:23.000000,2025-03-17 18:20:57,3891.0,,875.0,54.0,1755.0,387.0,1274.0,4371.0,"Serve, optimize and scale PyTorch models in production.",220.0,33,True,2024-09-30 22:46:39,0.12.0,25.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],882.0,882.0,https://pypi.org/project/torchserve,83935.0,113639.0,https://anaconda.org/pytorch/torchserve,2025-03-25 16:24:31.948,512410.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,32.0,1449460.0,2.0,7811.0,,,,,,,,,,,
166,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2025-06-23 15:48:38.000000,2025-06-23 11:53:21,4355.0,20.0,1100.0,156.0,1827.0,420.0,921.0,4109.0,Fast data visualization and GUI tools for scientific / engineering applications.,304.0,33,True,2024-04-29 02:15:04,pyqtgraph-0.13.7,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,12736.0,12736.0,https://pypi.org/project/pyqtgraph,422107.0,434626.0,https://anaconda.org/conda-forge/pyqtgraph,2025-04-22 14:56:31.078,751199.0,,,,,2.0,,,,,,,,,,,,
167,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2025-06-26 10:11:13.000000,2025-06-26 10:11:13,7436.0,25.0,618.0,116.0,1220.0,337.0,1122.0,3450.0,High-performance interactive 2D/3D data visualization library.,206.0,33,True,2025-05-19 13:53:25,0.15.2,40.0,vispy,conda-forge/vispy,,,['jupyter'],2047.0,2047.0,https://pypi.org/project/vispy,199168.0,213896.0,https://anaconda.org/conda-forge/vispy,2025-05-19 20:25:53.490,838879.0,,,,,2.0,,vispy,https://www.npmjs.com/package/vispy,11.0,,,,,,,,
168,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2025-04-22 14:56:38.802000,2021-10-12 13:32:38,1570.0,,519.0,62.0,546.0,254.0,393.0,2774.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,8519.0,8519.0,https://pypi.org/project/scikit-optimize,1055198.0,1068744.0,https://anaconda.org/conda-forge/scikit-optimize,2025-04-22 14:56:38.802,785703.0,,,,,2.0,,,,,,,,,,,,
169,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2025-06-26 12:45:09.000000,2025-06-26 12:45:07,1864.0,103.0,738.0,63.0,1854.0,163.0,1027.0,2717.0,The official Python client for the Huggingface Hub.,249.0,33,True,2025-06-25 12:18:01,0.33.1,106.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,95287653.0,95353338.0,https://anaconda.org/conda-forge/huggingface_hub,2025-06-25 15:39:08.671,3415660.0,,,,,2.0,,,,,,,,,,,,
170,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2025-04-22 14:56:24.379000,2024-10-29 11:59:38,2311.0,,549.0,66.0,487.0,264.0,714.0,2456.0,Survival analysis in Python.,120.0,33,True,2024-10-29 12:00:17,0.30.0,100.0,lifelines,conda-forge/lifelines,,,,4115.0,4115.0,https://pypi.org/project/lifelines,1951941.0,1959091.0,https://anaconda.org/conda-forge/lifelines,2025-04-22 14:56:24.379,436180.0,,,,,2.0,,,,,,,,,,,,
171,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2025-06-20 17:56:34.000000,2025-06-20 17:56:32,962.0,8.0,279.0,44.0,366.0,175.0,147.0,2247.0,Evaluate: A library for easily evaluating machine learning models and datasets.,131.0,33,True,2025-06-20 17:49:29,0.4.4,12.0,evaluate,,,,,22659.0,22659.0,https://pypi.org/project/evaluate,2671012.0,2671012.0,,,,,,,,2.0,,,,,,2.0,,,,,,
