,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,new_addition,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
178,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1376.0,303.0,889.0,129.0,758.0,9017.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],620.0,620.0,https://pypi.org/project/autokeras,10551.0,10789.0,,,,,,,,2.0,17682.0,,,,,,,,,,,,,
179,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-01-04 03:39:32.000000,2023-12-28 06:35:09,2895.0,8.0,1584.0,87.0,1624.0,369.0,1608.0,7940.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,32,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1096.0,1096.0,https://pypi.org/project/paddleseg,1563.0,1563.0,,,,,,,,2.0,,,,,,,,,,,,,,
180,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2024-01-05 13:54:55.000000,2023-12-06 12:55:15,486.0,32.0,2220.0,282.0,139.0,274.0,314.0,7789.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-12-06 13:10:51,3.10.1,26.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,578619.0,582904.0,https://anaconda.org/conda-forge/speechrecognition,2023-12-06 16:25:19.819,175688.0,,,,,2.0,,,,,,,,,,,,,,
181,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-01-09 20:18:47.000000,2024-01-08 14:46:59,815.0,36.0,650.0,275.0,1078.0,243.0,344.0,7257.0,Build and manage real-life data science projects with ease!.,76.0,32,True,2023-12-04 21:08:28,2.10.8,100.0,metaflow,conda-forge/metaflow,,,,575.0,575.0,https://pypi.org/project/metaflow,105948.0,109711.0,https://anaconda.org/conda-forge/metaflow,2023-12-05 13:25:21.985,158057.0,,,,,2.0,,,,,,,,,,,,,,
182,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-01-01 19:04:03.000000,2023-12-07 16:30:16,1315.0,7.0,827.0,158.0,1656.0,172.0,804.0,6927.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1510.0,1510.0,https://pypi.org/project/featuretools,46742.0,50797.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,174365.0,,,,,2.0,,,,,,,,,,,,,,
183,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-01-09 19:36:24.000000,2023-12-02 06:10:46,4212.0,126.0,844.0,143.0,462.0,79.0,760.0,6912.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,32,True,2023-12-03 06:47:22,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,2365.0,2365.0,https://pypi.org/project/stanza,150745.0,150903.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7304.0,,,,,2.0,,,,,,,,,,,,,,
184,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-12-27 14:49:16.000000,2023-12-27 14:04:05,2705.0,8.0,1115.0,209.0,1045.0,20.0,613.0,6439.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-12-27 14:49:16,1.5.0,62.0,deeppavlov,,,,['tensorflow'],372.0,372.0,https://pypi.org/project/deeppavlov,8206.0,8206.0,,,,,,,,2.0,,,deeppavlov/DeepPavlov,,,,,,,,,,,
185,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1539.0,304.0,294.0,148.0,268.0,5300.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,930.0,930.0,https://pypi.org/project/pyfolio,8432.0,8611.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12774.0,,,,,1.0,,,,,,,,,,,,,,
186,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-01-05 18:58:45.309000,2024-01-05 18:46:51,1637.0,3.0,820.0,117.0,521.0,121.0,337.0,4676.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,103.0,32,True,2024-01-05 08:47:39,0.23.1,29.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],11877.0,11877.0,https://pypi.org/project/mlxtend,580506.0,587548.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,295780.0,,,,,2.0,,,,,,,,,,,,,,
187,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-01-09 21:04:15.000000,2024-01-01 17:26:51,3846.0,90.0,495.0,85.0,538.0,98.0,460.0,4594.0,Online machine learning in Python.,108.0,32,True,2023-12-05 09:29:54,0.21.0,14.0,river,conda-forge/river,,,,403.0,403.0,https://pypi.org/project/river,19002.0,20579.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,52051.0,,,,,2.0,,,,,,,,,,,,,,
188,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-12-27 20:29:35.000000,2023-11-29 20:31:13,1079.0,17.0,377.0,64.0,487.0,199.0,268.0,2798.0,A Hyperparameter Tuning Library for Keras.,60.0,32,True,2023-11-07 19:21:59,1.4.6,31.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],3071.0,3071.0,https://pypi.org/project/keras-tuner,137012.0,137953.0,https://anaconda.org/conda-forge/keras-tuner,2023-11-10 05:23:26.167,27307.0,,,,,2.0,,,,,,,,,,,,,,
189,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-01-09 18:14:19.000000,2023-12-27 10:12:23,938.0,6.0,198.0,48.0,304.0,111.0,121.0,1669.0,Evaluate: A library for easily evaluating machine learning models and datasets.,124.0,32,True,2023-10-13 15:57:18,0.4.1,9.0,evaluate,,,,,5882.0,5882.0,https://pypi.org/project/evaluate,1810606.0,1810606.0,,,,,,,,2.0,,,,,,,,,,,,,,
190,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-20 21:01:48.000000,2018-10-12 15:53:05,1251.0,,278.0,51.0,157.0,85.0,218.0,1569.0,Python Geocoder.,73.0,32,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,8722.0,8722.0,https://pypi.org/project/geocoder,357395.0,359032.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,135924.0,,,,,2.0,,,,,,,,,,,,,,geocoder
191,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-12-18 13:39:47.000000,2023-12-13 18:13:12,2766.0,28.0,241.0,34.0,199.0,36.0,492.0,1195.0,Python interface for igraph.,71.0,32,True,2023-11-20 11:06:49,0.11.3,26.0,python-igraph,conda-forge/igraph,,,,3755.0,3755.0,https://pypi.org/project/python-igraph,257897.0,276443.0,https://anaconda.org/conda-forge/igraph,2023-12-01 16:13:44.377,489259.0,,,,,1.0,562178.0,,,,,,,,,,,,,
192,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-01-09 21:27:09.000000,2024-01-09 21:03:48,11269.0,161.0,227.0,58.0,11827.0,154.0,2148.0,901.0,Cloud-native genomic dataframes and batch computing.,91.0,32,True,2023-10-30 17:20:30,0.2.126,100.0,hail,,,,['spark'],120.0,120.0,https://pypi.org/project/hail,22826.0,22826.0,,,,,,,,2.0,,,,,,,,,,,,,,
193,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2023-12-31 15:22:55.000000,2023-12-26 14:53:14,5765.0,103.0,247.0,36.0,787.0,100.0,392.0,598.0,Python package to access a cacophony of neuro-imaging file formats.,100.0,32,True,2023-12-12 14:28:42,5.2.0,39.0,nibabel,conda-forge/nibabel,,,,16484.0,16484.0,https://pypi.org/project/nibabel,365327.0,380929.0,https://anaconda.org/conda-forge/nibabel,2023-12-12 00:00:35.048,670890.0,,,,,2.0,,,,,,,,,,,,,,
194,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-01-07 01:32:14.000000,2023-07-13 08:50:20,531.0,,2657.0,384.0,119.0,198.0,561.0,24271.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],635.0,635.0,https://pypi.org/project/spleeter,14740.0,72689.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78899.0,,,,,2.0,2874988.0,,,,,,,,,,,,,
195,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-01-09 21:14:55.000000,2024-01-09 21:14:55,3332.0,727.0,2385.0,272.0,2540.0,71.0,387.0,21872.0,You like pytorch? You like micrograd? You love tinygrad!.,263.0,31,True,2024-01-09 18:16:07,0.8.0,5.0,,,,,['pytorch'],36.0,36.0,,,,,,,,,,,2.0,,,tinygrad/tinygrad,,,,,,,,,,,
196,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-12-24 05:29:03.000000,2023-12-24 05:29:03,2283.0,2.0,4906.0,500.0,152.0,1000.0,1349.0,19801.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,31,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],1449.0,1449.0,https://pypi.org/project/insightface,510054.0,675557.0,,,,,,,,2.0,1489532.0,,,,,,,,,,,,,
197,qdrant,qdrant/qdrant,nn-search,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-01-09 18:32:26.000000,2023-12-19 20:19:33,2173.0,262.0,873.0,106.0,2312.0,138.0,735.0,15386.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",78.0,31,True,2023-12-19 21:43:20,1.7.3,61.0,qdrant-client,,,,,,,https://pypi.org/project/qdrant-client,269251.0,269488.0,,,,,,,,3.0,7850.0,,,,,,,,,,3.0,,,
198,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2061.0,187.0,1005.0,569.0,711.0,12337.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1491.0,1491.0,https://pypi.org/project/paddlehub,7085.0,7096.0,,,,,,,,2.0,664.0,,,,,,,,,,,,,
199,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-01-06 17:09:35.000000,2023-11-17 16:27:58,10398.0,5.0,1866.0,350.0,3415.0,128.0,1132.0,8350.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,31,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,37269.0,40787.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,137239.0,,,,,3.0,,,,,,,,,,,,,,
200,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,2.0,854.0,86.0,274.0,72.0,376.0,7742.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,31,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,38503.0,38503.0,https://pypi.org/project/tensorboardX,1736715.0,1763684.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1132490.0,,,,,2.0,411.0,,,,,,,,,,,,,
201,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-12-25 14:05:19.000000,2023-04-18 11:08:13,2759.0,,1233.0,215.0,711.0,178.0,827.0,7286.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],532.0,532.0,https://pypi.org/project/auto-sklearn,14840.0,15464.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,20598.0,,,,,2.0,51.0,,,,,,,,,,,,,
202,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-01-09 19:16:43.000000,2024-01-03 07:04:51,5876.0,122.0,906.0,111.0,1589.0,82.0,619.0,7066.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2023-11-29 21:48:30,2.7.1,48.0,perspective-python,conda-forge/perspective,,,['jupyter'],109.0,109.0,https://pypi.org/project/perspective-python,4050.0,16115.0,https://anaconda.org/conda-forge/perspective,2023-12-04 04:58:10.833,498394.0,,,,,2.0,1925.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,155.0,,,,,,,,
203,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-01-03 10:18:09.000000,2023-12-29 15:02:53,1122.0,35.0,749.0,60.0,884.0,252.0,1013.0,6852.0,A python library for user-friendly forecasting and anomaly detection on time series.,109.0,31,True,2023-12-10 17:43:40,0.27.1,39.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,488.0,488.0,https://pypi.org/project/u8darts,16963.0,18265.0,https://anaconda.org/conda-forge/u8darts-all,2023-12-10 22:13:26.243,38874.0,https://hub.docker.com/r/unit8/darts,2023-12-10 17:53:59.869630,,458.0,2.0,,,,,,,,,,,,,,
204,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2024-01-08 15:23:17.000000,2024-01-08 15:23:14,979.0,64.0,868.0,137.0,661.0,124.0,305.0,6447.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,82.0,31,True,2023-12-25 07:08:29,0.11.1,15.0,dowhy,conda-forge/dowhy,,,,316.0,316.0,https://pypi.org/project/dowhy,29734.0,30218.0,https://anaconda.org/conda-forge/dowhy,2023-11-30 17:35:40.350,18420.0,,,,,2.0,33.0,,,,,,,,,,,,,
205,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1803.0,200.0,206.0,11.0,1343.0,6291.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1438.0,1438.0,https://pypi.org/project/tensorpack,9173.0,9553.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10231.0,,,,,3.0,160.0,,,,,,,,,,,,,
206,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2024-01-08 14:33:00.000000,2024-01-08 14:32:50,1082.0,7.0,366.0,82.0,524.0,51.0,450.0,5510.0,A scikit-learn compatible neural network library that wraps PyTorch.,61.0,31,True,2023-09-04 10:10:59,0.15.0,15.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1068.0,1068.0,https://pypi.org/project/skorch,49114.0,68560.0,https://anaconda.org/conda-forge/skorch,2023-09-06 08:43:59.780,777868.0,,,,,3.0,,,,,,,,,,,,,,
207,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-01-05 03:37:50.000000,2023-07-28 00:16:45,2332.0,,1075.0,192.0,233.0,225.0,279.0,5416.0,Distributed Evolutionary Algorithms in Python.,87.0,31,True,,,6.0,deap,conda-forge/deap,,,,4307.0,4307.0,https://pypi.org/project/deap,177075.0,186084.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,351377.0,,,,,2.0,,,,,,,,,,,,,,
208,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2024-01-08 12:50:43.000000,2024-01-06 15:28:53,29252.0,398.0,1509.0,185.0,2026.0,24.0,1547.0,4647.0,"mlpack: a fast, header-only C++ machine learning library.",311.0,31,True,2023-11-27 18:45:09,4.3.0,46.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,3725.0,7574.0,https://anaconda.org/conda-forge/mlpack,2023-11-29 00:35:31.566,165524.0,,,,,3.0,,,,,,,,,,,,,,
209,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-01-08 14:23:02.000000,2024-01-05 20:03:54,779.0,20.0,359.0,73.0,279.0,54.0,502.0,4395.0,Visualizer for pandas data structures.,30.0,31,True,2024-01-08 14:23:02,3.9.0,140.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",982.0,982.0,https://pypi.org/project/dtale,76708.0,82648.0,https://anaconda.org/conda-forge/dtale,2024-01-05 22:01:34.870,261400.0,,,,,2.0,,,,,,,,,,,,,,
210,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2023-11-24 07:56:25.000000,2023-11-24 07:54:37,246.0,8.0,243.0,47.0,50.0,22.0,93.0,3706.0,A simple command-line utility for querying and monitoring GPU status.,17.0,31,True,2023-08-22 19:40:33,1.1.1,11.0,gpustat,conda-forge/gpustat,,,,4540.0,4540.0,https://pypi.org/project/gpustat,723584.0,730817.0,https://anaconda.org/conda-forge/gpustat,2023-08-23 10:35:25.821,274883.0,,,,,2.0,,,,,,,,,,,,,,
211,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-01-05 13:24:58.000000,2023-12-23 04:52:01,1393.0,24.0,444.0,53.0,744.0,40.0,457.0,3481.0,NeuralProphet: A simple forecasting package.,50.0,31,True,2023-06-14 22:41:07,0.6.2,28.0,neuralprophet,,,,['pytorch'],356.0,356.0,https://pypi.org/project/neuralprophet,90148.0,90148.0,,,,,,,,2.0,,,,,,,,,,,,,,
212,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-12-13 21:21:22.000000,2023-10-24 18:29:08,333.0,5.0,324.0,67.0,75.0,9.0,120.0,2925.0,A Python Perceptual Image Hashing Module.,26.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,11647.0,11647.0,https://pypi.org/project/ImageHash,1104543.0,1108622.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,350832.0,,,,,2.0,,,,,,,,,,,,,,
213,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-01-05 09:23:39.000000,2024-01-05 09:23:39,1275.0,4.0,272.0,54.0,215.0,49.0,405.0,2892.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,36.0,31,True,2023-08-21 11:19:41,1.12.0,26.0,stumpy,conda-forge/stumpy,,,,614.0,614.0,https://pypi.org/project/stumpy,171274.0,193500.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,955739.0,,,,,2.0,,,,,,,,,,,,,,
214,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-12-28 11:42:52.000000,2023-04-20 03:41:53,699.0,,244.0,41.0,802.0,71.0,282.0,2709.0,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:19,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],3896.0,3896.0,https://pypi.org/project/fairscale,369886.0,376389.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,169090.0,,,,,2.0,,,,,,,,,,,,,,
215,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-01-09 18:17:09.000000,2024-01-09 15:09:04,1136.0,24.0,229.0,25.0,975.0,97.0,397.0,2642.0,A python library for self-supervised learning on images.,35.0,31,True,2024-01-09 15:13:30,1.4.25,100.0,lightly,,,,['pytorch'],196.0,196.0,https://pypi.org/project/lightly,23867.0,23867.0,,,,,,,,2.0,,,,,,,,,,,,,,
216,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-01-09 15:39:09.000000,2024-01-08 16:29:52,789.0,29.0,308.0,41.0,862.0,30.0,248.0,2568.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",42.0,31,True,2023-09-09 13:23:25,0.7.0,13.0,python-doctr,,,,"['tensorflow', 'pytorch']",228.0,228.0,https://pypi.org/project/python-doctr,13163.0,76632.0,,,,,,,,2.0,2221435.0,,,,,,,,,,,,,
217,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2024-01-09 01:55:00.000000,2023-12-15 04:36:57,2928.0,27.0,670.0,78.0,848.0,227.0,622.0,2548.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",121.0,31,True,2023-10-16 21:49:45,0.1.24,14.0,pgmpy,,,,,822.0,822.0,https://pypi.org/project/pgmpy,41133.0,41140.0,,,,,,,,2.0,306.0,,,,,,,,,,,,,
218,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2023-12-29 17:33:04.000000,2023-12-03 09:09:14,2415.0,88.0,245.0,27.0,1121.0,75.0,224.0,2468.0,Database system for AI-powered apps.,73.0,31,True,2023-11-19 16:35:30,0.3.9,36.0,evadb,,,,['pytorch'],141.0,141.0,https://pypi.org/project/evadb,17807.0,40523.0,,,,,,,,3.0,408904.0,,georgia-tech-db/evadb,,,,,,,,,,,
219,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2023-12-23 15:16:22.285000,2023-12-23 13:05:00,887.0,10.0,342.0,84.0,167.0,207.0,146.0,2291.0,D3 Renderings of Matplotlib Graphics.,52.0,31,True,,,11.0,mpld3,conda-forge/mpld3,,,,5406.0,5406.0,https://pypi.org/project/mpld3,452386.0,457406.0,https://anaconda.org/conda-forge/mpld3,2023-12-23 15:16:22.285,191611.0,,,,,2.0,,,,mpld3,https://www.npmjs.com/package/mpld3,564.0,,,,,,,,
220,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-12-18 20:05:31.000000,2023-12-18 19:57:13,1353.0,11.0,298.0,22.0,44.0,29.0,198.0,2123.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,31,True,2023-12-17 19:42:14,0.4.5,78.0,explainerdashboard,conda-forge/explainerdashboard,,,,428.0,428.0,https://pypi.org/project/explainerdashboard,54929.0,56067.0,https://anaconda.org/conda-forge/explainerdashboard,2023-12-17 21:59:52.942,42123.0,,,,,2.0,,,,,,,,,,,,,,
221,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-12-18 04:15:22.000000,2023-11-17 20:35:45,543.0,15.0,155.0,44.0,76.0,4.0,127.0,1942.0,a python library for doing approximate and phonetic matching of strings.,31.0,31,True,,,14.0,jellyfish,conda-forge/jellyfish,,,,7785.0,7785.0,https://pypi.org/project/jellyfish,2313603.0,2331471.0,https://anaconda.org/conda-forge/jellyfish,2023-11-17 23:08:09.681,768324.0,,,,,2.0,,,,,,,,,,,,,,
