,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
101,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2025-04-22 14:56:30.839000,2025-02-21 05:44:35,1554.0,1.0,309.0,31.0,511.0,99.0,514.0,1585.0,Python library for reading and writing image data.,122.0,37,True,2025-01-20 02:42:38,2.37.0,72.0,imageio,conda-forge/imageio,,,,170027.0,170027.0,https://pypi.org/project/imageio,26240511.0,26376625.0,https://anaconda.org/conda-forge/imageio,2025-04-22 14:56:30.839,7757327.0,,,,,2.0,1625.0,,,,,,,,,,,
102,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2025-04-22 14:56:20.271000,2025-04-01 19:28:40,1614.0,21.0,217.0,33.0,730.0,36.0,596.0,1116.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,69.0,37,True,2025-02-16 03:49:23,3.7.1,56.0,pyproj,conda-forge/pyproj,,,,42568.0,42568.0,https://pypi.org/project/pyproj,10688296.0,10867023.0,https://anaconda.org/conda-forge/pyproj,2025-04-22 14:56:20.271,10187449.0,,,,,2.0,,,,,,,,,,,,
103,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2025-04-22 14:57:35.730000,2022-06-10 09:12:18,238.0,,13346.0,1569.0,237.0,767.0,594.0,54637.0,The worlds simplest facial recognition api for Python and the command line.,54.0,36,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],4741.0,4741.0,https://pypi.org/project/face_recognition,185511.0,186135.0,https://anaconda.org/conda-forge/face_recognition,2025-04-22 14:57:35.730,33595.0,,,,,2.0,1410.0,,,,,,,,,,,
104,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2025-04-22 14:58:02.848000,2024-02-10 14:20:58,4668.0,,4726.0,314.0,759.0,16.0,1152.0,39561.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",166.0,36,False,2023-12-12 15:11:16,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",2861.0,2861.0,https://pypi.org/project/tts,244841.0,343472.0,https://anaconda.org/conda-forge/tts,2025-04-22 14:58:02.848,24449.0,,,,,1.0,4804402.0,,,,,,,,,,,
105,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-08-21 02:01:07.000000,2024-02-05 13:23:18,2706.0,,8750.0,371.0,3176.0,1719.0,6738.0,30882.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,36,False,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,,['pytorch'],3742.0,3742.0,https://pypi.org/project/mmdet,198170.0,198170.0,,,,,,,,2.0,,,,,,,,,,,,
106,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-04-24 13:07:40.000000,2025-04-24 13:07:39,36756.0,288.0,13064.0,932.0,26487.0,,,24794.0,Apache Flink Python API.,2007.0,36,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,5544432.0,5544432.0,,,,,,,,2.0,,,,,,,,,,,,
107,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-03-10 02:44:04.000000,2025-01-26 07:01:34,1702.0,1.0,2831.0,379.0,485.0,3.0,1931.0,15256.0,Python Echarts Plotting Library.,45.0,36,True,2025-01-24 03:13:18,2.0.8,7.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5264.0,5264.0,https://pypi.org/project/pyecharts,195247.0,195249.0,,,,,,,,2.0,73.0,,,,,,,,,,,
108,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-02-11 00:26:08.000000,2025-02-11 00:26:08,4416.0,2.0,2964.0,173.0,5070.0,440.0,2359.0,13851.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",296.0,36,True,2024-09-03 04:16:25,2.4.0,39.0,dgl,,,,,3875.0,3875.0,https://pypi.org/project/dgl,110598.0,110598.0,,,,,,,,1.0,,,,,,,,,,,,
109,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2025-04-22 14:56:58.184000,2022-12-08 17:49:19,746.0,,1067.0,134.0,240.0,315.0,274.0,9326.0,Manipulate audio with a simple and easy high level interface.,95.0,36,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,95136.0,95136.0,https://pypi.org/project/pydub,9012409.0,9015693.0,https://anaconda.org/conda-forge/pydub,2025-04-22 14:56:58.184,160921.0,,,,,1.0,,,,,,,,,,,,
110,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-04-22 14:57:34.170000,2025-03-06 20:05:48,5371.0,14.0,1780.0,134.0,1065.0,386.0,1957.0,9287.0,"An open-source, low-code machine learning library in Python.",142.0,36,True,2024-04-28 18:46:27,3.3.2,29.0,pycaret,conda-forge/pycaret,,,,7518.0,7518.0,https://pypi.org/project/pycaret,336492.0,337714.0,https://anaconda.org/conda-forge/pycaret,2025-04-22 14:57:34.170,67806.0,,,,,1.0,731.0,,,,,,,,,,,
111,PyOD,yzhao062/pyod,ml-frameworks,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-04-22 14:57:22.910000,2025-03-24 19:26:46,1889.0,2.0,1395.0,149.0,261.0,196.0,151.0,9145.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",63.0,36,True,2024-12-22 00:23:34,2.0.3,42.0,pyod,conda-forge/pyod,,,,5070.0,5070.0,https://pypi.org/project/pyod,561946.0,564476.0,https://anaconda.org/conda-forge/pyod,2025-04-22 14:57:22.910,149324.0,,,,,2.0,,,,,,,,,,,,
112,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-04-22 14:57:12.206000,2025-02-09 04:33:30,708.0,4.0,360.0,65.0,137.0,36.0,159.0,8867.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",33.0,36,True,2025-02-09 03:16:30,0.8.1,15.0,einops,conda-forge/einops,,,,70798.0,70798.0,https://pypi.org/project/einops,9402473.0,9409321.0,https://anaconda.org/conda-forge/einops,2025-04-22 14:57:12.206,369821.0,,,,,2.0,,,,,,,,,,,,
113,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-04-23 19:56:22.000000,2025-04-23 19:56:22,2549.0,85.0,985.0,96.0,2891.0,393.0,1240.0,8765.0,Fast and Accurate ML in 3 Lines of Code.,135.0,36,True,2024-11-27 17:04:12,1.2.0,34.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1069.0,1069.0,https://pypi.org/project/autogluon,222971.0,223201.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,19.0,15893.0,1.0,,,,,,,,,,,,
114,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-04-24 07:51:11.000000,2025-04-22 00:40:30,1272.0,105.0,792.0,293.0,1684.0,247.0,451.0,8743.0,"Build, Manage and Deploy AI/ML Systems.",105.0,36,True,2025-04-22 00:41:10,2.15.9,149.0,metaflow,conda-forge/metaflow,,,,887.0,887.0,https://pypi.org/project/metaflow,285088.0,290114.0,https://anaconda.org/conda-forge/metaflow,2025-04-22 14:57:18.349,286520.0,,,,,2.0,,,,,,,,,,,,
115,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2025-04-22 14:58:07.903000,2025-04-13 08:27:57,3223.0,34.0,1156.0,91.0,3592.0,342.0,2821.0,6338.0,AI Toolkit for Healthcare Imaging.,222.0,36,True,2024-10-17 00:54:28,1.4.0,20.0,monai,conda-forge/monai,,,['pytorch'],3996.0,3996.0,https://pypi.org/project/monai,255047.0,256226.0,https://anaconda.org/conda-forge/monai,2025-04-22 14:58:07.903,47198.0,,,,,1.0,,,,,,,,,,,,
116,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2025-04-24 09:47:03.000000,2025-04-24 09:03:13,1800.0,51.0,642.0,59.0,1956.0,115.0,1286.0,4653.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,222.0,36,True,2025-03-29 13:48:07,0.5.2,25.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],3745.0,3745.0,https://pypi.org/project/pytorch-ignite,177635.0,180410.0,https://anaconda.org/pytorch/ignite,2025-03-30 00:53:29.695,227555.0,,,,,2.0,,,,,,,,,,,,
117,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-04-23 09:45:43.000000,2025-04-22 15:39:00,2547.0,97.0,229.0,61.0,150.0,75.0,638.0,4192.0,A Grammar of Graphics for Python.,112.0,36,True,2025-01-02 11:19:20,0.14.5,30.0,plotnine,conda-forge/plotnine,,,,11557.0,11557.0,https://pypi.org/project/plotnine,2347658.0,2355581.0,https://anaconda.org/conda-forge/plotnine,2025-04-22 14:56:36.903,459543.0,,,,,2.0,,,,,,,,,,,,
118,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-04-24 17:17:30.000000,2025-04-24 17:13:07,4077.0,359.0,321.0,67.0,2868.0,24.0,764.0,2475.0,Adaptive Experimentation Platform.,185.0,36,True,2025-02-03 18:05:26,0.5.0,44.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],950.0,950.0,https://pypi.org/project/ax-platform,150286.0,151100.0,https://anaconda.org/conda-forge/ax-platform,2025-04-22 14:57:55.741,37461.0,,,,,1.0,,,,,,,,,,,,
119,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-04-23 08:13:17.000000,2025-04-23 08:13:17,2141.0,110.0,421.0,33.0,1885.0,71.0,871.0,2255.0,"Machine learning metrics for distributed, scalable PyTorch applications.",273.0,36,True,2025-04-07 19:33:42,1.7.1,58.0,metrics,conda-forge/torchmetrics,,,['pytorch'],40632.0,40632.0,https://pypi.org/project/metrics,6459.0,45731.0,https://anaconda.org/conda-forge/torchmetrics,2025-04-22 14:57:48.806,1917842.0,,,,,1.0,6533.0,,,,,Lightning-AI/torchmetrics,,,,,,
120,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2025-04-21 20:12:43.000000,2025-04-21 20:12:37,5183.0,78.0,1109.0,153.0,1428.0,68.0,767.0,1984.0,Documentation and samples for ArcGIS API for Python.,97.0,36,True,2025-04-07 20:25:27,2.4.1,37.0,arcgis,,esridocker/arcgis-api-python-notebook,,,941.0,941.0,https://pypi.org/project/arcgis,97334.0,97476.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,2.0,14697.0,,,,,,,,,,,
121,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2025-04-22 14:57:05.519000,2025-04-22 11:04:59,1596.0,20.0,432.0,49.0,1554.0,184.0,696.0,1674.0,Exploratory analysis of Bayesian models with Python.,171.0,36,True,2025-03-06 15:39:23,0.21.0,39.0,arviz,conda-forge/arviz,,,,10312.0,10312.0,https://pypi.org/project/arviz,1982764.0,2022591.0,https://anaconda.org/conda-forge/arviz,2025-04-22 14:57:05.519,2349707.0,,,,,1.0,182.0,,,,,,,,,,,
122,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2025-04-24 08:12:04.000000,2025-04-24 08:12:04,10920.0,182.0,604.0,63.0,3081.0,220.0,2048.0,1263.0,Machine learning for NeuroImaging in Python.,254.0,36,True,2024-12-23 09:33:25,0.11.1,26.0,nilearn,conda-forge/nilearn,,,['sklearn'],4123.0,4123.0,https://pypi.org/project/nilearn,117100.0,123300.0,https://anaconda.org/conda-forge/nilearn,2025-04-22 14:56:23.063,328296.0,,,,,1.0,295.0,,,,,,,,,,,
123,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-04-23 12:13:01.000000,2025-04-23 12:12:55,8971.0,187.0,2856.0,306.0,253.0,19.0,1171.0,30018.0,"Visualizer for neural network, deep learning and machine learning models.",,35,True,2025-04-16 16:40:56,8.2.8,3.0,netron,,,,"['pytorch', 'tensorflow']",13.0,13.0,https://pypi.org/project/netron,43042.0,92898.0,,,,,,,,1.0,49856.0,,,,,,,,,,,
124,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2025-04-24 18:15:40.000000,2025-04-24 18:14:13,8571.0,958.0,3259.0,273.0,9036.0,131.0,771.0,28632.0,You like pytorch? You like micrograd? You love tinygrad!.,392.0,35,True,2025-02-21 03:09:38,0.10.2,11.0,,,,,['pytorch'],199.0,199.0,,,,,,,,,,,1.0,,,,,,tinygrad/tinygrad,,,,,,
125,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-04-22 14:56:42.880000,2024-03-13 15:16:33,391.0,,4592.0,845.0,268.0,466.0,611.0,26172.0,Library for fast text representation and classification.,68.0,35,False,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,7689.0,7689.0,https://pypi.org/project/fasttext,1145171.0,1147542.0,https://anaconda.org/conda-forge/fasttext,2025-04-22 14:56:42.880,130438.0,,,,,2.0,,,,,,,,,,,,
126,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2025-04-22 14:56:27.546000,2024-07-29 00:37:39,894.0,,1172.0,315.0,270.0,58.0,345.0,13690.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,True,2023-06-14 16:34:48,1.17.3,22.0,annoy,conda-forge/python-annoy,,,,5047.0,5047.0,https://pypi.org/project/annoy,800944.0,813210.0,https://anaconda.org/conda-forge/python-annoy,2025-04-22 14:56:27.546,674633.0,,,,,3.0,,,,,,,,,,,,
127,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-04-22 14:57:50.610000,2025-04-22 05:38:53,2693.0,25.0,721.0,102.0,506.0,568.0,1279.0,9968.0,An open source multi-tool for exploring and publishing data.,82.0,35,True,2024-11-29 01:13:13,0.65.1,100.0,datasette,conda-forge/datasette,,,,1495.0,1495.0,https://pypi.org/project/datasette,198785.0,200021.0,https://anaconda.org/conda-forge/datasette,2025-04-22 14:57:50.610,59316.0,,,,,1.0,70.0,,,,,,,datasette,,,,
128,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2025-04-13 12:44:47.000000,2025-04-13 12:43:52,35229.0,191.0,1958.0,195.0,5880.0,8.0,3393.0,9664.0,Perform data science on data that remains in someone elses server.,516.0,35,True,2025-02-13 11:13:19,0.9.5,100.0,syft,,,,['pytorch'],1.0,1.0,https://pypi.org/project/syft,13483.0,13604.0,,,,,,,,1.0,1947.0,,,,,,,,,,,
129,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-04-24 18:17:10.000000,2025-04-24 18:02:15,40660.0,522.0,937.0,155.0,11741.0,973.0,5817.0,8878.0,cuDF - GPU DataFrame Library.,304.0,35,True,2025-04-09 18:14:04,25.04.00,61.0,cudf,,,,,62.0,62.0,https://pypi.org/project/cudf,3710.0,3710.0,,,,,,,,1.0,,,,,,,,,,,,
130,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-04-23 06:46:41.000000,2025-04-23 06:46:39,3555.0,106.0,827.0,76.0,3941.0,137.0,970.0,7646.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",220.0,35,True,2025-04-17 08:49:40,1.4.10,100.0,bentoml,,,,,2590.0,2590.0,https://pypi.org/project/bentoml,110712.0,110726.0,,,,,,,,2.0,470.0,,,,,,,,,,,
131,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-04-22 14:57:21.461000,2025-04-21 18:22:54,10597.0,22.0,1790.0,141.0,2658.0,501.0,1246.0,5921.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",257.0,35,True,2024-04-03 16:21:23,2.8.0,20.0,deepchem,conda-forge/deepchem,,,['tensorflow'],573.0,573.0,https://pypi.org/project/deepchem,61354.0,63335.0,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,114952.0,,,,,1.0,,,,,,,,,,,,
132,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2025-01-16 09:48:57.000000,2025-01-16 09:47:38,1004.0,,871.0,90.0,236.0,138.0,706.0,4812.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",53.0,35,True,2025-01-16 13:56:09,84,75.0,opencv-python,,,,,562393.0,562393.0,https://pypi.org/project/opencv-python,17233353.0,17233353.0,,,,,,,,2.0,,,,,,,,,,,,
133,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-04-24 18:06:39.000000,2025-04-24 05:37:57,1230.0,14.0,663.0,123.0,988.0,359.0,1138.0,4686.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",191.0,35,True,2025-01-22 03:00:48,8.2,42.0,coremltools,conda-forge/coremltools,,,,4761.0,4761.0,https://pypi.org/project/coremltools,419186.0,421097.0,https://anaconda.org/conda-forge/coremltools,2025-04-22 14:57:38.011,94741.0,,,,,2.0,14373.0,,,,,,,,,,,
134,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2025-04-23 23:38:16.000000,2025-02-20 15:08:38,8652.0,10.0,710.0,99.0,13440.0,19.0,879.0,3952.0,State of the Art Natural Language Processing.,114.0,35,True,2025-01-30 16:15:18,5.5.3,100.0,spark-nlp,,,,['spark'],587.0,587.0,https://pypi.org/project/spark-nlp,4207926.0,4207926.0,,,,,,,,2.0,,,,,,,,,,,,
135,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2025-04-24 14:38:14.000000,2025-04-24 14:38:13,1204.0,37.0,515.0,54.0,1414.0,313.0,493.0,2866.0,"Accelerate inference and training of Transformers, Diffusers, TIMM and Sentence Transformers with easy to use hardware..",143.0,35,True,2025-01-30 16:26:59,1.24.0,68.0,optimum,conda-forge/optimum,,,,5292.0,5292.0,https://pypi.org/project/optimum,1293363.0,1294401.0,https://anaconda.org/conda-forge/optimum,2025-04-22 14:58:14.435,37368.0,,,,,1.0,,,,,,,,,,,,
136,ag2,ag2ai/ag2,agents,,https://github.com/ag2ai/ag2,https://github.com/ag2ai/ag2,Apache-2.0,2024-11-11 20:43:34.000,2025-04-24 17:05:08.000000,2025-04-24 11:12:44,4548.0,580.0,306.0,64.0,1005.0,204.0,496.0,2363.0,AG2 (formerly AutoGen): The Open-Source AgentOS. Join us at: https://discord.gg/pAbnFJrkgZ.,416.0,35,True,2025-04-17 21:53:20,0.8.7,41.0,ag2,,,,,3383.0,3383.0,https://pypi.org/project/ag2,351357.0,351357.0,,,,,,,,3.0,,,,,,,,,,,,
137,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/uxlfoundation/scikit-learn-intelex,https://github.com/uxlfoundation/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2025-04-24 16:03:03.970000,2025-04-24 11:17:25,2130.0,126.0,177.0,24.0,2148.0,51.0,201.0,1274.0,Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,85.0,35,True,2025-04-23 12:35:02,2025.5.0,35.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13460.0,13460.0,https://pypi.org/project/scikit-learn-intelex,75959.0,86583.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2025-04-24 16:03:03.970,509998.0,,,,,1.0,,,,,,uxlfoundation/scikit-learn-intelex,,,,,,
138,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2025-04-04 21:04:24.000000,2025-03-24 18:10:07,917.0,15.0,349.0,40.0,1119.0,88.0,173.0,1255.0,Making text a first-class citizen in TensorFlow.,117.0,35,True,2025-04-04 21:04:24,2.19.0,62.0,tensorflow-text,,,,['tensorflow'],9063.0,9063.0,https://pypi.org/project/tensorflow-text,7006236.0,7006236.0,,,,,,,,2.0,,,,,,,,,,,,
139,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2025-04-22 14:56:25.529000,2025-03-19 23:23:04,15120.0,25.0,499.0,49.0,2342.0,403.0,974.0,779.0,Workflows and interfaces for neuroimaging packages.,264.0,35,True,2025-03-19 23:38:43,1.10.0,49.0,nipype,conda-forge/nipype,,,,6551.0,6551.0,https://pypi.org/project/nipype,348845.0,362920.0,https://anaconda.org/conda-forge/nipype,2025-04-22 14:56:25.529,788243.0,,,,,2.0,,,,,,,,,,,,
140,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-09-24 11:24:36.000000,2024-09-24 11:18:06,618.0,,3258.0,320.0,268.0,446.0,604.0,26437.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,True,2024-09-24 11:24:36,1.7.2,23.0,easyocr,,,,,13793.0,13793.0,https://pypi.org/project/easyocr,854305.0,1203912.0,,,,,,,,2.0,20277243.0,,,,,,,,,,,
141,agno,agno-agi/agno,agents,,https://github.com/agno-agi/agno,https://github.com/agno-agi/agno,MPL-2.0,2022-05-04 15:23:02.000,2025-04-24 17:50:10.000000,2025-04-24 17:23:16,3391.0,660.0,3233.0,173.0,1376.0,56.0,755.0,25670.0,"Agno is a lightweight library for building Agents with memory, knowledge, tools and reasoning.",165.0,34,True,2025-04-23 17:28:09,1.4.1,52.0,agno,,,,,,,https://pypi.org/project/agno,109314.0,109314.0,,,,,,,,3.0,,,,,,,,,,,,
142,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2025-04-23 09:19:10.000000,2025-04-23 09:19:10,2360.0,12.0,5486.0,516.0,191.0,1162.0,1389.0,24981.0,State-of-the-art 2D and 3D Face Analysis Project.,66.0,34,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],4018.0,4018.0,https://pypi.org/project/insightface,236107.0,551403.0,,,,,,,,2.0,7567119.0,,,,,,,,,,,
143,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-04-24 00:42:00.000000,2025-04-11 00:08:24,32622.0,52.0,1993.0,381.0,6968.0,2815.0,6715.0,7129.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",277.0,34,True,,,,h2o,,,,,98.0,98.0,https://pypi.org/project/h2o,191096.0,191096.0,,,,,,,,2.0,,,,,,,,,,,,
144,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2025-04-24 17:26:03.000000,2025-04-24 17:25:57,3695.0,78.0,731.0,144.0,134.0,103.0,364.0,6467.0,Fit interpretable models. Explain blackbox machine learning.,48.0,34,True,2025-03-27 02:51:02,0.6.10,51.0,interpret,,,,['jupyter'],878.0,878.0,https://pypi.org/project/interpret,187994.0,187994.0,,,,,,,,1.0,,,,,,,,,,,,
145,ClearML,allegroai/clearml,ml-experiments,,https://github.com/clearml/clearml,https://github.com/clearml/clearml,Apache-2.0,2019-06-10 08:18:32.000,2025-04-24 12:31:08.000000,2025-04-24 12:31:07,2511.0,43.0,667.0,95.0,287.0,483.0,624.0,5954.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",104.0,34,True,2025-03-09 17:03:24,1.18.0,100.0,clearml,,allegroai/trains,,,1712.0,1712.0,https://pypi.org/project/clearml,359214.0,359695.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30448.0,2.0,3244.0,,,,,clearml/clearml,,,,,,
