,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
138,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-01-10 01:14:54.000000,2024-01-09 17:35:30,863.0,3.0,311.0,45.0,1008.0,72.0,163.0,1172.0,Making text a first-class citizen in TensorFlow.,111.0,34,True,2023-11-15 19:00:05,2.15.0,53.0,tensorflow-text,,,,['tensorflow'],6338.0,6338.0,https://pypi.org/project/tensorflow-text,4335598.0,4335598.0,,,,,,,,2.0,,,,,,,,,,,,
139,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-01-25 13:29:54.000000,2024-01-25 05:56:27,2955.0,105.0,4047.0,373.0,3580.0,334.0,1166.0,36235.0,"Making large AI models cheaper, faster and more accessible.",162.0,33,True,2023-11-01 05:57:35,0.3.4,34.0,,,,,,289.0,289.0,,,,,,,,,,,2.0,,,,,,,,,,,,
140,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-01-19 09:23:41.000000,2024-01-09 02:12:36,1497.0,6.0,6806.0,380.0,647.0,380.0,3041.0,27887.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",263.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1573.0,1573.0,https://pypi.org/project/detectron2,,5249.0,https://anaconda.org/conda-forge/detectron2,2024-01-18 08:57:46.349,220463.0,,,,,2.0,,,,,,,,,,,,
141,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-01-18 07:02:38.000000,2023-12-27 16:23:43,4667.0,155.0,2872.0,249.0,706.0,86.0,860.0,26100.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",163.0,33,True,2023-12-12 15:11:16,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,122374.0,178003.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,10278.0,,,,,2.0,,1878486.0,,,,,,,,,,
142,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-01-25 17:58:03.000000,2024-01-25 15:40:01,34771.0,622.0,12235.0,944.0,24180.0,,,22747.0,Apache Flink Python API.,1821.0,33,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,35133.0,35133.0,,,,,,,,3.0,,,,,,,,,,,,
143,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2024-01-25 15:47:51.000000,2024-01-25 15:30:43,16862.0,1271.0,2568.0,378.0,4586.0,370.0,3278.0,19723.0,Build AI using SQL.,819.0,33,True,2024-01-25 13:35:29,24.1.4.0,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,13040.0,13040.0,,,,,,,,3.0,,,,,,,,,,,,
144,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-12-26 23:00:56.000000,2020-10-14 16:36:49,6226.0,,4128.0,1002.0,1869.0,324.0,658.0,16832.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,33,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,976.0,976.0,https://pypi.org/project/zipline,2801.0,2986.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7424.0,,,,,1.0,,,,,,,,,,,,
145,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,,1767.0,283.0,3502.0,356.0,1676.0,13538.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,33,True,2023-09-14 12:12:06,3.0,40.0,nni,,,,,554.0,554.0,https://pypi.org/project/nni,15140.0,15140.0,,,,,,,,1.0,,,,,,,,,,,,
146,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-09-25 04:57:08.085000,2023-08-20 17:38:53,890.0,,1107.0,321.0,266.0,49.0,341.0,12379.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,33,True,2023-06-14 16:34:48,1.17.3,21.0,annoy,conda-forge/python-annoy,,,,3492.0,3492.0,https://pypi.org/project/annoy,829325.0,838843.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,380742.0,,,,,2.0,,,,,,,,,,,,
147,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2024-01-17 08:31:39.000000,2023-12-09 05:39:53,576.0,12.0,2270.0,223.0,245.0,93.0,416.0,9839.0,A little word cloud generator in Python.,72.0,33,True,2023-12-09 13:50:41,1.9.3,13.0,wordcloud,conda-forge/wordcloud,,,,21.0,21.0,https://pypi.org/project/wordcloud,1230126.0,1240917.0,https://anaconda.org/conda-forge/wordcloud,2023-12-11 13:49:34.986,453224.0,,,,,2.0,,,,,,,,,,,,
148,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-01-02 11:17:53.000000,2024-01-02 11:17:47,862.0,3.0,1271.0,418.0,85.0,32.0,159.0,9667.0,TensorFlow-based neural network library.,58.0,33,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1211.0,1211.0,https://pypi.org/project/dm-sonnet,17848.0,18385.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26878.0,,,,,3.0,,,google-deepmind/sonnet,,,,,,,,,
149,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-12-12 17:39:59.000000,2023-12-08 19:12:48,2431.0,7.0,1512.0,290.0,429.0,273.0,636.0,9399.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,118.0,33,True,2023-08-15 18:21:39,0.12.1,29.0,tpot,conda-forge/tpot,,,['sklearn'],2574.0,2574.0,https://pypi.org/project/tpot,34354.0,40015.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,243444.0,,,,,1.0,,,,,,,,,,,,
150,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2024-01-25 16:10:00.000000,2024-01-24 11:18:04,587.0,131.0,800.0,67.0,559.0,77.0,634.0,7196.0,Train transformer language models with reinforcement learning.,137.0,33,True,2024-01-19 10:58:25,0.7.10,25.0,trl,,,,,1089.0,1089.0,https://pypi.org/project/trl,186787.0,186787.0,,,,,,,,2.0,,,,,,,,,,,,
151,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-01-25 17:15:49.000000,2024-01-25 16:40:04,37947.0,380.0,787.0,147.0,8980.0,915.0,4958.0,6936.0,cuDF - GPU DataFrame Library.,270.0,33,True,2023-12-08 21:31:24,23.12.01,44.0,cudf,,,,,51.0,51.0,https://pypi.org/project/cudf,2201.0,2201.0,,,,,,,,1.0,,,,,,,,,,,,
152,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-01-25 18:11:38.000000,2024-01-25 15:53:28,32296.0,91.0,1955.0,385.0,6738.0,2675.0,6525.0,6618.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",251.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,383487.0,383487.0,,,,,,,,2.0,,,,,,,,,,,,
153,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-12-16 19:25:54.000000,2023-12-16 19:23:13,1208.0,20.0,630.0,65.0,131.0,48.0,432.0,5632.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",40.0,33,True,2023-12-16 19:24:49,2.4.1,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1169.0,1169.0,https://pypi.org/project/pytorch-metric-learning,235821.0,236052.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11097.0,,,,,1.0,,,,,,,,,,,,
154,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-01-24 19:59:59.000000,2024-01-24 19:51:09,1053.0,28.0,457.0,226.0,733.0,170.0,331.0,4393.0,Model interpretability and understanding for PyTorch.,105.0,33,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],1748.0,1748.0,https://pypi.org/project/captum,169131.0,169926.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,19894.0,,,,,1.0,,,,,,,,,,,,
155,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-01-25 15:59:29.000000,2024-01-19 15:04:04,12141.0,151.0,1069.0,99.0,1310.0,118.0,742.0,4273.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,33,True,2023-12-27 22:17:11,1.17.0,55.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,475.0,475.0,https://pypi.org/project/adversarial-robustness-toolbox,19688.0,20538.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-12-27 22:57:10.074,35739.0,,,,,1.0,,,,,,,,,,,,
156,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-01-22 19:36:04.000000,2024-01-22 19:36:00,12040.0,43.0,1024.0,165.0,462.0,577.0,741.0,4028.0,Probabilistic reasoning and statistical analysis in TensorFlow.,487.0,33,True,2023-11-20 23:32:05,0.23.0,50.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,2200270.0,2203691.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-01-09 01:12:57.968,119766.0,,,,,1.0,,,,,,,,,,,,
157,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-01-24 15:31:50.000000,2024-01-23 22:22:05,1124.0,34.0,548.0,115.0,838.0,261.0,1020.0,3888.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",159.0,33,True,2023-11-01 14:46:14,7.1,36.0,coremltools,conda-forge/coremltools,,,,3568.0,3568.0,https://pypi.org/project/coremltools,165541.0,167025.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53299.0,,,,,2.0,,9022.0,,,,,,,,,,
158,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-12-28 17:43:43.000000,2023-12-03 03:47:34,490.0,5.0,534.0,65.0,212.0,170.0,152.0,3802.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,5868.0,5868.0,https://pypi.org/project/hnswlib,595299.0,598663.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,124503.0,,,,,2.0,,,,,,,,,,,,
159,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-01-25 06:38:08.000000,2024-01-17 20:31:21,3876.0,64.0,1023.0,153.0,1569.0,347.0,862.0,3566.0,Fast data visualization and GUI tools for scientific / engineering applications.,267.0,33,True,2023-04-14 21:24:10,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,8688.0,8688.0,https://pypi.org/project/pyqtgraph,119805.0,125754.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,499729.0,,,,,2.0,,,,,,,,,,,,
160,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-01-24 17:10:57.000000,2024-01-24 17:07:13,1266.0,55.0,224.0,31.0,420.0,77.0,196.0,3339.0,Lightning fast forecasting with statistical and econometric models.,37.0,33,True,2024-01-05 22:27:58,1.7.1,26.0,statsforecast,conda-forge/statsforecast,,,,675.0,675.0,https://pypi.org/project/statsforecast,436812.0,439416.0,https://anaconda.org/conda-forge/statsforecast,2024-01-05 23:52:06.950,57288.0,,,,,1.0,,,,,,,,,,,,
161,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2024-01-22 13:40:06.000000,2024-01-22 13:40:03,7352.0,33.0,600.0,117.0,1156.0,308.0,1104.0,3173.0,High-performance interactive 2D/3D data visualization library.,192.0,33,True,2023-10-03 22:23:12,0.14.1,35.0,vispy,conda-forge/vispy,,,['jupyter'],1390.0,1390.0,https://pypi.org/project/vispy,57025.0,68334.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,451862.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,13.0,,,,,,
162,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-01-25 17:14:03.000000,2024-01-25 17:09:34,1775.0,68.0,351.0,53.0,1511.0,54.0,395.0,2880.0,Bayesian optimization in PyTorch.,108.0,33,True,2023-12-09 01:58:40,0.9.5,41.0,botorch,conda-forge/botorch,,,['pytorch'],815.0,815.0,https://pypi.org/project/botorch,122767.0,125144.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,97494.0,,,,,1.0,,,,,,,,,,,,
163,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-01-19 14:21:36.000000,2024-01-19 08:29:16,1635.0,10.0,317.0,60.0,185.0,114.0,192.0,2712.0,The machine learning toolkit for time series analysis in Python.,43.0,33,True,2023-12-12 14:35:12,0.6.3,25.0,tslearn,conda-forge/tslearn,,,['sklearn'],1114.0,1114.0,https://pypi.org/project/tslearn,257070.0,286618.0,https://anaconda.org/conda-forge/tslearn,2023-12-12 23:08:37.558,1270572.0,,,,,1.0,,,,,,,,,,,,
164,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-01-15 00:09:43.000000,2021-10-12 13:32:38,1570.0,,507.0,65.0,543.0,252.0,393.0,2702.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5334.0,5334.0,https://pypi.org/project/scikit-optimize,537683.0,546622.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,697265.0,,,,,1.0,,,,,,,,,,,,
165,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,11.0,387.0,39.0,149.0,43.0,239.0,2332.0,A library of sklearn compatible categorical variable encoders.,70.0,33,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1402.0,1402.0,https://pypi.org/project/category_encoders,1360834.0,1370065.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,249248.0,,,,,2.0,,,,,,,,,,,,
166,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-01-25 18:01:10.000000,2024-01-25 15:07:45,3872.0,199.0,509.0,49.0,4001.0,204.0,882.0,2022.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,155.0,33,True,2024-01-22 17:04:21,0.34.0.post1,54.0,pennylane,conda-forge/pennylane,,,,726.0,726.0,https://pypi.org/project/pennylane,35996.0,37236.0,https://anaconda.org/conda-forge/pennylane,2024-01-16 20:01:29.795,32236.0,,,,,2.0,,70.0,,,,,,,,,,
167,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2024-01-24 22:08:54.000000,2024-01-10 10:12:45,2946.0,29.0,350.0,55.0,1116.0,278.0,923.0,1326.0,Cartopy - a cartographic python library with matplotlib support.,124.0,33,True,2023-08-05 00:46:57,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,4299.0,4299.0,https://pypi.org/project/cartopy,150179.0,226671.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3365676.0,,,,,2.0,,,,,,,,,,,,
168,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2024-01-25 14:23:24.000000,2024-01-22 10:31:10,10199.0,98.0,540.0,70.0,2301.0,233.0,1703.0,1076.0,Machine learning for NeuroImaging in Python.,233.0,33,True,2023-10-01 19:30:40,0.10.2,22.0,nilearn,conda-forge/nilearn,,,['sklearn'],2834.0,2834.0,https://pypi.org/project/nilearn,42588.0,49380.0,https://anaconda.org/conda-forge/nilearn,2023-10-02 11:59:55.930,257978.0,,,,,2.0,,151.0,,,,,,,,,,
169,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2024-01-22 15:54:03.000000,2023-12-06 02:03:46,14787.0,4.0,483.0,50.0,2278.0,396.0,949.0,709.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,3930.0,3930.0,https://pypi.org/project/nipype,74432.0,88849.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,591102.0,,,,,2.0,,,,,,,,,,,,
170,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-01-13 20:33:11.000000,2022-06-10 09:12:18,238.0,,12950.0,1565.0,225.0,723.0,584.0,50901.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,61744.0,62247.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19549.0,,,,,2.0,,1224.0,,,,,,,,,,
171,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-01-23 01:48:22.000000,2023-07-11 13:03:36,1421.0,,3629.0,761.0,1134.0,357.0,588.0,18820.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],489.0,489.0,https://pypi.org/project/magenta,2262.0,2262.0,,,,,,,,2.0,,,,,,,,,,,,
172,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2024-01-15 08:14:29.000000,2024-01-05 20:03:59,1332.0,1.0,2154.0,331.0,1580.0,361.0,1855.0,13777.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",172.0,32,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,1074.0,1074.0,https://pypi.org/project/horovod,48928.0,48928.0,,,,,,,,2.0,,,,,,,,,,stable/horovod,,
173,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1735.0,263.0,114.0,85.0,535.0,11100.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,4931.0,4931.0,https://pypi.org/project/lime,238779.0,241084.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,195995.0,,,,,2.0,,,,,,,,,,,,
174,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1378.0,303.0,889.0,129.0,758.0,9026.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],626.0,626.0,https://pypi.org/project/autokeras,11054.0,11293.0,,,,,,,,2.0,,17709.0,,,,,,,,,,
175,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-01-16 11:08:12.000000,2023-12-28 06:35:09,2895.0,7.0,1591.0,87.0,1625.0,376.0,1611.0,7991.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,32,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1106.0,1106.0,https://pypi.org/project/paddleseg,1582.0,1582.0,,,,,,,,2.0,,,,,,,,,,,,
176,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2024-01-14 09:07:13.000000,2023-12-06 12:55:15,486.0,32.0,2226.0,283.0,140.0,276.0,314.0,7831.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-12-06 13:10:51,3.10.1,26.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,590276.0,594571.0,https://anaconda.org/conda-forge/speechrecognition,2023-12-06 16:25:19.819,176120.0,,,,,2.0,,,,,,,,,,,,
177,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-01-25 17:13:25.000000,2024-01-25 13:22:06,831.0,34.0,654.0,274.0,1101.0,238.0,353.0,7309.0,"Build and manage real-life ML, AI, and data science projects with ease!.",78.0,32,True,2024-01-18 05:23:20,2.11.0,100.0,metaflow,conda-forge/metaflow,,,,581.0,581.0,https://pypi.org/project/metaflow,114360.0,118153.0,https://anaconda.org/conda-forge/metaflow,2024-01-15 15:33:47.821,159314.0,,,,,2.0,,,,,,,,,,,,
178,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-01-19 21:04:16.000000,2023-12-07 16:30:16,1315.0,3.0,828.0,158.0,1656.0,172.0,804.0,6944.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1519.0,1519.0,https://pypi.org/project/featuretools,46090.0,50168.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,175395.0,,,,,2.0,,,,,,,,,,,,
179,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-01-25 09:48:58.000000,2023-12-02 06:10:46,4212.0,96.0,845.0,144.0,463.0,81.0,763.0,6931.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,32,True,2023-12-03 06:47:22,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,2399.0,2399.0,https://pypi.org/project/stanza,142702.0,142860.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7308.0,,,,,2.0,,,,,,,,,,,,
180,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-01-22 13:16:11.000000,2024-01-21 16:05:18,1135.0,47.0,758.0,61.0,896.0,222.0,1069.0,6911.0,A python library for user-friendly forecasting and anomaly detection on time series.,110.0,32,True,2024-01-21 16:05:20,0.27.2,40.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,500.0,500.0,https://pypi.org/project/u8darts,19010.0,20326.0,https://anaconda.org/conda-forge/u8darts-all,2024-01-21 21:20:33.765,39289.0,https://hub.docker.com/r/unit8/darts,2024-01-21 16:15:31.089895,,508.0,2.0,,,,,,,,,,,,
181,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-01-24 10:38:44.000000,2023-12-27 14:04:05,2705.0,6.0,1116.0,209.0,1045.0,20.0,614.0,6453.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-12-27 14:49:16,1.5.0,62.0,deeppavlov,,,,['tensorflow'],374.0,374.0,https://pypi.org/project/deeppavlov,8587.0,8587.0,,,,,,,,2.0,,,deeppavlov/DeepPavlov,,,,,,,,,
