,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
100,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2025-09-16 21:30:06.000000,2025-09-12 17:28:56,1644.0,224.0,33.0,747.0,41.0,611.0,1159.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,72.0,37,True,26.0,2025-08-14 11:03:43,3.7.2,59.0,,pyproj,conda-forge/pyproj,,,,46435.0,46435.0,https://pypi.org/project/pyproj,13404869.0,13588107.0,https://anaconda.org/conda-forge/pyproj,2025-09-15 17:28:23.877,11360791.0,,,,,2.0,,,,,,,,,,,
101,agno,agno-agi/agno,agents,,https://github.com/agno-agi/agno,https://github.com/agno-agi/agno,Apache-2.0,2022-05-04 15:23:02.000,2025-09-25 16:44:35.000000,2025-09-25 15:07:25,4200.0,4295.0,214.0,2506.0,90.0,1329.0,33861.0,"High-performance runtime for multi-agent systems. Build, run and manage secure multi-agent systems in your cloud.",296.0,36,True,402.0,2025-09-24 19:48:42,2.0.9,100.0,,agno,,,,,,,https://pypi.org/project/agno,684543.0,684543.0,,,,,,,,3.0,,,,,,,,,,,
102,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2025-09-09 17:55:23.000000,2025-09-09 17:55:19,2329.0,6365.0,425.0,1371.0,1193.0,3056.0,31836.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,429.0,36,True,1.0,2022-06-27 19:32:58,0.12.2,16.0,,fairseq,conda-forge/fairseq,,,['pytorch'],4359.0,4359.0,https://pypi.org/project/fairseq,92576.0,95173.0,https://anaconda.org/conda-forge/fairseq,2025-05-30 03:16:57.843,160783.0,,,,,2.0,431.0,,,,,,,,,,
103,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-09-25 14:30:13.000000,2025-09-25 14:29:57,9326.0,2970.0,313.0,261.0,19.0,1207.0,31451.0,"Visualizer for neural network, deep learning and machine learning models.",,36,True,210.0,2025-09-19 15:33:34,8.6.5,2.0,,netron,,,,"['pytorch', 'tensorflow']",13.0,13.0,https://pypi.org/project/netron,39357.0,123396.0,,,,,,,,1.0,84039.0,,,,,,,,,,
104,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-07-31 01:37:38.000000,2025-01-26 07:01:34,1702.0,2841.0,377.0,486.0,10.0,1934.0,15528.0,Python Echarts Plotting Library.,45.0,36,True,,2025-01-24 03:13:18,2.0.8,7.0,,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5529.0,5529.0,https://pypi.org/project/pyecharts,371670.0,371672.0,,,,,,,,2.0,75.0,,,,,,,,,,
105,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2025-04-22 14:57:06.395000,2020-06-01 14:58:26,2913.0,2433.0,226.0,350.0,290.0,227.0,14675.0,Image augmentation for machine learning experiments.,36.0,36,False,,2020-02-06 06:18:40,0.4.0,3.0,,imgaug,conda-forge/imgaug,,,,26289.0,26289.0,https://pypi.org/project/imgaug,784281.0,787431.0,https://anaconda.org/conda-forge/imgaug,2025-04-22 14:57:06.395,236261.0,,,,,2.0,,,,,,,,,,,
106,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-07-31 23:53:10.000000,2025-07-31 23:53:10,4417.0,2966.0,175.0,5076.0,457.0,2362.0,14077.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",297.0,36,True,1.0,2024-09-03 04:16:25,2.4.0,39.0,,dgl,,,,,4136.0,4136.0,https://pypi.org/project/dgl,148394.0,148394.0,,,,,,,,1.0,,,,,,,,,,,
107,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-09-24 19:00:09.000000,2025-09-24 18:13:35,1421.0,849.0,293.0,1873.0,263.0,471.0,9485.0,"Build, Manage and Deploy AI/ML Systems.",115.0,36,True,99.0,2025-09-24 19:00:09,2.18.9,169.0,,metaflow,conda-forge/metaflow,,,,942.0,942.0,https://pypi.org/project/metaflow,419615.0,425001.0,https://anaconda.org/conda-forge/metaflow,2025-09-08 22:23:59.900,333943.0,,,,,2.0,,,,,,,,,,,
108,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-09-24 16:58:35.000000,2025-09-24 16:58:34,2681.0,1039.0,97.0,3034.0,413.0,1292.0,9449.0,Fast and Accurate ML in 3 Lines of Code.,141.0,36,True,87.0,2025-07-29 05:11:55,1.4.0,37.0,,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1195.0,1195.0,https://pypi.org/project/autogluon,218827.0,219091.0,,,,https://hub.docker.com/r/autogluon/autogluon,2025-06-16 23:01:47.182920,19.0,19573.0,1.0,,,,,,,,,,,
109,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-09-24 08:51:56.000000,2025-09-24 08:04:14,3672.0,867.0,80.0,4061.0,135.0,999.0,8107.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",225.0,36,True,69.0,2025-09-24 08:51:56,1.4.25,100.0,,bentoml,,,,,2774.0,2774.0,https://pypi.org/project/bentoml,121351.0,121356.0,,,,,,,,2.0,164.0,,,,,,,,,,
110,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-09-22 17:25:22.000000,2025-09-22 17:25:21,1264.0,700.0,125.0,1033.0,396.0,1160.0,4960.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",199.0,36,True,16.0,2025-04-29 03:56:01,8.3,44.0,,coremltools,conda-forge/coremltools,,,,5081.0,5081.0,https://pypi.org/project/coremltools,1211915.0,1213894.0,https://anaconda.org/conda-forge/coremltools,2025-04-22 14:57:38.011,107471.0,,,,,2.0,15258.0,,,,,,,,,,
111,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-09-24 05:19:11.000000,2025-09-03 15:30:32,2646.0,236.0,63.0,162.0,77.0,671.0,4369.0,A Grammar of Graphics for Python.,114.0,36,True,50.0,2025-07-15 21:10:18,0.15.0,32.0,,plotnine,conda-forge/plotnine,,,,12637.0,12637.0,https://pypi.org/project/plotnine,2204041.0,2212528.0,https://anaconda.org/conda-forge/plotnine,2025-07-15 20:51:48.222,534735.0,,,,,2.0,,,,,,,,,,,
112,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2025-09-24 12:27:25.000000,2025-09-05 06:55:29,1260.0,581.0,57.0,1484.0,262.0,590.0,3096.0,"Accelerate inference and training of Transformers, Diffusers, TIMM and Sentence Transformers with easy to use hardware..",152.0,36,True,14.0,2025-07-30 17:15:27,1.27.0,75.0,,optimum,conda-forge/optimum,,,,6192.0,6192.0,https://pypi.org/project/optimum,1537779.0,1538935.0,https://anaconda.org/conda-forge/optimum,2025-07-31 01:11:43.233,47436.0,,,,,1.0,,,,,,,,,,,
113,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-09-25 18:14:47.000000,2025-09-25 18:11:21,4672.0,345.0,66.0,3493.0,20.0,809.0,2577.0,Adaptive Experimentation Platform.,195.0,36,True,338.0,2025-09-09 19:30:35,1.1.2,48.0,,ax-platform,conda-forge/ax-platform,,,['pytorch'],1031.0,1031.0,https://pypi.org/project/ax-platform,251849.0,252756.0,https://anaconda.org/conda-forge/ax-platform,2025-09-10 15:44:56.663,46296.0,,,,,1.0,,,,,,,,,,,
114,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-09-22 23:04:43.000000,2025-09-17 22:31:17,2282.0,452.0,33.0,2048.0,74.0,906.0,2336.0,"Machine learning metrics for distributed, scalable PyTorch applications.",282.0,36,True,90.0,2025-09-03 13:54:56,1.8.2,64.0,Lightning-AI/torchmetrics,metrics,conda-forge/torchmetrics,,,['pytorch'],44625.0,44625.0,https://pypi.org/project/metrics,4152.0,43456.0,https://anaconda.org/conda-forge/torchmetrics,2025-09-03 20:54:12.961,2115568.0,,,,,1.0,6875.0,,,,,,,,,,
115,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2025-09-25 00:16:26.000000,2025-09-22 18:22:22,5273.0,1119.0,155.0,1477.0,55.0,840.0,2062.0,Documentation and samples for ArcGIS API for Python.,98.0,36,True,66.0,2025-04-07 20:25:27,2.4.1,37.0,,arcgis,,esridocker/arcgis-api-python-notebook,,,995.0,995.0,https://pypi.org/project/arcgis,192070.0,192219.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,2.0,16114.0,,,,,,,,,,
116,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2025-09-17 06:21:27.000000,2025-09-17 06:21:24,1614.0,450.0,50.0,1570.0,172.0,720.0,1728.0,Exploratory analysis of Bayesian models with Python.,180.0,36,True,10.0,2025-07-09 09:38:55,0.22.0,40.0,,arviz,conda-forge/arviz,,,,11450.0,11450.0,https://pypi.org/project/arviz,2590927.0,2629517.0,https://anaconda.org/conda-forge/arviz,2025-07-10 08:17:22.571,2469637.0,,,,,1.0,183.0,,,,,,,,,,
117,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2025-04-22 14:57:35.730000,2022-06-10 09:12:18,238.0,13436.0,1564.0,243.0,774.0,598.0,55490.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,,2018-04-02 17:18:43,1.2.2,2.0,,face_recognition,conda-forge/face_recognition,,,['pytorch'],5545.0,5545.0,https://pypi.org/project/face_recognition,188357.0,189005.0,https://anaconda.org/conda-forge/face_recognition,2025-04-22 14:57:35.730,38053.0,,,,,2.0,1433.0,,,,,,,,,,
118,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2025-04-22 14:58:02.848000,2024-02-10 14:20:58,4668.0,5248.0,329.0,767.0,10.0,1189.0,42749.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",166.0,35,False,,2023-12-12 15:11:16,0.22.0,98.0,,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",3554.0,3554.0,https://pypi.org/project/tts,304086.0,416640.0,https://anaconda.org/conda-forge/tts,2025-04-22 14:58:02.848,28989.0,,,,,2.0,6044677.0,,,,,,,,,,
119,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-09-25 07:46:23.000000,2025-09-24 20:46:22,37123.0,13275.0,932.0,27027.0,,,25294.0,Apache Flink Python API.,2051.0,35,True,206.0,,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,586992.0,586992.0,,,,,,,,2.0,,,,,,,,,,,
120,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2025-09-25 16:32:57.000000,2025-09-25 16:32:57,1819.0,2172.0,96.0,2060.0,470.0,1553.0,15652.0,Train transformer language models with reinforcement learning.,393.0,35,True,252.0,2025-09-10 04:39:53,0.23.0,64.0,,trl,,,,,1.0,1.0,https://pypi.org/project/trl,1811748.0,1811748.0,,,,,,,,2.0,,,,,,,,,,,
121,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2025-08-18 19:55:31.000000,2025-06-12 19:41:27,6684.0,1754.0,196.0,1299.0,15.0,2369.0,14294.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,277.0,35,True,,2025-02-05 14:46:22,0.15.1,28.0,,flair,conda-forge/python-flair,,,['pytorch'],4076.0,4076.0,https://pypi.org/project/flair,180818.0,181587.0,https://anaconda.org/conda-forge/python-flair,2025-04-22 14:57:32.879,47726.0,,,,,2.0,,,,,,,,,,,
122,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2025-09-01 16:14:20.560000,2024-07-29 00:37:39,894.0,1197.0,314.0,272.0,60.0,346.0,13965.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,False,,2023-06-14 16:34:48,1.17.3,22.0,,annoy,conda-forge/python-annoy,,,,5332.0,5332.0,https://pypi.org/project/annoy,1012626.0,1025585.0,https://anaconda.org/conda-forge/python-annoy,2025-09-01 16:14:20.560,777575.0,,,,,3.0,,,,,,,,,,,
123,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-09-25 18:22:00.000000,2025-09-25 13:28:29,41710.0,965.0,159.0,12901.0,1018.0,6153.0,9199.0,cuDF - GPU DataFrame Library.,308.0,35,True,580.0,2025-08-06 17:51:04,25.08.00,63.0,,cudf,,,,,64.0,64.0,https://pypi.org/project/cudf,3492.0,3492.0,,,,,,,,1.0,,,,,,,,,,,
124,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-08-12 08:56:49.000000,2025-08-12 08:55:51,713.0,375.0,65.0,142.0,34.0,166.0,9195.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",34.0,35,True,2.0,2025-02-09 03:16:30,0.8.1,15.0,,einops,conda-forge/einops,,,,81699.0,81699.0,https://pypi.org/project/einops,12788598.0,12796277.0,https://anaconda.org/conda-forge/einops,2025-04-22 14:57:12.206,453105.0,,,,,2.0,,,,,,,,,,,
125,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-09-05 07:51:39.000000,2025-06-13 01:59:41,551.0,848.0,84.0,300.0,79.0,378.0,7966.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",85.0,35,True,,2025-09-05 07:51:39,2.6.4,17.0,,tensorboardX,conda-forge/tensorboardx,,,,59518.0,59518.0,https://pypi.org/project/tensorboardX,4416636.0,4438082.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1329390.0,,,,,2.0,499.0,,,,,,,,,,
126,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-09-24 18:13:19.000000,2025-09-24 18:13:19,10635.0,1858.0,143.0,2753.0,516.0,1247.0,6225.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",258.0,35,True,28.0,2024-04-03 16:21:23,2.8.0,20.0,,deepchem,conda-forge/deepchem,,,['tensorflow'],646.0,646.0,https://pypi.org/project/deepchem,80887.0,82769.0,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,118590.0,,,,,1.0,,,,,,,,,,,
127,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2025-09-25 16:03:50.000000,2025-09-25 10:07:49,1837.0,648.0,59.0,2012.0,115.0,1289.0,4698.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,225.0,35,True,11.0,2025-03-29 13:48:07,0.5.2,25.0,,pytorch-ignite,pytorch/ignite,,,['pytorch'],3923.0,3923.0,https://pypi.org/project/pytorch-ignite,172276.0,175118.0,https://anaconda.org/pytorch/ignite,2025-03-30 00:53:29.695,247257.0,,,,,2.0,,,,,,,,,,,
128,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2025-09-23 13:50:54.000000,2025-09-23 02:18:39,8944.0,721.0,100.0,13529.0,22.0,886.0,4049.0,State of the Art Natural Language Processing.,116.0,35,True,79.0,2025-09-23 14:21:42,6.1.4,100.0,,spark-nlp,,,,['spark'],613.0,613.0,https://pypi.org/project/spark-nlp,1128086.0,1128086.0,,,,,,,,2.0,,,,,,,,,,,
129,BoTorch,pytorch/botorch,hyperopt,,https://github.com/meta-pytorch/botorch,https://github.com/meta-pytorch/botorch,MIT,2018-07-30 23:59:57.000,2025-09-25 16:11:27.000000,2025-09-25 16:08:33,2301.0,432.0,49.0,2079.0,65.0,526.0,3350.0,Bayesian optimization in PyTorch.,148.0,35,True,81.0,2025-08-12 17:08:01,0.15.1,50.0,meta-pytorch/botorch,botorch,conda-forge/botorch,,,['pytorch'],1600.0,1600.0,https://pypi.org/project/botorch,448485.0,451312.0,https://anaconda.org/conda-forge/botorch,2025-08-12 19:34:04.132,172468.0,,,,,1.0,,,,,,,,,,,
130,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2025-09-20 13:39:05.000000,2025-09-20 13:39:05,3958.0,542.0,141.0,1303.0,151.0,1738.0,2407.0,Rasterio reads and writes geospatial raster datasets.,171.0,35,True,20.0,2024-12-02 16:44:51,1.4.3,85.0,,rasterio,conda-forge/rasterio,,,,18498.0,18498.0,https://pypi.org/project/rasterio,2655111.0,2747083.0,https://anaconda.org/conda-forge/rasterio,2025-09-17 18:20:14.801,5150007.0,,,,,2.0,1023.0,,,,,,,,,,
131,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2025-09-25 13:56:38.000000,2025-09-25 13:56:35,974.0,289.0,43.0,382.0,178.0,147.0,2326.0,Evaluate: A library for easily evaluating machine learning models and datasets.,132.0,35,True,12.0,2025-09-18 13:07:20,0.4.6,14.0,,evaluate,,,,,23262.0,23262.0,https://pypi.org/project/evaluate,3563056.0,3563056.0,,,,,,,,1.0,,,,,,,,,,,
132,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2025-09-24 17:42:35.000000,2025-09-24 17:42:33,3224.0,383.0,56.0,1282.0,285.0,1014.0,1536.0,Cartopy - a cartographic python library with matplotlib support.,137.0,35,True,40.0,2025-08-01 12:38:13,0.25.0,28.0,,cartopy,conda-forge/cartopy,,,,8045.0,8045.0,https://pypi.org/project/cartopy,744844.0,829924.0,https://anaconda.org/conda-forge/cartopy,2025-09-03 07:26:00.761,5445125.0,,,,,2.0,,,,,,,,,,,
133,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/uxlfoundation/scikit-learn-intelex,https://github.com/uxlfoundation/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2025-09-24 22:25:27.000000,2025-09-24 22:25:27,2300.0,178.0,24.0,2394.0,43.0,211.0,1311.0,Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,86.0,35,True,92.0,2025-08-20 08:09:24,2025.8.0,38.0,uxlfoundation/scikit-learn-intelex,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13782.0,13782.0,https://pypi.org/project/scikit-learn-intelex,119696.0,131650.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2025-08-22 17:27:12.269,633565.0,,,,,1.0,,,,,,,,,,,
134,unsloth,unslothai/unsloth,nlp,,https://github.com/unslothai/unsloth,https://github.com/unslothai/unsloth,Apache-2.0,2023-11-29 16:50:09.000,2025-09-25 10:32:08.000000,2025-09-20 03:01:33,2827.0,3741.0,267.0,704.0,756.0,1803.0,46163.0,"Fine-tuning & Reinforcement Learning for LLMs. Train OpenAI gpt-oss, DeepSeek-R1, Qwen3, Gemma 3, TTS 2x faster with..",92.0,34,True,365.0,2025-09-16 16:14:23,September-2025-v2,18.0,,unsloth,,,,,,,https://pypi.org/project/unsloth,736724.0,736730.0,,,,,,,,2.0,90.0,,,,,,,,,,
135,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2025-08-27 22:45:52.000000,2025-08-27 22:42:21,1552.0,7450.0,392.0,715.0,468.0,3090.0,33389.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",280.0,34,True,6.0,2021-11-15 22:08:26,0.6,10.0,,detectron2,conda-forge/detectron2,,,['pytorch'],2578.0,2578.0,https://pypi.org/project/detectron2,,12746.0,https://anaconda.org/conda-forge/detectron2,2025-06-02 19:54:55.795,790260.0,,,,,2.0,,,,,,,,,,,
136,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-09-24 11:24:36.000000,2024-09-24 11:18:06,618.0,3413.0,325.0,279.0,466.0,607.0,28016.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,True,,2024-09-24 11:24:36,1.7.2,23.0,,easyocr,,,,,16638.0,16638.0,https://pypi.org/project/easyocr,1821161.0,2255000.0,,,,,,,,2.0,27331887.0,,,,,,,,,,
137,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-04-22 14:56:42.880000,2024-03-13 15:16:33,391.0,4628.0,846.0,268.0,466.0,611.0,26361.0,Library for fast text representation and classification.,68.0,34,False,,2020-04-28 09:51:33,0.9.2,4.0,,fasttext,conda-forge/fasttext,,,,8085.0,8085.0,https://pypi.org/project/fasttext,1295120.0,1297616.0,https://anaconda.org/conda-forge/fasttext,2025-04-22 14:56:42.880,149765.0,,,,,2.0,,,,,,,,,,,
138,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2025-09-25 15:42:25.000000,2025-09-25 15:42:23,1411.0,1330.0,181.0,1601.0,152.0,693.0,22313.0,MLX: An array framework for Apple silicon.,173.0,34,True,191.0,2025-09-12 00:12:08,0.29.1,61.0,,mlx,,,,,,,https://pypi.org/project/mlx,274402.0,274402.0,,,,,,,,3.0,,,,,,,,,,,
139,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-09-08 13:51:34.000000,2025-09-01 13:27:47,9245.0,3203.0,283.0,1340.0,161.0,726.0,20932.0,Best Practices on Recommendation Systems.,141.0,34,True,72.0,2024-12-24 07:39:57,1.2.1,14.0,recommenders-team/recommenders,recommenders,,,,,177.0,177.0,https://pypi.org/project/recommenders,13927.0,13936.0,,,,,,,,1.0,789.0,,,,,,,,,,
140,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2025-09-23 12:41:17.000000,2025-07-31 19:50:51,1344.0,2209.0,332.0,1616.0,379.0,1869.0,14598.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",176.0,34,True,3.0,2023-06-12 09:26:22,0.28.1,24.0,,horovod,,,,,1421.0,1421.0,https://pypi.org/project/horovod,76826.0,76826.0,,,,,,,,2.0,,,,,,stable/horovod,,,,,
141,opik,comet-ml/opik,nlp,,https://github.com/comet-ml/opik,https://github.com/comet-ml/opik,Apache-2.0,2023-05-10 12:57:13.000,2025-09-25 17:29:34.000000,2025-09-25 17:25:08,2928.0,1008.0,96.0,2961.0,103.0,331.0,14193.0,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing,..",75.0,34,True,722.0,2025-09-24 15:07:18,1.8.55,100.0,,opik,,,,,17.0,17.0,https://pypi.org/project/opik,731747.0,731747.0,,,,,,,,2.0,,,,,,,,,,,
142,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-04-22 14:57:34.170000,2025-03-06 20:05:48,5371.0,1805.0,135.0,1068.0,386.0,1958.0,9523.0,"An open-source, low-code machine learning library in Python.",142.0,34,True,,2024-04-28 18:46:27,3.3.2,29.0,,pycaret,conda-forge/pycaret,,,,7868.0,7868.0,https://pypi.org/project/pycaret,310484.0,311748.0,https://anaconda.org/conda-forge/pycaret,2025-04-22 14:57:34.170,76461.0,,,,,2.0,734.0,,,,,,,,,,
143,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-09-09 17:00:56.000000,2025-09-09 16:58:19,414.0,1517.0,132.0,198.0,6.0,385.0,8401.0,A Python implementation of global optimization with gaussian processes.,52.0,34,True,7.0,2025-07-24 15:58:31,3.1.0,24.0,bayesian-optimization/BayesianOptimization,bayesian-optimization,,,,,3890.0,3890.0,https://pypi.org/project/bayesian-optimization,439730.0,439731.0,,,,,,,,2.0,177.0,,,,,,,,,,
