,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
85,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2025-04-03 18:13:36.000000,2025-04-03 15:20:56,8274.0,529.0,2669.0,218.0,9640.0,73.0,2409.0,13531.0,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal,..",401.0,38,True,2025-03-31 21:31:41,2.2.1,60.0,nemo-toolkit,,,,['pytorch'],21.0,21.0,https://pypi.org/project/nemo-toolkit,164338.0,170198.0,,,,,,,,2.0,392679.0,,,,,,,,,,,
86,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-04-02 16:19:34.000000,2025-04-02 16:19:34,10496.0,100.0,1433.0,134.0,1341.0,115.0,1029.0,9626.0,A PyTorch-based Speech Toolkit.,257.0,38,True,2024-10-31 10:06:07,1.0.2,13.0,speechbrain,,,,['pytorch'],3157.0,3157.0,https://pypi.org/project/speechbrain,1278932.0,1278932.0,,,,,,,,1.0,,,,,,,,,,,,
87,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2025-04-01 08:28:36.000000,2025-03-27 15:16:39,22971.0,302.0,2119.0,174.0,3469.0,303.0,2115.0,8944.0,End-to-End Speech Processing Toolkit.,491.0,38,True,2025-03-27 15:18:36,.202503,55.0,espnet,,,,,429.0,429.0,https://pypi.org/project/espnet,16768.0,16769.0,,,,,,,,1.0,84.0,,,,,,,,,,,
88,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2025-03-28 10:59:08.000000,2025-03-28 10:59:08,2071.0,19.0,923.0,105.0,1737.0,370.0,1299.0,4689.0,Python tools for geographic data.,242.0,38,True,2024-07-02 12:26:55,1.0.1,39.0,geopandas,conda-forge/geopandas,,,['pandas'],52023.0,52023.0,https://pypi.org/project/geopandas,7109268.0,7186647.0,https://anaconda.org/conda-forge/geopandas,2025-03-25 16:00:02.846,4486388.0,,,,,2.0,2954.0,,,,,,,,,,,
89,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2025-03-25 16:00:14.431000,2025-02-21 05:44:35,1554.0,5.0,307.0,31.0,511.0,99.0,514.0,1574.0,Python library for reading and writing image data.,122.0,38,True,2025-01-20 02:42:38,2.37.0,72.0,imageio,conda-forge/imageio,,,,166338.0,166338.0,https://pypi.org/project/imageio,25833248.0,25967841.0,https://anaconda.org/conda-forge/imageio,2025-03-25 16:00:14.431,7670670.0,,,,,2.0,1546.0,,,,,,,,,,,
90,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2025-03-25 16:01:16.709000,2024-10-18 16:40:02,2327.0,,6279.0,421.0,1363.0,1168.0,3055.0,31240.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,429.0,37,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],4090.0,4090.0,https://pypi.org/project/fairseq,104343.0,106724.0,https://anaconda.org/conda-forge/fairseq,2025-03-25 16:01:16.709,135490.0,,,,,2.0,405.0,,,,,,,,,,,
91,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2025-03-25 16:00:50.249000,2020-06-01 14:58:26,2913.0,,2421.0,229.0,347.0,291.0,226.0,14548.0,Image augmentation for machine learning experiments.,36.0,37,False,2020-02-06 06:18:40,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,25222.0,25222.0,https://pypi.org/project/imgaug,548075.0,551017.0,https://anaconda.org/conda-forge/imgaug,2025-03-25 16:00:50.249,206007.0,,,,,2.0,,,,,,,,,,,,
92,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2025-04-03 14:43:50.000000,2025-04-03 14:33:52,6598.0,28.0,3812.0,260.0,1850.0,1116.0,4759.0,12252.0,Open-source simulator for autonomous driving research.,181.0,37,True,2024-12-19 14:10:57,0.10.0,27.0,carla,,,,,979.0,979.0,https://pypi.org/project/carla,28437.0,28437.0,,,,,,,,1.0,,,,,,,,,,,,
93,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2025-04-01 15:36:50.000000,2025-02-26 15:14:58,992.0,6.0,1183.0,128.0,328.0,44.0,728.0,10758.0,Unsupervised text tokenizer for Neural Network-based text generation.,92.0,37,True,2024-02-19 16:08:39,0.2.0,27.0,sentencepiece,conda-forge/sentencepiece,,,,102839.0,102839.0,https://pypi.org/project/sentencepiece,23203083.0,23229104.0,https://anaconda.org/conda-forge/sentencepiece,2025-03-25 16:01:13.427,1444272.0,,,,,2.0,54670.0,,,,,,,,,,,
94,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2025-03-31 09:52:20.000000,2025-03-31 09:52:20,2873.0,26.0,978.0,127.0,2020.0,283.0,680.0,10356.0,Geometric Computer Vision Library for Spatial AI.,283.0,37,True,2025-01-11 05:12:17,0.8.0,41.0,kornia,conda-forge/kornia,,,['pytorch'],14921.0,14921.0,https://pypi.org/project/kornia,2327113.0,2331183.0,https://anaconda.org/conda-forge/kornia,2025-03-25 16:01:09.360,210558.0,,,,,2.0,1706.0,,,,,,,,,,,
95,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,https://github.com/DLR-RM/stable-baselines3,https://github.com/DLR-RM/stable-baselines3,MIT,2020-05-05 05:52:26.000,2025-03-24 15:01:14.000000,2025-03-24 14:32:43,886.0,13.0,1755.0,62.0,564.0,54.0,1473.0,10281.0,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms.",159.0,37,True,2025-03-24 15:01:14,2.6.0,28.0,stable-baselines3,,,,,8030.0,8030.0,https://pypi.org/project/stable-baselines3,349078.0,349078.0,,,,,,,,1.0,,,,,,,,,,,,
96,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2025-04-02 20:53:42.000000,2025-04-02 20:49:43,2457.0,39.0,968.0,52.0,838.0,59.0,452.0,8783.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",532.0,37,True,2025-03-06 15:55:39,1.1.1,15.0,gymnasium,conda-forge/gymnasium,,,,15146.0,15146.0,https://pypi.org/project/gymnasium,1491757.0,1500205.0,https://anaconda.org/conda-forge/gymnasium,2025-03-25 16:02:22.600,236555.0,,,,,1.0,,,,,,,,,,,,
97,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,,2013-05-09 04:21:35.000,2025-03-25 16:00:02.785000,2025-03-22 13:38:03,1959.0,29.0,2208.0,162.0,938.0,78.0,1077.0,7077.0,Python Data. Leaflet.js Maps.,174.0,37,True,2025-02-27 19:59:40,0.19.5,35.0,folium,conda-forge/folium,,,,55646.0,55646.0,https://pypi.org/project/folium,2108437.0,2178892.0,https://anaconda.org/conda-forge/folium,2025-03-25 16:00:02.785,3593228.0,,,,,2.0,,,,,,,,,,,,
98,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2025-04-03 17:47:27.000000,2025-04-03 09:40:45,5072.0,147.0,666.0,85.0,2858.0,215.0,772.0,6457.0,Flax is a neural network library for JAX that is designed for flexibility.,259.0,37,True,2025-03-31 15:17:48,0.10.5,49.0,flax,conda-forge/flax,,,['jax'],12933.0,12933.0,https://pypi.org/project/flax,1550443.0,1552362.0,https://anaconda.org/conda-forge/flax,2025-03-25 16:01:39.678,94042.0,,,,,2.0,60.0,,,,,,,,,,,
99,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-04-03 18:34:18.000000,2025-04-03 14:22:27,5229.0,309.0,639.0,46.0,5756.0,246.0,1162.0,2556.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",198.0,37,True,2025-01-14 20:40:00,0.40.0,61.0,pennylane,conda-forge/pennylane,,,,1428.0,1428.0,https://pypi.org/project/pennylane,87557.0,93690.0,https://anaconda.org/conda-forge/pennylane,2025-03-25 16:01:56.091,251427.0,,,,,1.0,100.0,,,,,,,,,,,
100,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2025-04-03 17:13:57.000000,2025-04-03 17:13:57,10895.0,217.0,606.0,63.0,3050.0,223.0,2039.0,1256.0,Machine learning for NeuroImaging in Python.,254.0,37,True,2024-12-23 09:33:25,0.11.1,26.0,nilearn,conda-forge/nilearn,,,['sklearn'],4023.0,4023.0,https://pypi.org/project/nilearn,99717.0,105851.0,https://anaconda.org/conda-forge/nilearn,2025-03-25 16:00:05.289,324809.0,,,,,1.0,294.0,,,,,,,,,,,
101,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2025-04-01 19:30:05.000000,2025-04-01 19:28:40,1614.0,21.0,216.0,33.0,729.0,36.0,596.0,1107.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,69.0,37,True,2025-02-16 03:49:23,3.7.1,56.0,pyproj,conda-forge/pyproj,,,,41397.0,41397.0,https://pypi.org/project/pyproj,9903542.0,10079302.0,https://anaconda.org/conda-forge/pyproj,2025-03-25 16:00:02.265,10018375.0,,,,,2.0,,,,,,,,,,,,
102,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2025-03-25 16:01:19.892000,2022-06-10 09:12:18,238.0,,13339.0,1568.0,236.0,765.0,594.0,54486.0,The worlds simplest facial recognition api for Python and the command line.,54.0,36,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],4446.0,4446.0,https://pypi.org/project/face_recognition,166113.0,166726.0,https://anaconda.org/conda-forge/face_recognition,2025-03-25 16:01:19.892,32945.0,,,,,2.0,1405.0,,,,,,,,,,,
103,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2025-03-25 16:01:53.219000,2024-02-10 14:20:58,4668.0,,4653.0,309.0,757.0,15.0,1148.0,39057.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",166.0,36,False,2023-12-12 15:11:16,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",2655.0,2655.0,https://pypi.org/project/tts,232690.0,330011.0,https://anaconda.org/conda-forge/tts,2025-03-25 16:01:53.219,23804.0,,,,,1.0,4741021.0,,,,,,,,,,,
104,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-08-21 02:01:07.000000,2024-02-05 13:23:18,2706.0,,8723.0,371.0,3176.0,1713.0,6738.0,30715.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,36,False,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,,['pytorch'],3672.0,3672.0,https://pypi.org/project/mmdet,191099.0,191099.0,,,,,,,,2.0,,,,,,,,,,,,
105,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-04-03 09:39:20.000000,2025-04-03 09:39:20,36703.0,423.0,13036.0,929.0,26381.0,,,24706.0,Apache Flink Python API.,1999.0,36,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,3484549.0,3484549.0,,,,,,,,2.0,,,,,,,,,,,,
106,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2025-04-03 17:56:28.000000,2025-04-03 16:42:04,1070.0,172.0,1146.0,165.0,1211.0,115.0,563.0,20048.0,MLX: An array framework for Apple silicon.,141.0,36,True,2025-03-24 20:19:22,0.24.1,49.0,mlx,,,,,1025.0,1025.0,https://pypi.org/project/mlx,105313.0,105313.0,,,,,,,,2.0,,,,,,,,,,,,
107,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-03-10 02:44:04.000000,2025-01-26 07:01:34,1702.0,2.0,2829.0,379.0,485.0,2.0,1931.0,15209.0,Python Echarts Plotting Library.,45.0,36,True,2025-01-24 03:13:18,2.0.8,7.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5174.0,5174.0,https://pypi.org/project/pyecharts,161939.0,161941.0,,,,,,,,2.0,73.0,,,,,,,,,,,
108,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-02-11 00:26:08.000000,2025-02-11 00:26:08,4416.0,6.0,2964.0,173.0,5070.0,437.0,2359.0,13814.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",296.0,36,True,2024-09-03 04:16:25,2.4.0,39.0,dgl,,,,,3769.0,3769.0,https://pypi.org/project/dgl,106877.0,106877.0,,,,,,,,1.0,,,,,,,,,,,,
109,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2025-03-25 16:00:42.050000,2022-12-08 17:49:19,746.0,,1062.0,135.0,240.0,313.0,274.0,9280.0,Manipulate audio with a simple and easy high level interface.,95.0,36,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,91151.0,91151.0,https://pypi.org/project/pydub,8954028.0,8957215.0,https://anaconda.org/conda-forge/pydub,2025-03-25 16:00:42.050,156211.0,,,,,1.0,,,,,,,,,,,,
110,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-03-25 16:01:18.242000,2025-03-06 20:05:48,5371.0,14.0,1776.0,134.0,1064.0,384.0,1956.0,9255.0,"An open-source, low-code machine learning library in Python.",142.0,36,True,2024-04-28 18:46:27,3.3.2,29.0,pycaret,conda-forge/pycaret,,,,7364.0,7364.0,https://pypi.org/project/pycaret,340562.0,341762.0,https://anaconda.org/conda-forge/pycaret,2025-03-25 16:01:18.242,66550.0,,,,,1.0,730.0,,,,,,,,,,,
111,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-03-25 16:00:55.885000,2025-02-09 04:33:30,708.0,7.0,360.0,65.0,137.0,35.0,159.0,8821.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",33.0,36,True,2025-02-09 03:16:30,0.8.1,15.0,einops,conda-forge/einops,,,,67588.0,67588.0,https://pypi.org/project/einops,9373120.0,9379774.0,https://anaconda.org/conda-forge/einops,2025-03-25 16:00:55.885,359366.0,,,,,2.0,,,,,,,,,,,,
112,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-04-03 08:09:45.000000,2025-04-03 08:09:45,2515.0,81.0,970.0,96.0,2847.0,395.0,1206.0,8641.0,Fast and Accurate ML in 3 Lines of Code.,134.0,36,True,2024-11-27 17:04:12,1.2.0,34.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1035.0,1035.0,https://pypi.org/project/autogluon,175947.0,176171.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,18.0,15476.0,1.0,,,,,,,,,,,,
113,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2025-03-31 18:59:27.000000,2025-03-31 18:59:26,3215.0,33.0,1146.0,90.0,3584.0,341.0,2815.0,6275.0,AI Toolkit for Healthcare Imaging.,220.0,36,True,2024-10-17 00:54:28,1.4.0,20.0,monai,conda-forge/monai,,,['pytorch'],3843.0,3843.0,https://pypi.org/project/monai,200502.0,201641.0,https://anaconda.org/conda-forge/monai,2025-03-25 16:01:58.047,45578.0,,,,,2.0,,,,,,,,,,,,
114,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2025-01-16 09:48:57.000000,2025-01-16 09:47:38,1004.0,13.0,861.0,90.0,234.0,138.0,706.0,4773.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",53.0,36,True,2025-01-16 13:56:09,84,75.0,opencv-python,,,,,543955.0,543955.0,https://pypi.org/project/opencv-python,17777173.0,17777173.0,,,,,,,,2.0,,,,,,,,,,,,
115,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-04-03 09:32:38.000000,2025-03-31 15:12:30,2520.0,70.0,229.0,61.0,150.0,73.0,636.0,4167.0,A Grammar of Graphics for Python.,112.0,36,True,2025-01-02 11:19:20,0.14.5,30.0,plotnine,conda-forge/plotnine,,,,11167.0,11167.0,https://pypi.org/project/plotnine,2700142.0,2707959.0,https://anaconda.org/conda-forge/plotnine,2025-03-25 16:00:20.305,453412.0,,,,,2.0,,,,,,,,,,,,
116,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-04-03 04:10:58.000000,2025-04-03 04:07:22,3978.0,303.0,319.0,67.0,2789.0,24.0,754.0,2457.0,Adaptive Experimentation Platform.,182.0,36,True,2025-02-03 18:05:26,0.5.0,44.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],931.0,931.0,https://pypi.org/project/ax-platform,135131.0,135922.0,https://anaconda.org/conda-forge/ax-platform,2025-03-25 16:01:45.815,36407.0,,,,,1.0,,,,,,,,,,,,
117,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-04-03 16:47:24.000000,2025-04-03 16:46:43,2124.0,105.0,419.0,33.0,1864.0,71.0,864.0,2232.0,"Machine learning metrics for distributed, scalable PyTorch applications.",271.0,36,True,2025-03-20 19:05:47,1.7.0,57.0,metrics,conda-forge/torchmetrics,,,['pytorch'],39370.0,39370.0,https://pypi.org/project/metrics,4302.0,42856.0,https://anaconda.org/conda-forge/torchmetrics,2025-03-25 16:01:38.941,1882659.0,,,,,1.0,6521.0,,,,Lightning-AI/torchmetrics,,,,,,,
118,ag2,ag2ai/ag2,agents,,https://github.com/ag2ai/ag2,https://github.com/ag2ai/ag2,Apache-2.0,2024-11-11 20:43:34.000,2025-04-03 17:23:41.000000,2025-04-03 14:48:25,4470.0,1018.0,276.0,60.0,907.0,174.0,439.0,2218.0,AG2 (formerly AutoGen): The Open-Source AgentOS. Join us at: https://discord.gg/pAbnFJrkgZ.,401.0,36,True,2025-04-03 03:19:19,0.8.5,39.0,ag2,,,,,3170.0,3170.0,https://pypi.org/project/ag2,326914.0,326914.0,,,,,,,,3.0,,,,,,,,,,,,
119,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2025-04-03 05:48:13.000000,2025-04-03 05:48:13,1592.0,17.0,429.0,49.0,1549.0,180.0,695.0,1667.0,Exploratory analysis of Bayesian models with Python.,169.0,36,True,2025-03-06 15:39:23,0.21.0,39.0,arviz,conda-forge/arviz,,,,9877.0,9877.0,https://pypi.org/project/arviz,1838648.0,1878189.0,https://anaconda.org/conda-forge/arviz,2025-03-25 16:00:49.411,2332831.0,,,,,1.0,182.0,,,,,,,,,,,
120,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2025-03-25 16:00:07.997000,2025-03-19 23:23:04,15120.0,44.0,499.0,49.0,2342.0,403.0,974.0,775.0,Workflows and interfaces for neuroimaging packages.,264.0,36,True,2025-03-19 23:38:43,1.10.0,49.0,nipype,conda-forge/nipype,,,,6298.0,6298.0,https://pypi.org/project/nipype,352880.0,366792.0,https://anaconda.org/conda-forge/nipype,2025-03-25 16:00:07.997,779123.0,,,,,2.0,,,,,,,,,,,,
121,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-04-03 13:36:51.000000,2025-04-03 13:36:46,8928.0,189.0,2844.0,305.0,251.0,19.0,1168.0,29825.0,"Visualizer for neural network, deep learning and machine learning models.",,35,True,2025-03-28 14:15:41,8.2.4,2.0,netron,,,,"['pytorch', 'tensorflow']",13.0,13.0,https://pypi.org/project/netron,34989.0,75768.0,,,,,,,,1.0,40779.0,,,,,,,,,,,
122,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-03-25 16:00:26.370000,2024-03-13 15:16:33,391.0,,4586.0,845.0,268.0,466.0,611.0,26145.0,Library for fast text representation and classification.,68.0,35,False,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,7539.0,7539.0,https://pypi.org/project/fasttext,1601839.0,1604163.0,https://anaconda.org/conda-forge/fasttext,2025-03-25 16:00:26.370,127821.0,,,,,2.0,,,,,,,,,,,,
123,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2025-03-25 16:00:10.271000,2024-07-29 00:37:39,894.0,,1173.0,315.0,270.0,58.0,345.0,13641.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,True,2023-06-14 16:34:48,1.17.3,22.0,annoy,conda-forge/python-annoy,,,,4949.0,4949.0,https://pypi.org/project/annoy,783274.0,795368.0,https://anaconda.org/conda-forge/python-annoy,2025-03-25 16:00:10.271,665174.0,,,,,3.0,,,,,,,,,,,,
124,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-03-27 16:09:58.000000,2025-03-27 16:09:57,2686.0,22.0,715.0,102.0,504.0,568.0,1277.0,9922.0,An open source multi-tool for exploring and publishing data.,81.0,35,True,2024-11-29 01:13:13,0.65.1,100.0,datasette,conda-forge/datasette,,,,1466.0,1466.0,https://pypi.org/project/datasette,255369.0,256572.0,https://anaconda.org/conda-forge/datasette,2025-03-25 16:01:40.837,57710.0,,,,,1.0,70.0,,,,,5.0,,datasette,,,,
125,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2025-03-30 12:39:48.000000,2025-03-30 12:38:58,35228.0,300.0,1960.0,196.0,5880.0,8.0,3393.0,9647.0,Perform data science on data that remains in someone elses server.,516.0,35,True,2025-02-13 11:13:19,0.9.5,100.0,syft,,,,['pytorch'],1.0,1.0,https://pypi.org/project/syft,9697.0,9823.0,,,,,,,,1.0,2029.0,,,,,,,,,,,
126,PyOD,yzhao062/pyod,ml-frameworks,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-04-01 05:51:44.457000,2025-03-24 19:26:46,1889.0,2.0,1383.0,147.0,261.0,195.0,151.0,8988.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",63.0,35,True,2024-12-22 00:23:34,2.0.3,42.0,pyod,conda-forge/pyod,,,,4949.0,4949.0,https://pypi.org/project/pyod,585278.0,587756.0,https://anaconda.org/conda-forge/pyod,2025-04-01 05:51:44.457,146218.0,,,,,2.0,,,,,,,,,,,,
127,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-04-03 18:30:05.000000,2025-04-03 16:21:50,40564.0,531.0,937.0,156.0,11634.0,970.0,5790.0,8840.0,cuDF - GPU DataFrame Library.,303.0,35,True,2025-03-03 18:22:07,25.02.02,61.0,cudf,,,,,60.0,60.0,https://pypi.org/project/cudf,4061.0,4061.0,,,,,,,,1.0,,,,,,,,,,,,
128,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-04-03 17:20:32.000000,2025-04-02 05:12:21,1252.0,111.0,791.0,293.0,1664.0,244.0,452.0,8689.0,"Build, Manage and Deploy AI/ML Systems.",104.0,35,True,2025-03-28 23:35:39,2.15.7,149.0,metaflow,conda-forge/metaflow,,,,830.0,830.0,https://pypi.org/project/metaflow,246539.0,251455.0,https://anaconda.org/conda-forge/metaflow,2025-03-25 16:01:01.932,280252.0,,,,,2.0,,,,,,,,,,,,
129,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-04-02 15:06:08.000000,2025-04-02 15:06:06,3531.0,104.0,820.0,74.0,3916.0,136.0,968.0,7569.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",219.0,35,True,2025-03-28 02:36:36,1.4.7,100.0,bentoml,,,,,2529.0,2529.0,https://pypi.org/project/bentoml,125793.0,125808.0,,,,,,,,2.0,510.0,,,,,,,,,,,
