,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
123,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-11-16 09:11:29.000000,2023-11-16 04:27:16,3656.0,197.0,775.0,134.0,154.0,99.0,932.0,10388.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",87.0,34,True,2023-11-16 09:27:53,15.4.3,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,664.0,664.0,https://pypi.org/project/ocrmypdf,49701.0,51834.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,58994.0,,,,,2.0,1038.0,,,,,,,ocrmypdf,ocrmypdf,,,,
124,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2023-11-16 13:47:13.000000,2023-11-10 11:25:48,6020.0,41.0,2989.0,236.0,1402.0,909.0,3800.0,9863.0,Open-source simulator for autonomous driving research.,170.0,34,True,2023-11-11 12:51:52,0.9.15,26.0,carla,,,,,580.0,580.0,https://pypi.org/project/carla,14855.0,14855.0,,,,,,,,1.0,,3.0,,,,,,,,,,,
125,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2023-06-16 13:22:54.304000,2023-03-11 18:17:15,563.0,,1090.0,268.0,156.0,101.0,155.0,8752.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",36.0,34,True,2013-09-26 02:29:01,0.7.0,7.0,textblob,conda-forge/textblob,,,,33928.0,33928.0,https://pypi.org/project/textblob,552153.0,554902.0,https://anaconda.org/conda-forge/textblob,2023-06-16 13:22:54.304,239182.0,,,,,2.0,113.0,,,,,,,,,,,,
126,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-11-16 17:26:32.000000,2023-11-01 21:59:23,10396.0,10.0,1859.0,349.0,3404.0,126.0,1130.0,8319.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,34,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,118048.0,121703.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,135258.0,,,,,3.0,,,,,,,,,,,,,
127,PyOD,yzhao062/pyod,ml-frameworks,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-11-14 11:44:13.000000,2023-10-25 07:33:27,1701.0,12.0,1274.0,148.0,203.0,170.0,144.0,7579.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,49.0,34,True,2023-10-25 07:38:28,1.1.1,37.0,pyod,conda-forge/pyod,,,,2987.0,2987.0,https://pypi.org/project/pyod,678617.0,680665.0,https://anaconda.org/conda-forge/pyod,2023-10-25 09:59:42.105,86049.0,,,,,3.0,,,,,,,,,,,,,
128,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-11-09 22:48:54.000000,2023-10-26 18:06:30,1312.0,11.0,822.0,158.0,1650.0,171.0,803.0,6861.0,An open source python library for automated feature engineering.,71.0,34,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1459.0,1459.0,https://pypi.org/project/featuretools,60993.0,65180.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,171706.0,,,,,1.0,,,,,,,,,,,,,
129,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-11-13 12:20:13.000000,2023-11-13 12:20:13,2848.0,35.0,2074.0,174.0,1100.0,15.0,1398.0,6338.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,34,True,2023-11-02 12:53:15,3.4.3,48.0,OpenNMT-py,,,,['pytorch'],232.0,232.0,https://pypi.org/project/OpenNMT-py,4821.0,4821.0,,,,,,,,2.0,,,,,,,,,,,,,
130,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2023-11-15 10:58:02.000000,2023-11-15 10:52:26,2165.0,27.0,496.0,31.0,493.0,46.0,238.0,4216.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",456.0,34,True,2023-08-21 13:05:21,0.29.1,10.0,gymnasium,conda-forge/gymnasium,,,,3222.0,3222.0,https://pypi.org/project/gymnasium,392599.0,395695.0,https://anaconda.org/conda-forge/gymnasium,2023-06-18 08:43:17.773,34056.0,,,,,1.0,,,,,,,,,,,,,
131,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-11-16 12:51:28.000000,2023-11-02 07:52:20,11956.0,191.0,1048.0,101.0,1265.0,109.0,739.0,4123.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,34,True,2023-09-22 14:42:30,1.16.0,54.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,449.0,449.0,https://pypi.org/project/adversarial-robustness-toolbox,27542.0,28402.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-09-22 17:09:10.511,34421.0,,,,,1.0,,,,,,,,,,,,,
132,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-11-06 12:55:06.721000,2023-08-08 07:57:53,1994.0,,197.0,66.0,128.0,73.0,510.0,3620.0,A Grammar of Graphics for Python.,103.0,34,True,2023-11-06 11:06:44,0.12.4,17.0,plotnine,conda-forge/plotnine,,,,6158.0,6158.0,https://pypi.org/project/plotnine,1658504.0,1666429.0,https://anaconda.org/conda-forge/plotnine,2023-11-06 12:55:06.721,324958.0,,,,,2.0,,,,,,,,,,,,,
133,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-11-15 19:00:14.000000,2023-10-31 15:18:07,7309.0,45.0,596.0,117.0,1145.0,303.0,1100.0,3145.0,High-performance interactive 2D/3D data visualization library.,189.0,34,True,2023-10-03 22:23:12,0.14.1,35.0,vispy,conda-forge/vispy,,,['jupyter'],1315.0,1315.0,https://pypi.org/project/vispy,146297.0,157929.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,441270.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,20.0,,,,,,,,
134,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2023-11-16 17:57:42.000000,2023-11-16 17:57:40,3299.0,2808.0,249.0,29.0,136.0,97.0,589.0,2847.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",60.0,34,True,2023-10-23 15:54:14,0.11.1,6.0,litellm,,,,,411.0,411.0,https://pypi.org/project/litellm,152696.0,152696.0,,,,,,,,2.0,,,,,,,,,,,,,
135,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-11-16 17:15:43.000000,2023-11-16 16:29:03,2672.0,170.0,263.0,68.0,1387.0,25.0,569.0,2181.0,Adaptive Experimentation Platform.,156.0,34,True,2023-11-13 22:37:51,0.3.5,37.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],578.0,578.0,https://pypi.org/project/ax-platform,113692.0,114214.0,https://anaconda.org/conda-forge/ax-platform,2023-08-12 13:48:33.316,15141.0,,,,,1.0,,,,,,,,,,,,,
136,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2023-11-16 15:08:06.000000,2023-11-15 11:33:08,889.0,106.0,280.0,52.0,1006.0,202.0,323.0,1725.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,86.0,34,True,2023-11-14 17:50:24,1.14.1,45.0,optimum,conda-forge/optimum,,,,886.0,886.0,https://pypi.org/project/optimum,500228.0,500744.0,https://anaconda.org/conda-forge/optimum,2023-11-15 07:10:12.987,9811.0,,,,,1.0,,,,,,,,,,,,,
137,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-11-15 19:11:20.000000,2023-11-15 19:11:20,2924.0,59.0,346.0,55.0,1104.0,275.0,909.0,1296.0,Cartopy - a cartographic python library with matplotlib support.,124.0,34,True,2023-08-05 00:46:57,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,4006.0,4006.0,https://pypi.org/project/cartopy,151407.0,230057.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3303333.0,,,,,2.0,,,,,,,,,,,,,
138,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2023-11-16 15:53:45.000000,2023-11-16 15:42:45,1491.0,108.0,153.0,31.0,1333.0,37.0,167.0,1074.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,77.0,34,True,2023-07-24 18:30:10,2023.2.1,21.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],8507.0,8507.0,https://pypi.org/project/scikit-learn-intelex,176373.0,183578.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2023-07-25 12:42:29.795,223372.0,,,,,1.0,,,,,,,,,,,,,
139,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2023-11-15 14:03:00.000000,2023-11-06 20:14:35,1493.0,9.0,6699.0,384.0,642.0,368.0,3028.0,27166.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",261.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1458.0,1458.0,https://pypi.org/project/detectron2,,5313.0,https://anaconda.org/conda-forge/detectron2,2023-06-23 08:23:13.856,212551.0,,,,,2.0,,,,,,,,,,,,,
140,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2023-11-16 17:48:37.000000,2023-11-16 13:33:21,16057.0,2246.0,2500.0,375.0,4372.0,504.0,3053.0,18985.0,MindsDB connects AI models to real time data.,810.0,33,True,2023-11-09 13:04:28,23.11.1.0,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,10262.0,10262.0,,,,,,,,3.0,,,,,,,,,,,,,
141,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,1.0,1767.0,284.0,3502.0,334.0,1675.0,13397.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,33,True,2023-09-14 12:12:06,3.0,40.0,nni,,,,,502.0,502.0,https://pypi.org/project/nni,17813.0,17813.0,,,,,,,,2.0,,,,,,,,,,,,,
142,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-09-25 04:57:08.085000,2023-08-20 17:38:53,890.0,1.0,1094.0,320.0,266.0,47.0,341.0,12152.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,33,True,2023-06-14 16:34:48,1.17.3,21.0,annoy,conda-forge/python-annoy,,,,3284.0,3284.0,https://pypi.org/project/annoy,1066975.0,1076794.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,373138.0,,,,,2.0,,,,,,,,,,,,,
143,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1124.0,340.0,1683.0,500.0,1294.0,11114.0,Turi Create simplifies the development of custom machine learning models.,86.0,33,False,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,,360.0,360.0,https://pypi.org/project/turicreate,19042.0,19175.0,,,,,,,,3.0,9474.0,,,,,,,,,,,,
144,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1716.0,264.0,114.0,81.0,535.0,10977.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,4603.0,4603.0,https://pypi.org/project/lime,325436.0,327749.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,192021.0,,,,,1.0,,,,,,,,,,,,,
145,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,10.0,2005.0,287.0,3401.0,50.0,1494.0,10366.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,33,True,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],21.0,21.0,https://pypi.org/project/parlai,3674.0,3674.0,,,,,,,,2.0,,,,,,,,,,,,,
146,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-11-16 16:46:11.000000,2023-11-11 20:27:45,3727.0,128.0,1070.0,189.0,2707.0,258.0,735.0,10116.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",146.0,33,True,2023-10-13 15:47:19,0.8.6,42.0,ludwig,,,,['tensorflow'],219.0,219.0,https://pypi.org/project/ludwig,5923.0,5923.0,,,,,,,,3.0,,,,,,,,,,,,,
147,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-11-15 08:24:53.000000,2023-11-15 08:21:28,2892.0,13.0,1564.0,86.0,1616.0,345.0,1600.0,7759.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",115.0,33,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1066.0,1066.0,https://pypi.org/project/paddleseg,2239.0,2239.0,,,,,,,,2.0,,,,,,,,,,,,,
148,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-11-16 00:18:00.000000,2023-11-03 13:46:45,804.0,61.0,635.0,275.0,1056.0,240.0,331.0,7152.0,Build and manage real-life data science projects with ease!.,75.0,33,True,2023-11-03 14:00:49,2.10.6,100.0,metaflow,conda-forge/metaflow,,,,553.0,553.0,https://pypi.org/project/metaflow,196278.0,200147.0,https://anaconda.org/conda-forge/metaflow,2023-11-04 15:00:16.567,154776.0,,,,,2.0,,,,,,,,,,,,,
149,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-11-16 18:04:01.000000,2023-11-15 09:54:06,32239.0,188.0,1949.0,387.0,6697.0,2646.0,6492.0,6548.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",247.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,387343.0,387343.0,,,,,,,,2.0,,,,,,,,,,,,,
150,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-11-16 18:03:53.000000,2023-11-16 14:28:44,37726.0,827.0,751.0,144.0,8654.0,853.0,4889.0,6477.0,cuDF - GPU DataFrame Library.,265.0,33,True,2023-11-07 21:43:01,23.04.01,42.0,cudf,,,,,49.0,49.0,https://pypi.org/project/cudf,3492.0,3492.0,,,,,,,,1.0,,,,,,,,,,,,,
151,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-11-16 10:26:46.000000,2023-11-16 10:19:47,2809.0,87.0,674.0,141.0,89.0,71.0,322.0,5770.0,Fit interpretable models. Explain blackbox machine learning.,39.0,33,True,2023-08-28 03:48:17,0.4.4,39.0,interpret,,,,['jupyter'],559.0,559.0,https://pypi.org/project/interpret,85648.0,85648.0,,,,,,,,1.0,,,,,,,,,,,,,
152,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-11-16 17:59:40.000000,2023-11-16 17:53:47,18604.0,703.0,429.0,52.0,2449.0,409.0,954.0,5390.0,"Visualize, create, and debug image and video datasets and model predictions.",96.0,33,True,2023-11-06 14:21:11,db-v0.4.3,77.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",429.0,429.0,https://pypi.org/project/fiftyone,52694.0,52694.0,,,,,,,,2.0,,,,,,,,,,,,,
153,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-11-14 09:42:26.000000,2023-11-14 09:42:02,2243.0,61.0,600.0,91.0,239.0,392.0,511.0,4850.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",88.0,33,True,2023-11-08 21:09:23,1.13.2,90.0,clearml,,allegroai/trains,,,789.0,789.0,https://pypi.org/project/clearml,228519.0,229121.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30188.0,2.0,1775.0,,,,,,,,,,,,
154,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-11-15 10:36:45.409000,2023-11-07 21:57:43,12001.0,57.0,1022.0,167.0,457.0,573.0,735.0,3996.0,Probabilistic reasoning and statistical analysis in TensorFlow.,484.0,33,True,2023-10-23 16:37:21,0.22.1,49.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1295918.0,1299462.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-11-15 10:36:45.409,116957.0,,,,,2.0,,,,,,,,,,,,,
155,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-11-15 17:04:54.000000,2023-11-14 05:33:14,1106.0,35.0,530.0,115.0,807.0,245.0,1003.0,3726.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",158.0,33,True,2023-11-01 14:46:14,7.1,36.0,coremltools,conda-forge/coremltools,,,,3443.0,3443.0,https://pypi.org/project/coremltools,206076.0,207616.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,52594.0,,,,,2.0,8875.0,,,,,,,,,,,,
156,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2023-11-16 13:32:37.000000,2023-11-14 04:09:22,3839.0,68.0,1014.0,154.0,1544.0,342.0,859.0,3461.0,Fast data visualization and GUI tools for scientific / engineering applications.,265.0,33,True,2023-04-14 21:24:10,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,8250.0,8250.0,https://pypi.org/project/pyqtgraph,160513.0,166465.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,488072.0,,,,,2.0,,,,,,,,,,,,,
157,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-11-06 08:46:38.000000,2023-10-27 18:17:16,1488.0,24.0,353.0,92.0,731.0,125.0,440.0,3102.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,3167.0,3167.0,https://pypi.org/project/datashader,294881.0,312001.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,719048.0,,,,,2.0,,,,,,,,,,,,,
158,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-11-16 16:47:23.000000,2023-11-16 16:29:03,1733.0,91.0,334.0,54.0,1465.0,50.0,385.0,2832.0,Bayesian optimization in PyTorch.,105.0,33,True,2023-11-06 23:26:39,0.9.4,40.0,botorch,conda-forge/botorch,,,['pytorch'],737.0,737.0,https://pypi.org/project/botorch,158813.0,161200.0,https://anaconda.org/conda-forge/botorch,2023-11-07 01:30:41.208,93112.0,,,,,2.0,,,,,,,,,,,,,
159,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-11-11 16:03:37.000000,2021-10-12 13:32:38,1570.0,,495.0,64.0,538.0,250.0,391.0,2682.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5016.0,5016.0,https://pypi.org/project/scikit-optimize,566752.0,575843.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,690942.0,,,,,2.0,,,,,,,,,,,,,
160,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-11-15 13:49:14.000000,2023-11-04 06:22:35,1628.0,14.0,315.0,61.0,179.0,112.0,191.0,2648.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-08-21 13:24:24,0.6.2,24.0,tslearn,conda-forge/tslearn,,,['sklearn'],1014.0,1014.0,https://pypi.org/project/tslearn,309633.0,340392.0,https://anaconda.org/conda-forge/tslearn,2023-08-21 16:01:42.662,1261130.0,,,,,1.0,,,,,,,,,,,,,
161,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-11-11 14:45:57.000000,2023-11-11 14:43:17,947.0,30.0,382.0,39.0,147.0,43.0,238.0,2296.0,A library of sklearn compatible categorical variable encoders.,67.0,33,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1206.0,1206.0,https://pypi.org/project/category_encoders,1326463.0,1336295.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,245800.0,,,,,2.0,,,,,,,,,,,,,
162,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-11-15 13:02:20.000000,2023-11-15 13:02:20,2274.0,19.0,523.0,71.0,478.0,252.0,679.0,2203.0,Survival analysis in Python.,115.0,33,True,2023-09-13 15:30:38,0.27.8,100.0,lifelines,conda-forge/lifelines,,,,1965.0,1965.0,https://pypi.org/project/lifelines,384019.0,391216.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,302306.0,,,,,2.0,,,,,,,,,,,,,
163,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-10-27 22:48:05.000000,2023-10-09 06:31:38,1150.0,4.0,337.0,63.0,572.0,229.0,342.0,1417.0,A Jupyter - Leaflet.js bridge.,85.0,33,True,2023-06-02 07:09:46,0.17.3,67.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],5992.0,5992.0,https://pypi.org/project/ipyleaflet,166024.0,245300.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1086324.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,53412.0,,,,,,,,
164,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-11-16 15:14:10.000000,2023-11-16 10:56:46,10117.0,132.0,525.0,69.0,2215.0,244.0,1650.0,1056.0,Machine learning for NeuroImaging in Python.,229.0,33,True,2023-10-01 19:30:40,0.10.2,22.0,nilearn,conda-forge/nilearn,,,['sklearn'],2683.0,2683.0,https://pypi.org/project/nilearn,50272.0,57326.0,https://anaconda.org/conda-forge/nilearn,2023-10-02 11:59:55.930,253775.0,,,,,2.0,145.0,,,,,,,,,,,,
165,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-11-16 17:50:23.000000,2023-11-16 16:38:41,11209.0,291.0,224.0,58.0,11732.0,150.0,2130.0,895.0,Cloud-native genomic dataframes and batch computing.,90.0,33,True,2023-10-30 17:20:30,0.2.126,100.0,hail,,,,['spark'],115.0,115.0,https://pypi.org/project/hail,44141.0,44141.0,,,,,,,,2.0,,,,,,,,,,,,,
