,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
100,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-02-06 18:05:15.000000,2025-02-06 16:37:08,5025.0,318.0,620.0,45.0,5544.0,229.0,1137.0,2475.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",193.0,37,True,2025-01-14 20:40:00,0.40.0,61.0,pennylane,conda-forge/pennylane,,,,1271.0,1271.0,https://pypi.org/project/pennylane,70679.0,76703.0,https://anaconda.org/conda-forge/pennylane,2024-07-09 13:59:12.283,234926.0,,,,,1.0,100.0,,,,,,,,,,,
101,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2025-01-30 21:57:16.387000,2025-01-20 02:42:28,1553.0,8.0,300.0,32.0,505.0,93.0,513.0,1547.0,Python library for reading and writing image data.,122.0,37,True,2025-01-20 02:42:38,2.37.0,72.0,imageio,conda-forge/imageio,,,,157437.0,157437.0,https://pypi.org/project/imageio,24014665.0,24149969.0,https://anaconda.org/conda-forge/imageio,2025-01-30 21:57:16.387,7440649.0,,,,,2.0,1514.0,,,,,,,,,,,
102,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-08-21 02:01:07.000000,2024-02-05 13:23:18,2706.0,,8647.0,372.0,3171.0,1689.0,6730.0,30156.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,36,True,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,,['pytorch'],3449.0,3449.0,https://pypi.org/project/mmdet,181084.0,181084.0,,,,,,,,2.0,,,,,,,,,,,,
103,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-02-06 16:35:37.000000,2025-02-06 16:35:37,36497.0,396.0,12963.0,935.0,26101.0,,,24475.0,Apache Flink Python API.,1977.0,36,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,18837572.0,18837572.0,,,,,,,,2.0,,,,,,,,,,,,
104,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-02-05 11:59:14.000000,2025-01-26 07:01:34,1702.0,2.0,2825.0,379.0,478.0,,1925.0,15106.0,Python Echarts Plotting Library.,45.0,36,True,2025-01-24 03:13:18,2.0.8,7.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],4920.0,4920.0,https://pypi.org/project/pyecharts,204140.0,204143.0,,,,,,,,2.0,72.0,,,,,,,,,,,
105,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2024-07-30 01:38:33.000000,2020-06-01 14:58:26,2913.0,,2413.0,229.0,346.0,291.0,226.0,14500.0,Image augmentation for machine learning experiments.,36.0,36,False,2020-02-06 06:18:40,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,24146.0,24146.0,https://pypi.org/project/imgaug,473574.0,476452.0,https://anaconda.org/conda-forge/imgaug,2023-06-16 16:15:24.882,195711.0,,,,,2.0,,,,,,,,,,,,
106,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-01-26 02:21:01.000000,2025-01-26 02:21:01,4415.0,5.0,2952.0,174.0,5065.0,429.0,2359.0,13693.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",296.0,36,True,2024-09-03 04:16:25,2.4.0,39.0,dgl,,,,,334.0,334.0,https://pypi.org/project/dgl,106637.0,106637.0,,,,,,,,1.0,,,,,,,,,,,,
107,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-12-19 19:56:21.550000,2022-12-08 17:49:19,746.0,,1057.0,135.0,240.0,312.0,274.0,9159.0,Manipulate audio with a simple and easy high level interface.,95.0,36,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,82008.0,82008.0,https://pypi.org/project/pydub,7745499.0,7748517.0,https://anaconda.org/conda-forge/pydub,2024-12-19 19:56:21.550,141887.0,,,,,1.0,,,,,,,,,,,,
108,PyOD,yzhao062/pyod,ml-frameworks,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-01-13 08:58:34.000000,2024-12-22 09:46:56,1887.0,12.0,1371.0,147.0,260.0,191.0,148.0,8788.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",62.0,36,True,2024-12-22 00:23:34,2.0.3,42.0,pyod,conda-forge/pyod,,,,4704.0,4704.0,https://pypi.org/project/pyod,622398.0,624835.0,https://anaconda.org/conda-forge/pyod,2024-09-06 15:18:34.744,138921.0,,,,,2.0,,,,,,,,,,,,
109,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-02-06 13:00:35.000000,2025-02-06 13:00:35,2473.0,105.0,934.0,96.0,2791.0,364.0,1186.0,8354.0,Fast and Accurate ML in 3 Lines of Code.,132.0,36,True,2024-11-27 17:04:12,1.2.0,34.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",962.0,962.0,https://pypi.org/project/autogluon,258482.0,258689.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,13932.0,1.0,,,,,,,,,,,,
110,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2025-02-05 21:48:08.000000,2025-02-05 21:44:07,2428.0,31.0,902.0,52.0,806.0,56.0,438.0,8080.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",525.0,36,True,2024-10-08 10:00:01,1.0.0,13.0,gymnasium,conda-forge/gymnasium,,,,12443.0,12443.0,https://pypi.org/project/gymnasium,1274039.0,1282565.0,https://anaconda.org/conda-forge/gymnasium,2024-11-23 09:03:45.852,221693.0,,,,,2.0,,,,,,,,,,,,
111,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2025-02-03 05:03:17.000000,2025-02-03 05:03:17,3191.0,31.0,1113.0,89.0,3555.0,327.0,2799.0,6084.0,AI Toolkit for Healthcare Imaging.,215.0,36,True,2024-10-17 00:54:28,1.4.0,20.0,monai,conda-forge/monai,,,['pytorch'],3464.0,3464.0,https://pypi.org/project/monai,252547.0,253603.0,https://anaconda.org/conda-forge/monai,2024-12-23 06:56:31.847,40161.0,,,,,1.0,,,,,,,,,,,,
112,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-02-05 21:15:59.000000,2025-02-05 21:15:59,1219.0,25.0,643.0,125.0,972.0,339.0,1122.0,4554.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",184.0,36,True,2025-01-22 03:00:48,8.2,42.0,coremltools,conda-forge/coremltools,,,,4441.0,4441.0,https://pypi.org/project/coremltools,596553.0,598376.0,https://anaconda.org/conda-forge/coremltools,2024-12-27 14:14:56.044,87289.0,,,,,2.0,12992.0,,,,,,,,,,,
113,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2025-02-06 14:35:38.000000,2025-02-06 12:57:46,3619.0,87.0,401.0,32.0,3431.0,59.0,2139.0,4292.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,108.0,36,True,2025-02-06 14:33:25,2.7.1,100.0,argilla,,,,,2889.0,2889.0,https://pypi.org/project/argilla,593690.0,593690.0,,,,,,,,2.0,,,,,,,,,,,,
114,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2025-02-06 13:28:57.000000,2025-01-30 16:13:49,1172.0,47.0,483.0,55.0,1377.0,321.0,465.0,2723.0,"Accelerate inference and training of Transformers, Diffusers, TIMM and Sentence Transformers with easy to use hardware..",135.0,36,True,2025-01-30 16:26:59,1.24.0,68.0,optimum,conda-forge/optimum,,,,4476.0,4476.0,https://pypi.org/project/optimum,915070.0,916026.0,https://anaconda.org/conda-forge/optimum,2024-05-29 19:43:21.254,32532.0,,,,,1.0,,,,,,,,,,,,
115,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-02-06 17:46:39.000000,2025-02-06 16:03:55,3753.0,244.0,315.0,70.0,2530.0,26.0,732.0,2427.0,Adaptive Experimentation Platform.,180.0,36,True,2025-02-03 18:05:26,0.5.0,44.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],885.0,885.0,https://pypi.org/project/ax-platform,140206.0,140969.0,https://anaconda.org/conda-forge/ax-platform,2024-12-23 16:47:03.234,33589.0,,,,,1.0,,,,,,,,,,,,
116,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-02-06 08:57:47.000000,2025-02-06 08:57:43,2051.0,66.0,414.0,35.0,1792.0,91.0,825.0,2197.0,"Machine learning metrics for distributed, scalable PyTorch applications.",266.0,36,True,2024-12-25 23:50:39,1.6.1,54.0,metrics,conda-forge/torchmetrics,,,['pytorch'],36227.0,36227.0,https://pypi.org/project/metrics,6228.0,44383.0,https://anaconda.org/conda-forge/torchmetrics,2024-12-26 06:40:15.359,1787064.0,,,,,1.0,6266.0,,,,Lightning-AI/torchmetrics,,,,,,,
117,ag2,ag2ai/ag2,agents,,https://github.com/ag2ai/ag2,https://github.com/ag2ai/ag2,Apache-2.0,2024-11-11 20:43:34.000,2025-02-06 17:14:43.000000,2025-02-06 14:27:41,4081.0,2071.0,209.0,56.0,521.0,115.0,212.0,1713.0,AG2 (formerly AutoGen): The Open-Source AgentOS. Join us at: https://discord.gg/pAbnFJrkgZ.,375.0,36,True,2025-01-30 00:10:21,0.7.3,27.0,ag2,,,,,2758.0,2758.0,https://pypi.org/project/ag2,85810.0,85810.0,,,,,,,,3.0,,,,,,,,,,,,
118,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2025-02-03 04:29:58.000000,2025-02-03 04:29:58,1578.0,10.0,414.0,48.0,1532.0,177.0,694.0,1644.0,Exploratory analysis of Bayesian models with Python.,167.0,36,True,2024-09-28 20:20:49,0.20.0,38.0,arviz,conda-forge/arviz,,,,9044.0,9044.0,https://pypi.org/project/arviz,1636891.0,1677149.0,https://anaconda.org/conda-forge/arviz,2024-12-13 11:00:38.877,2294644.0,,,,,1.0,178.0,,,,,,,,,,,
119,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2025-02-06 16:32:51.000000,2025-02-06 16:32:49,10772.0,310.0,591.0,64.0,2918.0,239.0,1970.0,1236.0,Machine learning for NeuroImaging in Python.,253.0,36,True,2024-12-23 09:33:25,0.11.1,26.0,nilearn,conda-forge/nilearn,,,['sklearn'],3781.0,3781.0,https://pypi.org/project/nilearn,71444.0,77630.0,https://anaconda.org/conda-forge/nilearn,2024-12-23 13:35:55.827,315188.0,,,,,1.0,289.0,,,,,,,,,,,
120,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2025-02-03 07:09:43.000000,2025-01-07 22:13:12,1570.0,6.0,201.0,47.0,630.0,30.0,777.0,1173.0,Fiona reads and writes geographic data files.,77.0,36,True,2024-09-16 20:20:31,1.10.1,51.0,fiona,conda-forge/fiona,,,,24294.0,24294.0,https://pypi.org/project/fiona,4388263.0,4506911.0,https://anaconda.org/conda-forge/fiona,2024-12-06 18:05:16.036,6525692.0,,,,,2.0,,,,,,,,,,,,
121,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-08-21 06:22:36.000000,2022-06-10 09:12:18,238.0,,13301.0,1570.0,234.0,757.0,593.0,54055.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],4037.0,4037.0,https://pypi.org/project/face_recognition,134548.0,135162.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,31814.0,,,,,2.0,1401.0,,,,,,,,,,,
122,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-08-16 12:07:14.000000,2024-02-10 14:20:58,4668.0,,4427.0,297.0,752.0,15.0,1130.0,37399.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",166.0,35,True,2023-12-12 15:11:16,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",2231.0,2231.0,https://pypi.org/project/tts,167863.0,260419.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,22012.0,,,,,2.0,4324302.0,,,,,,,,,,,
123,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-09-24 11:24:36.000000,2024-09-24 11:18:06,618.0,,3180.0,320.0,266.0,429.0,601.0,25426.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,35,True,2024-09-24 11:24:36,1.7.2,23.0,easyocr,,,,,11090.0,11090.0,https://pypi.org/project/easyocr,762597.0,1081307.0,,,,,,,,2.0,17847773.0,,,,,,,,,,,
124,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-02-05 13:31:08.000000,2025-02-04 22:49:52,2676.0,17.0,698.0,104.0,503.0,563.0,1273.0,9788.0,An open source multi-tool for exploring and publishing data.,81.0,35,True,2024-11-29 01:13:13,0.65.1,100.0,datasette,conda-forge/datasette,,,,1414.0,1414.0,https://pypi.org/project/datasette,212324.0,213493.0,https://anaconda.org/conda-forge/datasette,2024-11-30 17:36:40.595,53758.0,,,,,1.0,70.0,,,,,,,datasette,,,,
125,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-02-03 01:10:19.000000,2024-08-30 03:34:11,5357.0,,1762.0,134.0,1038.0,379.0,1950.0,9106.0,"An open-source, low-code machine learning library in Python.",141.0,35,True,2024-04-28 18:46:27,3.3.2,29.0,pycaret,conda-forge/pycaret,,,,7032.0,7032.0,https://pypi.org/project/pycaret,300027.0,301209.0,https://anaconda.org/conda-forge/pycaret,2025-01-20 06:32:38.370,63170.0,,,,,1.0,721.0,,,,,,,,,,,
126,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-02-04 10:57:11.000000,2025-02-04 10:26:36,706.0,8.0,350.0,68.0,135.0,33.0,155.0,8701.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",33.0,35,True,2024-04-28 04:07:18,0.8.0,14.0,einops,conda-forge/einops,,,,59368.0,59368.0,https://pypi.org/project/einops,7074679.0,7080956.0,https://anaconda.org/conda-forge/einops,2024-12-15 10:47:58.140,326455.0,,,,,2.0,,,,,,,,,,,,
127,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-02-06 18:03:47.000000,2025-02-06 15:03:23,40236.0,461.0,922.0,157.0,11243.0,957.0,5696.0,8643.0,cuDF - GPU DataFrame Library.,299.0,35,True,2024-12-11 19:11:01,24.12.00,59.0,cudf,,,,,59.0,59.0,https://pypi.org/project/cudf,3622.0,3622.0,,,,,,,,2.0,,,,,,,,,,,,
128,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-02-06 01:36:18.000000,2025-02-05 18:15:46,1178.0,81.0,761.0,293.0,1566.0,235.0,439.0,8506.0,Open Source AI/ML Platform.,101.0,35,True,2025-01-31 16:32:37,2.13.9,146.0,metaflow,conda-forge/metaflow,,,,799.0,799.0,https://pypi.org/project/metaflow,406526.0,411328.0,https://anaconda.org/conda-forge/metaflow,2025-02-05 22:33:49.577,264154.0,,,,,2.0,,,,,,,,,,,,
129,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-02-04 06:41:31.000000,2025-02-04 05:21:24,3452.0,107.0,795.0,75.0,3834.0,153.0,941.0,7324.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",215.0,35,True,2025-02-04 06:41:31,1.3.21,100.0,bentoml,,,,,2384.0,2384.0,https://pypi.org/project/bentoml,98769.0,98783.0,,,,,,,,2.0,647.0,,,,,,,,,,,
130,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-02-03 18:01:03.000000,2025-02-03 18:01:02,10583.0,33.0,1690.0,143.0,2556.0,474.0,1242.0,5709.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",255.0,35,True,2024-04-03 16:21:23,2.8.0,20.0,deepchem,conda-forge/deepchem,,,['tensorflow'],499.0,499.0,https://pypi.org/project/deepchem,58859.0,60878.0,https://anaconda.org/conda-forge/deepchem,2024-04-05 16:46:45.105,113119.0,,,,,1.0,,,,,,,,,,,,
131,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-01-07 10:08:55.000000,2025-01-02 10:49:23,2450.0,25.0,226.0,64.0,145.0,76.0,621.0,4116.0,A Grammar of Graphics for Python.,112.0,35,True,2025-01-02 11:19:20,0.14.5,30.0,plotnine,conda-forge/plotnine,,,,10347.0,10347.0,https://pypi.org/project/plotnine,3016038.0,3023868.0,https://anaconda.org/conda-forge/plotnine,2025-01-02 11:25:13.146,438501.0,,,,,2.0,,,,,,,,,,,,
132,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2025-02-06 18:03:31.000000,2025-01-30 15:49:13,8651.0,34.0,707.0,100.0,13415.0,26.0,866.0,3911.0,State of the Art Natural Language Processing.,114.0,35,True,2025-01-30 16:15:18,5.5.3,100.0,spark-nlp,,,,['spark'],547.0,547.0,https://pypi.org/project/spark-nlp,4313048.0,4313048.0,,,,,,,,2.0,,,,,,,,,,,,
133,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2025-01-27 15:05:29.000000,2025-01-17 03:23:34,3922.0,10.0,531.0,145.0,1248.0,135.0,1717.0,2306.0,Rasterio reads and writes geospatial raster datasets.,162.0,35,True,2024-12-02 16:44:51,1.4.3,85.0,rasterio,conda-forge/rasterio,,,,14949.0,14949.0,https://pypi.org/project/rasterio,2258602.0,2345373.0,https://anaconda.org/conda-forge/rasterio,2024-12-02 18:32:30.402,4251387.0,,,,,2.0,1022.0,,,,,,,,,,,
134,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2025-01-24 20:08:29.000000,2025-01-24 20:08:27,3132.0,16.0,365.0,56.0,1224.0,277.0,995.0,1461.0,Cartopy - a cartographic python library with matplotlib support.,130.0,35,True,2024-10-08 23:19:04,0.24.1,27.0,cartopy,conda-forge/cartopy,,,,6496.0,6496.0,https://pypi.org/project/cartopy,414219.0,492780.0,https://anaconda.org/conda-forge/cartopy,2024-10-07 23:20:51.384,4478003.0,,,,,2.0,,,,,,,,,,,,
135,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/uxlfoundation/scikit-learn-intelex,https://github.com/uxlfoundation/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2025-02-04 10:59:27.000000,2025-02-04 10:59:06,2020.0,110.0,174.0,26.0,2014.0,43.0,197.0,1249.0,Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,84.0,35,True,2025-01-17 12:04:12,2025.1.0,32.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],12942.0,12942.0,https://pypi.org/project/scikit-learn-intelex,70303.0,80073.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-11-13 16:09:05.160,449448.0,,,,,1.0,,,,,uxlfoundation/scikit-learn-intelex,,,,,,,
136,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2025-02-06 17:17:34.000000,2025-02-06 17:16:46,904.0,13.0,344.0,41.0,1091.0,87.0,173.0,1240.0,Making text a first-class citizen in TensorFlow.,116.0,35,True,2024-12-17 19:04:40,2.18.1,60.0,tensorflow-text,,,,['tensorflow'],7934.0,7934.0,https://pypi.org/project/tensorflow-text,6867859.0,6867859.0,,,,,,,,2.0,,,,,,,,,,,,
137,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-12-04 13:30:48.000000,2024-12-04 13:29:21,1593.0,3.0,215.0,34.0,721.0,33.0,595.0,1087.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,69.0,35,True,2024-10-01 04:38:30,3.7.0,54.0,pyproj,conda-forge/pyproj,,,,38686.0,38686.0,https://pypi.org/project/pyproj,8755931.0,8931326.0,https://anaconda.org/conda-forge/pyproj,2024-10-01 16:10:00.706,9646748.0,,,,,2.0,,,,,,,,,,,,
138,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2025-01-18 11:58:21.000000,2025-01-18 11:58:21,15079.0,69.0,498.0,51.0,2334.0,403.0,970.0,758.0,Workflows and interfaces for neuroimaging packages.,263.0,35,True,2022-09-01 22:11:24,1.8.4,48.0,nipype,conda-forge/nipype,,,,5695.0,5695.0,https://pypi.org/project/nipype,249632.0,263621.0,https://anaconda.org/conda-forge/nipype,2024-12-18 13:52:44.972,755436.0,,,,,2.0,,,,,,,,,,,,
139,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2025-01-14 01:45:38.000000,2025-01-14 01:41:14,1540.0,6.0,7210.0,392.0,696.0,450.0,3083.0,31152.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",277.0,34,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],2264.0,2264.0,https://pypi.org/project/detectron2,1.0,10773.0,https://anaconda.org/conda-forge/detectron2,2024-11-06 15:19:24.704,592513.0,,,,,2.0,,,,,,,,,,,,
140,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-05-19 03:10:51.802000,2024-03-13 15:16:33,391.0,,4573.0,845.0,268.0,466.0,611.0,26033.0,Library for fast text representation and classification.,68.0,34,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,7185.0,7185.0,https://pypi.org/project/fasttext,1355897.0,1358180.0,https://anaconda.org/conda-forge/fasttext,2024-05-19 03:10:51.802,121006.0,,,,,2.0,,,,,,,,,,,,
141,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/serve,https://github.com/jina-ai/serve,Apache-2.0,2020-02-13 17:04:44.000,2024-12-20 12:22:55.316112,2024-12-20 12:13:57,8639.0,17.0,2199.0,216.0,4222.0,6.0,1941.0,21291.0,Build multimodal AI applications with cloud-native stack.,178.0,34,True,2024-11-12 08:26:45,3.28.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,,,https://pypi.org/project/jina,129433.0,161095.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,85992.0,https://hub.docker.com/r/jinaai/jina,2024-12-20 12:22:55.316112,8.0,1773931.0,2.0,,,,,jina-ai/serve,,,,,,,
142,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-02-06 13:48:11.000000,2025-01-19 03:16:46,9035.0,18.0,3103.0,276.0,1308.0,158.0,718.0,19709.0,Best Practices on Recommendation Systems.,137.0,34,True,2024-12-24 07:39:57,1.2.1,14.0,recommenders,,,,,149.0,149.0,https://pypi.org/project/recommenders,20456.0,20464.0,,,,,,,,1.0,672.0,,,,recommenders-team/recommenders,,,,,,,
143,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2025-02-06 16:55:01.000000,2025-02-06 16:55:01,948.0,156.0,1077.0,151.0,1076.0,108.0,510.0,18838.0,MLX: An array framework for Apple silicon.,135.0,34,True,2025-01-09 22:33:53,0.22.0,43.0,mlx,,,,,844.0,844.0,https://pypi.org/project/mlx,91866.0,91866.0,,,,,,,,2.0,,,,,,,,,,,,
