,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
92,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2023-11-28 17:36:58.000000,2023-11-27 23:41:10,388.0,3.0,4486.0,851.0,265.0,457.0,611.0,25214.0,Library for fast text representation and classification.,67.0,35,True,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,5268.0,5268.0,https://pypi.org/project/fasttext,934348.0,936152.0,https://anaconda.org/conda-forge/fasttext,2023-09-26 23:15:16.887,68559.0,,,,,2.0,,,1.0,,,,,,,,,,
93,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2023-11-27 16:00:57.000000,2023-09-04 11:42:16,615.0,8.0,2732.0,298.0,239.0,304.0,582.0,20253.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",128.0,35,True,2023-09-04 11:53:04,1.7.1,22.0,easyocr,,,,,4423.0,4423.0,https://pypi.org/project/easyocr,212018.0,394394.0,,,,,,,,2.0,7477431.0,,,,,,,,,,,,
94,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-11-30 15:28:15.000000,2023-11-30 14:50:00,7164.0,240.0,3330.0,253.0,2585.0,754.0,2504.0,19032.0,Graph Neural Network Library for PyTorch.,468.0,35,True,2023-10-12 08:28:59,2.4.0,36.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],,,https://pypi.org/project/torch-geometric,239778.0,240628.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-11-08 13:56:02.983,34038.0,,,,,1.0,,,,,,,,,,,,,
95,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2023-11-20 16:39:17.000000,2023-10-18 07:33:05,791.0,15.0,4373.0,425.0,436.0,356.0,1722.0,17222.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,173.0,35,True,2023-10-10 12:57:04,1.1.5,16.0,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,864854.0,901029.0,https://anaconda.org/conda-forge/prophet,2023-10-20 01:36:39.935,1120640.0,,,,,1.0,2144.0,,,,,,,,,,,,
96,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2023-07-26 09:00:34.000000,2020-06-01 14:58:26,2913.0,,2362.0,231.0,336.0,282.0,223.0,13893.0,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,17403.0,17403.0,https://pypi.org/project/imgaug,329595.0,332378.0,https://anaconda.org/conda-forge/imgaug,2023-06-16 16:15:24.882,147504.0,,,,,2.0,,,,,,,,,,,,,
97,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2023-11-26 17:29:04.000000,2021-06-01 10:43:00,1848.0,,4254.0,550.0,712.0,347.0,1267.0,13696.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,35,False,2020-08-22 18:42:43,1.0.8,86.0,chatterbot,,,,,5452.0,5452.0,https://pypi.org/project/chatterbot,40103.0,40103.0,,,,,,,,2.0,,,,,,,,,,,,,
98,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-09-25 04:57:08.085000,2023-08-20 17:38:53,890.0,,1097.0,321.0,266.0,48.0,341.0,12198.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,True,2023-06-14 16:34:48,1.17.3,21.0,annoy,conda-forge/python-annoy,,,,3338.0,3338.0,https://pypi.org/project/annoy,934292.0,944171.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,375407.0,,,,,2.0,,,,,,,,,,,,,
99,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2023-11-30 17:49:42.000000,2023-11-29 10:26:01,25162.0,1093.0,1904.0,200.0,4845.0,126.0,3305.0,9018.0,Perform data science on data that remains in someone elses server.,502.0,35,True,2023-11-15 10:16:44,0.8.2,73.0,syft,,,,['pytorch'],,,https://pypi.org/project/syft,6480.0,6500.0,,,,,,,,1.0,957.0,,,,,,,,,,,,
100,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-11-28 13:46:25.000000,2023-11-17 03:49:04,887.0,3.0,1017.0,123.0,262.0,35.0,647.0,8551.0,Unsupervised text tokenizer for Neural Network-based text generation.,79.0,35,True,2023-05-02 03:20:40,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,47722.0,47722.0,https://pypi.org/project/sentencepiece,10332640.0,10350104.0,https://anaconda.org/conda-forge/sentencepiece,2023-11-02 09:17:09.257,678380.0,,,,,2.0,31863.0,,,,,,,,,,,,
101,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2023-11-27 18:58:29.000000,2023-11-27 03:39:56,2426.0,17.0,948.0,204.0,2252.0,222.0,823.0,8207.0,Deep universal probabilistic programming with Python and PyTorch.,144.0,35,True,2023-07-29 21:20:27,1.8.6,33.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],1738.0,1738.0,https://pypi.org/project/pyro-ppl,312601.0,316702.0,https://anaconda.org/conda-forge/pyro-ppl,2023-07-29 23:12:47.995,131235.0,,,,,1.0,,,,,,,,,,,,,
102,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2023-10-11 23:12:45.000000,2023-10-11 23:12:41,657.0,25.0,314.0,69.0,102.0,27.0,126.0,7437.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",24.0,35,True,2023-10-01 01:13:00,0.7.0,13.0,einops,conda-forge/einops,,,,21307.0,21307.0,https://pypi.org/project/einops,4961149.0,4965762.0,https://anaconda.org/conda-forge/einops,2023-10-01 10:01:09.036,170708.0,,,,,2.0,,,,,,,,,,,,,
103,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,https://github.com/DLR-RM/stable-baselines3,https://github.com/DLR-RM/stable-baselines3,MIT,2020-05-05 05:52:26.000,2023-11-26 22:59:53.000000,2023-11-23 15:18:00,823.0,29.0,1371.0,60.0,488.0,72.0,1193.0,6958.0,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms.",136.0,35,True,2023-11-17 23:35:53,2.2.1,22.0,stable-baselines3,,,,,4158.0,4158.0,https://pypi.org/project/stable-baselines3,124689.0,124689.0,,,,,,,,1.0,,,,,,,,,,,,,
104,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2023-11-30 14:57:43.000000,2023-11-29 14:10:00,2702.0,83.0,656.0,74.0,3132.0,161.0,786.0,5937.0,Build Production-Grade AI Applications.,187.0,35,True,2023-11-20 04:07:45,1.1.10,95.0,bentoml,,,,,1392.0,1392.0,https://pypi.org/project/bentoml,67111.0,67149.0,,,,,,,,2.0,2124.0,,,,,,,,,,,,
105,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2023-11-30 16:46:13.000000,2023-11-30 14:45:52,20820.0,468.0,1073.0,239.0,7578.0,674.0,1316.0,4557.0,Accelerate LLM with low-bit (FP4 / INT4 / FP8 / INT8) optimizations using bigdl-llm.,188.0,35,True,2023-11-13 02:02:20,2.4.0,19.0,bigdl,,,,,46.0,46.0,https://pypi.org/project/bigdl,3623.0,3623.0,,,,,,,,2.0,48.0,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,
106,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-11-27 21:30:19.000000,2023-11-27 21:16:54,1650.0,35.0,591.0,60.0,1792.0,118.0,1212.0,4388.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,203.0,35,True,2023-10-19 08:22:16,0.4.13,24.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],2535.0,2535.0,https://pypi.org/project/pytorch-ignite,227424.0,230015.0,https://anaconda.org/pytorch/ignite,2023-10-19 08:25:55.130,168447.0,,,,,2.0,,,,,,,,,,,,,
107,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2023-11-29 17:48:16.000000,2023-11-28 00:47:27,3599.0,110.0,767.0,57.0,1343.0,299.0,1164.0,3787.0,"Serve, optimize and scale PyTorch models in production.",181.0,35,True,2023-10-13 00:21:43,0.9.0,22.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],554.0,554.0,https://pypi.org/project/torchserve,40728.0,68780.0,https://anaconda.org/pytorch/torchserve,2023-10-12 22:01:52.717,137103.0,https://hub.docker.com/r/pytorch/torchserve,2023-10-12 22:44:52.307587,22.0,1212246.0,2.0,5399.0,,,,,,,,,,,,
108,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2023-11-19 09:15:38.000000,2023-11-08 15:28:17,5266.0,9.0,267.0,82.0,770.0,17.0,123.0,2766.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,35,True,2023-09-22 09:35:25,8.2.1,75.0,thinc,conda-forge/thinc,,,,39687.0,39687.0,https://pypi.org/project/thinc,5713390.0,5776995.0,https://anaconda.org/conda-forge/thinc,2023-09-25 06:51:17.362,2671445.0,,,,,2.0,,,,,,,,,,,,,
109,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2023-11-30 16:53:04.000000,2023-11-30 09:58:33,3938.0,186.0,382.0,31.0,2733.0,392.0,989.0,2064.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,149.0,35,True,2023-10-07 04:19:00,0.42.3,65.0,pyvista,conda-forge/pyvista,,,['jupyter'],2410.0,2410.0,https://pypi.org/project/pyvista,231575.0,241963.0,https://anaconda.org/conda-forge/pyvista,2023-10-07 03:29:50.976,425531.0,,,,,2.0,788.0,,,,,,,,,,,,
110,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2023-11-28 23:48:19.000000,2023-11-28 23:48:15,3793.0,19.0,507.0,147.0,1111.0,126.0,1592.0,2048.0,Rasterio reads and writes geospatial raster datasets.,150.0,35,True,2023-10-19 14:09:18,1.3.9,82.0,rasterio,conda-forge/rasterio,,,,9530.0,9530.0,https://pypi.org/project/rasterio,2129529.0,2209487.0,https://anaconda.org/conda-forge/rasterio,2023-10-19 11:41:01.295,2718320.0,,,,,2.0,853.0,,,,,,,,,,,,
111,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2023-11-30 16:40:24.000000,2023-11-30 16:40:09,4910.0,106.0,455.0,22.0,1099.0,854.0,575.0,1990.0,"This is the development home of the workflow management system Snakemake. For general information, see.",310.0,35,True,2023-09-18 14:43:30,7.32.4,216.0,snakemake,bioconda/snakemake,,,,1759.0,1759.0,https://pypi.org/project/snakemake,273754.0,283252.0,https://anaconda.org/bioconda/snakemake,2023-10-17 09:53:13.042,921307.0,,,,,2.0,,,,,,,,,,,,,
112,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2023-10-26 17:56:26.000000,2023-10-26 17:56:04,1210.0,11.0,202.0,33.0,45.0,8.0,157.0,1493.0,Simple Python interface for Graphviz.,21.0,35,True,,,13.0,graphviz,anaconda/python-graphviz,,,,56808.0,56808.0,https://pypi.org/project/graphviz,7654646.0,7655178.0,https://anaconda.org/anaconda/python-graphviz,2023-06-16 13:23:51.228,42049.0,,,,,2.0,,,,,,,,,,,,,
113,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2023-11-15 12:49:41.898000,2023-10-26 21:54:40,1467.0,19.0,197.0,47.0,522.0,28.0,731.0,1089.0,Fiona reads and writes geographic data files.,72.0,35,True,2023-10-12 19:29:21,1.9.5,47.0,fiona,conda-forge/fiona,,,,16317.0,16317.0,https://pypi.org/project/fiona,6698017.0,6826288.0,https://anaconda.org/conda-forge/fiona,2023-11-15 12:49:41.898,5130869.0,,,,,2.0,,,,,,,,,,,,,
114,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2023-11-30 14:55:52.000000,2023-11-30 14:55:52,2909.0,194.0,3976.0,373.0,3456.0,312.0,1144.0,35458.0,"Making large AI models cheaper, faster and more accessible.",160.0,34,True,2023-11-01 05:57:35,0.3.4,34.0,,,,,,276.0,276.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
115,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2023-11-29 14:13:38.000000,2023-11-29 03:44:59,7371.0,250.0,2538.0,298.0,182.0,21.0,992.0,24633.0,"Visualizer for neural network, deep learning and machine learning models.",,34,True,2023-11-24 17:43:46,7.3.1,2.0,netron,,,,"['pytorch', 'tensorflow']",11.0,11.0,https://pypi.org/project/netron,20625.0,86354.0,,,,,,,,1.0,65729.0,,,,,,,,,,,,
116,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2023-09-16 05:37:11.000000,2021-11-17 17:52:52,3466.0,,3723.0,665.0,1668.0,116.0,1979.0,23422.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],381.0,381.0,https://pypi.org/project/deepspeech,4261.0,21829.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,2413.0,,,,,1.0,1083886.0,,,,,,,,,,,,
117,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-11-30 17:19:12.000000,2023-11-30 12:05:10,4611.0,214.0,2487.0,230.0,671.0,35.0,810.0,23307.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",158.0,34,True,2023-11-30 12:05:43,0.21.2,96.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,98514.0,151672.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9979.0,,,,,1.0,1688312.0,,-4.0,,,,,,,,,,
118,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-11-30 16:35:05.000000,2023-11-30 14:55:05,34368.0,387.0,12119.0,944.0,23830.0,,,22341.0,Apache Flink Python API.,1801.0,34,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,78465.0,78465.0,,,,,,,,3.0,,,,,,,,,,,,,
119,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2023-11-28 07:00:30.000000,2023-10-13 16:32:21,8666.0,129.0,2821.0,264.0,1210.0,164.0,653.0,16744.0,Best Practices on Recommendation Systems.,128.0,34,True,2022-07-20 05:58:55,1.1.1,12.0,recommenders,,,,,88.0,88.0,https://pypi.org/project/recommenders,58056.0,58063.0,,,,,,,,1.0,448.0,recommenders-team/recommenders,,,,,,,,,,,
120,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2023-11-16 14:52:30.000000,2023-09-18 08:44:36,1331.0,6.0,2152.0,331.0,1577.0,362.0,1847.0,13678.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",172.0,34,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,1044.0,1044.0,https://pypi.org/project/horovod,57446.0,57446.0,,,,,,,,2.0,,,,,,,stable/horovod,,,,,,
121,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2023-11-30 15:28:50.000000,2023-11-30 15:28:49,2886.0,367.0,1449.0,116.0,3055.0,447.0,2284.0,11747.0,"LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",222.0,34,True,2023-11-09 16:44:55,1.22.1,70.0,haystack,,,,,37.0,37.0,https://pypi.org/project/haystack,2293.0,2293.0,,,,,,,,2.0,23.0,,-3.0,,,,,,,,,,
122,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-11-30 07:27:32.000000,2023-11-30 07:25:51,3658.0,196.0,782.0,135.0,154.0,90.0,948.0,10529.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",86.0,34,True,2023-11-29 22:51:29,15.4.4,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,677.0,677.0,https://pypi.org/project/ocrmypdf,47568.0,49773.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,59389.0,,,,,2.0,1218.0,,,,,,,ocrmypdf,ocrmypdf,,,,
123,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2023-11-30 16:44:01.000000,2023-11-10 11:25:48,6020.0,41.0,3023.0,237.0,1410.0,929.0,3807.0,9915.0,Open-source simulator for autonomous driving research.,170.0,34,True,2023-11-11 12:51:52,0.9.15,26.0,carla,,,,,590.0,590.0,https://pypi.org/project/carla,15936.0,15936.0,,,,,,,,1.0,,,,,,,,,,,,,
124,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2023-06-16 13:22:54.304000,2023-03-11 18:17:15,563.0,,1089.0,268.0,156.0,103.0,155.0,8764.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",36.0,34,True,2013-09-26 02:29:01,0.7.0,7.0,textblob,conda-forge/textblob,,,,34250.0,34250.0,https://pypi.org/project/textblob,557941.0,560697.0,https://anaconda.org/conda-forge/textblob,2023-06-16 13:22:54.304,239797.0,,,,,2.0,113.0,,,,,,,,,,,,
125,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2023-11-15 15:22:00.000000,2023-10-13 00:00:27,2469.0,36.0,579.0,103.0,435.0,498.0,1157.0,8492.0,An open source multi-tool for exploring and publishing data.,75.0,34,True,2023-10-08 16:05:20,0.64.5,100.0,datasette,conda-forge/datasette,,,,1111.0,1111.0,https://pypi.org/project/datasette,36732.0,37640.0,https://anaconda.org/conda-forge/datasette,2023-09-27 17:06:18.945,28139.0,,,,,1.0,59.0,,,,,,,datasette,,,,,
126,PyOD,yzhao062/pyod,ml-frameworks,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-11-18 14:21:28.000000,2023-11-18 08:41:51,1720.0,30.0,1279.0,148.0,205.0,170.0,144.0,7629.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,50.0,34,True,2023-11-18 08:45:46,1.1.2,38.0,pyod,conda-forge/pyod,,,,3046.0,3046.0,https://pypi.org/project/pyod,722262.0,724328.0,https://anaconda.org/conda-forge/pyod,2023-11-18 09:26:18.014,86804.0,,,,,3.0,,,,,,,,,,,,,
127,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-11-30 16:58:43.000000,2023-11-28 05:32:51,32258.0,195.0,1948.0,388.0,6710.0,2654.0,6501.0,6562.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",247.0,34,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,393557.0,393557.0,,,,,,,,2.0,,,,,,,,,,,,,
128,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-11-29 16:28:34.000000,2023-11-29 12:39:26,2856.0,42.0,2077.0,175.0,1110.0,17.0,1400.0,6363.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,34,True,2023-11-02 12:53:15,3.4.3,48.0,OpenNMT-py,,,,['pytorch'],235.0,235.0,https://pypi.org/project/OpenNMT-py,5139.0,5139.0,,,,,,,,2.0,,,,,,,,,,,,,
129,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2023-11-30 14:50:09.000000,2023-11-30 13:59:12,2175.0,32.0,519.0,32.0,508.0,47.0,248.0,4360.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",458.0,34,True,2023-08-21 13:05:21,0.29.1,10.0,gymnasium,conda-forge/gymnasium,,,,3463.0,3463.0,https://pypi.org/project/gymnasium,409029.0,412233.0,https://anaconda.org/conda-forge/gymnasium,2023-06-18 08:43:17.773,35246.0,,,,,1.0,,,,,,,,,,,,,
130,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-11-27 17:29:58.000000,2023-11-21 06:27:27,2000.0,5.0,198.0,65.0,129.0,76.0,512.0,3633.0,A Grammar of Graphics for Python.,103.0,34,True,2023-11-06 11:06:44,0.12.4,17.0,plotnine,conda-forge/plotnine,,,,6290.0,6290.0,https://pypi.org/project/plotnine,1784834.0,1792811.0,https://anaconda.org/conda-forge/plotnine,2023-11-06 12:55:06.721,327080.0,,,,,2.0,,,,,,,,,,,,,
131,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2023-11-30 17:35:31.000000,2023-11-30 17:35:28,3880.0,2972.0,291.0,30.0,154.0,130.0,664.0,3278.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",66.0,34,True,2023-11-29 05:52:01,1.7.11,9.0,litellm,,,,,489.0,489.0,https://pypi.org/project/litellm,190101.0,190101.0,,,,,,,,2.0,,,,,,,,,,,,,
132,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-11-30 13:44:11.000000,2023-11-30 00:18:13,2702.0,180.0,268.0,68.0,1420.0,25.0,571.0,2182.0,Adaptive Experimentation Platform.,157.0,34,True,2023-11-13 22:37:51,0.3.5,37.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],588.0,588.0,https://pypi.org/project/ax-platform,100142.0,100681.0,https://anaconda.org/conda-forge/ax-platform,2023-11-17 23:01:51.328,15633.0,,,,,1.0,,,,,,,,,,,,,
133,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2023-11-29 13:54:18.000000,2023-11-24 15:28:13,892.0,87.0,281.0,54.0,1010.0,210.0,323.0,1765.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,86.0,34,True,2023-11-14 17:50:24,1.14.1,45.0,optimum,conda-forge/optimum,,,,987.0,987.0,https://pypi.org/project/optimum,606640.0,607167.0,https://anaconda.org/conda-forge/optimum,2023-11-15 07:10:12.987,10028.0,,,,,1.0,,,,,,,,,,,,,
134,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-11-29 19:28:43.000000,2023-11-29 19:28:42,2928.0,57.0,345.0,55.0,1106.0,278.0,912.0,1300.0,Cartopy - a cartographic python library with matplotlib support.,124.0,34,True,2023-08-05 00:46:57,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,4090.0,4090.0,https://pypi.org/project/cartopy,153569.0,232531.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3316441.0,,,,,2.0,,,,,,,,,,,,,
135,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2023-11-28 21:24:28.000000,2023-10-17 15:41:51,860.0,7.0,304.0,45.0,1004.0,70.0,163.0,1162.0,Making text a first-class citizen in TensorFlow.,111.0,34,True,2023-11-15 19:00:05,2.15.0,53.0,tensorflow-text,,,,['tensorflow'],6097.0,6097.0,https://pypi.org/project/tensorflow-text,3586396.0,3586396.0,,,,,,,,2.0,,,,,,,,,,,,,
