,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
136,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-01-03 23:31:57.000000,2023-12-18 23:29:58,861.0,4.0,309.0,45.0,1007.0,70.0,163.0,1172.0,Making text a first-class citizen in TensorFlow.,111.0,34,True,2023-11-15 19:00:05,2.15.0,53.0,tensorflow-text,,,,['tensorflow'],6247.0,6247.0,https://pypi.org/project/tensorflow-text,3748289.0,3748289.0,,,,,,,,2.0,,,,,,,,,,,,,
137,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-01-04 09:51:05.000000,2024-01-04 08:21:55,2929.0,114.0,3995.0,370.0,3503.0,337.0,1152.0,35793.0,"Making large AI models cheaper, faster and more accessible.",160.0,33,True,2023-11-01 05:57:35,0.3.4,34.0,,,,,,284.0,284.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
138,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-01-04 17:09:34.000000,2023-12-20 18:26:53,1496.0,6.0,6778.0,379.0,646.0,377.0,3037.0,27712.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",262.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1547.0,1547.0,https://pypi.org/project/detectron2,,5182.0,https://anaconda.org/conda-forge/detectron2,2023-11-30 09:37:14.142,217679.0,,,,,2.0,,,,,,,,,,,,,
139,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-01-04 17:01:12.000000,2024-01-04 03:39:35,34532.0,449.0,12192.0,943.0,24012.0,,,22545.0,Apache Flink Python API.,1811.0,33,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,45485.0,45485.0,,,,,,,,3.0,,,,,,,,,,,,,
140,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2024-01-04 16:51:13.000000,2024-01-04 16:45:29,16521.0,1806.0,2550.0,379.0,4516.0,484.0,3125.0,19455.0,Build AI using SQL.,813.0,33,True,2024-01-01 12:35:36,23.12.4.1,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,33349.0,33349.0,,,,,,,,3.0,,,,,,,,,,,,,
141,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-12-26 23:00:56.000000,2020-10-14 16:36:49,6226.0,,4122.0,1000.0,1869.0,324.0,658.0,16766.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,33,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,973.0,973.0,https://pypi.org/project/zipline,2584.0,2769.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7407.0,,,,,1.0,,,,,,,,,,,,,
142,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2024-01-02 16:42:04.000000,2023-09-18 08:44:36,1331.0,,2151.0,331.0,1579.0,359.0,1854.0,13729.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",172.0,33,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,1066.0,1066.0,https://pypi.org/project/horovod,52349.0,52349.0,,,,,,,,2.0,,,,,,,,,,stable/horovod,,,
143,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-09-25 04:57:08.085000,2023-08-20 17:38:53,890.0,,1103.0,322.0,266.0,49.0,341.0,12312.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,33,True,2023-06-14 16:34:48,1.17.3,21.0,annoy,conda-forge/python-annoy,,,,3439.0,3439.0,https://pypi.org/project/annoy,800014.0,809472.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,378349.0,,,,,2.0,,,,,,,,,,,,,
144,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2024-01-04 17:38:35.000000,2024-01-03 21:57:47,3777.0,102.0,1088.0,190.0,2760.0,269.0,743.0,10355.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",148.0,33,True,2023-12-20 21:47:42,0.9.1,44.0,ludwig,,,,['tensorflow'],235.0,235.0,https://pypi.org/project/ludwig,3875.0,3875.0,,,,,,,,3.0,,,,,,,,,,,,,
145,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2024-01-01 13:12:13.000000,2023-12-09 05:39:53,576.0,12.0,2266.0,222.0,244.0,91.0,416.0,9818.0,A little word cloud generator in Python.,72.0,33,True,2023-12-09 13:50:41,1.9.3,13.0,wordcloud,conda-forge/wordcloud,,,,21.0,21.0,https://pypi.org/project/wordcloud,1268489.0,1279208.0,https://anaconda.org/conda-forge/wordcloud,2023-12-11 13:49:34.986,450221.0,,,,,2.0,,,,,,,,,,,,,
146,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-01-02 11:17:53.000000,2024-01-02 11:17:47,862.0,3.0,1270.0,417.0,85.0,32.0,159.0,9652.0,TensorFlow-based neural network library.,58.0,33,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1203.0,1203.0,https://pypi.org/project/dm-sonnet,14789.0,15322.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26697.0,,,,,3.0,,google-deepmind/sonnet,,,,2.0,,,,,,,
147,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-12-12 17:39:59.000000,2023-12-08 19:12:48,2431.0,7.0,1512.0,290.0,429.0,272.0,636.0,9370.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,118.0,33,True,2023-08-15 18:21:39,0.12.1,29.0,tpot,conda-forge/tpot,,,['sklearn'],2542.0,2542.0,https://pypi.org/project/tpot,32299.0,37933.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,242285.0,,,,,1.0,,,,,,,,,,,,,
148,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2024-01-02 21:54:18.000000,2024-01-02 21:54:15,1144.0,61.0,1629.0,125.0,106.0,3.0,832.0,8759.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",50.0,33,True,,,,deepface,,,,,2369.0,2369.0,https://pypi.org/project/deepface,154237.0,154237.0,,,,,,,,2.0,,,,,,,,,,,,,
149,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-12-28 21:58:28.000000,2022-12-08 17:49:19,746.0,,965.0,135.0,220.0,281.0,270.0,8023.0,Manipulate audio with a simple and easy high level interface.,95.0,33,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,46431.0,46431.0,https://pypi.org/project/pydub,3134895.0,3136177.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,78244.0,,,,,2.0,,,,,,,,,,,,,
150,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-01-04 03:39:32.000000,2023-12-28 06:35:09,2895.0,12.0,1582.0,87.0,1624.0,367.0,1608.0,7919.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,33,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1094.0,1094.0,https://pypi.org/project/paddleseg,1644.0,1644.0,,,,,,,,2.0,,,,,,,,,,,,,
151,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-01-04 08:34:53.000000,2023-12-12 14:48:29,814.0,46.0,648.0,275.0,1073.0,243.0,342.0,7253.0,Build and manage real-life data science projects with ease!.,76.0,33,True,2023-12-04 21:08:28,2.10.8,100.0,metaflow,conda-forge/metaflow,,,,573.0,573.0,https://pypi.org/project/metaflow,120188.0,123943.0,https://anaconda.org/conda-forge/metaflow,2023-12-05 13:25:21.985,157717.0,,,,,2.0,,,,,,,,,,,,,
152,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-01-04 18:02:04.000000,2024-01-04 00:40:27,37862.0,595.0,778.0,146.0,8839.0,901.0,4937.0,6826.0,cuDF - GPU DataFrame Library.,268.0,33,True,2023-12-08 21:31:24,23.12.01,44.0,cudf,,,,,50.0,50.0,https://pypi.org/project/cudf,2639.0,2639.0,,,,,,,,1.0,,,,,,,,,,,,,
153,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-01-04 17:42:06.000000,2023-12-22 05:32:58,32280.0,109.0,1954.0,387.0,6727.0,2672.0,6512.0,6588.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",248.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,386530.0,386530.0,,,,,,,,2.0,,,,,,,,,,,,,
154,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-12-27 14:49:16.000000,2023-12-27 14:04:05,2705.0,11.0,1116.0,209.0,1045.0,19.0,613.0,6436.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,33,True,2023-12-27 14:49:16,1.5.0,62.0,deeppavlov,,,,['tensorflow'],370.0,370.0,https://pypi.org/project/deeppavlov,8460.0,8460.0,,,,,,,,2.0,,deeppavlov/DeepPavlov,,,,,,,,,,,
155,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-01-04 06:54:58.000000,2024-01-04 06:54:07,2933.0,187.0,680.0,141.0,89.0,75.0,323.0,5856.0,Fit interpretable models. Explain blackbox machine learning.,39.0,33,True,2023-12-14 21:27:55,0.5.0,40.0,interpret,,,,['jupyter'],599.0,599.0,https://pypi.org/project/interpret,69840.0,69840.0,,,,,,,,1.0,,,,,,,,,,,,,
156,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-12-16 19:25:54.000000,2023-12-16 19:23:13,1208.0,34.0,626.0,65.0,131.0,49.0,430.0,5607.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",40.0,33,True,2023-12-16 19:24:49,2.4.1,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1126.0,1126.0,https://pypi.org/project/pytorch-metric-learning,221912.0,222142.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11042.0,,,,,1.0,,,,,,,,,,,,,
157,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-01-02 02:22:00.000000,2023-12-19 16:41:52,1051.0,33.0,453.0,225.0,733.0,166.0,329.0,4359.0,Model interpretability and understanding for PyTorch.,104.0,33,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],1690.0,1690.0,https://pypi.org/project/captum,186899.0,187668.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,19229.0,,,,,1.0,,,,,,,,,,,,,
158,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-01-03 18:50:59.000000,2023-12-27 21:07:24,12124.0,157.0,1062.0,100.0,1303.0,116.0,741.0,4239.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,33,True,2023-12-27 22:17:11,1.17.0,55.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,471.0,471.0,https://pypi.org/project/adversarial-robustness-toolbox,21721.0,22560.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-12-27 22:57:10.074,35276.0,,,,,1.0,,,,,,,,,,,,,
159,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-01-04 16:27:53.000000,2024-01-04 16:27:52,12033.0,47.0,1020.0,165.0,460.0,577.0,737.0,4023.0,Probabilistic reasoning and statistical analysis in TensorFlow.,486.0,33,True,2023-11-20 23:32:05,0.23.0,50.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1947627.0,1951021.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-11-15 10:36:45.409,118795.0,,,,,2.0,,,,,,,,,,,,,
160,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-01-04 17:14:00.000000,2023-12-21 21:18:35,1118.0,30.0,541.0,116.0,830.0,255.0,1013.0,3835.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",159.0,33,True,2023-11-01 14:46:14,7.1,36.0,coremltools,conda-forge/coremltools,,,,3532.0,3532.0,https://pypi.org/project/coremltools,163642.0,165121.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53101.0,,,,,2.0,9005.0,,,,,,,,,,,,
161,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-12-28 17:43:43.000000,2023-12-03 03:47:34,490.0,5.0,529.0,64.0,212.0,170.0,151.0,3752.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,5775.0,5775.0,https://pypi.org/project/hnswlib,590002.0,593307.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,122314.0,,,,,2.0,,,,,,,,,,,,,
162,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-01-01 13:47:48.000000,2023-12-21 03:06:20,3865.0,68.0,1023.0,154.0,1563.0,345.0,862.0,3540.0,Fast data visualization and GUI tools for scientific / engineering applications.,267.0,33,True,2023-04-14 21:24:10,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,8550.0,8550.0,https://pypi.org/project/pyqtgraph,121934.0,127838.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,495957.0,,,,,2.0,,,,,,,,,,,,,
163,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-12-22 14:48:07.000000,2023-12-22 14:48:06,1489.0,18.0,354.0,91.0,733.0,125.0,441.0,3120.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,3393.0,3393.0,https://pypi.org/project/datashader,92297.0,108989.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,734474.0,,,,,2.0,,,,,,,,,,,,,
164,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-01-04 05:39:47.000000,2023-12-28 01:46:14,1765.0,86.0,348.0,53.0,1499.0,53.0,393.0,2866.0,Bayesian optimization in PyTorch.,107.0,33,True,2023-12-09 01:58:40,0.9.5,41.0,botorch,conda-forge/botorch,,,['pytorch'],792.0,792.0,https://pypi.org/project/botorch,112560.0,114907.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,96266.0,,,,,1.0,,,,,,,,,,,,,
165,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-12-17 02:36:56.000000,2021-10-12 13:32:38,1570.0,,505.0,63.0,542.0,252.0,392.0,2700.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5262.0,5262.0,https://pypi.org/project/scikit-optimize,498106.0,507018.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,695211.0,,,,,1.0,,,,,,,,,,,,,
166,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-12-22 21:54:50.000000,2023-12-22 21:54:50,1633.0,12.0,316.0,60.0,183.0,114.0,192.0,2684.0,The machine learning toolkit for time series analysis in Python.,43.0,33,True,2023-12-12 14:35:12,0.6.3,25.0,tslearn,conda-forge/tslearn,,,['sklearn'],1086.0,1086.0,https://pypi.org/project/tslearn,239543.0,269017.0,https://anaconda.org/conda-forge/tslearn,2023-12-12 23:08:37.558,1267416.0,,,,,2.0,,,,,,,,,,,,,
167,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,20.0,385.0,39.0,149.0,43.0,238.0,2318.0,A library of sklearn compatible categorical variable encoders.,70.0,33,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1328.0,1328.0,https://pypi.org/project/category_encoders,1411407.0,1420600.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,248223.0,,,,,2.0,,,,,,,,,,,,,
168,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-01-03 22:11:59.000000,2024-01-03 22:11:54,2288.0,20.0,525.0,69.0,479.0,236.0,701.0,2224.0,Survival analysis in Python.,115.0,33,True,2024-01-03 22:00:43,0.28.0,100.0,lifelines,conda-forge/lifelines,,,,2105.0,2105.0,https://pypi.org/project/lifelines,347200.0,354176.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,306984.0,,,,,2.0,,,,,,,,,,,,,
169,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-01-04 18:28:22.000000,2024-01-04 15:03:26,3815.0,184.0,505.0,51.0,3907.0,205.0,859.0,2019.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,152.0,33,True,2023-11-08 20:57:23,0.33.1,52.0,pennylane,conda-forge/pennylane,,,,709.0,709.0,https://pypi.org/project/pennylane,35093.0,36266.0,https://anaconda.org/conda-forge/pennylane,2023-11-21 18:10:47.719,30490.0,,,,,2.0,70.0,,,,,,,,,,,,
170,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-12-18 13:39:47.000000,2023-12-13 18:13:12,2766.0,43.0,241.0,34.0,199.0,36.0,492.0,1195.0,Python interface for igraph.,71.0,33,True,2023-11-20 11:06:49,0.11.3,26.0,python-igraph,conda-forge/igraph,,,,3750.0,3750.0,https://pypi.org/project/python-igraph,263252.0,281774.0,https://anaconda.org/conda-forge/igraph,2023-12-01 16:13:44.377,488275.0,,,,,1.0,562173.0,,,,,,,,,,,,
171,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2024-01-04 09:18:30.000000,2024-01-04 09:18:30,10169.0,106.0,537.0,70.0,2264.0,240.0,1677.0,1068.0,Machine learning for NeuroImaging in Python.,232.0,33,True,2023-10-01 19:30:40,0.10.2,22.0,nilearn,conda-forge/nilearn,,,['sklearn'],2793.0,2793.0,https://pypi.org/project/nilearn,42636.0,49397.0,https://anaconda.org/conda-forge/nilearn,2023-10-02 11:59:55.930,256771.0,,,,,2.0,149.0,,,,,,,,,,,,
172,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-12-18 04:56:09.000000,2023-12-06 02:03:46,14787.0,4.0,483.0,50.0,2277.0,395.0,949.0,708.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,3872.0,3872.0,https://pypi.org/project/nipype,75701.0,90081.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,589619.0,,,,,2.0,,,,,,,,,,,,,
173,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-11-06 06:38:09.000000,2022-06-10 09:12:18,238.0,,12920.0,1567.0,224.0,719.0,584.0,50706.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,63635.0,64134.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19382.0,,,,,2.0,1223.0,,,,,,,,,,,,
174,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-01-03 17:54:23.000000,2023-07-11 13:03:36,1421.0,,3632.0,762.0,1133.0,356.0,588.0,18791.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],486.0,486.0,https://pypi.org/project/magenta,2640.0,2640.0,,,,,,,,2.0,,,,,,,,,,,,,
175,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,1.0,1766.0,284.0,3502.0,348.0,1676.0,13480.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,32,True,2023-09-14 12:12:06,3.0,40.0,nni,,,,,538.0,538.0,https://pypi.org/project/nni,15301.0,15301.0,,,,,,,,2.0,,,,,,,,,,,,,
176,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1728.0,264.0,114.0,84.0,535.0,11049.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,4851.0,4851.0,https://pypi.org/project/lime,219241.0,221532.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,194811.0,,,,,2.0,,,,,,,,,,,,,
177,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1374.0,303.0,889.0,129.0,758.0,9012.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],619.0,619.0,https://pypi.org/project/autokeras,11395.0,11633.0,,,,,,,,2.0,17680.0,,,,,,,,,,,,
178,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-12-23 11:21:53.000000,2023-12-06 12:55:15,486.0,32.0,2221.0,281.0,138.0,274.0,314.0,7775.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-12-06 13:10:51,3.10.1,26.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,582833.0,587115.0,https://anaconda.org/conda-forge/speechrecognition,2023-12-06 16:25:19.819,175580.0,,,,,2.0,,,,,,,,,,,,,
179,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-01-01 19:04:03.000000,2023-12-07 16:30:16,1315.0,7.0,827.0,158.0,1656.0,172.0,804.0,6921.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1507.0,1507.0,https://pypi.org/project/featuretools,48337.0,52387.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,174166.0,,,,,2.0,,,,,,,,,,,,,
