,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
140,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-03-10 14:53:08.000000,2025-01-19 03:16:46,9035.0,10.0,3125.0,276.0,1314.0,163.0,718.0,19941.0,Best Practices on Recommendation Systems.,137.0,34,True,2024-12-24 07:39:57,1.2.1,14.0,recommenders,,,,,156.0,156.0,https://pypi.org/project/recommenders,18493.0,18502.0,,,,,,,,1.0,717.0,,,,,recommenders-team/recommenders,,,,,,
141,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-09-05 05:37:11.713000,2024-07-29 00:37:39,894.0,,1171.0,316.0,270.0,58.0,345.0,13608.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,34,True,2023-06-14 16:34:48,1.17.3,22.0,annoy,conda-forge/python-annoy,,,,4889.0,4889.0,https://pypi.org/project/annoy,843167.0,855366.0,https://anaconda.org/conda-forge/python-annoy,2024-09-05 05:37:11.713,658796.0,,,,,3.0,,,,,,,,,,,,
142,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2025-03-20 18:11:55.000000,2025-03-20 16:23:32,23048.0,726.0,601.0,65.0,4004.0,498.0,1108.0,9297.0,"Visualize, create, and debug image and video datasets and model predictions.",152.0,34,True,2025-02-28 21:28:31,1.3.1,97.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",,,https://pypi.org/project/fiftyone,79239.0,79239.0,,,,,,,,2.0,,-5.0,,,,,,,,,,
143,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-01-30 14:38:25.000000,2025-01-30 14:38:25,746.0,103.0,2313.0,275.0,204.0,284.0,339.0,8648.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",53.0,34,True,2025-01-25 12:31:35,3.14.1,34.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,1904475.0,1908647.0,https://anaconda.org/conda-forge/speechrecognition,2025-01-25 15:19:51.975,229500.0,,,,,2.0,,,,,,,,,,,,
144,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-03-19 16:50:03.000000,2025-03-19 16:50:03,10593.0,28.0,1758.0,141.0,2613.0,494.0,1246.0,5849.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",256.0,34,True,2024-04-03 16:21:23,2.8.0,20.0,deepchem,conda-forge/deepchem,,,['tensorflow'],541.0,541.0,https://pypi.org/project/deepchem,35463.0,37465.0,https://anaconda.org/conda-forge/deepchem,2024-04-05 16:46:45.105,114132.0,,,,,2.0,,,,,,,,,,,,
145,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2025-03-17 08:03:12.000000,2025-02-28 08:53:01,12558.0,45.0,1177.0,99.0,1448.0,13.0,883.0,5146.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",141.0,34,True,2025-01-22 10:09:43,1.19.1,61.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,680.0,680.0,https://pypi.org/project/adversarial-robustness-toolbox,27571.0,28768.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-01-22 16:39:28.238,67079.0,,,,,1.0,,,,,,,,,,,,
146,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2025-03-18 20:38:52.000000,2025-03-18 20:32:52,1269.0,55.0,506.0,291.0,967.0,215.0,346.0,5134.0,Model interpretability and understanding for PyTorch.,125.0,34,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],2969.0,2969.0,https://pypi.org/project/captum,252069.0,255032.0,https://anaconda.org/conda-forge/captum,2025-01-14 21:40:27.551,115579.0,,,,,1.0,,,,,,,,,,,,
147,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2025-03-19 16:28:33.000000,2025-03-19 16:13:18,1762.0,16.0,634.0,58.0,1914.0,116.0,1279.0,4598.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,219.0,34,True,2024-08-13 12:45:05,0.5.1,24.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],3645.0,3645.0,https://pypi.org/project/pytorch-ignite,125961.0,128704.0,https://anaconda.org/pytorch/ignite,2024-08-13 12:46:51.642,222189.0,,,,,3.0,,,,,,,,,,,,
148,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2025-03-18 15:44:59.000000,2025-03-18 15:44:57,1366.0,14.0,298.0,38.0,518.0,101.0,255.0,4191.0,Lightning fast forecasting with statistical and econometric models.,51.0,34,True,2025-02-18 19:14:42,2.0.1,36.0,statsforecast,conda-forge/statsforecast,,,,1522.0,1522.0,https://pypi.org/project/statsforecast,950947.0,955475.0,https://anaconda.org/conda-forge/statsforecast,2025-02-18 23:16:11.745,163021.0,,,,,1.0,,,,,,,,,,,,
149,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2025-03-17 05:56:16.000000,2025-03-17 05:56:15,4302.0,92.0,1092.0,154.0,1793.0,411.0,910.0,4014.0,Fast data visualization and GUI tools for scientific / engineering applications.,299.0,34,True,2024-04-29 02:15:04,pyqtgraph-0.13.7,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,11638.0,11638.0,https://pypi.org/project/pyqtgraph,435892.0,447519.0,https://anaconda.org/conda-forge/pyqtgraph,2024-12-11 05:23:38.827,662758.0,,,,,2.0,,,,,,,,,,,,
150,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2025-03-14 07:22:31.000000,2025-03-14 07:22:30,1557.0,19.0,368.0,92.0,803.0,136.0,459.0,3383.0,Quickly and accurately render even the largest data.,62.0,34,True,2025-01-30 19:45:38,0.17.0,37.0,datashader,conda-forge/datashader,,,,5689.0,5689.0,https://pypi.org/project/datashader,179234.0,203046.0,https://anaconda.org/conda-forge/datashader,2025-01-30 07:44:42.049,1381124.0,,,,,2.0,,,,,,,,,,,,
151,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2025-03-20 16:45:35.000000,2025-03-20 16:42:56,2144.0,74.0,411.0,50.0,1902.0,63.0,501.0,3201.0,Bayesian optimization in PyTorch.,140.0,34,True,2025-02-03 16:37:37,0.13.0,47.0,botorch,conda-forge/botorch,,,['pytorch'],1394.0,1394.0,https://pypi.org/project/botorch,184434.0,187077.0,https://anaconda.org/conda-forge/botorch,2025-02-04 22:12:32.353,145373.0,,,,,2.0,,,,,,,,,,,,
152,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2025-03-20 16:38:25.000000,2025-03-20 12:42:34,5497.0,139.0,561.0,18.0,1607.0,1083.0,775.0,2413.0,"This is the development home of the workflow management system Snakemake. For general information, see.",370.0,34,True,2025-03-15 07:15:04,9.0.1,296.0,snakemake,bioconda/snakemake,,,,2306.0,2306.0,https://pypi.org/project/snakemake,69082.0,81104.0,https://anaconda.org/bioconda/snakemake,2025-03-11 20:05:12.234,1358491.0,,,,,2.0,,,,,,,,,,,,
153,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,,2013-11-04 16:36:27.000,2025-03-20 15:19:43.000000,2025-03-20 15:19:43,3926.0,5.0,531.0,145.0,1253.0,140.0,1719.0,2328.0,Rasterio reads and writes geospatial raster datasets.,165.0,34,True,2024-12-02 16:44:51,1.4.3,85.0,rasterio,conda-forge/rasterio,,,,15787.0,15787.0,https://pypi.org/project/rasterio,2443902.0,2531768.0,https://anaconda.org/conda-forge/rasterio,2025-03-20 00:14:05.476,4392902.0,,,,,3.0,1022.0,,,,,,,,,,,
154,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2025-02-02 17:31:04.000000,2025-02-02 17:30:59,1879.0,4.0,197.0,32.0,215.0,22.0,404.0,1436.0,The ctypes-based simple ImageMagick binding for Python.,109.0,34,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,,20534.0,20534.0,https://pypi.org/project/wand,1070010.0,1072374.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,112933.0,,,,,2.0,51632.0,,,,,,,,,,,
155,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2025-01-14 01:45:38.000000,2025-01-14 01:41:14,1540.0,1.0,7239.0,391.0,700.0,459.0,3084.0,31522.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",277.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],2349.0,2349.0,https://pypi.org/project/detectron2,,11232.0,https://anaconda.org/conda-forge/detectron2,2024-11-06 15:19:24.704,629003.0,,,,,2.0,,,,,,,,,,,,
156,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2025-01-24 14:14:40.000000,2025-01-24 14:14:40,538.0,5.0,2896.0,390.0,126.0,225.0,561.0,26558.0,Deezer source separation library including pretrained models.,22.0,33,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],930.0,930.0,https://pypi.org/project/spleeter,26800.0,87793.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,105404.0,,,,,2.0,3857613.0,,,,,,,,,,,
157,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,,2017-08-09 19:39:59.000,2025-02-01 10:46:59.000000,2025-02-01 10:46:42,1341.0,1.0,2201.0,332.0,1604.0,380.0,1867.0,14424.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",174.0,33,True,2023-06-12 09:26:22,0.28.1,24.0,horovod,,,,,1343.0,1343.0,https://pypi.org/project/horovod,89362.0,89362.0,,,,,,,,2.0,,,,,,,stable/horovod,,,,,
158,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-03-19 20:24:29.000000,2025-03-19 20:21:43,1208.0,15.0,1318.0,150.0,184.0,264.0,1380.0,9122.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,156.0,33,True,2024-09-13 14:37:23,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1181.0,1181.0,https://pypi.org/project/pytorch3d,6640.0,11378.0,https://anaconda.org/pytorch3d/pytorch3d,2024-09-13 14:58:15.228,303263.0,,,,,2.0,,,,,,,,,,,,
159,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2025-03-20 17:27:44.000000,2025-03-20 15:35:48,6288.0,78.0,1196.0,122.0,1802.0,100.0,762.0,8989.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",99.0,33,True,2025-03-20 17:27:14,3.4.3,66.0,perspective-python,conda-forge/perspective,,,['jupyter'],169.0,169.0,https://pypi.org/project/perspective-python,14921.0,50076.0,https://anaconda.org/conda-forge/perspective,2025-03-15 15:12:18.242,1915355.0,,,,,2.0,10462.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1030.0,,,,,,,
160,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-03-17 12:46:17.000000,2025-03-17 12:44:47,398.0,8.0,1502.0,131.0,178.0,6.0,370.0,8126.0,A Python implementation of global optimization with gaussian processes.,48.0,33,True,2024-12-23 09:50:53,2.0.3,20.0,bayesian-optimization,,,,,3463.0,3463.0,https://pypi.org/project/bayesian-optimization,419567.0,419569.0,,,,,,,,2.0,177.0,,,,,bayesian-optimization/BayesianOptimization,,,,,,
161,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-01-15 18:30:46.000000,2025-01-01 16:22:53,542.0,12.0,852.0,83.0,292.0,79.0,376.0,7919.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,33,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,55036.0,55036.0,https://pypi.org/project/tensorboardX,2716752.0,2739403.0,https://anaconda.org/conda-forge/tensorboardx,2024-12-20 17:16:01.349,1268191.0,,,,,2.0,478.0,,,,,,,,,,,
162,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-03-20 00:44:09.000000,2025-03-05 14:20:04,32612.0,58.0,1988.0,383.0,6962.0,2814.0,6710.0,7072.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",274.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,212664.0,212664.0,,,,,,,,2.0,,,,,,,,,,,,
163,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2025-03-06 03:47:21.000000,2024-06-27 17:56:21,2895.0,,2110.0,176.0,1154.0,19.0,1429.0,6850.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,33,True,2024-03-18 14:01:33,3.5.1,50.0,OpenNMT-py,,,,['pytorch'],321.0,321.0,https://pypi.org/project/OpenNMT-py,20635.0,20635.0,,,,,,,,2.0,,,,,,,,,,,,
164,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2025-03-16 16:39:34.000000,2025-03-16 16:21:25,3651.0,89.0,727.0,145.0,134.0,102.0,360.0,6427.0,Fit interpretable models. Explain blackbox machine learning.,48.0,33,True,2025-01-06 17:00:17,0.6.9,50.0,interpret,,,,['jupyter'],846.0,846.0,https://pypi.org/project/interpret,188432.0,188432.0,,,,,,,,1.0,,,,,,,,,,,,
165,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-03-12 15:55:00.000000,2025-03-12 15:55:00,1111.0,12.0,391.0,80.0,556.0,57.0,467.0,5986.0,A scikit-learn compatible neural network library that wraps PyTorch.,66.0,33,True,2025-01-10 13:04:37,1.1.0,17.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1579.0,1579.0,https://pypi.org/project/skorch,110623.0,125355.0,https://anaconda.org/conda-forge/skorch,2025-01-11 10:57:22.047,795558.0,,,,,3.0,,,,,,,,,,,,
166,ClearML,allegroai/clearml,ml-experiments,,https://github.com/clearml/clearml,https://github.com/clearml/clearml,Apache-2.0,2019-06-10 08:18:32.000,2025-03-19 23:05:43.000000,2025-03-19 23:05:21,2491.0,35.0,663.0,95.0,285.0,512.0,582.0,5888.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",102.0,33,True,2025-03-09 17:03:24,1.18.0,100.0,clearml,,allegroai/trains,,,1647.0,1647.0,https://pypi.org/project/clearml,390159.0,390646.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30370.0,2.0,3207.0,,,,,clearml/clearml,,,,,,
167,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2025-01-26 21:43:16.496000,2025-01-26 15:57:33,1660.0,3.0,866.0,115.0,541.0,132.0,347.0,4982.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,112.0,33,True,2025-01-26 16:02:11,0.23.4,32.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],18365.0,18365.0,https://pypi.org/project/mlxtend,677198.0,683395.0,https://anaconda.org/conda-forge/mlxtend,2025-01-26 21:43:16.496,347037.0,,,,,1.0,,,,,,,,,,,,
168,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-03-17 18:48:22.000000,2025-03-17 18:48:20,12216.0,17.0,1066.0,155.0,471.0,633.0,761.0,4302.0,Probabilistic reasoning and statistical analysis in TensorFlow.,499.0,33,True,2024-11-08 16:30:13,0.25.0,52.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],3.0,3.0,https://pypi.org/project/tensorflow-probability,974206.0,977671.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-02-20 13:44:18.497,169815.0,,,,,1.0,,,,,,,,,,,,
169,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2025-03-18 14:00:24.000000,2025-03-18 14:00:21,1358.0,50.0,287.0,28.0,1224.0,69.0,519.0,3315.0,A python library for self-supervised learning on images.,65.0,33,True,2025-02-18 08:55:07,1.5.19,100.0,lightly,,,,['pytorch'],410.0,410.0,https://pypi.org/project/lightly,72065.0,72065.0,,,,,,,,2.0,,,,,,,,,,,,
170,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2025-03-18 13:01:13.000000,2025-03-18 13:01:12,3109.0,58.0,708.0,75.0,1009.0,254.0,690.0,2847.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",136.0,33,True,2024-08-09 17:03:45,0.1.26,16.0,pgmpy,,,,,1436.0,1436.0,https://pypi.org/project/pgmpy,101139.0,101149.0,,,,,,,,1.0,600.0,,,,,,,,,,,
171,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2025-03-11 10:31:43.000000,2025-03-07 10:28:57,5346.0,1.0,274.0,77.0,800.0,15.0,133.0,2839.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",67.0,33,True,2025-01-13 12:46:29,release-v8.3.4,87.0,thinc,conda-forge/thinc,,,,63054.0,63054.0,https://pypi.org/project/thinc,11145231.0,11204521.0,https://anaconda.org/conda-forge/thinc,2024-12-03 05:26:04.520,3438302.0,,,,,3.0,955.0,,,,,,,,,,,
172,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2025-03-20 18:21:48.000000,2025-03-20 17:52:16,1745.0,106.0,648.0,60.0,1723.0,147.0,944.0,2447.0,The official Python client for the Huggingface Hub.,225.0,33,True,2025-03-11 10:53:36,0.29.3,100.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,73722304.0,73781100.0,https://anaconda.org/conda-forge/huggingface_hub,2025-03-11 16:39:54.423,2881041.0,,,,,2.0,,,,,,,,,,,,
173,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2025-03-16 14:36:47.577000,2025-03-15 16:14:28,979.0,13.0,385.0,38.0,157.0,43.0,253.0,2431.0,A library of sklearn compatible categorical variable encoders.,71.0,33,True,2025-03-15 16:16:43,2.8.1,24.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3007.0,3007.0,https://pypi.org/project/category_encoders,1685816.0,1693305.0,https://anaconda.org/conda-forge/category_encoders,2025-03-16 14:36:47.577,307050.0,,,,,1.0,,,,,,,,,,,,
174,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2025-03-17 18:16:04.000000,2025-02-25 18:46:33,977.0,15.0,154.0,22.0,457.0,180.0,341.0,2265.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,61.0,33,True,2025-02-25 18:57:56,0.11.12,43.0,equinox,,,,['jax'],1070.0,1070.0,https://pypi.org/project/equinox,633662.0,633662.0,,,,,,,,1.0,,,,,,,,,,,,
175,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2025-03-20 11:29:38.000000,2025-03-20 11:29:36,2944.0,13.0,247.0,35.0,239.0,45.0,515.0,1353.0,Python interface for igraph.,78.0,33,True,2024-10-28 12:48:20,0.11.8,31.0,python-igraph,conda-forge/igraph,,,,4404.0,4404.0,https://pypi.org/project/python-igraph,212969.0,231930.0,https://anaconda.org/conda-forge/igraph,2024-12-13 22:28:15.458,727999.0,,,,,2.0,566823.0,,,,,,,,,,,
176,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2025-02-27 19:54:59.000000,2025-02-27 19:54:56,1562.0,5.0,150.0,40.0,132.0,4.0,645.0,1179.0,A Python data analysis library that is optimized for humans instead of machines.,53.0,33,True,,,16.0,agate,conda-forge/agate,,,,4649.0,4649.0,https://pypi.org/project/agate,15975106.0,15981728.0,https://anaconda.org/conda-forge/agate,2025-01-29 12:26:42.819,304636.0,,,,,2.0,,,,,,,,,,,,
177,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2025-03-18 15:42:20.000000,2025-03-18 15:42:20,6120.0,36.0,252.0,35.0,868.0,111.0,416.0,686.0,Python package to access a cacophony of neuro-imaging file formats.,106.0,33,True,2024-10-15 19:03:04,5.3.1,42.0,nibabel,conda-forge/nibabel,,,,26304.0,26304.0,https://pypi.org/project/nibabel,799837.0,815092.0,https://anaconda.org/conda-forge/nibabel,2024-12-12 17:03:50.685,869584.0,,,,,2.0,,,,,,,,,,,,
178,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2025-03-19 08:07:52.000000,2025-03-07 06:14:26,3807.0,34.0,4460.0,392.0,4289.0,420.0,1287.0,40628.0,"Making large AI models cheaper, faster and more accessible.",194.0,32,True,2025-03-04 01:51:48,0.4.9,49.0,,,,,,480.0,480.0,,,,,,,,,,,2.0,,,,,,,,,,,,
179,unsloth,unslothai/unsloth,nlp,,https://github.com/unslothai/unsloth,https://github.com/unslothai/unsloth,Apache-2.0,2023-11-29 16:50:09.000,2025-03-19 15:46:02.000000,2025-03-19 15:45:52,1153.0,174.0,2695.0,210.0,442.0,896.0,765.0,35345.0,"Finetune Llama 3.3, DeepSeek-R1, Gemma 3 & Reasoning LLMs 2x faster with 70% less memory!.",32.0,32,True,2025-03-14 15:58:10,2025-03,12.0,unsloth,,,,,,,https://pypi.org/project/unsloth,529960.0,529970.0,,,,,,,,2.0,80.0,,,,,,,,,,,
180,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2025-03-10 08:57:02.000000,2025-03-10 08:57:02,2357.0,9.0,5446.0,515.0,188.0,1152.0,1388.0,24616.0,State-of-the-art 2D and 3D Face Analysis Project.,66.0,32,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],3663.0,3663.0,https://pypi.org/project/insightface,250494.0,556226.0,,,,,,,,2.0,7031858.0,,,,,,,,,,,
181,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/serve,https://github.com/jina-ai/serve,Apache-2.0,2020-02-13 17:04:44.000,2025-03-20 16:36:11.000000,2025-02-25 12:09:09,8641.0,2.0,2203.0,215.0,4225.0,5.0,1942.0,21453.0,Build multimodal AI applications with cloud-native stack.,178.0,32,True,2024-11-12 08:26:45,3.28.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,,,https://pypi.org/project/jina,89069.0,120390.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,89394.0,https://hub.docker.com/r/jinaai/jina,2025-02-25 12:29:01.208565,8.0,1780774.0,3.0,,,,,,jina-ai/serve,,,,,,
182,agno,agno-agi/agno,agents,,https://github.com/agno-agi/agno,https://github.com/agno-agi/agno,MPL-2.0,2022-05-04 15:23:02.000,2025-03-20 16:12:44.000000,2025-03-20 15:13:00,3074.0,424.0,2802.0,153.0,1093.0,56.0,564.0,21304.0,"Build Multimodal AI Agents with memory, knowledge and tools. Simple, fast and model-agnostic.",135.0,32,True,2025-03-20 13:57:26,1.1.14,24.0,agno,,,,,,,https://pypi.org/project/agno,50485.0,50485.0,,,,,,,,3.0,,,,,,,,,,,,
183,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2025-01-17 12:10:25.000000,2025-01-17 12:10:18,1423.0,1.0,3685.0,746.0,1142.0,377.0,589.0,19406.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],563.0,563.0,https://pypi.org/project/magenta,12577.0,12577.0,,,,,,,,2.0,,,,,,,,,,,,
