,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
173,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2025-04-22 14:56:32.490000,2025-03-07 10:28:57,5346.0,1.0,275.0,76.0,801.0,16.0,133.0,2848.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",67.0,33,True,2025-04-04 11:49:05,release-v8.3.6,88.0,thinc,conda-forge/thinc,,,,66884.0,66884.0,https://pypi.org/project/thinc,17858321.0,17916933.0,https://anaconda.org/conda-forge/thinc,2025-04-22 14:56:32.490,3516009.0,,,,,3.0,1240.0,,,,,,,,,,,
174,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2025-04-22 14:56:38.802000,2021-10-12 13:32:38,1570.0,,519.0,62.0,546.0,254.0,393.0,2770.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,8119.0,8119.0,https://pypi.org/project/scikit-optimize,788206.0,801853.0,https://anaconda.org/conda-forge/scikit-optimize,2025-04-22 14:56:38.802,777914.0,,,,,2.0,,,,,,,,,,,,
175,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2025-05-07 16:38:11.000000,2025-05-07 15:16:01,1802.0,110.0,689.0,61.0,1781.0,160.0,985.0,2588.0,The official Python client for the Huggingface Hub.,235.0,33,True,2025-05-06 20:59:20,0.31.0,100.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,84025399.0,84087233.0,https://anaconda.org/conda-forge/huggingface_hub,2025-04-22 14:57:46.415,3153553.0,,,,,2.0,,,,,,,,,,,,
176,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2025-04-22 14:56:24.379000,2024-10-29 11:59:38,2311.0,,549.0,67.0,487.0,262.0,713.0,2443.0,Survival analysis in Python.,120.0,33,True,2024-10-29 12:00:17,0.30.0,100.0,lifelines,conda-forge/lifelines,,,,3847.0,3847.0,https://pypi.org/project/lifelines,2343530.0,2350553.0,https://anaconda.org/conda-forge/lifelines,2025-04-22 14:56:24.379,421430.0,,,,,2.0,,,,,,,,,,,,
177,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2025-04-22 14:57:10.980000,2025-04-01 02:03:08,1881.0,2.0,197.0,32.0,216.0,22.0,405.0,1444.0,The ctypes-based simple ImageMagick binding for Python.,109.0,33,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,,20853.0,20853.0,https://pypi.org/project/wand,1091847.0,1094496.0,https://anaconda.org/conda-forge/wand,2025-04-22 14:57:10.980,137109.0,,,,,2.0,51639.0,,,,,,,,,,,
178,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2025-05-06 14:34:26.000000,2025-05-06 14:34:21,14821.0,223.0,300.0,34.0,1988.0,421.0,710.0,1104.0,Python package for earth-observing satellite data processing.,177.0,33,True,2025-04-24 14:56:28,0.56.0,72.0,satpy,conda-forge/satpy,,,,170.0,170.0,https://pypi.org/project/satpy,10864.0,15455.0,https://anaconda.org/conda-forge/satpy,2025-04-29 15:56:39.363,270897.0,,,,,3.0,,,,,,,,,,,,
179,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2025-05-08 06:10:21.000000,2025-04-18 08:40:53,3809.0,22.0,4479.0,393.0,4326.0,427.0,1289.0,40864.0,"Making large AI models cheaper, faster and more accessible.",194.0,32,True,2025-03-04 01:51:48,0.4.9,49.0,,,,,,501.0,501.0,,,,,,,,,,,2.0,,,,,,,,,,,,
180,unsloth,unslothai/unsloth,nlp,,https://github.com/unslothai/unsloth,https://github.com/unslothai/unsloth,Apache-2.0,2023-11-29 16:50:09.000,2025-05-08 06:29:59.000000,2025-05-08 06:29:59,1252.0,180.0,2981.0,227.0,491.0,971.0,993.0,38313.0,"Finetune Qwen3, Llama 4, TTS, DeepSeek-R1 & Gemma 3 LLMs 2x faster with 70% less memory!.",39.0,32,True,2025-05-02 16:13:11,May-2025,13.0,unsloth,,,,,,,https://pypi.org/project/unsloth,478388.0,478396.0,,,,,,,,2.0,83.0,,,,,,,,,,,
181,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2025-05-08 16:47:54.000000,2025-05-07 14:36:37,19274.0,226.0,4944.0,397.0,6175.0,68.0,4063.0,27916.0,AIs query engine - Platform for building AI that can learn and answer questions over large scale federated data.,872.0,32,True,2025-04-29 12:04:27,25.4.5.0,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,20874.0,20874.0,,,,,,,,3.0,,,,,,,,,,,,
182,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2025-04-22 14:57:16.666000,2025-04-02 16:22:19,540.0,2.0,2925.0,390.0,127.0,227.0,561.0,26823.0,Deezer source separation library including pretrained models.,22.0,32,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],1007.0,1007.0,https://pypi.org/project/spleeter,34639.0,95704.0,https://anaconda.org/conda-forge/spleeter,2025-04-22 14:57:16.666,108657.0,,,,,2.0,3981090.0,,,,,,,,,,,
183,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/serve,https://github.com/jina-ai/serve,Apache-2.0,2020-02-13 17:04:44.000,2025-04-22 14:57:59.713000,2025-03-24 13:59:53,8644.0,5.0,2208.0,216.0,4226.0,2.0,1945.0,21559.0,Build multimodal AI applications with cloud-native stack.,178.0,32,True,2024-11-12 08:26:45,3.28.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,,,https://pypi.org/project/jina,75992.0,106494.0,https://anaconda.org/conda-forge/jina-core,2025-04-22 14:57:59.713,93672.0,https://hub.docker.com/r/jinaai/jina,2025-03-24 14:11:41.059929,8.0,1787572.0,3.0,,,,,jina-ai/serve,,,,,,,
184,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-04-22 14:57:50.177000,2024-10-20 08:37:57,818.0,,4531.0,452.0,473.0,437.0,1737.0,19171.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,183.0,32,True,2024-10-02 23:56:39,1.1.6-patched-pypi,18.0,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,233351.0,262466.0,https://anaconda.org/conda-forge/prophet,2025-04-22 14:57:50.177,1425176.0,,,,,1.0,2981.0,,,,,,,,,,,
185,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-05-05 20:15:38.000000,2024-10-17 22:52:09,3861.0,,1165.0,192.0,2869.0,40.0,1037.0,11440.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",156.0,32,True,2024-07-30 00:11:51,0.10.4,51.0,ludwig,,,,['tensorflow'],305.0,305.0,https://pypi.org/project/ludwig,1963.0,1963.0,,,,,,,,3.0,,,,,,,,,,,,
186,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2029.0,279.0,3400.0,50.0,1494.0,10527.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,32,False,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],272.0,272.0,https://pypi.org/project/parlai,2298.0,2298.0,,,,,,,,2.0,,,,,,,,,,,,
187,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2025-05-02 17:06:13.000000,2025-02-26 17:12:17,527.0,10.0,1551.0,284.0,441.0,295.0,640.0,9897.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,9.0,32,True,2025-02-25 21:05:37,1.0.0,31.0,tpot,conda-forge/tpot,,,['sklearn'],3453.0,3453.0,https://pypi.org/project/tpot,45767.0,50765.0,https://anaconda.org/conda-forge/tpot,2025-04-22 14:56:28.015,294896.0,,,,,2.0,,,,,,,,,,,,
188,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-03-28 15:26:58.000000,2025-03-28 15:16:54,1209.0,6.0,1328.0,150.0,187.0,265.0,1390.0,9232.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,157.0,32,True,2024-09-13 14:37:23,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1274.0,1274.0,https://pypi.org/project/pytorch3d,4676.0,9533.0,https://anaconda.org/pytorch3d/pytorch3d,2025-03-25 16:29:23.925,320571.0,,,,,2.0,,,,,,,,,,,,
189,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2025-04-17 11:22:20.000000,2024-12-25 06:44:36,2948.0,,1685.0,91.0,1710.0,10.0,2158.0,9007.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,32,True,2024-11-05 11:28:52,2.10.0,20.0,paddleseg,,,,['paddle'],1425.0,1425.0,https://pypi.org/project/paddleseg,1687.0,1687.0,,,,,,,,2.0,,,,,,,,,,,,
190,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2025-05-08 15:58:29.000000,2025-05-07 18:40:45,1211.0,13.0,1366.0,98.0,691.0,671.0,532.0,8647.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,131.0,32,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],3174.0,3174.0,,,8853.0,https://anaconda.org/conda-forge/nvidia-apex,2025-04-22 14:57:14.720,486963.0,,,,,2.0,,,,,,,,,,,,
191,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-04-30 11:57:00.000000,2025-04-24 12:30:04,549.0,6.0,852.0,83.0,297.0,79.0,377.0,7935.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",85.0,32,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,57259.0,57259.0,https://pypi.org/project/tensorboardX,2735115.0,2757254.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1283802.0,,,,,2.0,485.0,,,,,,,,,,,
192,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-05-05 18:04:55.000000,2024-11-13 18:39:43,1380.0,,883.0,158.0,1737.0,148.0,865.0,7436.0,An open source python library for automated feature engineering.,74.0,32,True,2024-05-14 18:59:20,1.31.0,100.0,featuretools,conda-forge/featuretools,,,,2042.0,2042.0,https://pypi.org/project/featuretools,88303.0,92456.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,245083.0,,,,,2.0,,,,,,,,,,,,
193,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2025-05-04 15:19:30.415000,2025-05-04 14:31:12,2355.0,6.0,1126.0,189.0,244.0,234.0,289.0,6074.0,Distributed Evolutionary Algorithms in Python.,91.0,32,True,,,8.0,deap,conda-forge/deap,,,,6421.0,6421.0,https://pypi.org/project/deap,252268.0,261928.0,https://anaconda.org/conda-forge/deap,2025-05-04 15:19:30.415,531323.0,,,,,2.0,,,,,,,,,,,,
194,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-04-24 12:58:03.000000,2025-04-24 12:58:00,1115.0,5.0,392.0,80.0,559.0,56.0,469.0,6020.0,A scikit-learn compatible neural network library that wraps PyTorch.,67.0,32,True,2025-01-10 13:04:37,1.1.0,17.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1652.0,1652.0,https://pypi.org/project/skorch,105289.0,119556.0,https://anaconda.org/conda-forge/skorch,2025-04-22 14:56:55.090,798991.0,,,,,3.0,,,,,,,,,,,,
195,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2025-04-22 14:56:47.184000,2020-07-15 13:46:58,1184.0,,1646.0,305.0,297.0,153.0,268.0,5943.0,Portfolio and risk analytics in Python.,60.0,32,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,1268.0,1268.0,https://pypi.org/project/pyfolio,10351.0,10524.0,https://anaconda.org/conda-forge/pyfolio,2025-04-22 14:56:47.184,15099.0,,,,,1.0,,,,,,,,,,,,
196,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-04-22 14:57:43.850000,2024-06-17 19:23:44,491.0,,681.0,65.0,239.0,221.0,165.0,4674.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,8003.0,8003.0,https://pypi.org/project/hnswlib,475509.0,482126.0,https://anaconda.org/conda-forge/hnswlib,2025-04-22 14:57:43.850,350735.0,,,,,3.0,,,,,,,,,,,,
197,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-05-01 18:37:21.000000,2025-05-01 18:37:18,12227.0,15.0,1069.0,154.0,472.0,638.0,762.0,4332.0,Probabilistic reasoning and statistical analysis in TensorFlow.,502.0,32,True,2024-11-08 16:30:13,0.25.0,52.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],4.0,4.0,https://pypi.org/project/tensorflow-probability,1607767.0,1611235.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-04-22 14:57:01.266,176884.0,,,,,2.0,,,,,,,,,,,,
198,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-05-04 16:32:42.000000,2025-04-30 16:21:44,1957.0,16.0,667.0,42.0,967.0,513.0,330.0,4286.0,Time series forecasting with PyTorch.,67.0,32,True,2025-02-06 17:46:54,1.3.0,35.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,589.0,589.0,https://pypi.org/project/pytorch-forecasting,133892.0,135267.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-04-22 14:57:35.705,77030.0,,,,,1.0,,,,,sktime/pytorch-forecasting,,,,,,,
199,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2025-05-06 10:35:31.000000,2025-05-06 10:35:29,1238.0,18.0,398.0,36.0,587.0,103.0,506.0,3492.0,Scalable and user friendly neural forecasting algorithms.,49.0,32,True,2025-02-28 15:48:51,3.0.0,26.0,neuralforecast,conda-forge/neuralforecast,,,,360.0,360.0,https://pypi.org/project/neuralforecast,84017.0,84982.0,https://anaconda.org/conda-forge/neuralforecast,2025-04-22 14:58:13.961,36705.0,,,,,1.0,,,,,,,,,,,,
200,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2025-04-22 14:57:22.925000,2024-06-24 17:09:39,1087.0,,392.0,58.0,500.0,223.0,275.0,2880.0,A Hyperparameter Tuning Library for Keras.,61.0,32,True,2024-03-04 19:29:02,1.4.7,32.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],5804.0,5804.0,https://pypi.org/project/keras-tuner,1100013.0,1101257.0,https://anaconda.org/conda-forge/keras-tuner,2025-04-22 14:57:22.925,55990.0,,,,,2.0,,,,,,,,,,,,
201,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2025-05-08 16:31:09.000000,2025-05-06 16:53:28,1888.0,60.0,327.0,40.0,1010.0,176.0,1262.0,2670.0,Synthetic data generation for tabular data.,50.0,32,True,2025-05-01 23:56:36,1.20.1,73.0,sdv,conda-forge/sdv,,,,735.0,735.0,https://pypi.org/project/sdv,69313.0,70486.0,https://anaconda.org/conda-forge/sdv,2025-05-02 14:55:19.449,48095.0,,,,,1.0,,,,,,,,,,,,
202,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2025-04-22 14:56:25.923000,2025-03-24 01:18:35,980.0,6.0,387.0,38.0,157.0,37.0,259.0,2444.0,A library of sklearn compatible categorical variable encoders.,71.0,32,True,2025-03-15 16:16:43,2.8.1,24.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3656.0,3656.0,https://pypi.org/project/category_encoders,1834337.0,1841656.0,https://anaconda.org/conda-forge/category_encoders,2025-04-22 14:56:25.923,314733.0,,,,,2.0,,,,,,,,,,,,
203,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2025-05-08 11:35:11.000000,2025-05-08 10:15:32,2509.0,158.0,496.0,37.0,2737.0,79.0,139.0,2142.0,Pytorch domain library for recommendation systems.,343.0,32,True,2025-01-30 19:33:09,1.1.0-rc4,23.0,torchrec,,,,,204.0,204.0,https://pypi.org/project/torchrec,57997.0,57997.0,,,,,,,,1.0,,,,,,,,,,,,
204,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2025-04-24 17:53:15.000000,2025-03-26 04:24:50,5969.0,4.0,712.0,87.0,6061.0,27.0,890.0,2139.0,TFX is an end-to-end platform for deploying production ML pipelines.,194.0,32,True,2024-12-11 18:57:33,1.16.0,96.0,tfx,,,,['tensorflow'],1786.0,1786.0,https://pypi.org/project/tfx,37878.0,37878.0,,,,,,,,2.0,,,,,,,,,,,,
205,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2025-05-06 21:33:20.000000,2025-05-06 21:28:01,769.0,13.0,355.0,44.0,431.0,60.0,263.0,1794.0,Training PyTorch models with differential privacy.,85.0,32,True,2025-02-18 22:02:53,1.5.3,25.0,opacus,conda-forge/opacus,,,['pytorch'],1094.0,1094.0,https://pypi.org/project/opacus,95622.0,96206.0,https://anaconda.org/conda-forge/opacus,2025-04-22 14:58:08.566,23287.0,,,,,2.0,139.0,,,,,,,,,,,
206,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2025-05-08 13:43:01.000000,2025-05-07 14:40:20,4820.0,207.0,51.0,209.0,628.0,164.0,527.0,1662.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,32,True,2025-03-28 12:26:01,4.6.2,87.0,lets-plot,,,,,184.0,184.0,https://pypi.org/project/lets-plot,49378.0,49427.0,,,,,,,,2.0,3235.0,,,,,,,,,,,
207,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2025-04-22 14:56:22.880000,2024-12-05 15:39:58,1196.0,,347.0,65.0,619.0,265.0,363.0,1514.0,A Jupyter - Leaflet.js bridge.,92.0,32,True,2024-07-22 08:00:52,0.19.2,73.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],16833.0,16833.0,https://pypi.org/project/ipyleaflet,231233.0,259066.0,https://anaconda.org/conda-forge/ipyleaflet,2025-04-22 14:56:22.880,1434355.0,,,,,3.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,3928.0,,,,,,,,
208,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2025-05-06 22:54:46.000000,2025-05-06 22:52:50,1658.0,22.0,172.0,16.0,889.0,105.0,467.0,1414.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,110.0,32,True,2025-03-07 00:16:27,0.31.0,60.0,pyjanitor,conda-forge/pyjanitor,,,,933.0,933.0,https://pypi.org/project/pyjanitor,90104.0,94427.0,https://anaconda.org/conda-forge/pyjanitor,2025-04-22 14:56:48.797,259413.0,,,,,2.0,,,,,,,,,,,,
209,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2025-05-05 21:17:19.000000,2025-05-05 15:21:29,2966.0,29.0,250.0,34.0,246.0,45.0,517.0,1363.0,Python interface for igraph.,79.0,32,True,2024-10-28 12:48:20,0.11.8,31.0,python-igraph,conda-forge/igraph,,,,4532.0,4532.0,https://pypi.org/project/python-igraph,211638.0,230579.0,https://anaconda.org/conda-forge/igraph,2025-04-22 14:56:30.980,759763.0,,,,,2.0,566890.0,,,,,,,,,,,
210,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2025-05-01 19:00:36.000000,2025-05-01 18:58:14,4659.0,300.0,155.0,8.0,746.0,28.0,168.0,1306.0,Time series forecasting with machine learning models.,20.0,32,True,2025-05-01 19:00:07,0.16.0,32.0,skforecast,,,,['sklearn'],466.0,466.0,https://pypi.org/project/skforecast,80593.0,80593.0,,,,,,,,1.0,,,,,skforecast/skforecast,,,,,,,
211,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2025-05-04 20:46:39.000000,2025-05-04 20:46:39,1250.0,39.0,214.0,21.0,169.0,27.0,213.0,1189.0,Survival analysis built on top of scikit-learn.,22.0,32,True,2025-03-25 21:55:00,0.24.1,31.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],861.0,861.0,https://pypi.org/project/scikit-survival,161795.0,167695.0,https://anaconda.org/conda-forge/scikit-survival,2025-04-22 14:58:04.628,247831.0,,,,,2.0,,,,,,,,,,,,
212,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2025-05-08 16:44:00.000000,2025-05-08 15:49:03,775.0,34.0,111.0,24.0,638.0,367.0,496.0,1188.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",51.0,32,True,2025-05-01 14:12:05,0.11.3,24.0,hvplot,conda-forge/hvplot,,,,7026.0,7026.0,https://pypi.org/project/hvplot,204820.0,217738.0,https://anaconda.org/conda-forge/hvplot,2025-05-01 17:16:52.640,762179.0,,,,,2.0,,,,,,,,,,,,
213,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2025-04-22 14:56:31.741000,2025-02-27 19:54:56,1562.0,1.0,149.0,40.0,132.0,4.0,645.0,1179.0,A Python data analysis library that is optimized for humans instead of machines.,53.0,32,True,,,16.0,agate,conda-forge/agate,,,,4911.0,4911.0,https://pypi.org/project/agate,16668992.0,16675632.0,https://anaconda.org/conda-forge/agate,2025-04-22 14:56:31.741,318767.0,,,,,2.0,,,,,,,,,,,,
214,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2025-04-28 08:19:30.000000,2025-04-28 08:19:30,625.0,21.0,111.0,16.0,205.0,116.0,141.0,764.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",38.0,32,True,2025-01-25 09:09:06,0.13.1,17.0,soundfile,anaconda/pysoundfile,,,,63087.0,63087.0,https://pypi.org/project/soundfile,5682129.0,5682286.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,2.0,21198.0,,,,,,,,,,,
215,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2025-05-01 04:46:53.000000,2025-03-18 15:42:20,6120.0,12.0,252.0,34.0,869.0,111.0,416.0,700.0,Python package to access a cacophony of neuro-imaging file formats.,106.0,32,True,2024-10-15 19:03:04,5.3.1,42.0,nibabel,conda-forge/nibabel,,,,28399.0,28399.0,https://pypi.org/project/nibabel,818864.0,834037.0,https://anaconda.org/conda-forge/nibabel,2025-04-22 14:56:22.960,895244.0,,,,,2.0,,,,,,,,,,,,
216,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2025-05-08 10:15:36.000000,2025-05-08 07:03:46,2018.0,8.0,3071.0,318.0,969.0,229.0,718.0,19094.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",136.0,31,True,2024-12-23 07:36:40,0.9.6,22.0,pyqlib,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pyqlib,8908.0,8922.0,,,,,,,,2.0,795.0,,,,,,,,,,,
