,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
182,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2024-08-15 14:33:25.000,2024-08-15 14:33:23,643.0,105.0,919.0,140.0,741.0,92.0,393.0,16165.0,MLX: An array framework for Apple silicon.,111.0,32,True,2024-08-12 23:14:39,0.16.3,30.0,mlx,,,,,24155.0,516.0,516.0,https://pypi.org/project/mlx,24155.0,,,,3.0,,,,,,,,,,,,,,,,
183,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000,2023-11-03 14:30:00,4358.0,,2037.0,284.0,3401.0,50.0,1494.0,10455.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,218.0,32,True,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,['pytorch'],,3400.0,252.0,252.0,https://pypi.org/project/parlai,3400.0,,,,2.0,,,,,,,,,,,,,,,,
184,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-07-30 21:21:24.000,2024-04-08 20:21:10,864.0,,1281.0,423.0,88.0,32.0,161.0,9735.0,TensorFlow-based neural network library.,59.0,32,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,['tensorflow'],,15521.0,1329.0,1329.0,https://pypi.org/project/dm-sonnet,14958.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,32106.0,3.0,,,,,,google-deepmind/sonnet,,,,,,,,,,
185,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2024-07-25 10:51:05.000,2024-02-23 19:03:07,2440.0,,1529.0,287.0,434.0,279.0,639.0,9632.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,121.0,32,True,2024-02-23 19:05:48,0.12.2,30.0,tpot,conda-forge/tpot,,['sklearn'],,48865.0,2897.0,2897.0,https://pypi.org/project/tpot,43575.0,https://anaconda.org/conda-forge/tpot,2024-02-26 15:57:08.680,264510.0,2.0,,,,,,,,,,,,,,,,
186,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-08-13 20:33:01.000,2024-08-12 18:38:18,1724.0,83.0,707.0,88.0,786.0,93.0,269.0,9262.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",49.0,32,True,2024-06-25 23:10:38,2.6.6,17.0,cleanlab,conda-forge/cleanlab,,,,24906.0,360.0,360.0,https://pypi.org/project/cleanlab,24235.0,https://anaconda.org/conda-forge/cleanlab,2024-06-26 17:29:18.404,26845.0,2.0,,,,,,,,,,,,,,,,
187,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-03-20 22:02:13.000,2024-03-20 22:02:12,1391.0,,1370.0,302.0,894.0,142.0,759.0,9102.0,AutoML library for deep learning.,143.0,32,True,2024-03-20 21:24:21,2.0.0,59.0,autokeras,,,['tensorflow'],18614.0,29027.0,718.0,718.0,https://pypi.org/project/autokeras,28798.0,,,,2.0,,,,,,,,,,,,,,,,
188,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-08-15 13:31:44.000,2024-07-10 11:21:08,2920.0,6.0,1660.0,92.0,1667.0,225.0,1866.0,8495.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",126.0,32,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,['paddle'],,2133.0,1258.0,1258.0,https://pypi.org/project/paddleseg,2133.0,,,,2.0,,,,,,,,,,,,,,,,
189,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-08-15 17:37:01.000,2024-08-15 15:13:10,6036.0,63.0,1075.0,121.0,1682.0,91.0,681.0,8143.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,32,True,2024-05-23 08:03:19,2.10.1,53.0,perspective-python,conda-forge/perspective,,['jupyter'],3627.0,27357.0,135.0,135.0,https://pypi.org/project/perspective-python,5979.0,https://anaconda.org/conda-forge/perspective,2024-07-04 05:23:59.009,832162.0,2.0,,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,4456.0,,,,,,,
190,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2024-06-16 00:44:29.000,2023-11-12 14:28:03,528.0,,851.0,84.0,275.0,74.0,376.0,7840.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,437.0,2251495.0,47002.0,47002.0,https://pypi.org/project/tensorboardX,2226925.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1203711.0,2.0,,,,,,,,,,,,,,,,
191,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-08-15 16:27:02.000,2024-08-09 17:23:24,32486.0,42.0,1973.0,385.0,6857.0,2759.0,6649.0,6840.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",268.0,32,True,,,,h2o,,,,,324361.0,21.0,21.0,https://pypi.org/project/h2o,324361.0,,,,2.0,,,,,,,,,,,,,,,,
192,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2024-08-15 12:39:10.000,2024-07-25 19:39:38,30196.0,287.0,1570.0,183.0,2161.0,8.0,1608.0,4973.0,"mlpack: a fast, header-only C++ machine learning library.",320.0,32,True,2024-05-28 21:17:12,4.4.0,47.0,mlpack,conda-forge/mlpack,,,,9034.0,,,https://pypi.org/project/mlpack,4638.0,https://anaconda.org/conda-forge/mlpack,2024-05-29 13:49:41.651,219821.0,3.0,,,,,,,,,,,,,,,,
193,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-08-14 16:47:26.000,2024-08-14 16:47:24,12161.0,22.0,1040.0,163.0,465.0,610.0,753.0,4223.0,Probabilistic reasoning and statistical analysis in TensorFlow.,496.0,32,True,2024-03-12 19:43:46,0.24.0,51.0,tensorflow-probability,conda-forge/tensorflow-probability,,['tensorflow'],,1632131.0,1.0,1.0,https://pypi.org/project/tensorflow-probability,1628846.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-05-27 12:58:13.692,137979.0,2.0,,,,,,,,,,,,,,,,
194,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2024-08-15 18:17:37.000,2024-08-13 17:10:43,3883.0,25.0,527.0,58.0,905.0,327.0,977.0,3502.0,A highly efficient implementation of Gaussian Processes in PyTorch.,135.0,32,True,2024-06-27 15:53:07,1.12,33.0,gpytorch,conda-forge/gpytorch,,['pytorch'],,214744.0,2270.0,2270.0,https://pypi.org/project/gpytorch,211406.0,https://anaconda.org/conda-forge/gpytorch,2024-06-28 20:37:43.289,170247.0,2.0,,,,,,,,,,,,,,,,
195,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2024-06-18 00:15:23.000,2024-05-03 16:54:19,704.0,,269.0,45.0,827.0,73.0,285.0,3111.0,PyTorch extensions for high performance and large scale training.,75.0,32,True,2022-12-11 18:09:19,0.4.13,35.0,fairscale,conda-forge/fairscale,,['pytorch'],,458612.0,5982.0,5982.0,https://pypi.org/project/fairscale,450609.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,264128.0,2.0,,,,,,,,,,,,,,,,
196,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-08-14 14:28:32.000,2024-08-14 14:28:31,1241.0,63.0,246.0,28.0,1088.0,109.0,436.0,2886.0,A python library for self-supervised learning on images.,42.0,32,True,2024-08-07 06:51:05,1.5.11,100.0,lightly,,,['pytorch'],,26157.0,295.0,295.0,https://pypi.org/project/lightly,26157.0,,,,2.0,,,,,,,,,,,,,,,,
197,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2024-07-30 20:34:59.057,2024-07-28 08:14:03,562.0,15.0,156.0,42.0,80.0,4.0,130.0,2033.0,a python library for doing approximate and phonetic matching of strings.,32.0,32,True,,,16.0,jellyfish,conda-forge/jellyfish,,,,5105957.0,10025.0,10025.0,https://pypi.org/project/jellyfish,5086777.0,https://anaconda.org/conda-forge/jellyfish,2024-07-30 20:34:59.057,959006.0,2.0,,,,,,,,,,,,,,,,
198,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2024-08-15 15:10:02.000,2024-08-15 13:19:37,2018.0,232.0,386.0,29.0,2142.0,47.0,110.0,1836.0,Pytorch domain library for recommendation systems.,254.0,32,True,2024-07-23 18:00:18,0.8.0,16.0,torchrec,,,,,11633.0,128.0,128.0,https://pypi.org/project/torchrec,11633.0,,,,1.0,,,,,,,,,,,,,,,,
199,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2024-07-31 17:39:21.000,2024-07-31 17:39:21,4358.0,131.0,280.0,79.0,669.0,16.0,634.0,1301.0,PySAL: Python Spatial Analysis Library Meta-Package.,79.0,32,True,2024-07-30 17:42:50,24.07,37.0,pysal,conda-forge/pysal,,,,38260.0,1605.0,1605.0,https://pypi.org/project/pysal,26728.0,https://anaconda.org/conda-forge/pysal,2024-07-30 21:31:48.610,565082.0,3.0,,,,,,,,,,,,,,,,
200,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2024-07-30 07:34:33.171,2024-07-30 00:56:56,1557.0,4.0,151.0,41.0,133.0,4.0,643.0,1171.0,A Python data analysis library that is optimized for humans instead of machines.,53.0,32,True,,,15.0,agate,conda-forge/agate,,,,9968043.0,3589.0,3589.0,https://pypi.org/project/agate,9962682.0,https://anaconda.org/conda-forge/agate,2024-07-30 07:34:33.171,209106.0,2.0,,,,,,,,,,,,,,,,
201,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-08-15 14:10:21.000,2024-08-15 13:13:56,13910.0,308.0,283.0,34.0,1836.0,391.0,654.0,1046.0,Python package for earth-observing satellite data processing.,158.0,32,True,2024-08-15 13:15:16,0.51.0,65.0,satpy,conda-forge/satpy,,,,13904.0,135.0,135.0,https://pypi.org/project/satpy,9681.0,https://anaconda.org/conda-forge/satpy,2024-07-26 15:47:04.584,211190.0,3.0,,,,,,,,,,,,,,,,
202,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-08-14 17:51:30.000,2024-08-08 21:52:22,11548.0,57.0,236.0,56.0,12244.0,201.0,2207.0,961.0,Cloud-native genomic dataframes and batch computing.,93.0,32,True,2024-08-12 18:22:08,0.2.130.post1,100.0,hail,,,['spark'],,91852.0,140.0,140.0,https://pypi.org/project/hail,91852.0,,,,2.0,,,,,,,,,,,,,,,,
203,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2024-08-01 09:45:41.000,2024-05-30 14:50:18,14882.0,1.0,494.0,50.0,2298.0,402.0,962.0,745.0,Workflows and interfaces for neuroimaging packages.,256.0,32,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,198310.0,4771.0,4771.0,https://pypi.org/project/nipype,184503.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,662761.0,2.0,,,,,,,,,,,,,,,,
204,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-08-04 12:17:57.000,2023-07-13 08:50:20,531.0,,2784.0,384.0,122.0,207.0,562.0,25481.0,Deezer source separation library including pretrained models.,19.0,31,False,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,['tensorflow'],3331333.0,76446.0,764.0,764.0,https://pypi.org/project/spleeter,17443.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,89373.0,2.0,,,,,,,,,,,,,,,,
205,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-08-01 02:26:10.000,2024-08-01 02:26:04,1422.0,1.0,3650.0,754.0,1140.0,367.0,589.0,19051.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,31,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,['tensorflow'],,4182.0,522.0,522.0,https://pypi.org/project/magenta,4182.0,,,,2.0,,,,,,,,,,,,,,,,
206,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2024-08-14 06:59:28.000,2024-08-14 06:59:28,1993.0,26.0,2534.0,290.0,937.0,213.0,688.0,15013.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",133.0,31,True,2024-05-24 08:17:09,0.9.5,21.0,pyqlib,,,['pytorch'],639.0,1514.0,21.0,21.0,https://pypi.org/project/pyqlib,1501.0,,,,1.0,,,,,,,,,,,,,,,,
207,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,,2021-01-19 08:37:25.000,2024-08-15 10:21:20.000,2024-08-15 10:21:19,18498.0,230.0,5774.0,72.0,11716.0,939.0,15951.0,14020.0,Convert Machine Learning Code Between Frameworks.,1479.0,31,True,,,23.0,ivy,,,,,2204.0,,,https://pypi.org/project/ivy,2204.0,,,,3.0,,,,,,ivy-llc/ivy,,,,,,,,,,
208,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2024-08-07 03:17:23.000,2024-08-07 03:17:23,2667.0,2.0,2064.0,184.0,1006.0,571.0,726.0,12641.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",70.0,31,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,['paddle'],740.0,5624.0,1701.0,1701.0,https://pypi.org/project/paddlehub,5613.0,,,,2.0,,,,,,,,,,,,,,,,
209,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2024-06-18 06:55:50.000,2023-12-09 05:39:53,576.0,,2273.0,217.0,246.0,101.0,417.0,10051.0,A little word cloud generator in Python.,72.0,31,True,2023-12-09 13:50:41,1.9.3,13.0,wordcloud,conda-forge/wordcloud,,,,1668568.0,21.0,21.0,https://pypi.org/project/wordcloud,1658009.0,https://anaconda.org/conda-forge/wordcloud,2024-03-19 22:44:23.623,517431.0,2.0,,,,,,,,,,,,,,,,
210,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2024-08-09 19:34:32.000,2024-08-04 23:25:47,2485.0,14.0,960.0,201.0,2317.0,229.0,844.0,8470.0,Deep universal probabilistic programming with Python and PyTorch.,155.0,31,True,2024-06-02 00:37:00,1.9.1,35.0,pyro-ppl,conda-forge/pyro-ppl,,['pytorch'],,286802.0,,,https://pypi.org/project/pyro-ppl,282291.0,https://anaconda.org/conda-forge/pyro-ppl,2024-06-03 00:37:06.159,184981.0,2.0,,,,,,,,,,,,,,,,
211,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2024-08-03 20:49:05.000,2024-08-03 20:47:58,560.0,9.0,1184.0,167.0,436.0,56.0,474.0,8278.0,Automatic extraction of relevant features from time series:.,96.0,31,True,2024-08-03 20:51:18,0.20.3,15.0,tsfresh,conda-forge/tsfresh,,['sklearn'],,298640.0,21.0,21.0,https://pypi.org/project/tsfresh,298640.0,https://anaconda.org/conda-forge/tsfresh,,,2.0,,,,,,,,,,,,,,,,
212,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2024-08-13 19:06:58.000,2024-08-13 19:06:55,544.0,2.0,2296.0,281.0,158.0,283.0,318.0,8248.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",51.0,31,True,2024-05-05 04:42:09,3.10.4,29.0,SpeechRecognition,conda-forge/speechrecognition,,,,1123805.0,21.0,21.0,https://pypi.org/project/SpeechRecognition,1119727.0,https://anaconda.org/conda-forge/speechrecognition,2024-05-06 02:00:59.322,195779.0,2.0,,,,,,,,,,,,,,,,
213,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2024-07-03 14:08:21.000,2023-04-18 11:08:13,2759.0,,1248.0,215.0,716.0,189.0,829.0,7518.0,Automated Machine Learning with scikit-learn.,88.0,31,False,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,['sklearn'],59.0,16547.0,597.0,597.0,https://pypi.org/project/auto-sklearn,15937.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,24415.0,2.0,,,,,,,,,,,,,,,,
214,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-08-12 17:09:11.000,2024-08-12 17:08:04,2710.0,2.0,1129.0,208.0,1051.0,23.0,615.0,6636.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,31,True,2024-08-12 17:09:11,1.7.0,64.0,deeppavlov,,,['tensorflow'],,9900.0,401.0,401.0,https://pypi.org/project/deeppavlov,9900.0,,,,3.0,,,,,,deeppavlov/DeepPavlov,,,,,,,,,,
215,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2024-07-25 12:53:06.000,2024-05-30 14:31:49,1091.0,4.0,381.0,81.0,536.0,54.0,457.0,5726.0,A scikit-learn compatible neural network library that wraps PyTorch.,62.0,31,True,2024-05-27 15:25:43,1.0.0,16.0,skorch,conda-forge/skorch,,"['pytorch', 'sklearn']",,139944.0,1349.0,1349.0,https://pypi.org/project/skorch,123257.0,https://anaconda.org/conda-forge/skorch,2024-05-30 08:55:05.943,784329.0,3.0,,,,,,,,,,,,,,,,
216,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-08-10 02:46:11.000,2024-05-07 13:49:33,2334.0,,1096.0,192.0,238.0,230.0,285.0,5707.0,Distributed Evolutionary Algorithms in Python.,88.0,31,True,,,6.0,deap,conda-forge/deap,,,,226801.0,5081.0,5081.0,https://pypi.org/project/deap,217722.0,https://anaconda.org/conda-forge/deap,2024-05-18 12:01:53.615,417676.0,2.0,,,,,,,,,,,,,,,,
217,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-08-09 09:26:28.000,2024-08-01 20:19:46,3895.0,22.0,527.0,83.0,587.0,101.0,490.0,4935.0,Online machine learning in Python.,117.0,31,True,2024-07-09 02:21:03,0.21.2,16.0,river,conda-forge/river,,,,35482.0,540.0,540.0,https://pypi.org/project/river,33720.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,70503.0,2.0,,,,,,,,,,,,,,,,
218,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2024-06-24 13:34:47.000,2022-01-27 13:24:16,139.0,,1015.0,152.0,116.0,97.0,79.0,4518.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,False,,,3.0,imutils,conda-forge/imutils,,,,1080544.0,45059.0,45059.0,https://pypi.org/project/imutils,1076814.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,182773.0,2.0,,,,,,,,,,,,,,,,
219,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2024-08-09 13:30:50.391,2024-07-18 16:46:48,557.0,32.0,727.0,175.0,90.0,1.0,286.0,4216.0,A python wrapper for Alpha Vantage API for financial data.,44.0,31,True,2024-07-17 21:33:07,3.0.0,6.0,alpha_vantage,conda-forge/alpha_vantage,,,,46655.0,674.0,674.0,https://pypi.org/project/alpha_vantage,46490.0,https://anaconda.org/conda-forge/alpha_vantage,2024-08-09 13:30:50.391,7104.0,1.0,,,,,,,,,,,,,,,,
220,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-08-11 18:38:37.000,2024-06-17 19:23:44,491.0,1.0,596.0,64.0,223.0,197.0,162.0,4216.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,31,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,884915.0,6828.0,6828.0,https://pypi.org/project/hnswlib,880172.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,208706.0,3.0,,,,,,,,,,,,,,,,
221,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,,2012-08-24 16:14:59.000,2024-08-06 18:05:02.848,2024-08-06 01:28:54,637.0,16.0,118.0,75.0,74.0,12.0,129.0,3745.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",19.0,31,True,2024-08-06 01:36:27,6.2.3,13.0,ftfy,conda-forge/ftfy,,,6.0,5621081.0,21839.0,21839.0,https://pypi.org/project/ftfy,5614202.0,https://anaconda.org/conda-forge/ftfy,2024-08-06 18:05:02.848,295802.0,3.0,,,,,,,,,,,,,,,,
222,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2024-06-20 07:03:41.000,2024-06-20 07:03:30,339.0,6.0,328.0,66.0,76.0,11.0,123.0,3093.0,A Python Perceptual Image Hashing Module.,26.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,1588595.0,13813.0,13813.0,https://pypi.org/project/ImageHash,1584431.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,387338.0,2.0,,,,,,,,,,,,,,,,
223,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-08-01 18:13:21.000,2024-06-24 17:09:39,1087.0,1.0,387.0,64.0,495.0,212.0,273.0,2840.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:29:02,1.4.7,32.0,keras-tuner,conda-forge/keras-tuner,,['tensorflow'],,264534.0,4200.0,4200.0,https://pypi.org/project/keras-tuner,263512.0,https://anaconda.org/conda-forge/keras-tuner,2024-03-05 15:33:09.039,36796.0,2.0,,,,,,,,,,,,,,,,
224,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2024-08-15 14:08:29.000,2024-08-12 16:46:56,1689.0,64.0,290.0,44.0,854.0,141.0,1134.0,2258.0,Synthetic data generation for tabular data.,50.0,31,True,2024-07-11 18:57:04,1.15.0,61.0,sdv,conda-forge/sdv,,,,56035.0,454.0,454.0,https://pypi.org/project/sdv,55259.0,https://anaconda.org/conda-forge/sdv,2024-07-12 03:48:30.387,24845.0,1.0,,,,,,,,,,,,,,,,
225,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2024-08-06 16:27:13.000,2024-08-06 16:26:17,551.0,30.0,400.0,88.0,114.0,76.0,263.0,2139.0,bt - flexible backtesting for Python.,34.0,31,True,2024-08-06 13:46:05,1.1.0,5.0,bt,conda-forge/bt,,,,8797.0,1617.0,1617.0,https://pypi.org/project/bt,7897.0,https://anaconda.org/conda-forge/bt,2024-08-06 16:21:23.081,36025.0,1.0,,,,,,,,,,,,,,,,
226,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2024-07-30 13:52:35.216,2024-04-27 13:25:47,209.0,,253.0,56.0,76.0,49.0,227.0,1976.0,A Python wrapper for the tesseract-ocr API.,30.0,31,True,2024-04-27 13:37:16,2.7.0,18.0,tesserocr,conda-forge/tesserocr,,,409.0,89824.0,1063.0,1063.0,https://pypi.org/project/tesserocr,86478.0,https://anaconda.org/conda-forge/tesserocr,2024-07-30 13:52:35.216,163805.0,2.0,,,,,,,,,,,,,,,,
