,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
160,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2025-09-27 16:27:11.000000,2025-09-27 16:27:10,2372.0,5715.0,507.0,198.0,1200.0,1393.0,26768.0,State-of-the-art 2D and 3D Face Analysis Project.,67.0,33,True,4.0,2023-04-02 07:43:27,0.7,1.0,,insightface,,,,['mxnet'],4779.0,4779.0,https://pypi.org/project/insightface,551576.0,895004.0,,,,,,,,2.0,10302848.0,,,,,,,,,,
161,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2025-10-16 17:02:01.000000,2025-10-14 19:29:54,1442.0,1352.0,183.0,1634.0,150.0,710.0,22494.0,MLX: An array framework for Apple silicon.,175.0,33,True,175.0,2025-09-26 22:51:35,0.29.2,62.0,,mlx,,,,,,,https://pypi.org/project/mlx,240969.0,240969.0,,,,,,,,3.0,,,,,,,,,,,
162,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-10-01 14:42:01.894000,2025-09-17 13:08:28,833.0,4585.0,455.0,485.0,448.0,1738.0,19695.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,187.0,33,True,3.0,2025-05-30 11:37:13,1.1.7-patched,20.0,,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,100605.0,129029.0,https://anaconda.org/conda-forge/prophet,2025-10-01 14:42:01.894,1533285.0,,,,,1.0,3166.0,,,,,,,,,,
163,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,2031.0,280.0,3401.0,50.0,1494.0,10621.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,218.0,33,False,,2023-06-06 20:16:41,1.7.2,23.0,,parlai,,,,['pytorch'],274.0,274.0,https://pypi.org/project/parlai,11321.0,11321.0,,,,,,,,2.0,,,,,,,,,,,
164,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-10-16 15:06:57.000000,2025-10-09 08:29:59,32666.0,2005.0,377.0,7003.0,2828.0,6734.0,7315.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",282.0,33,True,29.0,,,,,h2o,,,,,99.0,99.0,https://pypi.org/project/h2o,195152.0,195152.0,,,,,,,,2.0,,,,,,,,,,,
165,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2025-10-14 17:32:07.000000,2024-06-27 17:56:21,2895.0,2113.0,175.0,1154.0,10.0,1437.0,6954.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,33,False,,2024-03-18 14:01:33,3.5.1,50.0,,OpenNMT-py,,,,['pytorch'],345.0,345.0,https://pypi.org/project/OpenNMT-py,27102.0,27102.0,,,,,,,,2.0,,,,,,,,,,,
166,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2025-10-15 08:00:57.000000,2025-10-12 07:30:43,3771.0,752.0,146.0,150.0,107.0,375.0,6689.0,Fit interpretable models. Explain blackbox machine learning.,53.0,33,True,22.0,2025-10-15 08:00:58,0.7.3,61.0,,interpret,,,,['jupyter'],925.0,925.0,https://pypi.org/project/interpret,223369.0,223369.0,,,,,,,,1.0,,,,,,,,,,,
167,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2025-08-17 17:08:48.000000,2025-08-17 17:08:48,1309.0,651.0,61.0,149.0,70.0,454.0,6236.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",45.0,33,True,8.0,2025-08-17 17:07:40,2.9.0,54.0,,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],2925.0,2925.0,https://pypi.org/project/pytorch-metric-learning,2179375.0,2179566.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2025-03-25 16:28:35.582,13205.0,,,,,1.0,,,,,,,,,,,
168,Captum,pytorch/captum,interpretability,,https://github.com/meta-pytorch/captum,https://github.com/meta-pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2025-10-02 21:28:17.000000,2025-10-02 21:20:19,1368.0,538.0,295.0,1076.0,223.0,351.0,5426.0,Model interpretability and understanding for PyTorch.,136.0,33,True,16.0,2025-03-27 04:51:30,0.8.0,10.0,meta-pytorch/captum,captum,conda-forge/captum,,,['pytorch'],3497.0,3497.0,https://pypi.org/project/captum,404222.0,407104.0,https://anaconda.org/conda-forge/captum,2025-04-22 14:58:08.009,132578.0,,,,,1.0,,,,,,,,,,,
169,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2025-10-15 05:32:20.000000,2025-10-08 16:07:17,1381.0,333.0,43.0,555.0,120.0,258.0,4541.0,Lightning fast forecasting with statistical and econometric models.,56.0,33,True,8.0,2025-07-05 10:57:04,2.0.2,37.0,,statsforecast,conda-forge/statsforecast,,,,1885.0,1885.0,https://pypi.org/project/statsforecast,1067186.0,1072210.0,https://anaconda.org/conda-forge/statsforecast,2025-10-13 19:00:26.309,216051.0,,,,,1.0,,,,,,,,,,,
170,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2025-08-06 19:17:08.000000,2025-03-17 18:20:57,3891.0,881.0,53.0,1761.0,386.0,1275.0,4379.0,"Serve, optimize and scale PyTorch models in production.",220.0,33,True,,2024-09-30 22:46:39,0.12.0,25.0,,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],899.0,899.0,https://pypi.org/project/torchserve,106987.0,136312.0,https://anaconda.org/pytorch/torchserve,2025-03-25 16:24:31.948,560776.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,32.0,1491020.0,3.0,8005.0,,,,,,,,,,
171,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2025-10-13 15:05:49.000000,2025-10-13 15:05:41,7447.0,617.0,114.0,1238.0,340.0,1125.0,3483.0,High-performance interactive 2D/3D data visualization library.,207.0,33,True,10.0,2025-05-19 13:53:25,0.15.2,40.0,,vispy,conda-forge/vispy,,,['jupyter'],2088.0,2088.0,https://pypi.org/project/vispy,230033.0,245847.0,https://anaconda.org/conda-forge/vispy,2025-08-30 02:31:08.305,964613.0,,,,,2.0,,vispy,https://www.npmjs.com/package/vispy,1.0,,,,,,,
172,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2025-10-15 17:16:48.000000,2025-10-15 17:16:48,18455.0,1373.0,84.0,8401.0,527.0,4487.0,3095.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,404.0,33,True,71.0,2025-10-14 00:15:25,1.10.2,66.0,,mne,conda-forge/mne,,,,,,https://pypi.org/project/mne,385624.0,394997.0,https://anaconda.org/conda-forge/mne,2025-10-14 15:09:13.423,609256.0,,,,,2.0,,,,,,,,,,,
173,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2025-10-16 15:49:41.000000,2025-10-03 15:40:47,1689.0,352.0,58.0,247.0,98.0,230.0,3047.0,The machine learning toolkit for time series analysis in Python.,46.0,33,True,36.0,2025-07-02 12:20:58,0.6.4,26.0,,tslearn,conda-forge/tslearn,,,['sklearn'],1897.0,1897.0,https://pypi.org/project/tslearn,410856.0,437611.0,https://anaconda.org/conda-forge/tslearn,2025-07-03 08:03:58.545,1712342.0,,,,,1.0,,,,,,,,,,,
174,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2025-10-12 18:02:47.000000,2025-10-12 18:02:47,1077.0,170.0,22.0,514.0,210.0,395.0,2600.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,81.0,33,True,33.0,2025-10-09 10:15:42,0.13.2,49.0,,equinox,,,,['jax'],1436.0,1436.0,https://pypi.org/project/equinox,518277.0,518277.0,,,,,,,,1.0,,,,,,,,,,,
175,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2025-06-19 13:12:24.000000,2025-06-19 13:12:24,1212.0,348.0,64.0,635.0,268.0,366.0,1532.0,A Jupyter - Leaflet.js bridge.,94.0,33,True,,2025-06-13 08:24:28,0.20.0,74.0,,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],18059.0,18059.0,https://pypi.org/project/ipyleaflet,255210.0,284197.0,https://anaconda.org/conda-forge/ipyleaflet,2025-06-13 19:35:58.799,1733767.0,,,,,3.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2314.0,,,,,,,
176,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2025-10-16 11:27:56.000000,2025-10-16 11:25:16,3011.0,252.0,32.0,265.0,52.0,522.0,1408.0,Python interface for igraph.,80.0,33,True,19.0,2025-06-11 09:22:49,0.11.9,34.0,,python-igraph,conda-forge/igraph,,,,4671.0,4671.0,https://pypi.org/project/python-igraph,378552.0,392528.0,https://anaconda.org/conda-forge/igraph,2025-09-21 10:22:02.653,861346.0,,,,,2.0,8923.0,,,,,,,,,,
177,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2025-10-16 13:47:33.000000,2025-09-22 14:50:01,5147.0,167.0,11.0,817.0,17.0,191.0,1385.0,Time series forecasting with machine learning models.,23.0,33,True,321.0,2025-09-22 18:32:56,0.18.0,34.0,skforecast/skforecast,skforecast,,,,['sklearn'],487.0,487.0,https://pypi.org/project/skforecast,95249.0,95249.0,,,,,,,,1.0,,,,,,,,,,,
178,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2025-10-14 13:44:51.000000,2025-08-18 17:37:37,922.0,358.0,39.0,1153.0,89.0,173.0,1272.0,Making text a first-class citizen in TensorFlow.,118.0,33,True,3.0,2025-04-04 21:04:24,2.19.0,62.0,,tensorflow-text,,,,['tensorflow'],10026.0,10026.0,https://pypi.org/project/tensorflow-text,6448338.0,6448338.0,,,,,,,,2.0,,,,,,,,,,,
179,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2025-09-05 00:10:55.000000,2025-09-05 00:10:53,1572.0,154.0,39.0,136.0,4.0,646.0,1194.0,A Python data analysis library that is optimized for humans instead of machines.,55.0,33,True,4.0,,,16.0,,agate,conda-forge/agate,,,,5255.0,5255.0,https://pypi.org/project/agate,22721758.0,22729429.0,https://anaconda.org/conda-forge/agate,2025-04-22 14:56:31.741,406593.0,,,,,2.0,,,,,,,,,,,
180,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2025-10-16 12:11:20.000000,2025-10-16 12:11:19,15315.0,312.0,33.0,2073.0,443.0,743.0,1140.0,Python package for earth-observing satellite data processing.,183.0,33,True,238.0,2025-08-09 02:19:32,0.58.0,74.0,,satpy,conda-forge/satpy,,,,183.0,183.0,https://pypi.org/project/satpy,30706.0,35463.0,https://anaconda.org/conda-forge/satpy,2025-08-09 09:34:23.476,304507.0,,,,,3.0,,,,,,,,,,,
181,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2025-10-16 16:27:27.000000,2025-10-16 16:27:26,11853.0,252.0,51.0,12622.0,243.0,2277.0,1032.0,Cloud-native genomic dataframes and batch computing.,99.0,33,True,118.0,2025-09-09 17:24:04,0.2.136,100.0,,hail,,,,['spark'],171.0,171.0,https://pypi.org/project/hail,135767.0,135767.0,,,,,,,,2.0,,,,,,,,,,,
182,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2025-10-16 03:09:31.000000,2025-10-16 03:07:55,2042.0,4912.0,415.0,1025.0,257.0,748.0,32277.0,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring..",144.0,32,True,11.0,2025-08-15 09:49:17,0.9.7,23.0,,pyqlib,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pyqlib,14940.0,14954.0,,,,,,,,1.0,909.0,,,,,,,,,,
183,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2025-04-22 14:57:16.666000,2025-04-02 16:22:19,540.0,3018.0,396.0,128.0,238.0,561.0,27449.0,Deezer source separation library including pretrained models.,22.0,32,True,,2021-09-03 09:59:00,2.3.0,10.0,,spleeter,conda-forge/spleeter,,,['tensorflow'],1072.0,1072.0,https://pypi.org/project/spleeter,27506.0,89739.0,https://anaconda.org/conda-forge/spleeter,2025-04-22 14:57:16.666,117654.0,,,,,2.0,4361477.0,,,,,,,,,,
184,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2025-04-22 14:57:35.321000,2020-10-14 16:36:49,6226.0,4316.0,1017.0,1871.0,326.0,661.0,19049.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,32,False,,2020-10-05 15:43:07,1.4.1,13.0,,zipline,conda-forge/zipline,,,,1045.0,1045.0,https://pypi.org/project/zipline,1995.0,2180.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,11339.0,,,,,1.0,,,,,,,,,,,
185,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-06-25 23:21:43.000000,2025-06-25 23:21:40,1332.0,1681.0,124.0,1259.0,,1260.0,15166.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,172.0,32,True,,2025-05-27 21:22:56,2.0.8,51.0,,albumentations,conda-forge/albumentations,,,['pytorch'],,,https://pypi.org/project/albumentations,5214704.0,5219998.0,https://anaconda.org/conda-forge/albumentations,2025-05-28 13:47:29.423,333563.0,,,,,2.0,,,,,,,,,,,
186,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2025-04-22 14:56:30.659000,2021-07-29 23:17:25,531.0,1811.0,261.0,122.0,103.0,535.0,12018.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,,2020-04-03 22:05:03,0.2.0.0,18.0,,lime,conda-forge/lime,,,,9502.0,9502.0,https://pypi.org/project/lime,229520.0,234168.0,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,297514.0,,,,,2.0,,,,,,,,,,,
187,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-10-13 21:04:22.000000,2024-10-17 22:52:09,3861.0,1179.0,192.0,2876.0,42.0,1038.0,11601.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",157.0,32,True,,2024-07-30 00:11:51,0.10.4,51.0,,ludwig,,,,['tensorflow'],335.0,335.0,https://pypi.org/project/ludwig,4141.0,4141.0,,,,,,,,3.0,,,,,,,,,,,
188,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,BSD-2-Clause,2012-03-23 17:14:15.000,2025-10-15 14:56:48.000000,2025-10-15 14:56:48,814.0,1882.0,335.0,96.0,131.0,503.0,11283.0,Python wrapper for TA-Lib (http://ta-lib.org/).,37.0,32,True,106.0,2025-09-04 16:29:37,0.6.7,7.0,,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,520267.0,534000.0,https://anaconda.org/conda-forge/ta-lib,2025-08-03 21:43:53.439,789153.0,,,,,1.0,1595.0,,,,,,,,,,
189,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2025-09-11 21:32:19.000000,2025-09-11 21:30:34,551.0,1551.0,279.0,443.0,295.0,645.0,10004.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,10.0,32,True,7.0,2025-07-03 21:13:56,1.1.0,32.0,,tpot,conda-forge/tpot,,,['sklearn'],3557.0,3557.0,https://pypi.org/project/tpot,58155.0,63259.0,https://anaconda.org/conda-forge/tpot,2025-07-07 02:18:11.467,326714.0,,,,,2.0,,,,,,,,,,,
190,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-08-04 11:29:45.000000,2025-08-04 11:29:40,873.0,1302.0,418.0,99.0,32.0,161.0,9887.0,TensorFlow-based neural network library.,61.0,32,True,3.0,2024-01-02 11:08:14,2.0.2,13.0,google-deepmind/sonnet,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1481.0,1481.0,https://pypi.org/project/dm-sonnet,53447.0,54103.0,https://anaconda.org/conda-forge/sonnet,2025-04-22 14:57:17.453,46634.0,,,,,3.0,,,,,,,,,,,
191,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-10-09 15:20:41.000000,2025-10-09 15:17:20,1229.0,1364.0,150.0,191.0,273.0,1406.0,9556.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,167.0,32,True,6.0,2024-09-13 14:37:23,V0.7.8,19.0,,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1345.0,1345.0,https://pypi.org/project/pytorch3d,3098.0,8296.0,https://anaconda.org/pytorch3d/pytorch3d,2025-03-25 16:29:23.925,369083.0,,,,,2.0,,,,,,,,,,,
192,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2025-10-15 19:07:30.000000,2025-10-15 19:07:29,6438.0,1221.0,124.0,1861.0,106.0,783.0,9487.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",100.0,32,True,39.0,2025-09-04 16:26:37,3.8.0,76.0,,perspective-python,conda-forge/perspective,,,['jupyter'],190.0,190.0,https://pypi.org/project/perspective-python,19374.0,56813.0,https://anaconda.org/conda-forge/perspective,2025-09-26 21:31:04.366,2347081.0,,,,,2.0,12006.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,322.0,,,,,,,
193,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,1385.0,298.0,897.0,151.0,760.0,9276.0,AutoML library for deep learning.,146.0,32,True,,2024-03-20 21:24:21,2.0.0,59.0,,autokeras,,,,['tensorflow'],892.0,892.0,https://pypi.org/project/autokeras,17847.0,18063.0,,,,,,,,2.0,20538.0,,,,,,,,,,
194,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-09-14 16:16:51.000000,2025-09-14 16:16:51,791.0,2330.0,272.0,217.0,290.0,343.0,8879.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",55.0,32,True,4.0,2025-05-12 23:42:38,3.14.3,36.0,,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,2204493.0,2210196.0,https://anaconda.org/conda-forge/speechrecognition,2025-05-12 19:22:07.059,353617.0,,,,,2.0,,,,,,,,,,,
195,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2025-10-03 23:46:19.000000,2025-10-03 22:54:42,1229.0,1408.0,96.0,711.0,672.0,544.0,8820.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,134.0,32,True,12.0,,,4.0,,,conda-forge/nvidia-apex,,,['pytorch'],3282.0,3282.0,,,9571.0,https://anaconda.org/conda-forge/nvidia-apex,2025-07-26 05:52:25.085,574276.0,,,,,2.0,,,,,,,,,,,
196,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-10-06 21:04:11.000000,2024-11-13 18:39:43,1380.0,889.0,156.0,1740.0,151.0,865.0,7548.0,An open source python library for automated feature engineering.,75.0,32,True,,2024-05-14 18:59:20,1.31.0,100.0,,featuretools,conda-forge/featuretools,,,,2110.0,2110.0,https://pypi.org/project/featuretools,108634.0,112855.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,270205.0,,,,,2.0,,,,,,,,,,,
197,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2025-09-01 17:12:43.186000,2025-05-04 14:31:12,2355.0,1132.0,190.0,245.0,234.0,290.0,6235.0,Distributed Evolutionary Algorithms in Python.,91.0,32,True,,,,8.0,,deap,conda-forge/deap,,,,6853.0,6853.0,https://pypi.org/project/deap,249934.0,259968.0,https://anaconda.org/conda-forge/deap,2025-09-01 17:12:43.186,602080.0,,,,,2.0,,,,,,,,,,,
198,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-08-15 13:45:57.000000,2025-08-15 13:45:57,1123.0,400.0,78.0,569.0,58.0,473.0,6123.0,A scikit-learn compatible neural network library that wraps PyTorch.,68.0,32,True,6.0,2025-08-08 11:11:48,1.2.0,18.0,,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1735.0,1735.0,https://pypi.org/project/skorch,178638.0,191928.0,https://anaconda.org/conda-forge/skorch,2025-08-08 23:21:44.730,810690.0,,,,,3.0,,,,,,,,,,,
199,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2025-10-15 20:02:10.000000,2025-06-26 14:30:56,2264.0,352.0,40.0,2269.0,399.0,675.0,5832.0,Aim An easy-to-use & supercharged open-source experiment tracker.,82.0,32,True,,2025-05-08 10:24:23,3.29.1,71.0,,aim,conda-forge/aim,,,,997.0,997.0,https://pypi.org/project/aim,116557.0,119316.0,https://anaconda.org/conda-forge/aim,2025-04-22 14:57:56.531,140756.0,,,,,2.0,,,,,,,,,,,
200,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-09-14 23:16:03.000000,2024-06-17 19:23:44,491.0,708.0,64.0,246.0,224.0,165.0,4936.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,False,,2023-12-03 03:49:47,0.8.0,9.0,,hnswlib,conda-forge/hnswlib,,,,8374.0,8374.0,https://pypi.org/project/hnswlib,643029.0,649909.0,https://anaconda.org/conda-forge/hnswlib,2025-08-30 15:22:17.304,399056.0,,,,,3.0,,,,,,,,,,,
201,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-10-10 13:27:01.000000,2025-10-10 13:26:47,2028.0,705.0,42.0,1045.0,549.0,366.0,4601.0,Time series forecasting with PyTorch.,79.0,32,True,31.0,2025-10-10 13:27:01,1.5.0,37.0,sktime/pytorch-forecasting,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,669.0,669.0,https://pypi.org/project/pytorch-forecasting,287056.0,288471.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-07-05 15:50:09.806,86364.0,,,,,2.0,,,,,,,,,,,
202,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-10-15 12:49:34.000000,2025-10-15 12:49:32,12241.0,1071.0,152.0,472.0,648.0,765.0,4384.0,Probabilistic reasoning and statistical analysis in TensorFlow.,505.0,32,True,11.0,2024-11-08 16:30:13,0.25.0,52.0,,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],4.0,4.0,https://pypi.org/project/tensorflow-probability,1144609.0,1148163.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-04-22 14:57:01.266,199055.0,,,,,2.0,,,,,,,,,,,
203,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2025-04-22 14:56:29.803000,2025-04-17 10:10:37,347.0,342.0,62.0,80.0,18.0,126.0,3734.0,A Python Perceptual Image Hashing Module.,29.0,32,True,,2021-03-25 13:49:48,4.1.0,8.0,,ImageHash,conda-forge/imagehash,,,,17832.0,17832.0,https://pypi.org/project/ImageHash,4525688.0,4534142.0,https://anaconda.org/conda-forge/imagehash,2025-04-22 14:56:29.803,498817.0,,,,,2.0,,,,,,,,,,,
