,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
187,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-11-27 22:22:10.016000,2024-08-01 18:55:53,10421.0,,1859.0,352.0,3431.0,131.0,1140.0,8504.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,338.0,32,True,2024-08-01 19:02:07,9.10.0,30.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,1.0,1.0,https://pypi.org/project/vowpalwabbit,32174.0,37343.0,https://anaconda.org/conda-forge/vowpalwabbit,2024-11-27 22:22:10.016,263623.0,,,,,3.0,,,,,,,,,,,,
188,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-01-02 00:15:54.000000,2024-12-27 08:12:38,393.0,8.0,1493.0,130.0,172.0,5.0,361.0,8004.0,A Python implementation of global optimization with gaussian processes.,47.0,32,True,2024-12-23 09:50:53,2.0.3,20.0,bayesian-optimization,,,,,3189.0,3189.0,https://pypi.org/project/bayesian-optimization,377448.0,377449.0,,,,,,,,2.0,169.0,,,,,bayesian-optimization/BayesianOptimization,,,,,,
189,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-12-30 20:48:15.000000,2024-12-24 06:19:04,4785.0,98.0,867.0,140.0,501.0,91.0,816.0,7328.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",69.0,32,True,2024-12-29 06:54:23,1.10.1,28.0,stanza,stanfordnlp/stanza,,,,3365.0,3365.0,https://pypi.org/project/stanza,224200.0,224343.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,8312.0,,,,,2.0,,,,,,,,,,,,
190,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-01-02 00:36:45.000000,2024-12-18 07:37:27,32554.0,34.0,1981.0,386.0,6899.0,2781.0,6682.0,6971.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",269.0,32,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,205716.0,205716.0,,,,,,,,2.0,,,,,,,,,,,,
191,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/ipex-llm,https://github.com/intel-analytics/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2025-01-02 09:28:54.000000,2025-01-02 09:28:54,3840.0,347.0,1239.0,254.0,9962.0,1022.0,1650.0,6865.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, Mixtral, Gemma, Phi, MiniCPM, Qwen-VL,..",113.0,32,True,2024-08-22 09:06:57,2.1.0,19.0,bigdl,,,,,,,https://pypi.org/project/bigdl,29530.0,29537.0,,,,,,,,2.0,645.0,,,,,intel-analytics/ipex-llm,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4
192,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2024-06-27 17:56:28.000000,2024-06-27 17:56:21,2895.0,,2099.0,178.0,1152.0,19.0,1429.0,6804.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,192.0,32,True,2024-03-18 14:01:33,3.5.1,50.0,OpenNMT-py,,,,['pytorch'],305.0,305.0,https://pypi.org/project/OpenNMT-py,12686.0,12686.0,,,,,,,,2.0,,,,,,,,,,,,
193,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-11-20 23:50:19.000000,2024-11-20 23:50:18,2341.0,7.0,1118.0,192.0,240.0,235.0,285.0,5905.0,Distributed Evolutionary Algorithms in Python.,89.0,32,True,,,6.0,deap,conda-forge/deap,,,,5630.0,5630.0,https://pypi.org/project/deap,219344.0,228627.0,https://anaconda.org/conda-forge/deap,2024-09-03 13:46:04.210,473474.0,,,,,2.0,,,,,,,,,,,,
194,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2025-01-01 20:02:02.000000,2024-12-18 16:11:43,2234.0,21.0,321.0,45.0,2212.0,370.0,669.0,5290.0,Aim An easy-to-use & supercharged open-source experiment tracker.,78.0,32,True,2024-12-18 16:58:41,3.27.0,69.0,aim,conda-forge/aim,,,,770.0,770.0,https://pypi.org/project/aim,130386.0,132569.0,https://anaconda.org/conda-forge/aim,2024-06-14 16:22:37.168,91689.0,,,,,2.0,,,,,,,,,,,,
195,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-12-06 08:29:55.000000,2024-12-06 08:26:00,3944.0,31.0,546.0,85.0,635.0,110.0,500.0,5144.0,Online machine learning in Python.,124.0,32,True,2024-11-25 23:59:25,0.22.0,17.0,river,conda-forge/river,,,,614.0,614.0,https://pypi.org/project/river,72252.0,74310.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,92614.0,,,,,2.0,,,,,,,,,,,,
196,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-11-20 21:17:10.552000,2024-06-17 19:23:44,491.0,,640.0,66.0,228.0,214.0,164.0,4468.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,7386.0,7386.0,https://pypi.org/project/hnswlib,612488.0,618184.0,https://anaconda.org/conda-forge/hnswlib,2024-11-20 21:17:10.552,279118.0,,,,,3.0,,,,,,,,,,,,
197,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-12-09 17:49:22.000000,2024-12-09 17:49:19,12199.0,25.0,1060.0,157.0,468.0,630.0,756.0,4281.0,Probabilistic reasoning and statistical analysis in TensorFlow.,496.0,32,True,2024-11-08 16:30:13,0.25.0,52.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],2.0,2.0,https://pypi.org/project/tensorflow-probability,1172366.0,1175743.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-05-27 12:58:13.692,158753.0,,,,,2.0,,,,,,,,,,,,
198,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2024-12-05 17:02:55.000000,2024-12-05 17:02:46,1132.0,19.0,351.0,58.0,1405.0,82.0,185.0,3980.0,A Python toolbox for performing gradient-free optimization.,57.0,32,True,2024-12-01 08:25:25,1.0.8,36.0,nevergrad,conda-forge/nevergrad,,,,803.0,803.0,https://pypi.org/project/nevergrad,115246.0,116266.0,https://anaconda.org/conda-forge/nevergrad,2024-01-09 16:02:07.312,57154.0,,,,,2.0,,,,,,,,,,,,
199,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-12-17 13:59:48.000000,2024-11-06 01:12:46,4201.0,29.0,1082.0,155.0,1751.0,395.0,900.0,3933.0,Fast data visualization and GUI tools for scientific / engineering applications.,295.0,32,True,2024-04-29 02:15:04,pyqtgraph-0.13.7,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,10993.0,10993.0,https://pypi.org/project/pyqtgraph,250458.0,261895.0,https://anaconda.org/conda-forge/pyqtgraph,2024-12-11 05:23:38.827,629049.0,,,,,2.0,,,,,,,,,,,,
200,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2025-01-02 11:41:41.000000,2024-12-30 16:27:48,1323.0,67.0,284.0,29.0,1188.0,68.0,515.0,3237.0,A python library for self-supervised learning on images.,60.0,32,True,2024-11-29 08:08:48,1.5.15,100.0,lightly,,,,['pytorch'],357.0,357.0,https://pypi.org/project/lightly,38322.0,38322.0,,,,,,,,2.0,,,,,,,,,,,,
201,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-06-05 12:17:25.116000,2021-10-12 13:32:38,1570.0,,516.0,63.0,546.0,254.0,393.0,2749.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,7115.0,7115.0,https://pypi.org/project/scikit-optimize,720728.0,735026.0,https://anaconda.org/conda-forge/scikit-optimize,2024-06-05 12:17:25.116,757842.0,,,,,2.0,,,,,,,,,,,,
202,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2024-12-31 03:17:58.000000,2024-12-31 03:17:57,575.0,10.0,158.0,42.0,85.0,4.0,137.0,2080.0,a python library for doing approximate and phonetic matching of strings.,34.0,32,True,,,18.0,jellyfish,conda-forge/jellyfish,,,,12057.0,12057.0,https://pypi.org/project/jellyfish,6399946.0,6420943.0,https://anaconda.org/conda-forge/jellyfish,2024-12-17 14:25:05.549,1154857.0,,,,,2.0,,,,,,,,,,,,
203,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2025-01-02 11:34:44.000000,2024-12-31 00:14:53,2299.0,146.0,447.0,34.0,2472.0,61.0,124.0,1991.0,Pytorch domain library for recommendation systems.,308.0,32,True,2024-10-21 22:05:16,1.0.0-rc3,19.0,torchrec,,,,,164.0,164.0,https://pypi.org/project/torchrec,64396.0,64396.0,,,,,,,,1.0,,,,,,,,,,,,
204,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2025-01-02 12:44:16.489000,2024-12-20 16:30:05,742.0,11.0,338.0,46.0,400.0,60.0,245.0,1733.0,Training PyTorch models with differential privacy.,82.0,32,True,2024-08-03 10:32:36,1.5.2,24.0,opacus,conda-forge/opacus,,,['pytorch'],946.0,946.0,https://pypi.org/project/opacus,80080.0,80627.0,https://anaconda.org/conda-forge/opacus,2025-01-02 12:44:16.489,19630.0,,,,,2.0,137.0,,,,,,,,,,,
205,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2024-12-30 14:21:17.000000,2024-12-30 14:21:14,4521.0,192.0,51.0,176.0,600.0,156.0,499.0,1602.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,32,True,2024-12-13 18:39:32,4.5.2,83.0,lets-plot,,,,,154.0,154.0,https://pypi.org/project/lets-plot,43554.0,43590.0,,,,,,,,2.0,2250.0,,,,,,,,,,,
206,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-12-16 09:24:29.167000,2024-12-05 15:39:58,1196.0,3.0,347.0,68.0,616.0,262.0,361.0,1499.0,A Jupyter - Leaflet.js bridge.,91.0,32,True,2024-07-22 08:00:52,0.19.2,73.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],13364.0,13364.0,https://pypi.org/project/ipyleaflet,175292.0,204346.0,https://anaconda.org/conda-forge/ipyleaflet,2024-12-16 09:24:29.167,1335883.0,,,,,3.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,5199.0,,,,,,,,
207,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2024-12-10 01:49:14.000000,2024-11-05 17:47:01,1157.0,20.0,250.0,50.0,550.0,27.0,186.0,1345.0,ARCH models in Python.,35.0,32,True,2024-11-04 15:56:53,7.2.0,49.0,arch,conda-forge/arch-py,,,,2286.0,2286.0,https://pypi.org/project/arch,1241907.0,1250207.0,https://anaconda.org/conda-forge/arch-py,2024-11-05 00:36:23.711,456536.0,,,,,1.0,,,,,,,,,,,,
208,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2024-12-16 22:46:09.000000,2024-12-16 13:06:20,736.0,16.0,109.0,26.0,593.0,351.0,464.0,1158.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",51.0,32,True,2024-12-16 22:32:41,0.11.2,23.0,hvplot,conda-forge/hvplot,,,,6327.0,6327.0,https://pypi.org/project/hvplot,162907.0,175517.0,https://anaconda.org/conda-forge/hvplot,2024-12-16 22:43:35.357,693600.0,,,,,2.0,,,,,,,,,,,,
209,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2025-01-02 16:55:29.000000,2024-12-18 18:28:20,11612.0,41.0,243.0,55.0,12342.0,206.0,2220.0,984.0,Cloud-native genomic dataframes and batch computing.,97.0,32,True,2024-10-04 20:32:46,0.2.133,100.0,hail,,,,['spark'],153.0,153.0,https://pypi.org/project/hail,285460.0,285460.0,,,,,,,,2.0,,,,,,,,,,,,
210,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-10-29 16:47:11.000000,2024-10-29 16:47:10,533.0,2.0,2859.0,387.0,125.0,218.0,561.0,26132.0,Deezer source separation library including pretrained models.,21.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],859.0,859.0,https://pypi.org/project/spleeter,25000.0,84623.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,100208.0,,,,,2.0,3654462.0,,,,,,,,,,,
211,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2024-10-28 18:51:40.000000,2024-10-20 08:37:57,818.0,2.0,4503.0,453.0,469.0,423.0,1735.0,18696.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,183.0,31,True,2024-10-02 23:56:39,1.1.6-patched-pypi,18.0,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,192173.0,221562.0,https://anaconda.org/conda-forge/prophet,2024-10-04 13:02:12.277,1321148.0,,,,,1.0,2918.0,,,,-3.0,,,,,,,
212,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2025-01-02 06:41:56.000000,2025-01-02 06:41:54,2007.0,12.0,2653.0,302.0,953.0,228.0,696.0,15888.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",134.0,31,True,2024-12-23 07:36:40,0.9.6,22.0,pyqlib,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pyqlib,6059.0,6073.0,,,,,,,,2.0,747.0,,,,,,,,,,,
213,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2024-08-07 03:17:23.000000,2024-08-07 03:17:23,2667.0,,2068.0,183.0,1006.0,573.0,727.0,12774.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",70.0,31,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1806.0,1806.0,https://pypi.org/project/paddlehub,5919.0,5930.0,,,,,,,,2.0,837.0,,,,,,,,,,,
214,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2024-12-02 14:23:48.392000,2024-11-10 14:19:33,580.0,2.0,2279.0,218.0,255.0,103.0,418.0,10232.0,A little word cloud generator in Python.,72.0,31,True,2024-11-10 14:21:42,1.9.4,14.0,wordcloud,conda-forge/wordcloud,,,,21.0,21.0,https://pypi.org/project/wordcloud,1731387.0,1742263.0,https://anaconda.org/conda-forge/wordcloud,2024-12-02 14:23:48.392,587348.0,,,,,3.0,,,,,,,,,,,,
215,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-11-14 10:24:59.000000,2024-11-14 10:24:54,866.0,2.0,1291.0,423.0,90.0,32.0,161.0,9797.0,TensorFlow-based neural network library.,59.0,31,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1369.0,1369.0,https://pypi.org/project/dm-sonnet,16914.0,17520.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,37616.0,,,,,3.0,,,,,,google-deepmind/sonnet,,,,,,
216,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2024-07-25 10:51:05.000000,2024-02-23 19:03:07,2440.0,,1545.0,289.0,434.0,283.0,639.0,9793.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,121.0,31,True,2024-02-23 19:05:48,0.12.2,30.0,tpot,conda-forge/tpot,,,['sklearn'],3153.0,3153.0,https://pypi.org/project/tpot,38581.0,43697.0,https://anaconda.org/conda-forge/tpot,2024-02-26 15:57:08.680,281422.0,,,,,2.0,,,,,,,,,,,,
217,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2024-11-19 20:01:46.000000,2024-11-19 20:01:46,563.0,3.0,1199.0,172.0,439.0,57.0,474.0,8503.0,Automatic extraction of relevant features from time series:.,98.0,31,True,2024-08-03 20:51:18,0.20.3,15.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],21.0,21.0,https://pypi.org/project/tsfresh,228827.0,254034.0,https://anaconda.org/conda-forge/tsfresh,2024-08-04 02:13:02.666,1411620.0,,,,,1.0,,,,,,,,,,,,
218,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2024-12-14 07:09:35.000000,2024-12-14 07:09:34,1196.0,10.0,1337.0,100.0,671.0,662.0,528.0,8480.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,130.0,31,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],2914.0,2914.0,,,7597.0,https://anaconda.org/conda-forge/nvidia-apex,2024-11-04 08:44:59.011,387466.0,,,,,2.0,,,,,,,,,,,,
219,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2025-01-02 16:30:24.107000,2023-04-18 11:08:13,2759.0,,1266.0,214.0,725.0,195.0,829.0,7674.0,Automated Machine Learning with scikit-learn.,88.0,31,False,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],632.0,632.0,https://pypi.org/project/auto-sklearn,13707.0,14326.0,https://anaconda.org/conda-forge/auto-sklearn,2025-01-02 16:30:24.107,27869.0,,,,,2.0,68.0,,,,,,,,,,,
220,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-12-19 19:04:01.000000,2024-11-13 18:39:43,1380.0,1.0,868.0,159.0,1733.0,148.0,865.0,7322.0,An open source python library for automated feature engineering.,74.0,31,True,2024-05-14 18:59:20,1.31.0,100.0,featuretools,conda-forge/featuretools,,,,1863.0,1863.0,https://pypi.org/project/featuretools,56538.0,60594.0,https://anaconda.org/conda-forge/featuretools,2024-05-15 15:26:44.535,223082.0,,,,,2.0,,,,,,,,,,,,
221,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-11-26 06:34:46.000000,2024-11-26 06:34:41,2711.0,1.0,1141.0,211.0,1052.0,27.0,615.0,6756.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,31,True,2024-08-12 17:09:11,1.7.0,64.0,deeppavlov,,,,['tensorflow'],422.0,422.0,https://pypi.org/project/deeppavlov,11306.0,11306.0,,,,,,,,2.0,,,,,,deeppavlov/DeepPavlov,,,,,,
222,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2024-12-30 15:48:05.000000,2024-12-30 15:48:05,1098.0,4.0,389.0,81.0,546.0,57.0,461.0,5927.0,A scikit-learn compatible neural network library that wraps PyTorch.,63.0,31,True,2024-05-27 15:25:43,1.0.0,16.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1498.0,1498.0,https://pypi.org/project/skorch,164012.0,179217.0,https://anaconda.org/conda-forge/skorch,2024-12-27 08:14:14.279,790705.0,,,,,3.0,,,,,,,,,,,,
223,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1621.0,305.0,296.0,150.0,267.0,5769.0,Portfolio and risk analytics in Python.,60.0,31,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,1118.0,1118.0,https://pypi.org/project/pyfolio,8378.0,8551.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,14414.0,,,,,2.0,,,,,,,,,,,,
224,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2024-12-29 16:29:30.000000,2024-12-29 16:29:29,30571.0,146.0,1608.0,189.0,2230.0,14.0,1615.0,5183.0,"mlpack: a fast, header-only C++ machine learning library.",327.0,31,True,2024-12-04 19:12:30,4.5.1,49.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,6183.0,11398.0,https://anaconda.org/conda-forge/mlpack,2024-09-22 00:54:14.076,286839.0,,,,,3.0,,,,,,,,,,,,
225,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2025-01-02 15:40:47.000000,2024-12-13 16:40:15,828.0,15.0,403.0,74.0,304.0,61.0,532.0,4809.0,Visualizer for pandas data structures.,30.0,31,True,2024-12-03 20:15:48,3.16.0,151.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1310.0,1310.0,https://pypi.org/project/dtale,70134.0,76695.0,https://anaconda.org/conda-forge/dtale,2024-12-13 17:33:14.415,367425.0,,,,,3.0,,,,,,,,,,,,
226,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-11-26 07:16:29.000000,2024-11-26 07:14:46,1352.0,4.0,370.0,70.0,376.0,101.0,460.0,4272.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",106.0,31,True,2024-11-26 07:16:29,0.8.7,15.0,sacred,conda-forge/sacred,,,,3330.0,3330.0,https://pypi.org/project/sacred,27155.0,27351.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,7475.0,,,,,2.0,,,,,,,,,,,,
227,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-12-28 15:55:36.000000,2024-12-28 15:55:36,1930.0,27.0,632.0,46.0,928.0,489.0,314.0,4050.0,Time series forecasting with PyTorch.,60.0,31,True,2024-11-19 16:39:09,1.2.0,34.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,463.0,463.0,https://pypi.org/project/pytorch-forecasting,55053.0,56387.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,69416.0,,,,,1.0,,,,,,sktime/pytorch-forecasting,,,,,,
228,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,,2012-08-24 16:14:59.000,2024-12-23 22:00:12.774000,2024-10-30 21:00:25,674.0,36.0,119.0,75.0,75.0,9.0,136.0,3834.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",20.0,31,True,2024-10-26 00:51:07,6.3.1,15.0,ftfy,conda-forge/ftfy,,,,25753.0,25753.0,https://pypi.org/project/ftfy,4109521.0,4115999.0,https://anaconda.org/conda-forge/ftfy,2024-12-23 22:00:12.774,310985.0,,,,,2.0,28.0,,,,,,,,,,,
229,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-12-27 12:24:07.000000,2024-12-27 12:23:48,1361.0,6.0,322.0,59.0,248.0,65.0,450.0,3699.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,31,True,2024-07-09 04:43:23,1.13.0,27.0,stumpy,conda-forge/stumpy,,,,989.0,989.0,https://pypi.org/project/stumpy,289913.0,308974.0,https://anaconda.org/conda-forge/stumpy,2024-12-21 13:31:00.768,1048364.0,,,,,1.0,,,,,,,,,,,,
