,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,new_addition
162,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2024-12-19 14:07:37.000000,2024-12-19 12:37:00,1874.0,8.0,199.0,33.0,215.0,21.0,403.0,1419.0,The ctypes-based simple ImageMagick binding for Python.,107.0,34,True,2023-11-04 01:41:17,0.6.13,25.0,wand,conda-forge/wand,,,,20057.0,20057.0,https://pypi.org/project/wand,1063879.0,1066026.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,92272.0,,,,,2.0,,51592.0,,,,,,,,,,,
163,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-12-13 22:28:15.458000,2024-11-29 08:37:01,2931.0,29.0,243.0,35.0,233.0,44.0,514.0,1329.0,Python interface for igraph.,76.0,34,True,2024-10-28 12:48:20,0.11.8,31.0,python-igraph,conda-forge/igraph,,,,4262.0,4262.0,https://pypi.org/project/python-igraph,900744.0,919285.0,https://anaconda.org/conda-forge/igraph,2024-12-13 22:28:15.458,657696.0,,,,,2.0,,565799.0,,,,,,,,,,,
164,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2024-12-12 17:03:50.685000,2024-12-07 02:29:14,6055.0,117.0,251.0,37.0,860.0,109.0,415.0,662.0,Python package to access a cacophony of neuro-imaging file formats.,106.0,34,True,2024-10-15 19:03:04,5.3.1,42.0,nibabel,conda-forge/nibabel,,,,23726.0,23726.0,https://pypi.org/project/nibabel,1610192.0,1625229.0,https://anaconda.org/conda-forge/nibabel,2024-12-12 17:03:50.685,812025.0,,,,,2.0,,,,,,,,,,,,,
165,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-12-17 07:42:39.000000,2024-12-17 07:42:39,3773.0,74.0,4325.0,384.0,4247.0,402.0,1267.0,38927.0,"Making large AI models cheaper, faster and more accessible.",192.0,33,True,2024-11-04 09:28:04,0.4.6,46.0,,,,,,449.0,449.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
166,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-12-19 18:16:00.000000,2024-12-19 17:54:03,7300.0,1291.0,2981.0,274.0,7414.0,135.0,692.0,27223.0,You like pytorch? You like micrograd? You love tinygrad!.,357.0,33,True,2024-11-19 00:48:26,0.10.0,9.0,,,,,['pytorch'],148.0,148.0,,,,,,,,,,,2.0,,,tinygrad/tinygrad,,,,,,,,,,
167,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-09-03 21:17:43.000000,2021-11-17 17:52:52,3466.0,,3876.0,674.0,1678.0,125.0,1988.0,25488.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,33,False,2020-12-10 15:58:47,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],478.0,478.0,https://pypi.org/project/deepspeech,22110.0,38382.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,3387.0,,,,,2.0,,1214291.0,,,,,,,,,,,
168,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2024-12-05 07:41:28.000000,2024-12-05 07:41:28,2348.0,14.0,5385.0,513.0,183.0,1129.0,1385.0,23788.0,State-of-the-art 2D and 3D Face Analysis Project.,63.0,33,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],3100.0,3100.0,https://pypi.org/project/insightface,250089.0,541795.0,,,,,,,,2.0,,5834122.0,,,,,,,,,,,
169,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2024-12-18 20:56:20.000000,2024-11-15 09:23:37,9021.0,10.0,3075.0,275.0,1304.0,164.0,710.0,19478.0,Best Practices on Recommendation Systems.,137.0,33,True,2024-05-01 13:41:20,1.2.0,13.0,recommenders,,,,,141.0,141.0,https://pypi.org/project/recommenders,39484.0,39492.0,,,,,,,,1.0,,635.0,recommenders-team/recommenders,,,,,,,,,,
170,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-11-19 19:28:48.000000,2024-08-01 02:26:04,1422.0,,3660.0,753.0,1141.0,372.0,589.0,19245.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,33,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],551.0,551.0,https://pypi.org/project/magenta,8240.0,8240.0,,,,,,,,2.0,,,,,,,,,,,,,
171,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2024-12-02 23:28:04.000000,2024-10-17 22:52:09,3861.0,4.0,1154.0,194.0,2870.0,38.0,1037.0,11242.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",157.0,33,True,2024-07-30 00:11:51,0.10.4,51.0,ludwig,,,,['tensorflow'],288.0,288.0,https://pypi.org/project/ludwig,1885.0,1885.0,,,,,,,,3.0,,,,,,,,,,,,,
172,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-12-12 05:53:11.165000,2024-12-09 19:19:02,6205.0,122.0,1178.0,123.0,1766.0,109.0,726.0,8679.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",98.0,33,True,2024-12-10 04:22:52,3.2.0,58.0,perspective-python,conda-forge/perspective,,,['jupyter'],157.0,157.0,https://pypi.org/project/perspective-python,14502.0,42624.0,https://anaconda.org/conda-forge/perspective,2024-12-12 05:53:11.165,1393343.0,,,,,2.0,,7297.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1891.0,,,,,,,
173,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-11-27 22:22:10.016000,2024-08-01 18:55:53,10421.0,,1861.0,352.0,3431.0,131.0,1140.0,8496.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,338.0,33,True,2024-08-01 19:02:07,9.10.0,30.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,1.0,1.0,https://pypi.org/project/vowpalwabbit,122704.0,127861.0,https://anaconda.org/conda-forge/vowpalwabbit,2024-11-27 22:22:10.016,257864.0,,,,,3.0,,,,,,,,,,,,,
174,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-12-19 06:20:48.000000,2024-12-19 06:19:52,3562.0,178.0,721.0,146.0,132.0,102.0,350.0,6325.0,Fit interpretable models. Explain blackbox machine learning.,48.0,33,True,2024-11-28 00:03:00,0.6.7,49.0,interpret,,,,['jupyter'],808.0,808.0,https://pypi.org/project/interpret,135978.0,135978.0,,,,,,,,1.0,,,,,,,,,,,,,
175,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-11-20 23:50:19.000000,2024-11-20 23:50:18,2341.0,7.0,1116.0,192.0,240.0,234.0,285.0,5895.0,Distributed Evolutionary Algorithms in Python.,89.0,33,True,,,6.0,deap,conda-forge/deap,,,,5583.0,5583.0,https://pypi.org/project/deap,436593.0,445973.0,https://anaconda.org/conda-forge/deap,2024-09-03 13:46:04.210,469017.0,,,,,2.0,,,,,,,,,,,,,
176,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-12-19 08:08:25.000000,2024-12-19 08:08:25,2456.0,31.0,652.0,97.0,276.0,495.0,574.0,5750.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",102.0,33,True,2024-12-18 15:45:08,1.17.0,100.0,clearml,,allegroai/trains,,,1446.0,1446.0,https://pypi.org/project/clearml,318980.0,319485.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30328.0,2.0,,3027.0,,,,,,,,,,,
177,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-11-16 09:07:24.553000,2024-11-15 00:41:39,1657.0,11.0,863.0,115.0,538.0,133.0,345.0,4929.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,111.0,33,True,2024-11-15 00:42:29,0.23.3,31.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],16688.0,16688.0,https://pypi.org/project/mlxtend,829203.0,835511.0,https://anaconda.org/conda-forge/mlxtend,2024-11-16 09:07:24.553,334372.0,,,,,1.0,,,,,,,,,,,,,
178,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-12-17 13:59:48.000000,2024-11-06 01:12:46,4201.0,31.0,1081.0,155.0,1748.0,393.0,900.0,3925.0,Fast data visualization and GUI tools for scientific / engineering applications.,295.0,33,True,2024-04-29 02:15:04,pyqtgraph-0.13.7,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,10910.0,10910.0,https://pypi.org/project/pyqtgraph,496339.0,507919.0,https://anaconda.org/conda-forge/pyqtgraph,2024-12-11 05:23:38.827,625360.0,,,,,2.0,,,,,,,,,,,,,
179,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-12-19 01:31:07.889000,2024-10-29 11:59:38,2311.0,8.0,549.0,70.0,487.0,258.0,713.0,2388.0,Survival analysis in Python.,120.0,33,True,2024-10-29 12:00:17,0.30.0,100.0,lifelines,conda-forge/lifelines,,,,3183.0,3183.0,https://pypi.org/project/lifelines,2527957.0,2535012.0,https://anaconda.org/conda-forge/lifelines,2024-12-19 01:31:07.889,388077.0,,,,,2.0,,,,,,,,,,,,,
180,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2024-12-19 03:10:35.000000,2024-12-18 15:17:01,1639.0,77.0,562.0,58.0,1591.0,140.0,860.0,2173.0,The official Python client for the Huggingface Hub.,210.0,33,True,2024-12-13 16:02:17,0.27.0,93.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,53809014.0,53862617.0,https://anaconda.org/conda-forge/huggingface_hub,2024-12-10 17:41:30.388,2465743.0,,,,,3.0,,,,,,,,,,,,,
181,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-12-16 09:24:29.167000,2024-12-05 15:39:58,1196.0,3.0,347.0,68.0,616.0,262.0,361.0,1497.0,A Jupyter - Leaflet.js bridge.,91.0,33,True,2024-07-22 08:00:52,0.19.2,73.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],13167.0,13167.0,https://pypi.org/project/ipyleaflet,232880.0,263441.0,https://anaconda.org/conda-forge/ipyleaflet,2024-12-16 09:24:29.167,1326347.0,,,,,3.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,6446.0,,,,,,,
182,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2024-12-17 14:21:05.486000,2024-07-30 00:56:56,1557.0,,150.0,40.0,132.0,4.0,645.0,1172.0,A Python data analysis library that is optimized for humans instead of machines.,53.0,33,True,,,15.0,agate,conda-forge/agate,,,,4192.0,4192.0,https://pypi.org/project/agate,13553343.0,13559385.0,https://anaconda.org/conda-forge/agate,2024-12-17 14:21:05.486,259824.0,,,,,2.0,,,,,,,,,,,,,
183,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-12-18 19:30:47.000000,2024-12-18 18:28:20,11612.0,50.0,242.0,55.0,12342.0,206.0,2220.0,985.0,Cloud-native genomic dataframes and batch computing.,97.0,33,True,2024-10-04 20:32:46,0.2.133,100.0,hail,,,,['spark'],153.0,153.0,https://pypi.org/project/hail,273591.0,273591.0,,,,,,,,2.0,,,,,,,,,,,,,
184,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2024-12-19 17:08:08.000000,2024-12-18 21:09:15,18946.0,304.0,4868.0,399.0,5721.0,86.0,3994.0,26963.0,Platform for building AI that can learn and answer questions over federated data.,864.0,32,True,2024-12-19 17:09:21,24.12.2.2,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,13676.0,13676.0,,,,,,,,3.0,,,,,,,,,,,,,
185,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2024-11-24 16:21:36.000000,2024-11-24 16:21:28,335.0,14.0,3080.0,156.0,56.0,126.0,142.0,21125.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",21.0,32,True,2024-11-24 16:21:36,1.8.9,100.0,vit-pytorch,,,,['pytorch'],565.0,565.0,https://pypi.org/project/vit-pytorch,27949.0,27949.0,,,,,,,,2.0,,,,,,,,,,,,,
186,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2024-12-19 16:10:57.000000,2024-12-19 16:08:20,881.0,174.0,1029.0,148.0,1000.0,103.0,485.0,17915.0,MLX: An array framework for Apple silicon.,132.0,32,True,2024-12-06 21:17:12,0.21.1,42.0,mlx,,,,,730.0,730.0,https://pypi.org/project/mlx,59368.0,59368.0,,,,,,,,3.0,,,,,,,,,,,,,
187,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2024-02-13 08:02:51.000000,2020-10-14 16:36:49,6226.0,,4213.0,1016.0,1869.0,327.0,658.0,17833.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,1019.0,1019.0,https://pypi.org/project/zipline,2417.0,2598.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,9262.0,,,,,1.0,,,,,,,,,,,,,
188,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,,2021-01-19 08:37:25.000,2024-12-18 19:35:51.000000,2024-12-06 11:14:53,18781.0,145.0,5707.0,71.0,11746.0,942.0,15953.0,14022.0,Convert Machine Learning Code Between Frameworks.,1479.0,32,True,2024-11-03 19:38:51,1.0.0.1,34.0,ivy,,,,,,,https://pypi.org/project/ivy,18491.0,18491.0,,,,,,,,3.0,,,ivy-llc/ivy,,,,,,,,,,
189,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2024-07-25 20:32:21.000000,2021-07-29 23:17:25,531.0,,1779.0,262.0,117.0,100.0,535.0,11672.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,6932.0,6932.0,https://pypi.org/project/lime,394185.0,396687.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,240242.0,,,,,2.0,,,,,,,,,,,,,
190,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2033.0,283.0,3401.0,50.0,1494.0,10497.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,219.0,32,False,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],261.0,261.0,https://pypi.org/project/parlai,3851.0,3851.0,,,,,,,,2.0,,,,,,,,,,,,,
191,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,3.0,1381.0,301.0,897.0,145.0,760.0,9173.0,AutoML library for deep learning.,145.0,32,True,2024-03-20 21:24:21,2.0.0,59.0,autokeras,,,,['tensorflow'],781.0,781.0,https://pypi.org/project/autokeras,26004.0,26228.0,,,,,,,,2.0,,19069.0,,,,,,,,,,,
192,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-12-19 08:38:41.000000,2024-12-19 08:38:41,390.0,9.0,1493.0,131.0,170.0,9.0,357.0,7984.0,A Python implementation of global optimization with gaussian processes.,47.0,32,True,2024-12-18 11:17:10,2.0.2,18.0,bayesian-optimization,,,,,3166.0,3166.0,https://pypi.org/project/bayesian-optimization,418571.0,418572.0,,,,,,,,2.0,,166.0,bayesian-optimization/BayesianOptimization,,,,,,,,,,
193,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2024-12-14 17:36:08.000000,2024-11-16 04:31:19,529.0,1.0,851.0,85.0,278.0,77.0,376.0,7887.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,51666.0,51666.0,https://pypi.org/project/tensorboardX,3516599.0,3540042.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1242218.0,,,,,2.0,,455.0,,,,,,,,,,,
194,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-12-19 00:36:35.000000,2024-12-18 07:37:27,32554.0,38.0,1983.0,387.0,6898.0,2780.0,6682.0,6961.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",269.0,32,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,221657.0,221657.0,,,,,,,,2.0,,,,,,,,,,,,,
195,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/ipex-llm,https://github.com/intel-analytics/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2024-12-19 09:25:46.000000,2024-12-19 09:25:46,3797.0,317.0,1231.0,253.0,9920.0,1015.0,1640.0,6821.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, Mixtral, Gemma, Phi, MiniCPM, Qwen-VL,..",112.0,32,True,2024-08-22 09:06:57,2.1.0,19.0,bigdl,,,,,,,https://pypi.org/project/bigdl,31168.0,31175.0,,,,,,,,2.0,,644.0,intel-analytics/ipex-llm,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,
196,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2024-06-27 17:56:28.000000,2024-06-27 17:56:21,2895.0,,2101.0,178.0,1152.0,18.0,1429.0,6797.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,192.0,32,True,2024-03-18 14:01:33,3.5.1,50.0,OpenNMT-py,,,,['pytorch'],303.0,303.0,https://pypi.org/project/OpenNMT-py,16261.0,16261.0,,,,,,,,2.0,,,,,,,,,,,,,
197,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-12-18 20:02:19.000000,2024-12-18 16:11:43,2234.0,25.0,319.0,45.0,2210.0,368.0,669.0,5280.0,Aim An easy-to-use & supercharged open-source experiment tracker.,78.0,32,True,2024-12-18 16:58:41,3.27.0,69.0,aim,conda-forge/aim,,,,761.0,761.0,https://pypi.org/project/aim,146068.0,148261.0,https://anaconda.org/conda-forge/aim,2024-06-14 16:22:37.168,89940.0,,,,,2.0,,,,,,,,,,,,,
198,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2024-12-13 14:00:56.000000,2024-12-13 14:00:56,30568.0,201.0,1598.0,187.0,2227.0,14.0,1613.0,5157.0,"mlpack: a fast, header-only C++ machine learning library.",326.0,32,True,2024-12-04 19:12:30,4.5.1,49.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,5962.0,11160.0,https://anaconda.org/conda-forge/mlpack,2024-09-22 00:54:14.076,280733.0,,,,,3.0,,,,,,,,,,,,,
199,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-12-06 08:29:55.000000,2024-12-06 08:26:00,3944.0,32.0,544.0,85.0,635.0,109.0,500.0,5130.0,Online machine learning in Python.,124.0,32,True,2024-11-25 23:59:25,0.22.0,17.0,river,conda-forge/river,,,,611.0,611.0,https://pypi.org/project/river,90992.0,93057.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,90862.0,,,,,2.0,,,,,,,,,,,,,
200,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-11-20 21:17:10.552000,2024-06-17 19:23:44,491.0,,634.0,66.0,228.0,214.0,164.0,4441.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,7337.0,7337.0,https://pypi.org/project/hnswlib,732300.0,737976.0,https://anaconda.org/conda-forge/hnswlib,2024-11-20 21:17:10.552,272495.0,,,,,3.0,,,,,,,,,,,,,
201,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-12-09 17:49:22.000000,2024-12-09 17:49:19,12199.0,28.0,1059.0,157.0,468.0,630.0,756.0,4278.0,Probabilistic reasoning and statistical analysis in TensorFlow.,496.0,32,True,2024-11-08 16:30:13,0.25.0,52.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],2.0,2.0,https://pypi.org/project/tensorflow-probability,1389073.0,1392494.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-05-27 12:58:13.692,157376.0,,,,,2.0,,,,,,,,,,,,,
202,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-11-26 07:16:29.000000,2024-11-26 07:14:46,1352.0,4.0,370.0,70.0,376.0,101.0,460.0,4269.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",106.0,32,True,2024-11-26 07:16:29,0.8.7,15.0,sacred,conda-forge/sacred,,,,3314.0,3314.0,https://pypi.org/project/sacred,279380.0,279578.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,7354.0,,,,,2.0,,,,,,,,,,,,,
203,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-12-10 18:49:56.000000,2024-12-10 18:49:56,1922.0,22.0,631.0,45.0,919.0,488.0,312.0,4040.0,Time series forecasting with PyTorch.,59.0,32,True,2024-11-19 16:39:09,1.2.0,34.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,458.0,458.0,https://pypi.org/project/pytorch-forecasting,62703.0,64050.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,68743.0,,,,,2.0,,,sktime/pytorch-forecasting,,,,,,,,,,
204,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2024-12-05 17:02:55.000000,2024-12-05 17:02:46,1132.0,27.0,351.0,58.0,1405.0,81.0,185.0,3980.0,A Python toolbox for performing gradient-free optimization.,57.0,32,True,2024-12-01 08:25:25,1.0.8,36.0,nevergrad,conda-forge/nevergrad,,,,798.0,798.0,https://pypi.org/project/nevergrad,126974.0,128005.0,https://anaconda.org/conda-forge/nevergrad,2024-01-09 16:02:07.312,56717.0,,,,,2.0,,,,,,,,,,,,,
205,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-11-17 17:28:39.000000,2024-11-17 17:28:27,1360.0,5.0,321.0,59.0,247.0,61.0,450.0,3691.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,32,True,2024-07-09 04:43:23,1.13.0,27.0,stumpy,conda-forge/stumpy,,,,979.0,979.0,https://pypi.org/project/stumpy,294022.0,313381.0,https://anaconda.org/conda-forge/stumpy,2024-07-09 04:54:55.949,1045387.0,,,,,2.0,,,,,,,,,,,,,
