,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url
83,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-04-17 11:35:18.000000,2025-04-16 16:12:01,4045.0,65.0,6898.0,467.0,5563.0,859.0,2577.0,16759.0,"Datasets, Transforms and Models specific to Computer Vision.",635.0,38,True,2025-01-29 17:46:46,0.21.0,46.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,16984464.0,17036689.0,https://anaconda.org/conda-forge/torchvision,2025-03-25 16:00:27.956,2538471.0,,,,,2.0,40406.0,,,,,,,,,,,
84,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2025-03-25 16:00:24.629000,2025-02-14 14:36:27,4536.0,1.0,4210.0,426.0,1714.0,392.0,1466.0,15968.0,Topic Modelling for Humans.,458.0,38,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,74125.0,74125.0,https://pypi.org/project/gensim,4736379.0,4768586.0,https://anaconda.org/conda-forge/gensim,2025-03-25 16:00:24.629,1575560.0,,,,,2.0,6030.0,,,,piskvorky/gensim,,,,,,,
85,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2025-04-16 12:14:16.000000,2025-03-31 11:51:48,6652.0,113.0,1745.0,199.0,1287.0,69.0,2301.0,14134.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,277.0,38,True,2025-02-05 14:46:22,0.15.1,28.0,flair,conda-forge/python-flair,,,['pytorch'],3914.0,3914.0,https://pypi.org/project/flair,120824.0,121547.0,https://anaconda.org/conda-forge/python-flair,2025-03-25 16:01:16.928,41220.0,,,,,2.0,,,,,,,,,,,,
86,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2025-04-17 17:57:23.000000,2025-04-17 15:47:47,8371.0,572.0,2695.0,222.0,9836.0,77.0,2426.0,13662.0,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal,..",408.0,38,True,2025-03-31 21:31:41,2.2.1,62.0,nemo-toolkit,,,,['pytorch'],21.0,21.0,https://pypi.org/project/nemo-toolkit,260830.0,266986.0,,,,,,,,2.0,412466.0,,,,,,,,,,,
87,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2025-04-01 15:36:50.000000,2025-02-26 15:14:58,992.0,6.0,1190.0,126.0,329.0,45.0,729.0,10799.0,Unsupervised text tokenizer for Neural Network-based text generation.,92.0,38,True,2024-02-19 16:08:39,0.2.0,27.0,sentencepiece,conda-forge/sentencepiece,,,,105673.0,105673.0,https://pypi.org/project/sentencepiece,26410074.0,26436495.0,https://anaconda.org/conda-forge/sentencepiece,2025-03-25 16:01:13.427,1466605.0,,,,,2.0,55395.0,,,,,,,,,,,
88,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2025-04-12 22:18:20.000000,2025-04-12 21:53:44,22995.0,243.0,2126.0,173.0,3473.0,288.0,2136.0,9004.0,End-to-End Speech Processing Toolkit.,492.0,38,True,2025-03-27 15:18:36,.202503,55.0,espnet,,,,,433.0,433.0,https://pypi.org/project/espnet,23067.0,23068.0,,,,,,,,1.0,84.0,,,,,,,,,,,
89,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2025-04-08 07:21:03.000000,2025-04-08 07:21:00,2072.0,19.0,921.0,105.0,1744.0,371.0,1300.0,4712.0,Python tools for geographic data.,242.0,38,True,2024-07-02 12:26:55,1.0.1,39.0,geopandas,conda-forge/geopandas,,,['pandas'],53264.0,53264.0,https://pypi.org/project/geopandas,7429240.0,7507613.0,https://anaconda.org/conda-forge/geopandas,2025-03-25 16:00:02.846,4544053.0,,,,,2.0,2963.0,,,,,,,,,,,
90,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2025-03-25 16:00:14.431000,2025-02-21 05:44:35,1554.0,5.0,308.0,31.0,511.0,99.0,514.0,1578.0,Python library for reading and writing image data.,122.0,38,True,2025-01-20 02:42:38,2.37.0,72.0,imageio,conda-forge/imageio,,,,168746.0,168746.0,https://pypi.org/project/imageio,26064850.0,26200481.0,https://anaconda.org/conda-forge/imageio,2025-03-25 16:00:14.431,7729790.0,,,,,2.0,1619.0,,,,,,,,,,,
91,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2025-03-25 16:01:16.709000,2024-10-18 16:40:02,2327.0,,6284.0,421.0,1364.0,1168.0,3055.0,31323.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,429.0,37,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],4128.0,4128.0,https://pypi.org/project/fairseq,97120.0,99542.0,https://anaconda.org/conda-forge/fairseq,2025-03-25 16:01:16.709,137851.0,,,,,2.0,405.0,,,,,,,,,,,
92,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2025-04-06 08:11:31.000000,2025-04-06 08:11:31,3989.0,34.0,1821.0,177.0,207.0,125.0,1118.0,27545.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",110.0,37,True,2025-02-27 00:54:23,16.10.0,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,1258.0,1258.0,https://pypi.org/project/ocrmypdf,229699.0,232158.0,https://anaconda.org/conda-forge/ocrmypdf,2025-03-25 16:01:37.428,95776.0,,,,,2.0,10897.0,,,,,,ocrmypdf,ocrmypdf,,,,
93,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2025-03-25 16:00:50.249000,2020-06-01 14:58:26,2913.0,,2422.0,229.0,347.0,291.0,226.0,14557.0,Image augmentation for machine learning experiments.,36.0,37,False,2020-02-06 06:18:40,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,25433.0,25433.0,https://pypi.org/project/imgaug,469128.0,472122.0,https://anaconda.org/conda-forge/imgaug,2025-03-25 16:00:50.249,209615.0,,,,,2.0,,,,,,,,,,,,
94,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2025-04-17 09:55:14.000000,2025-04-11 10:31:06,6601.0,20.0,3831.0,260.0,1858.0,1115.0,4786.0,12326.0,Open-source simulator for autonomous driving research.,181.0,37,True,2024-12-19 14:10:57,0.10.0,27.0,carla,,,,,1000.0,1000.0,https://pypi.org/project/carla,26910.0,26910.0,,,,,,,,1.0,,,,,,,,,,,,
95,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,https://github.com/DLR-RM/stable-baselines3,https://github.com/DLR-RM/stable-baselines3,MIT,2020-05-05 05:52:26.000,2025-04-11 08:57:10.000000,2025-04-07 14:48:17,887.0,11.0,1764.0,62.0,565.0,54.0,1478.0,10399.0,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms.",159.0,37,True,2025-03-24 15:01:14,2.6.0,28.0,stable-baselines3,,,,,8295.0,8295.0,https://pypi.org/project/stable-baselines3,412923.0,412923.0,,,,,,,,1.0,,,,,,,,,,,,
96,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2025-04-16 08:52:01.000000,2025-04-16 08:52:01,2875.0,25.0,980.0,127.0,2021.0,284.0,679.0,10394.0,Geometric Computer Vision Library for Spatial AI.,285.0,37,True,2025-01-11 05:12:17,0.8.0,41.0,kornia,conda-forge/kornia,,,['pytorch'],15218.0,15218.0,https://pypi.org/project/kornia,2283753.0,2287904.0,https://anaconda.org/conda-forge/kornia,2025-03-25 16:01:09.360,214699.0,,,,,2.0,1800.0,,,,,,,,,,,
97,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2025-04-15 17:23:17.000000,2025-04-15 17:19:34,2459.0,34.0,982.0,55.0,841.0,61.0,453.0,8908.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",534.0,37,True,2025-03-06 15:55:39,1.1.1,15.0,gymnasium,conda-forge/gymnasium,,,,16009.0,16009.0,https://pypi.org/project/gymnasium,1526561.0,1535149.0,https://anaconda.org/conda-forge/gymnasium,2025-03-25 16:02:22.600,240478.0,,,,,1.0,,,,,,,,,,,,
98,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,,2013-05-09 04:21:35.000,2025-04-17 13:16:18.000000,2025-04-12 19:26:51,1963.0,26.0,2208.0,162.0,946.0,80.0,1080.0,7095.0,Python Data. Leaflet.js Maps.,174.0,37,True,2025-02-27 19:59:40,0.19.5,35.0,folium,conda-forge/folium,,,,57176.0,57176.0,https://pypi.org/project/folium,2111036.0,2182657.0,https://anaconda.org/conda-forge/folium,2025-03-25 16:00:02.785,3652683.0,,,,,2.0,,,,,,,,,,,,
99,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2025-04-17 05:02:29.000000,2025-04-16 23:26:01,5091.0,147.0,673.0,85.0,2874.0,213.0,778.0,6487.0,Flax is a neural network library for JAX that is designed for flexibility.,261.0,37,True,2025-03-31 15:17:48,0.10.5,49.0,flax,conda-forge/flax,,,['jax'],13320.0,13320.0,https://pypi.org/project/flax,1532911.0,1534871.0,https://anaconda.org/conda-forge/flax,2025-03-25 16:01:39.678,96047.0,,,,,2.0,60.0,,,,,,,,,,,
100,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-04-17 18:26:15.000000,2025-04-17 14:52:00,5275.0,315.0,643.0,47.0,5853.0,249.0,1169.0,2587.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",200.0,37,True,2025-04-15 19:02:31,0.41.0,62.0,pennylane,conda-forge/pennylane,,,,1504.0,1504.0,https://pypi.org/project/pennylane,92012.0,98255.0,https://anaconda.org/conda-forge/pennylane,2025-03-25 16:01:56.091,255958.0,,,,,1.0,100.0,,,,,,,,,,,
101,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2025-04-17 10:34:44.000000,2025-04-17 10:34:44,10916.0,198.0,604.0,63.0,3072.0,221.0,2046.0,1260.0,Machine learning for NeuroImaging in Python.,254.0,37,True,2024-12-23 09:33:25,0.11.1,26.0,nilearn,conda-forge/nilearn,,,['sklearn'],4095.0,4095.0,https://pypi.org/project/nilearn,106807.0,112986.0,https://anaconda.org/conda-forge/nilearn,2025-03-25 16:00:05.289,327215.0,,,,,1.0,295.0,,,,,,,,,,,
102,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2025-04-01 19:30:05.000000,2025-04-01 19:28:40,1614.0,21.0,216.0,33.0,729.0,36.0,596.0,1113.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,69.0,37,True,2025-02-16 03:49:23,3.7.1,56.0,pyproj,conda-forge/pyproj,,,,42173.0,42173.0,https://pypi.org/project/pyproj,10437299.0,10615127.0,https://anaconda.org/conda-forge/pyproj,2025-03-25 16:00:02.265,10136247.0,,,,,2.0,,,,,,,,,,,,
103,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2025-03-25 16:01:19.892000,2022-06-10 09:12:18,238.0,,13345.0,1569.0,237.0,767.0,594.0,54597.0,The worlds simplest facial recognition api for Python and the command line.,54.0,36,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],4629.0,4629.0,https://pypi.org/project/face_recognition,177324.0,177944.0,https://anaconda.org/conda-forge/face_recognition,2025-03-25 16:01:19.892,33381.0,,,,,2.0,1409.0,,,,,,,,,,,
104,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2025-03-25 16:01:53.219000,2024-02-10 14:20:58,4668.0,,4699.0,312.0,758.0,18.0,1150.0,39394.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",166.0,36,False,2023-12-12 15:11:16,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",2788.0,2788.0,https://pypi.org/project/tts,245261.0,343431.0,https://anaconda.org/conda-forge/tts,2025-03-25 16:01:53.219,24253.0,,,,,1.0,4782073.0,,,,,,,,,,,
105,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-08-21 02:01:07.000000,2024-02-05 13:23:18,2706.0,,8741.0,371.0,3176.0,1718.0,6738.0,30820.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,36,False,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,,['pytorch'],3724.0,3724.0,https://pypi.org/project/mmdet,195488.0,195488.0,,,,,,,,2.0,,,,,,,,,,,,
106,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-04-16 16:42:57.000000,2025-04-16 16:39:34,8958.0,192.0,2853.0,305.0,253.0,19.0,1170.0,29944.0,"Visualizer for neural network, deep learning and machine learning models.",,36,True,2025-04-16 16:40:56,8.2.8,3.0,netron,,,,"['pytorch', 'tensorflow']",13.0,13.0,https://pypi.org/project/netron,41048.0,65455.0,,,,,,,,1.0,24407.0,,,,,,,,,,,
107,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2025-04-17 03:54:00.000000,2025-04-17 03:54:00,36745.0,325.0,13057.0,930.0,26462.0,,,24758.0,Apache Flink Python API.,2004.0,36,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,3438008.0,3438008.0,,,,,,,,2.0,,,,,,,,,,,,
108,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2025-04-17 16:04:55.000000,2025-04-14 23:37:36,1093.0,174.0,1171.0,167.0,1241.0,112.0,573.0,20211.0,MLX: An array framework for Apple silicon.,143.0,36,True,2025-04-03 20:18:57,0.24.2,50.0,mlx,,,,,1096.0,1096.0,https://pypi.org/project/mlx,103846.0,103846.0,,,,,,,,2.0,,,,,,,,,,,,
109,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-03-10 02:44:04.000000,2025-01-26 07:01:34,1702.0,2.0,2831.0,379.0,485.0,3.0,1931.0,15237.0,Python Echarts Plotting Library.,45.0,36,True,2025-01-24 03:13:18,2.0.8,7.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5236.0,5236.0,https://pypi.org/project/pyecharts,179010.0,179012.0,,,,,,,,2.0,73.0,,,,,,,,,,,
110,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-02-11 00:26:08.000000,2025-02-11 00:26:08,4416.0,2.0,2963.0,173.0,5070.0,440.0,2359.0,13838.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",296.0,36,True,2024-09-03 04:16:25,2.4.0,39.0,dgl,,,,,3838.0,3838.0,https://pypi.org/project/dgl,107752.0,107752.0,,,,,,,,1.0,,,,,,,,,,,,
111,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2025-03-25 16:00:42.050000,2022-12-08 17:49:19,746.0,,1066.0,134.0,240.0,315.0,274.0,9319.0,Manipulate audio with a simple and easy high level interface.,95.0,36,False,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,93805.0,93805.0,https://pypi.org/project/pydub,8641837.0,8645087.0,https://anaconda.org/conda-forge/pydub,2025-03-25 16:00:42.050,159290.0,,,,,1.0,,,,,,,,,,4.0,,
112,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-03-25 16:01:18.242000,2025-03-06 20:05:48,5371.0,14.0,1779.0,134.0,1064.0,385.0,1957.0,9277.0,"An open-source, low-code machine learning library in Python.",142.0,36,True,2024-04-28 18:46:27,3.3.2,29.0,pycaret,conda-forge/pycaret,,,,7466.0,7466.0,https://pypi.org/project/pycaret,336996.0,338212.0,https://anaconda.org/conda-forge/pycaret,2025-03-25 16:01:18.242,67460.0,,,,,1.0,731.0,,,,,,,,,,,
113,PyOD,yzhao062/pyod,ml-frameworks,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-04-01 05:51:44.457000,2025-03-24 19:26:46,1889.0,2.0,1395.0,149.0,261.0,195.0,151.0,9129.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",63.0,36,True,2024-12-22 00:23:34,2.0.3,42.0,pyod,conda-forge/pyod,,,,5030.0,5030.0,https://pypi.org/project/pyod,567392.0,569906.0,https://anaconda.org/conda-forge/pyod,2025-04-01 05:51:44.457,148348.0,,,,,2.0,,,,,,,,,,,,
114,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-03-25 16:00:55.885000,2025-02-09 04:33:30,708.0,4.0,362.0,65.0,137.0,35.0,159.0,8854.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",33.0,36,True,2025-02-09 03:16:30,0.8.1,15.0,einops,conda-forge/einops,,,,69747.0,69747.0,https://pypi.org/project/einops,9263836.0,9270615.0,https://anaconda.org/conda-forge/einops,2025-03-25 16:00:55.885,366087.0,,,,,2.0,,,,,,,,,,7.0,,
115,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-04-17 18:01:34.000000,2025-04-17 18:00:17,1268.0,110.0,790.0,293.0,1678.0,246.0,452.0,8729.0,"Build, Manage and Deploy AI/ML Systems.",105.0,36,True,2025-04-17 18:01:34,2.15.8,149.0,metaflow,conda-forge/metaflow,,,,855.0,855.0,https://pypi.org/project/metaflow,275639.0,280634.0,https://anaconda.org/conda-forge/metaflow,2025-03-25 16:01:01.932,284742.0,,,,,2.0,,,,,,,,,,,,
116,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-04-17 16:21:17.000000,2025-04-17 16:21:17,2539.0,81.0,976.0,96.0,2873.0,394.0,1234.0,8689.0,Fast and Accurate ML in 3 Lines of Code.,135.0,36,True,2024-11-27 17:04:12,1.2.0,34.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1063.0,1063.0,https://pypi.org/project/autogluon,208363.0,208591.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,19.0,15796.0,1.0,,,,,,,,,,,,
117,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2025-04-13 08:27:57.000000,2025-04-13 08:27:57,3223.0,37.0,1151.0,90.0,3590.0,341.0,2820.0,6316.0,AI Toolkit for Healthcare Imaging.,222.0,36,True,2024-10-17 00:54:28,1.4.0,20.0,monai,conda-forge/monai,,,['pytorch'],3941.0,3941.0,https://pypi.org/project/monai,223009.0,224178.0,https://anaconda.org/conda-forge/monai,2025-03-25 16:01:58.047,46760.0,,,,,2.0,,,,,,,,,,,,
118,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2025-04-16 22:22:26.000000,2025-04-16 22:06:22,1795.0,46.0,641.0,59.0,1951.0,115.0,1286.0,4649.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,222.0,36,True,2025-03-29 13:48:07,0.5.2,25.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],3719.0,3719.0,https://pypi.org/project/pytorch-ignite,168396.0,171163.0,https://anaconda.org/pytorch/ignite,2025-03-30 00:53:29.695,226950.0,,,,,2.0,,,,,,,,,,,,
119,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-04-17 17:01:30.000000,2025-04-12 08:46:52,2535.0,85.0,229.0,61.0,150.0,75.0,638.0,4183.0,A Grammar of Graphics for Python.,112.0,36,True,2025-01-02 11:19:20,0.14.5,30.0,plotnine,conda-forge/plotnine,,,,11422.0,11422.0,https://pypi.org/project/plotnine,2377689.0,2385580.0,https://anaconda.org/conda-forge/plotnine,2025-03-25 16:00:20.305,457731.0,,,,,2.0,,,,,,,,,,,,
120,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-04-17 17:57:33.000000,2025-04-17 17:54:19,4051.0,352.0,321.0,67.0,2840.0,26.0,760.0,2474.0,Adaptive Experimentation Platform.,185.0,36,True,2025-02-03 18:05:26,0.5.0,44.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],943.0,943.0,https://pypi.org/project/ax-platform,148113.0,148920.0,https://anaconda.org/conda-forge/ax-platform,2025-03-25 16:01:45.815,37151.0,,,,,1.0,,,,,,,,,,,,
121,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-04-16 10:54:32.000000,2025-04-16 10:52:31,2140.0,110.0,420.0,33.0,1884.0,71.0,870.0,2248.0,"Machine learning metrics for distributed, scalable PyTorch applications.",273.0,36,True,2025-04-07 19:33:42,1.7.1,58.0,metrics,conda-forge/torchmetrics,,,['pytorch'],40193.0,40193.0,https://pypi.org/project/metrics,5422.0,44456.0,https://anaconda.org/conda-forge/torchmetrics,2025-04-08 10:16:25.445,1906149.0,,,,,1.0,6530.0,,,,Lightning-AI/torchmetrics,,,,,,,
122,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2025-04-16 05:56:55.000000,2025-04-07 20:10:48,5179.0,77.0,1110.0,151.0,1425.0,66.0,764.0,1979.0,Documentation and samples for ArcGIS API for Python.,97.0,36,True,2025-04-07 20:25:27,2.4.1,37.0,arcgis,,esridocker/arcgis-api-python-notebook,,,939.0,939.0,https://pypi.org/project/arcgis,90669.0,90811.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,2.0,14631.0,,,,,,,,,,,
123,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2025-04-14 05:49:05.000000,2025-04-14 05:49:04,1594.0,18.0,431.0,49.0,1553.0,181.0,696.0,1671.0,Exploratory analysis of Bayesian models with Python.,170.0,36,True,2025-03-06 15:39:23,0.21.0,39.0,arviz,conda-forge/arviz,,,,10157.0,10157.0,https://pypi.org/project/arviz,1902013.0,1941746.0,https://anaconda.org/conda-forge/arviz,2025-03-25 16:00:49.411,2344151.0,,,,,1.0,182.0,,,,,,,,,,,
124,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2025-04-17 12:02:17.000000,2025-04-17 12:00:56,8479.0,929.0,3245.0,273.0,8925.0,128.0,770.0,28588.0,You like pytorch? You like micrograd? You love tinygrad!.,387.0,35,True,2025-02-21 03:09:38,0.10.2,11.0,,,,,['pytorch'],193.0,193.0,,,,,,,,,,,1.0,,,,,tinygrad/tinygrad,,,,,,,
125,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-03-25 16:00:26.370000,2024-03-13 15:16:33,391.0,,4590.0,845.0,268.0,466.0,611.0,26160.0,Library for fast text representation and classification.,68.0,35,False,2020-04-28 09:51:33,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,7627.0,7627.0,https://pypi.org/project/fasttext,1398643.0,1400999.0,https://anaconda.org/conda-forge/fasttext,2025-03-25 16:00:26.370,129586.0,,,,,2.0,,,,,,,,,,,,
126,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2025-03-25 16:00:10.271000,2024-07-29 00:37:39,894.0,,1173.0,315.0,270.0,58.0,345.0,13673.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,True,2023-06-14 16:34:48,1.17.3,22.0,annoy,conda-forge/python-annoy,,,,5009.0,5009.0,https://pypi.org/project/annoy,782898.0,795113.0,https://anaconda.org/conda-forge/python-annoy,2025-03-25 16:00:10.271,671873.0,,,,,3.0,,,,,,,,,,,,
