,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,snap_id,new_addition
106,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-10-25 09:59:42.105000,2023-10-25 07:33:27,1701.0,12.0,1271.0,147.0,202.0,169.0,143.0,7521.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,49.0,34,True,2023-10-25 07:38:28,1.1.1,37.0,pyod,conda-forge/pyod,,,,2898.0,2898.0,https://pypi.org/project/pyod,631164.0,633214.0,https://anaconda.org/conda-forge/pyod,2023-10-25 09:59:42.105,84090.0,,,,,2.0,,,,,,,,,,,,,,
107,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-10-26 18:06:31.000000,2023-10-26 18:06:30,1312.0,18.0,817.0,156.0,1647.0,170.0,802.0,6836.0,An open source python library for automated feature engineering.,71.0,34,True,2023-07-24 15:39:18,1.27.0,100.0,featuretools,conda-forge/featuretools,,,,1439.0,1439.0,https://pypi.org/project/featuretools,64115.0,68345.0,https://anaconda.org/conda-forge/featuretools,2023-07-24 20:21:04.496,169216.0,,,,,1.0,,,,,,,,,,,,,,
108,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-10-26 15:14:00.000000,2023-10-26 15:14:00,2836.0,24.0,2066.0,173.0,1087.0,14.0,1392.0,6305.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,190.0,34,True,2023-10-20 13:37:47,3.4.2,47.0,OpenNMT-py,,,,['pytorch'],227.0,227.0,https://pypi.org/project/OpenNMT-py,6348.0,6348.0,,,,,,,,2.0,,,,,,,,,,,,,,
109,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2023-10-26 11:08:57.000000,2023-10-26 11:08:57,20633.0,432.0,1061.0,238.0,7357.0,638.0,1286.0,4466.0,Accelerate LLM with low-bit (FP4 / INT4 / FP8 / INT8) optimizations using bigdl-llm.,186.0,34,True,2023-04-24 02:17:43,2.3.0,18.0,bigdl,,,,,45.0,45.0,https://pypi.org/project/bigdl,6629.0,6629.0,,,,,,,,2.0,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,,
110,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-10-25 22:35:49.000000,2023-09-22 14:09:39,11952.0,274.0,1037.0,101.0,1260.0,107.0,735.0,4049.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,34,True,2023-09-22 14:42:30,1.16.0,54.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,439.0,439.0,https://pypi.org/project/adversarial-robustness-toolbox,26718.0,27567.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-09-22 17:09:10.511,33134.0,,,,,1.0,,,,,,,,,,,,,,
111,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2023-10-26 10:05:13.000000,2023-10-26 09:59:01,2157.0,30.0,462.0,30.0,481.0,49.0,223.0,4027.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",454.0,34,True,2023-08-21 13:05:21,0.29.1,10.0,gymnasium,conda-forge/gymnasium,,,,2927.0,2927.0,https://pypi.org/project/gymnasium,371340.0,374415.0,https://anaconda.org/conda-forge/gymnasium,2023-06-18 08:43:17.773,30758.0,,,,,1.0,,,,,,,,,,,,,,
112,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-10-25 18:07:18.000000,2023-10-23 20:57:30,7307.0,44.0,593.0,117.0,1142.0,302.0,1099.0,3134.0,High-performance interactive 2D/3D data visualization library.,189.0,34,True,2023-10-03 22:23:12,0.14.1,35.0,vispy,conda-forge/vispy,,,['jupyter'],1291.0,1291.0,https://pypi.org/project/vispy,74752.0,86585.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,436807.0,,,,,2.0,,vispy,https://www.npmjs.com/package/vispy,28.0,,,,,,,,,,
113,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2023-10-26 16:38:44.000000,2023-10-26 16:38:30,2611.0,2584.0,188.0,24.0,102.0,120.0,474.0,2362.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",46.0,34,True,2023-10-23 15:54:14,0.11.1,6.0,litellm,,,,,288.0,288.0,https://pypi.org/project/litellm,147271.0,147271.0,,,,,,,,2.0,,,,,,,,,,,,,,
114,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-10-26 14:00:22.000000,2023-10-25 21:46:39,2619.0,140.0,261.0,68.0,1341.0,23.0,559.0,2157.0,Adaptive Experimentation Platform.,154.0,34,True,2023-08-11 14:37:31,0.3.4,36.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],564.0,564.0,https://pypi.org/project/ax-platform,120893.0,121387.0,https://anaconda.org/conda-forge/ax-platform,2023-08-12 13:48:33.316,13855.0,,,,,1.0,,,,,,,,,,,,,,
115,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2023-10-26 17:09:24.000000,2023-10-25 22:31:16,3878.0,189.0,381.0,31.0,2671.0,378.0,969.0,2020.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,147.0,34,True,2023-10-07 04:19:00,0.42.3,65.0,pyvista,conda-forge/pyvista,,,['jupyter'],2301.0,2301.0,https://pypi.org/project/pyvista,195187.0,205532.0,https://anaconda.org/conda-forge/pyvista,2023-10-07 03:29:50.976,413429.0,,,,,2.0,779.0,,,,,,,,,,,,,
116,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-09-21 10:44:11.000000,2023-09-21 00:13:10,1827.0,3.0,195.0,29.0,207.0,18.0,387.0,1327.0,The ctypes-based simple ImageMagick binding for Python.,103.0,34,True,2023-01-05 13:25:52,0.6.11,23.0,wand,conda-forge/wand,,,,17438.0,17438.0,https://pypi.org/project/wand,845265.0,846392.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,32666.0,,,,,2.0,27975.0,,,,,,,,,,,,,
117,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2023-10-26 09:17:11.000000,2023-10-17 15:41:51,860.0,19.0,298.0,44.0,996.0,67.0,161.0,1150.0,Making text a first-class citizen in TensorFlow.,111.0,34,True,2023-10-06 19:23:09,2.14.0,52.0,tensorflow-text,,,,['tensorflow'],5950.0,5950.0,https://pypi.org/project/tensorflow-text,3050538.0,3050538.0,,,,,,,,2.0,,,,,,,,,,,,,,
118,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2023-10-24 23:11:42.000000,2023-10-16 16:45:42,1491.0,9.0,6674.0,379.0,640.0,364.0,3017.0,26962.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",259.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1414.0,1414.0,https://pypi.org/project/detectron2,,5343.0,https://anaconda.org/conda-forge/detectron2,2023-06-23 08:23:13.856,208377.0,,,,,2.0,,,,,,,,,,,,,,
119,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-10-01 11:57:13.000000,2023-09-10 02:01:49,2281.0,24.0,4746.0,487.0,149.0,968.0,1337.0,18638.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,33,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],1101.0,1101.0,https://pypi.org/project/insightface,434991.0,570550.0,,,,,,,,2.0,813356.0,,,,,,,,,,,,,
120,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2023-10-26 18:00:57.000000,2023-10-26 15:49:42,15201.0,1688.0,2455.0,372.0,4190.0,556.0,2950.0,18530.0,MindsDB connects AI models to real time data.,794.0,33,True,2023-10-19 17:25:42,23.10.3.1,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,4707.0,4707.0,,,,,,,,3.0,,,,,,,,,,,,,,
121,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1712.0,265.0,114.0,81.0,535.0,10930.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,4508.0,4508.0,https://pypi.org/project/lime,319725.0,322029.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,188995.0,,,,,1.0,,,,,,,,,,,,,,
122,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-10-21 23:01:55.000000,2023-10-21 22:17:07,3561.0,116.0,763.0,133.0,154.0,98.0,920.0,10229.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",87.0,33,True,2023-10-21 23:17:27,15.3.0,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,645.0,645.0,https://pypi.org/project/ocrmypdf,51597.0,53775.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,57802.0,,,,,2.0,744.0,,,,,,ocrmypdf,ocrmypdf,,,,,,
123,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-10-26 06:55:28.000000,2023-10-25 21:52:25,3712.0,161.0,1058.0,188.0,2690.0,258.0,728.0,9989.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",145.0,33,True,2023-10-13 15:47:19,0.8.6,42.0,ludwig,,,,['tensorflow'],207.0,207.0,https://pypi.org/project/ludwig,5808.0,5808.0,,,,,,,,3.0,,,,,,,,,,,,,,
124,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-09-06 21:46:11.000000,2023-09-06 21:46:11,2424.0,6.0,1505.0,290.0,424.0,269.0,633.0,9272.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,116.0,33,True,2023-08-15 18:21:39,0.12.1,29.0,tpot,conda-forge/tpot,,,['sklearn'],2382.0,2382.0,https://pypi.org/project/tpot,37615.0,43557.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,237682.0,,,,,2.0,,,,,,,,,,,,,,
125,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-10-26 15:35:19.000000,2023-10-17 20:31:26,10395.0,9.0,1858.0,349.0,3397.0,125.0,1130.0,8301.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,33,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,119881.0,123604.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,134034.0,,,,,3.0,,,,,,,,,,,,,,
126,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000000,2022-12-08 17:49:19,746.0,,957.0,133.0,217.0,274.0,267.0,7768.0,Manipulate audio with a simple and easy high level interface.,95.0,33,True,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,40669.0,40669.0,https://pypi.org/project/pydub,3007758.0,3008989.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,71443.0,,,,,1.0,,,,,,,,,,,,,,
127,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-10-26 17:54:42.000000,2023-10-26 17:54:20,796.0,54.0,632.0,275.0,1045.0,238.0,326.0,7083.0,Build and manage real-life data science projects with ease!.,75.0,33,True,2023-10-18 10:45:01,2.10.3,98.0,metaflow,conda-forge/metaflow,,,,541.0,541.0,https://pypi.org/project/metaflow,148395.0,152294.0,https://anaconda.org/conda-forge/metaflow,2023-10-18 13:17:20.458,152079.0,,,,,2.0,,,,,,,,,,,,,,
128,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-10-26 06:14:47.000000,2023-10-06 05:01:16,4079.0,199.0,838.0,146.0,454.0,75.0,748.0,6825.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",64.0,33,True,2023-10-06 05:16:12,1.6.1,19.0,stanza,stanfordnlp/stanza,,,,2175.0,2175.0,https://pypi.org/project/stanza,135690.0,135857.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7203.0,,,,,2.0,,,,,,,,,,,,,,
129,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-10-26 12:49:43.000000,2023-10-17 11:40:34,2699.0,10.0,1113.0,211.0,1035.0,18.0,613.0,6379.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,33,True,2023-10-17 11:41:15,1.4.0,61.0,deeppavlov,,,,['tensorflow'],361.0,361.0,https://pypi.org/project/deeppavlov,8122.0,8122.0,,,,,,,,2.0,,,,,deeppavlov/DeepPavlov,,,,,,,,,
130,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-10-26 18:18:16.000000,2023-10-26 17:47:42,37137.0,308.0,723.0,143.0,8593.0,841.0,4867.0,6020.0,cuDF - GPU DataFrame Library.,261.0,33,True,2023-10-11 15:25:48,23.10.00,41.0,cudf,,,,,47.0,47.0,https://pypi.org/project/cudf,1680.0,1680.0,,,,,,,,1.0,,,,,,,,,,,,,,
131,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-10-25 23:42:36.000000,2023-10-25 23:42:28,2754.0,53.0,672.0,141.0,88.0,68.0,321.0,5741.0,Fit interpretable models. Explain blackbox machine learning.,39.0,33,True,2023-08-28 03:48:17,0.4.4,39.0,interpret,,,,['jupyter'],544.0,544.0,https://pypi.org/project/interpret,77392.0,77392.0,,,,,,,,1.0,,,,,,,,,,,,,,
132,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-10-25 08:24:36.000000,2023-10-24 15:45:18,2223.0,58.0,602.0,90.0,237.0,389.0,507.0,4813.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",87.0,33,True,2023-09-25 21:43:22,1.13.1,89.0,clearml,,allegroai/trains,,,765.0,765.0,https://pypi.org/project/clearml,237289.0,237901.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30186.0,2.0,1677.0,,,,,,,,,,,,,
133,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-10-25 21:54:16.000000,2023-10-25 21:54:13,11984.0,54.0,1023.0,170.0,454.0,572.0,733.0,3987.0,Probabilistic reasoning and statistical analysis in TensorFlow.,483.0,33,True,2023-10-23 16:37:21,0.22.1,49.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1304847.0,1308454.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-10-23 21:42:11.123,115445.0,,,,,2.0,,,,,,,,,,,,,,
134,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-10-26 13:29:22.000000,2023-10-26 13:27:53,1487.0,36.0,353.0,93.0,728.0,122.0,440.0,3092.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,3054.0,3054.0,https://pypi.org/project/datashader,294710.0,311806.0,https://anaconda.org/conda-forge/datashader,2023-08-17 12:55:00.403,700942.0,,,,,2.0,,,,,,,,,,,,,,
135,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-10-26 18:09:50.000000,2023-10-26 18:05:05,1707.0,88.0,331.0,54.0,1439.0,52.0,378.0,2806.0,Bayesian optimization in PyTorch.,105.0,33,True,2023-08-10 22:11:42,0.9.2,38.0,botorch,conda-forge/botorch,,,['pytorch'],709.0,709.0,https://pypi.org/project/botorch,172348.0,174680.0,https://anaconda.org/conda-forge/botorch,2023-08-11 23:47:35.517,88630.0,,,,,2.0,,,,,,,,,,,,,,
136,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-10-25 09:08:42.000000,2021-10-12 13:32:38,1570.0,,492.0,64.0,535.0,248.0,391.0,2672.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,4904.0,4904.0,https://pypi.org/project/scikit-optimize,505693.0,514828.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,685145.0,,,,,2.0,,,,,,,,,,,,,,
137,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-10-17 21:19:58.000000,2023-10-17 21:19:58,1625.0,11.0,314.0,60.0,175.0,111.0,191.0,2617.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-08-21 13:24:24,0.6.2,24.0,tslearn,conda-forge/tslearn,,,['sklearn'],989.0,989.0,https://pypi.org/project/tslearn,303424.0,334769.0,https://anaconda.org/conda-forge/tslearn,2023-08-21 16:01:42.662,1253807.0,,,,,2.0,,,,,,,,,,,,,,
138,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-10-25 10:00:15.000000,2023-10-10 18:59:07,934.0,21.0,381.0,38.0,147.0,43.0,237.0,2291.0,A library of sklearn compatible categorical variable encoders.,64.0,33,True,2023-08-15 16:12:45,2.6.2,19.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1146.0,1146.0,https://pypi.org/project/category_encoders,1234462.0,1244602.0,https://anaconda.org/conda-forge/category_encoders,2023-08-15 19:21:54.750,243369.0,,,,,1.0,,,,,,,,,,,,,,
139,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-09-30 21:25:52.000000,2023-09-30 21:25:52,2268.0,13.0,522.0,71.0,475.0,249.0,678.0,2188.0,Survival analysis in Python.,112.0,33,True,2023-09-13 15:30:38,0.27.8,100.0,lifelines,conda-forge/lifelines,,,,1902.0,1902.0,https://pypi.org/project/lifelines,411440.0,418707.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,297985.0,,,,,2.0,,,,,,,,,,,,,,
140,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-10-13 15:33:46.000000,2018-10-12 15:53:05,1251.0,,275.0,52.0,155.0,82.0,218.0,1556.0,Python Geocoder.,73.0,33,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,7984.0,7984.0,https://pypi.org/project/geocoder,441683.0,443348.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,133218.0,,,,,2.0,,,,,,,,,,,,,geocoder,
141,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-10-15 04:09:07.000000,2023-10-09 06:31:38,1150.0,4.0,335.0,63.0,571.0,227.0,341.0,1410.0,A Jupyter - Leaflet.js bridge.,85.0,33,True,2023-06-02 07:09:46,0.17.3,67.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],5696.0,5696.0,https://pypi.org/project/ipyleaflet,169347.0,247062.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1079116.0,,,,,2.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,51396.0,,,,,,,,,,
142,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-10-26 11:14:57.000000,2023-10-26 10:22:48,10101.0,146.0,522.0,71.0,2199.0,245.0,1638.0,1049.0,Machine learning for NeuroImaging in Python.,228.0,33,True,2023-10-01 19:30:40,0.10.2,22.0,nilearn,conda-forge/nilearn,,,['sklearn'],2640.0,2640.0,https://pypi.org/project/nilearn,49789.0,56955.0,https://anaconda.org/conda-forge/nilearn,2023-10-02 11:59:55.930,250647.0,,,,,2.0,140.0,,,,,,,,,,,,,
143,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-10-26 17:48:32.000000,2023-10-26 17:48:31,11160.0,321.0,224.0,58.0,11664.0,138.0,2114.0,895.0,Cloud-native genomic dataframes and batch computing.,90.0,33,True,2023-09-21 19:28:05,0.2.124,100.0,hail,,,,['spark'],111.0,111.0,https://pypi.org/project/hail,23059.0,23059.0,,,,,,,,2.0,,,,,,,,,,,,,,
144,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-10-24 13:58:07.000000,2023-09-28 11:32:14,14783.0,21.0,484.0,50.0,2273.0,390.0,946.0,703.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,3653.0,3653.0,https://pypi.org/project/nipype,77748.0,93150.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,585278.0,,,,,2.0,,,,,,,,,,,,,,
145,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-10-04 00:17:49.000000,2023-07-11 13:03:36,1421.0,,3620.0,766.0,1132.0,352.0,588.0,18701.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],472.0,472.0,https://pypi.org/project/magenta,2943.0,2943.0,,,,,,,,2.0,,,,,,,,,,,,,,
146,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4105.0,1002.0,1868.0,323.0,658.0,16570.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,957.0,957.0,https://pypi.org/project/zipline,2446.0,2644.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7355.0,,,,,1.0,,,,,,,,,,,,,,
147,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2061.0,187.0,1005.0,567.0,710.0,12218.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1419.0,1419.0,https://pypi.org/project/paddlehub,5966.0,5978.0,,,,,,,,2.0,664.0,,,,,,,,,,,,,
148,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-05-27 00:04:03.000000,2021-11-29 19:55:31,1571.0,,1122.0,345.0,1682.0,499.0,1294.0,11097.0,Turi Create simplifies the development of custom machine learning models.,86.0,32,False,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,,357.0,357.0,https://pypi.org/project/turicreate,17727.0,17862.0,,,,,,,,3.0,9467.0,,,,,,,,,,,,,
